pool,donor_id,candidate_program,gene,weight,rank_position,selected_rank,selected_seed,n_cells
high_confidence,LAM3,program_1,TCF12,3.4026544094085693,1,6,0,1492
high_confidence,LAM3,program_1,CHD2,2.208014726638794,2,6,0,1492
high_confidence,LAM3,program_1,UBE2E2,1.917542576789856,3,6,0,1492
high_confidence,LAM3,program_1,RFX3,1.8981852531433105,4,6,0,1492
high_confidence,LAM3,program_1,LHFPL6,1.7824560403823853,5,6,0,1492
high_confidence,LAM3,program_1,CAST,1.7589529752731323,6,6,0,1492
high_confidence,LAM3,program_1,AFDN,1.7093257904052734,7,6,0,1492
high_confidence,LAM3,program_1,RASAL2,1.6750719547271729,8,6,0,1492
high_confidence,LAM3,program_1,HLA-DPB1,1.6711231470108032,9,6,0,1492
high_confidence,LAM3,program_1,RORA,1.6685974597930908,10,6,0,1492
high_confidence,LAM3,program_1,RICTOR,1.6516075134277344,11,6,0,1492
high_confidence,LAM3,program_1,PDE8A,1.6498380899429321,12,6,0,1492
high_confidence,LAM3,program_1,BNIP3,1.6447337865829468,13,6,0,1492
high_confidence,LAM3,program_1,AFF3,1.638875961303711,14,6,0,1492
high_confidence,LAM3,program_1,UBE2K,1.6364691257476807,15,6,0,1492
high_confidence,LAM3,program_1,ZFAS1,1.6332603693008423,16,6,0,1492
high_confidence,LAM3,program_1,RAB27A,1.6251344680786133,17,6,0,1492
high_confidence,LAM3,program_1,FKBP5,1.5931938886642456,18,6,0,1492
high_confidence,LAM3,program_1,TFPI,1.5537384748458862,19,6,0,1492
high_confidence,LAM3,program_1,NABP1,1.553013563156128,20,6,0,1492
high_confidence,LAM3,program_1,GLUL,1.5480496883392334,21,6,0,1492
high_confidence,LAM3,program_1,ATP8A1,1.540992259979248,22,6,0,1492
high_confidence,LAM3,program_1,SDCBP,1.5316137075424194,23,6,0,1492
high_confidence,LAM3,program_1,ARHGDIB,1.5212417840957642,24,6,0,1492
high_confidence,LAM3,program_1,SELENOP,1.5182381868362427,25,6,0,1492
high_confidence,LAM3,program_1,ATP10A,1.5016670227050781,26,6,0,1492
high_confidence,LAM3,program_1,MARCKS,1.5004106760025024,27,6,0,1492
high_confidence,LAM3,program_1,RAP1B,1.496544599533081,28,6,0,1492
high_confidence,LAM3,program_1,CD52,1.492826223373413,29,6,0,1492
high_confidence,LAM3,program_1,EXT1,1.4850115776062012,30,6,0,1492
high_confidence,LAM3,program_1,LRRIQ1,1.4816398620605469,31,6,0,1492
high_confidence,LAM3,program_1,ANOS1,1.4788697957992554,32,6,0,1492
high_confidence,LAM3,program_1,ELL2,1.463595986366272,33,6,0,1492
high_confidence,LAM3,program_1,CTSH,1.4585254192352295,34,6,0,1492
high_confidence,LAM3,program_1,ARHGAP42,1.4497973918914795,35,6,0,1492
high_confidence,LAM3,program_1,GMDS-DT,1.4444681406021118,36,6,0,1492
high_confidence,LAM3,program_1,GPC5,1.4438567161560059,37,6,0,1492
high_confidence,LAM3,program_1,TOMM7,1.4411451816558838,38,6,0,1492
high_confidence,LAM3,program_1,LARP4B,1.4356763362884521,39,6,0,1492
high_confidence,LAM3,program_1,PRKCE,1.4199284315109253,40,6,0,1492
high_confidence,LAM3,program_1,UMAD1,1.4074549674987793,41,6,0,1492
high_confidence,LAM3,program_1,PCDH17,1.4071135520935059,42,6,0,1492
high_confidence,LAM3,program_1,ANKRD11,1.4070457220077515,43,6,0,1492
high_confidence,LAM3,program_1,MT1M,1.3974872827529907,44,6,0,1492
high_confidence,LAM3,program_1,S100A10,1.3948500156402588,45,6,0,1492
high_confidence,LAM3,program_1,VEGFA,1.3896453380584717,46,6,0,1492
high_confidence,LAM3,program_1,GNG5,1.3880101442337036,47,6,0,1492
high_confidence,LAM3,program_1,CDYL,1.3871769905090332,48,6,0,1492
high_confidence,LAM3,program_1,HNRNPR,1.387146234512329,49,6,0,1492
high_confidence,LAM3,program_1,SRSF7,1.3812328577041626,50,6,0,1492
high_confidence,LAM3,program_2,DOCK5,1.81490159034729,1,6,0,1492
high_confidence,LAM3,program_2,CD48,1.7189384698867798,2,6,0,1492
high_confidence,LAM3,program_2,SLC39A8,1.6761596202850342,3,6,0,1492
high_confidence,LAM3,program_2,MED13L,1.632445216178894,4,6,0,1492
high_confidence,LAM3,program_2,MICAL2,1.5745264291763306,5,6,0,1492
high_confidence,LAM3,program_2,SPTBN1,1.5613459348678589,6,6,0,1492
high_confidence,LAM3,program_2,SNX25,1.4942803382873535,7,6,0,1492
high_confidence,LAM3,program_2,ZFP36L2,1.4245495796203613,8,6,0,1492
high_confidence,LAM3,program_2,CD63,1.4233860969543457,9,6,0,1492
high_confidence,LAM3,program_2,COL4A1,1.411319613456726,10,6,0,1492
high_confidence,LAM3,program_2,ANXA1,1.3979060649871826,11,6,0,1492
high_confidence,LAM3,program_2,KHDRBS2,1.392795205116272,12,6,0,1492
high_confidence,LAM3,program_2,SERPINE1,1.3705934286117554,13,6,0,1492
high_confidence,LAM3,program_2,QKI,1.3687005043029785,14,6,0,1492
high_confidence,LAM3,program_2,RPS8,1.361132025718689,15,6,0,1492
high_confidence,LAM3,program_2,ATP11A,1.344192385673523,16,6,0,1492
high_confidence,LAM3,program_2,CNOT6L,1.3436098098754883,17,6,0,1492
high_confidence,LAM3,program_2,WSB1,1.3370472192764282,18,6,0,1492
high_confidence,LAM3,program_2,RPL3,1.3203961849212646,19,6,0,1492
high_confidence,LAM3,program_2,NSRP1,1.319744348526001,20,6,0,1492
high_confidence,LAM3,program_2,RPS6,1.3155092000961304,21,6,0,1492
high_confidence,LAM3,program_2,MKI67,1.315114140510559,22,6,0,1492
high_confidence,LAM3,program_2,DSTN,1.2691031694412231,23,6,0,1492
high_confidence,LAM3,program_2,PROM1,1.265619158744812,24,6,0,1492
high_confidence,LAM3,program_2,SPIDR,1.2501485347747803,25,6,0,1492
high_confidence,LAM3,program_2,NDUFA4,1.2487812042236328,26,6,0,1492
high_confidence,LAM3,program_2,PHACTR1,1.2302314043045044,27,6,0,1492
high_confidence,LAM3,program_2,MAP4,1.2142874002456665,28,6,0,1492
high_confidence,LAM3,program_2,ABCA3,1.2137678861618042,29,6,0,1492
high_confidence,LAM3,program_2,SRSF5,1.2003463506698608,30,6,0,1492
high_confidence,LAM3,program_2,HECW2,1.1989659070968628,31,6,0,1492
high_confidence,LAM3,program_2,HIST1H4C,1.1903319358825684,32,6,0,1492
high_confidence,LAM3,program_2,TGFBR1,1.1865121126174927,33,6,0,1492
high_confidence,LAM3,program_2,MYL12B,1.1810866594314575,34,6,0,1492
high_confidence,LAM3,program_2,AKT1,1.138972520828247,35,6,0,1492
high_confidence,LAM3,program_2,FARP1,1.1376761198043823,36,6,0,1492
high_confidence,LAM3,program_2,SPARCL1,1.114656925201416,37,6,0,1492
high_confidence,LAM3,program_2,APOE,1.0992594957351685,38,6,0,1492
high_confidence,LAM3,program_2,RTN4,1.0863450765609741,39,6,0,1492
high_confidence,LAM3,program_2,SSBP2,1.0549730062484741,40,6,0,1492
high_confidence,LAM3,program_2,RPS3,1.05215322971344,41,6,0,1492
high_confidence,LAM3,program_2,DES,1.041045069694519,42,6,0,1492
high_confidence,LAM3,program_2,RABGAP1L,1.0408915281295776,43,6,0,1492
high_confidence,LAM3,program_2,PIP5K1B,1.0250567197799683,44,6,0,1492
high_confidence,LAM3,program_2,GNAS,1.0244615077972412,45,6,0,1492
high_confidence,LAM3,program_2,IFITM3,1.023967981338501,46,6,0,1492
high_confidence,LAM3,program_2,ULK4,1.0219058990478516,47,6,0,1492
high_confidence,LAM3,program_2,NCL,1.018552541732788,48,6,0,1492
high_confidence,LAM3,program_2,TSPO,1.0096133947372437,49,6,0,1492
high_confidence,LAM3,program_2,MARCKS,0.9813352227210999,50,6,0,1492
high_confidence,LAM3,program_3,TCF12,3.376063108444214,1,6,0,1492
high_confidence,LAM3,program_3,TBL1XR1,3.214431047439575,2,6,0,1492
high_confidence,LAM3,program_3,TMOD3,2.9755825996398926,3,6,0,1492
high_confidence,LAM3,program_3,CAMK1D,2.9570093154907227,4,6,0,1492
high_confidence,LAM3,program_3,MAP3K2,2.891822099685669,5,6,0,1492
high_confidence,LAM3,program_3,RBPJ,2.794684410095215,6,6,0,1492
high_confidence,LAM3,program_3,MAP2,2.7170705795288086,7,6,0,1492
high_confidence,LAM3,program_3,SPAG16,2.7154335975646973,8,6,0,1492
high_confidence,LAM3,program_3,PAPSS2,2.6988415718078613,9,6,0,1492
high_confidence,LAM3,program_3,CREBRF,2.610398292541504,10,6,0,1492
high_confidence,LAM3,program_3,ID2,2.5870397090911865,11,6,0,1492
high_confidence,LAM3,program_3,COX6A1,2.5811891555786133,12,6,0,1492
high_confidence,LAM3,program_3,GULP1,2.5643041133880615,13,6,0,1492
high_confidence,LAM3,program_3,EPB41L2,2.5279505252838135,14,6,0,1492
high_confidence,LAM3,program_3,FCHO2,2.515963315963745,15,6,0,1492
high_confidence,LAM3,program_3,POLR2L,2.4995532035827637,16,6,0,1492
high_confidence,LAM3,program_3,EXOC4,2.484180450439453,17,6,0,1492
high_confidence,LAM3,program_3,INPP4B,2.4828920364379883,18,6,0,1492
high_confidence,LAM3,program_3,SNX14,2.444842576980591,19,6,0,1492
high_confidence,LAM3,program_3,RBMS2,2.4044814109802246,20,6,0,1492
high_confidence,LAM3,program_3,EIF3A,2.365276575088501,21,6,0,1492
high_confidence,LAM3,program_3,MICU1,2.3641676902770996,22,6,0,1492
high_confidence,LAM3,program_3,ATR,2.3320553302764893,23,6,0,1492
high_confidence,LAM3,program_3,COA1,2.263934373855591,24,6,0,1492
high_confidence,LAM3,program_3,USP47,2.2514078617095947,25,6,0,1492
high_confidence,LAM3,program_3,FGD4,2.2028088569641113,26,6,0,1492
high_confidence,LAM3,program_3,DDX21,2.1643521785736084,27,6,0,1492
high_confidence,LAM3,program_3,YBX1,2.1351375579833984,28,6,0,1492
high_confidence,LAM3,program_3,CLASP1,2.1248888969421387,29,6,0,1492
high_confidence,LAM3,program_3,RAC1,2.08343243598938,30,6,0,1492
high_confidence,LAM3,program_3,MID1,2.068002223968506,31,6,0,1492
high_confidence,LAM3,program_3,SP100,2.060425043106079,32,6,0,1492
high_confidence,LAM3,program_3,IFNGR1,2.0554537773132324,33,6,0,1492
high_confidence,LAM3,program_3,NCOA3,2.029690980911255,34,6,0,1492
high_confidence,LAM3,program_3,LMO3,1.9979113340377808,35,6,0,1492
high_confidence,LAM3,program_3,GPC6,1.9413195848464966,36,6,0,1492
high_confidence,LAM3,program_3,ATAD2B,1.9395297765731812,37,6,0,1492
high_confidence,LAM3,program_3,PSME4,1.9014235734939575,38,6,0,1492
high_confidence,LAM3,program_3,HLA-DPB1,1.8098801374435425,39,6,0,1492
high_confidence,LAM3,program_3,DDX5,1.7973440885543823,40,6,0,1492
high_confidence,LAM3,program_3,JMJD1C,1.782701015472412,41,6,0,1492
high_confidence,LAM3,program_3,PSMA7,1.742025375366211,42,6,0,1492
high_confidence,LAM3,program_3,FAM133B,1.72826087474823,43,6,0,1492
high_confidence,LAM3,program_3,CYB5A,1.7019338607788086,44,6,0,1492
high_confidence,LAM3,program_3,AGAP1,1.6878907680511475,45,6,0,1492
high_confidence,LAM3,program_3,FHIT,1.6759103536605835,46,6,0,1492
high_confidence,LAM3,program_3,NCF1,1.666471004486084,47,6,0,1492
high_confidence,LAM3,program_3,SRSF11,1.6573827266693115,48,6,0,1492
high_confidence,LAM3,program_3,NFKBIA,1.6564425230026245,49,6,0,1492
high_confidence,LAM3,program_3,DST,1.599975347518921,50,6,0,1492
high_confidence,LAM3,program_4,TCF12,2.810105323791504,1,6,0,1492
high_confidence,LAM3,program_4,SFTPC,2.0196962356567383,2,6,0,1492
high_confidence,LAM3,program_4,IMMP2L,1.8775718212127686,3,6,0,1492
high_confidence,LAM3,program_4,WWOX,1.821432113647461,4,6,0,1492
high_confidence,LAM3,program_4,NCKAP5,1.760864496231079,5,6,0,1492
high_confidence,LAM3,program_4,IL7R,1.6005160808563232,6,6,0,1492
high_confidence,LAM3,program_4,CLDN5,1.4413961172103882,7,6,0,1492
high_confidence,LAM3,program_4,CADM1,1.4394491910934448,8,6,0,1492
high_confidence,LAM3,program_4,AFF1,1.3601171970367432,9,6,0,1492
high_confidence,LAM3,program_4,MAPK10,1.3576298952102661,10,6,0,1492
high_confidence,LAM3,program_4,DOCK9,1.3429034948349,11,6,0,1492
high_confidence,LAM3,program_4,CD44,1.3215492963790894,12,6,0,1492
high_confidence,LAM3,program_4,NEDD9,1.3152542114257812,13,6,0,1492
high_confidence,LAM3,program_4,IGFBP7,1.3057024478912354,14,6,0,1492
high_confidence,LAM3,program_4,GPRC5A,1.2945384979248047,15,6,0,1492
high_confidence,LAM3,program_4,FCHSD2,1.2833836078643799,16,6,0,1492
