pool,candidate_program,gene,weight,rank_position,selected_rank,selected_seed
high_confidence,program_1,MALAT1,3.0897250175476074,1,6,0
high_confidence,program_1,SFTPC,2.3205208778381348,2,6,0
high_confidence,program_1,ACOXL,2.006486177444458,3,6,0
high_confidence,program_1,SNX25,1.9457134008407593,4,6,0
high_confidence,program_1,MAGI3,1.7877647876739502,5,6,0
high_confidence,program_1,PTPN13,1.7254045009613037,6,6,0
high_confidence,program_1,AFF3,1.7079788446426392,7,6,0
high_confidence,program_1,PTPRK,1.6871262788772583,8,6,0
high_confidence,program_1,MTUS1,1.6850731372833252,9,6,0
high_confidence,program_1,ATP11A,1.6456348896026611,10,6,0
high_confidence,program_1,CADPS2,1.6388170719146729,11,6,0
high_confidence,program_1,RAPGEF5,1.6303669214248657,12,6,0
high_confidence,program_1,UNC13B,1.615975022315979,13,6,0
high_confidence,program_1,LMO3,1.508378267288208,14,6,0
high_confidence,program_1,FHIT,1.4929505586624146,15,6,0
high_confidence,program_1,NEBL,1.4803906679153442,16,6,0
high_confidence,program_1,PTPRD,1.4639873504638672,17,6,0
high_confidence,program_1,CADM1,1.4509423971176147,18,6,0
high_confidence,program_1,LRBA,1.4456735849380493,19,6,0
high_confidence,program_1,ATP8A1,1.4421532154083252,20,6,0
high_confidence,program_1,RBPMS,1.435606598854065,21,6,0
high_confidence,program_1,FTX,1.433035969734192,22,6,0
high_confidence,program_1,AL132857.1,1.4136512279510498,23,6,0
high_confidence,program_1,GPC5,1.41342031955719,24,6,0
high_confidence,program_1,GPHN,1.4041111469268799,25,6,0
high_confidence,program_1,FOXP1,1.3998327255249023,26,6,0
high_confidence,program_1,MBIP,1.3940500020980835,27,6,0
high_confidence,program_1,SNX30,1.3912205696105957,28,6,0
high_confidence,program_1,KANK1,1.3842345476150513,29,6,0
high_confidence,program_1,IMMP2L,1.3815281391143799,30,6,0
high_confidence,program_1,PPP1R9A,1.372533917427063,31,6,0
high_confidence,program_1,ZBTB16,1.3654661178588867,32,6,0
high_confidence,program_1,EPS8,1.35249924659729,33,6,0
high_confidence,program_1,FOXP2,1.3518916368484497,34,6,0
high_confidence,program_1,TMEM163,1.3512685298919678,35,6,0
high_confidence,program_1,DIAPH2,1.3355896472930908,36,6,0
high_confidence,program_1,PIP5K1B,1.3352588415145874,37,6,0
high_confidence,program_1,RNF145,1.324110984802246,38,6,0
high_confidence,program_1,TOX,1.3237862586975098,39,6,0
high_confidence,program_1,SFTPA2,1.304668664932251,40,6,0
high_confidence,program_1,NTN4,1.2941168546676636,41,6,0
high_confidence,program_1,MED13L,1.2926297187805176,42,6,0
high_confidence,program_1,NFIA,1.291035532951355,43,6,0
high_confidence,program_1,NR3C2,1.288148045539856,44,6,0
high_confidence,program_1,ADGRV1,1.2810728549957275,45,6,0
