source,pool,program,donor_id,n_cells_scored,candidate_cells_scored,background_cells_scored,candidate_mean,background_mean,candidate_minus_background,direction,qc_view,score_median,score_q25,score_q75
adata_obs,all_cells,lineage_uterine_smooth_muscle,LAM3,7016,84.0,6932.0,2.1040550863033567,-0.1375963706117806,2.2416514569151373,positive,unspecified,,,
adata_obs,all_cells,lineage_uterine_smooth_muscle,LAM4,1259,21.0,1238.0,2.462941925480201,0.06534113847183894,2.397600787008362,positive,unspecified,,,
adata_obs,all_cells,lineage_uterine_smooth_muscle,Donor1,6178,0.0,6178.0,,-0.07171033888640803,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,lineage_uterine_smooth_muscle,LAM1,7104,28.0,7076.0,2.4212335496236053,-0.20572292714804163,2.626956476771647,positive,unspecified,,,
adata_obs,all_cells,lineage_uterine_smooth_muscle,LAM2,4955,1.0,4954.0,-0.19232849973426838,-0.24638034753887714,0.054051847804608755,positive,unspecified,,,
adata_obs,all_cells,lineage_uterine_smooth_muscle,LAM3,6064,52.0,6012.0,1.8225258609638668,-0.16299999895535855,1.9855258599192254,positive,unspecified,,,
adata_obs,all_cells,lineage_uterine_smooth_muscle,LAM4,898,4.0,894.0,2.833627286306697,0.01282649420199205,2.8208007921047047,positive,unspecified,,,
adata_obs,all_cells,CORE1,Donor1,7480,0.0,7480.0,,-0.03894536917862443,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,CORE1,LAM1,7827,31.0,7796.0,2.3966769133629615,-0.19844278453619493,2.5951196978991566,positive,unspecified,,,
adata_obs,all_cells,CORE1,LAM2,7126,4.0,7122.0,-0.23387358519321588,-0.24128736191295388,0.007413776719738002,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,CORE1,LAM3,7016,84.0,6932.0,2.1040550863033567,-0.1375963706117806,2.2416514569151373,positive,unspecified,,,
adata_obs,all_cells,CORE1,LAM4,1259,21.0,1238.0,2.462941925480201,0.06534113847183894,2.397600787008362,positive,unspecified,,,
adata_obs,all_cells,CORE1,Donor1,6178,0.0,6178.0,,-0.07171033888640803,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,CORE1,LAM1,7104,28.0,7076.0,2.4212335496236053,-0.20572292714804163,2.626956476771647,positive,unspecified,,,
adata_obs,all_cells,CORE1,LAM2,4955,1.0,4954.0,-0.19232849973426838,-0.24638034753887714,0.054051847804608755,positive,unspecified,,,
adata_obs,all_cells,CORE1,LAM3,6064,52.0,6012.0,1.8225258609638668,-0.16299999895535855,1.9855258599192254,positive,unspecified,,,
adata_obs,all_cells,CORE1,LAM4,898,4.0,894.0,2.833627286306697,0.01282649420199205,2.8208007921047047,positive,unspecified,,,
adata_obs,all_cells,ECM_remodeling,Donor1,7480,0.0,7480.0,,0.003639836179236244,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM1,7827,31.0,7796.0,0.9083404795688145,-0.096981430165499,1.0053219097343136,positive,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM2,7126,4.0,7122.0,0.018595060557127,0.03199894480570435,-0.013403884248577351,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM3,7016,84.0,6932.0,0.8812398443781598,0.06273926058359884,0.818500583794561,positive,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM4,1259,21.0,1238.0,0.07845399903196866,0.041535772762284755,0.036918226269683906,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,ECM_remodeling,Donor1,6178,0.0,6178.0,,-0.009631025841158049,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM1,7104,28.0,7076.0,0.9542224471339463,-0.10119042014902685,1.0554128672829732,positive,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM2,4955,1.0,4954.0,-0.08510234313351767,0.014117154828446521,-0.09921949796196419,negative,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM3,6064,52.0,6012.0,1.2608808122984656,0.055359654749836854,1.2055211575486287,positive,unspecified,,,
adata_obs,all_cells,ECM_remodeling,LAM4,898,4.0,894.0,0.06358202101928848,0.01550592735741905,0.04807609366186943,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,Donor1,7480,0.0,7480.0,,0.0170816305149247,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM1,7827,31.0,7796.0,1.050266470021458,-0.021699073362065925,1.0719655433835238,positive,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM2,7126,4.0,7122.0,-0.038697274252772335,-0.02495964504999817,-0.013737629202774163,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM3,7016,84.0,6932.0,0.924987352028016,-0.004326874465452499,0.9293142264934685,positive,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM4,1259,21.0,1238.0,0.138133310325562,-0.007882150680340294,0.1460154610059023,positive,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,Donor1,6178,0.0,6178.0,,0.013745036372723762,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM1,7104,28.0,7076.0,1.1002894789228839,-0.022904857127117012,1.123194336050001,positive,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM2,4955,1.0,4954.0,-0.03983794152736664,-0.02421003608791304,-0.0156279054394536,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM3,6064,52.0,6012.0,1.3251576029891383,-0.007693192836456538,1.3328507958255948,positive,unspecified,,,
adata_obs,all_cells,TGFbeta_fibroblast,LAM4,898,4.0,894.0,0.11977464109659197,-0.03058119204942634,0.1503558331460183,positive,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,Donor1,7480,0.0,7480.0,,0.0170816305149247,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM1,7827,31.0,7796.0,1.050266470021458,-0.021699073362065925,1.0719655433835238,positive,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM2,7126,4.0,7122.0,-0.038697274252772335,-0.02495964504999817,-0.013737629202774163,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM3,7016,84.0,6932.0,0.924987352028016,-0.004326874465452499,0.9293142264934685,positive,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM4,1259,21.0,1238.0,0.138133310325562,-0.007882150680340294,0.1460154610059023,positive,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,Donor1,6178,0.0,6178.0,,0.013745036372723762,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM1,7104,28.0,7076.0,1.1002894789228839,-0.022904857127117012,1.123194336050001,positive,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM2,4955,1.0,4954.0,-0.03983794152736664,-0.02421003608791304,-0.0156279054394536,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM3,6064,52.0,6012.0,1.3251576029891383,-0.007693192836456538,1.3328507958255948,positive,unspecified,,,
adata_obs,all_cells,normal_lung_interstitial,LAM4,898,4.0,894.0,0.11977464109659197,-0.03058119204942634,0.1503558331460183,positive,unspecified,,,
adata_obs,all_cells,SLS_stem_like,Donor1,7480,0.0,7480.0,,0.01245673857924799,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM1,7827,31.0,7796.0,0.02497579300115185,0.08842783801939974,-0.06345204501824789,negative,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM2,7126,4.0,7122.0,-0.0439177850385507,0.08656131990388005,-0.13047910494243076,negative,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM3,7016,84.0,6932.0,-0.012961100973780195,0.0424507974631974,-0.055411898436977594,negative,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM4,1259,21.0,1238.0,0.06827261728899818,0.07488847597613008,-0.006615858687131895,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,SLS_stem_like,Donor1,6178,0.0,6178.0,,0.014777671365384737,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM1,7104,28.0,7076.0,0.03672873443968239,0.09487450678551519,-0.058145772345832805,negative,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM2,4955,1.0,4954.0,-0.053052531282107046,0.09575865674513008,-0.14881118802723714,negative,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM3,6064,52.0,6012.0,-0.00583492846825183,0.045632978614256935,-0.051467907082508764,negative,unspecified,,,
adata_obs,all_cells,SLS_stem_like,LAM4,898,4.0,894.0,0.2667657874524593,0.09176109449072593,0.17500469296173338,positive,unspecified,,,
adata_obs,all_cells,IS_inflammatory,Donor1,7480,0.0,7480.0,,0.704795234873944,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM1,7827,31.0,7796.0,0.4682306674090764,0.362888505992395,0.10534216141668135,positive,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM2,7126,4.0,7122.0,0.09823579659064607,0.10175752283720213,-0.003521726246556056,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM3,7016,84.0,6932.0,0.27459662079338043,0.28130335546731894,-0.006706734673938508,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM4,1259,21.0,1238.0,0.5053041388874961,0.5428261422570925,-0.037522003369596324,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IS_inflammatory,Donor1,6178,0.0,6178.0,,0.7329652687319663,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM1,7104,28.0,7076.0,0.5034636892307371,0.3770462046005499,0.12641748463018726,positive,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM2,4955,1.0,4954.0,0.06270807822545366,0.12155717227766884,-0.05884909405221518,negative,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM3,6064,52.0,6012.0,0.4007510579167268,0.2881703741175785,0.11258068379914832,positive,unspecified,,,
adata_obs,all_cells,IS_inflammatory,LAM4,898,4.0,894.0,0.7030246339241665,0.5721161592361155,0.130908474688051,positive,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,Donor1,7480,0.0,7480.0,,0.036551333192882,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM1,7827,31.0,7796.0,0.09029455096971603,0.06647409565902243,0.0238204553106936,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM2,7126,4.0,7122.0,0.13765974596142766,-0.03584853058149106,0.17350827654291873,positive,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM3,7016,84.0,6932.0,0.0011394811433459086,-0.01090417646254988,0.01204365760589579,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM4,1259,21.0,1238.0,-0.033032622441412925,-0.00045022865676099894,-0.03258239378465193,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,Donor1,6178,0.0,6178.0,,0.04183222523395478,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM1,7104,28.0,7076.0,0.0883084186361659,0.06774997982133159,0.02055843881483431,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM2,4955,1.0,4954.0,0.1666379505395889,-0.036254165929042445,0.20289211646863137,positive,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM3,6064,52.0,6012.0,0.017272220047620628,-0.014744381389447858,0.032016601437068484,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,MDK_dormancy_persistence,LAM4,898,4.0,894.0,-0.044344525287548696,0.003537379267537308,-0.047881904555086,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,Donor1,7480,0.0,7480.0,,0.036551333192882,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM1,7827,31.0,7796.0,0.09029455096971603,0.06647409565902243,0.0238204553106936,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM2,7126,4.0,7122.0,0.13765974596142766,-0.03584853058149106,0.17350827654291873,positive,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM3,7016,84.0,6932.0,0.0011394811433459086,-0.01090417646254988,0.01204365760589579,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM4,1259,21.0,1238.0,-0.033032622441412925,-0.00045022865676099894,-0.03258239378465193,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,Donor1,6178,0.0,6178.0,,0.04183222523395478,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM1,7104,28.0,7076.0,0.0883084186361659,0.06774997982133159,0.02055843881483431,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM2,4955,1.0,4954.0,0.1666379505395889,-0.036254165929042445,0.20289211646863137,positive,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM3,6064,52.0,6012.0,0.017272220047620628,-0.014744381389447858,0.032016601437068484,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hypoxia_stress,LAM4,898,4.0,894.0,-0.044344525287548696,0.003537379267537308,-0.047881904555086,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,Donor1,7480,0.0,7480.0,,-0.028282852888505725,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM1,7827,31.0,7796.0,-0.0156418397413787,-0.023535105959205355,0.007893266217826655,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM2,7126,4.0,7122.0,-0.03986705988645553,0.014761564950630881,-0.054628624837086415,negative,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM3,7016,84.0,6932.0,-0.018864095551627023,0.0033017895223974468,-0.02216588507402447,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM4,1259,21.0,1238.0,0.05255830889656429,-0.0542013593022067,0.106759668198771,positive,unspecified,,,
adata_obs,all_cells,cell_cycle,Donor1,6178,0.0,6178.0,,-0.03165786843788306,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM1,7104,28.0,7076.0,-0.011200160263549712,-0.02346735871782158,0.012267198454271868,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM2,4955,1.0,4954.0,0.031379940509796145,0.010016699570266609,0.021363240939529536,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM3,6064,52.0,6012.0,-0.032683740212367134,0.004373515578625894,-0.037057255790993025,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,cell_cycle,LAM4,898,4.0,894.0,0.046225009957949315,-0.07251722971442741,0.11874223967237672,positive,unspecified,,,
adata_obs,all_cells,hormone_related,Donor1,7480,0.0,7480.0,,-0.001017834837689544,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM1,7827,31.0,7796.0,0.03584793156834059,0.002829511611526015,0.03301841995681457,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM2,7126,4.0,7122.0,0.03483718653519949,0.0035554356927783217,0.031281750842421165,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM3,7016,84.0,6932.0,0.05140085650341851,0.0020222554140754516,0.049378601089343055,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM4,1259,21.0,1238.0,-0.021827522573016938,-0.018794519801292615,-0.0030330027717243233,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,Donor1,6178,0.0,6178.0,,-0.0009805604800046475,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM1,7104,28.0,7076.0,0.043411261957316157,0.002794810417637338,0.04061645153967882,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM2,4955,1.0,4954.0,-0.03008096933364868,0.0030953757563444728,-0.033176345089993155,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,hormone_related,LAM3,6064,52.0,6012.0,0.08473774507259711,0.0020380149976023817,0.08269973007499473,positive,unspecified,,,
adata_obs,all_cells,hormone_related,LAM4,898,4.0,894.0,-0.03586875895659129,-0.02140259504873836,-0.014466163907852932,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,Donor1,7480,0.0,7480.0,,-0.00622299796881722,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM1,7827,31.0,7796.0,-0.0874455498014727,-0.06933069273783109,-0.018114857063641618,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM2,7126,4.0,7122.0,-0.04151172123849393,-0.05965144717049013,0.018139725931996205,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM3,7016,84.0,6932.0,-0.08702710700531802,-0.030807841555943603,-0.05621926544937442,negative,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM4,1259,21.0,1238.0,-0.04813038979257857,-0.0477908181870937,-0.0003395716054848674,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,Donor1,6178,0.0,6178.0,,-0.005592641505346729,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM1,7104,28.0,7076.0,-0.09347585111856462,-0.07408846172280906,-0.019387389395755558,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM2,4955,1.0,4954.0,-0.20013808369636538,-0.06635323609002491,-0.13378484760634046,negative,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM3,6064,52.0,6012.0,-0.10890280342445925,-0.03288169740653998,-0.07602110601791928,negative,unspecified,,,
adata_obs,all_cells,mTOR_translation,LAM4,898,4.0,894.0,-0.140840519964695,-0.05456085101353376,-0.08627966895116124,negative,unspecified,,,
adata_obs,all_cells,LAF_niche,Donor1,7480,0.0,7480.0,,0.0170816305149247,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM1,7827,31.0,7796.0,1.050266470021458,-0.021699073362065925,1.0719655433835238,positive,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM2,7126,4.0,7122.0,-0.038697274252772335,-0.02495964504999817,-0.013737629202774163,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM3,7016,84.0,6932.0,0.924987352028016,-0.004326874465452499,0.9293142264934685,positive,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM4,1259,21.0,1238.0,0.138133310325562,-0.007882150680340294,0.1460154610059023,positive,unspecified,,,
adata_obs,all_cells,LAF_niche,Donor1,6178,0.0,6178.0,,0.013745036372723762,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM1,7104,28.0,7076.0,1.1002894789228839,-0.022904857127117012,1.123194336050001,positive,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM2,4955,1.0,4954.0,-0.03983794152736664,-0.02421003608791304,-0.0156279054394536,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM3,6064,52.0,6012.0,1.3251576029891383,-0.007693192836456538,1.3328507958255948,positive,unspecified,,,
adata_obs,all_cells,LAF_niche,LAM4,898,4.0,894.0,0.11977464109659197,-0.03058119204942634,0.1503558331460183,positive,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,Donor1,7480,0.0,7480.0,,0.6119279656035166,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM1,7827,31.0,7796.0,0.05099336840132231,0.6282359379969826,-0.5772425695956603,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM2,7126,4.0,7122.0,0.4239348832766215,0.8605255320876611,-0.43659064881103965,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM3,7016,84.0,6932.0,0.18233572949019689,0.8582874368977108,-0.6759517074075139,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM4,1259,21.0,1238.0,0.22623515204777794,0.6155750046584576,-0.38933985261067966,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,Donor1,6178,0.0,6178.0,,0.6539205570838477,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM1,7104,28.0,7076.0,0.04315569989028432,0.6297871701250884,-0.5866314702348041,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM2,4955,1.0,4954.0,0.4429021978378295,0.8776319890460991,-0.43472979120826954,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM3,6064,52.0,6012.0,0.16555153630482847,0.8894966808910757,-0.7239451445862473,negative,unspecified,,,
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM4,898,4.0,894.0,0.3369157926241557,0.6991739682929896,-0.3622581756688339,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,Donor1,7480,0.0,7480.0,,0.6119279656035166,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM1,7827,31.0,7796.0,0.05099336840132231,0.6282359379969826,-0.5772425695956603,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM2,7126,4.0,7122.0,0.4239348832766215,0.8605255320876611,-0.43659064881103965,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM3,7016,84.0,6932.0,0.18233572949019689,0.8582874368977108,-0.6759517074075139,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM4,1259,21.0,1238.0,0.22623515204777794,0.6155750046584576,-0.38933985261067966,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,Donor1,6178,0.0,6178.0,,0.6539205570838477,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM1,7104,28.0,7076.0,0.04315569989028432,0.6297871701250884,-0.5866314702348041,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM2,4955,1.0,4954.0,0.4429021978378295,0.8776319890460991,-0.43472979120826954,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM3,6064,52.0,6012.0,0.16555153630482847,0.8894966808910757,-0.7239451445862473,negative,unspecified,,,
adata_obs,all_cells,IL6_AT2_repair,LAM4,898,4.0,894.0,0.3369157926241557,0.6991739682929896,-0.3622581756688339,negative,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,Donor1,7480,0.0,7480.0,,0.003639836179236244,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,LAM1,7827,31.0,7796.0,0.9083404795688145,-0.096981430165499,1.0053219097343136,positive,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,LAM2,7126,4.0,7122.0,0.018595060557127,0.03199894480570435,-0.013403884248577351,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,LAM3,7016,84.0,6932.0,0.8812398443781598,0.06273926058359884,0.818500583794561,positive,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,LAM4,1259,21.0,1238.0,0.07845399903196866,0.041535772762284755,0.036918226269683906,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,Donor1,6178,0.0,6178.0,,-0.009631025841158049,,near_zero_or_unavailable,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,LAM1,7104,28.0,7076.0,0.9542224471339463,-0.10119042014902685,1.0554128672829732,positive,unspecified,,,
adata_obs,all_cells,protease_ECM_niche,LAM2,4955,1.0,4954.0,-0.08510234313351767,0.014117154828446521,-0.09921949796196419,negative,unspecified,,,
