source,pool,program,donor_id,n_cells_scored,candidate_cells_scored,background_cells_scored,candidate_mean,background_mean,candidate_minus_background,direction,qc_view
adata_obs,all_cells,hypoxia_stress,LAM4,1259,21,1238,-0.033032622441412925,-0.00045022865676099894,-0.03258239378465193,near_zero_or_unavailable,baseline
adata_obs,all_cells,hypoxia_stress,Donor1,6178,0,6178,,0.04183222523395478,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,hypoxia_stress,LAM1,7104,28,7076,0.0883084186361659,0.06774997982133159,0.02055843881483431,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,hypoxia_stress,LAM2,4955,1,4954,0.1666379505395889,-0.036254165929042445,0.20289211646863137,positive,strict_qc
adata_obs,all_cells,hypoxia_stress,LAM3,6064,52,6012,0.017272220047620628,-0.014744381389447858,0.032016601437068484,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,hypoxia_stress,LAM4,898,4,894,-0.044344525287548696,0.003537379267537308,-0.047881904555086,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,cell_cycle,Donor1,7480,0,7480,,-0.028282852888505725,,near_zero_or_unavailable,baseline
adata_obs,all_cells,cell_cycle,LAM1,7827,31,7796,-0.0156418397413787,-0.023535105959205355,0.007893266217826655,near_zero_or_unavailable,baseline
adata_obs,all_cells,cell_cycle,LAM2,7126,4,7122,-0.03986705988645553,0.014761564950630881,-0.054628624837086415,negative,baseline
adata_obs,all_cells,cell_cycle,LAM3,7016,84,6932,-0.018864095551627023,0.0033017895223974468,-0.02216588507402447,near_zero_or_unavailable,baseline
adata_obs,all_cells,cell_cycle,LAM4,1259,21,1238,0.05255830889656429,-0.0542013593022067,0.106759668198771,positive,baseline
adata_obs,all_cells,cell_cycle,Donor1,6178,0,6178,,-0.03165786843788306,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,cell_cycle,LAM1,7104,28,7076,-0.011200160263549712,-0.02346735871782158,0.012267198454271868,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,cell_cycle,LAM2,4955,1,4954,0.031379940509796145,0.010016699570266609,0.021363240939529536,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,cell_cycle,LAM3,6064,52,6012,-0.032683740212367134,0.004373515578625894,-0.037057255790993025,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,cell_cycle,LAM4,898,4,894,0.046225009957949315,-0.07251722971442741,0.11874223967237672,positive,strict_qc
adata_obs,all_cells,hormone_related,Donor1,7480,0,7480,,-0.001017834837689544,,near_zero_or_unavailable,baseline
adata_obs,all_cells,hormone_related,LAM1,7827,31,7796,0.03584793156834059,0.002829511611526015,0.03301841995681457,near_zero_or_unavailable,baseline
adata_obs,all_cells,hormone_related,LAM2,7126,4,7122,0.03483718653519949,0.0035554356927783217,0.031281750842421165,near_zero_or_unavailable,baseline
adata_obs,all_cells,hormone_related,LAM3,7016,84,6932,0.05140085650341851,0.0020222554140754516,0.049378601089343055,near_zero_or_unavailable,baseline
adata_obs,all_cells,hormone_related,LAM4,1259,21,1238,-0.021827522573016938,-0.018794519801292615,-0.0030330027717243233,near_zero_or_unavailable,baseline
adata_obs,all_cells,hormone_related,Donor1,6178,0,6178,,-0.0009805604800046475,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,hormone_related,LAM1,7104,28,7076,0.043411261957316157,0.002794810417637338,0.04061645153967882,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,hormone_related,LAM2,4955,1,4954,-0.03008096933364868,0.0030953757563444728,-0.033176345089993155,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,hormone_related,LAM3,6064,52,6012,0.08473774507259711,0.0020380149976023817,0.08269973007499473,positive,strict_qc
adata_obs,all_cells,hormone_related,LAM4,898,4,894,-0.03586875895659129,-0.02140259504873836,-0.014466163907852932,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,mTOR_translation,Donor1,7480,0,7480,,-0.00622299796881722,,near_zero_or_unavailable,baseline
adata_obs,all_cells,mTOR_translation,LAM1,7827,31,7796,-0.0874455498014727,-0.06933069273783109,-0.018114857063641618,near_zero_or_unavailable,baseline
adata_obs,all_cells,mTOR_translation,LAM2,7126,4,7122,-0.04151172123849393,-0.05965144717049013,0.018139725931996205,near_zero_or_unavailable,baseline
adata_obs,all_cells,mTOR_translation,LAM3,7016,84,6932,-0.08702710700531802,-0.030807841555943603,-0.05621926544937442,negative,baseline
adata_obs,all_cells,mTOR_translation,LAM4,1259,21,1238,-0.04813038979257857,-0.0477908181870937,-0.0003395716054848674,near_zero_or_unavailable,baseline
adata_obs,all_cells,mTOR_translation,Donor1,6178,0,6178,,-0.005592641505346729,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,mTOR_translation,LAM1,7104,28,7076,-0.09347585111856462,-0.07408846172280906,-0.019387389395755558,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,mTOR_translation,LAM2,4955,1,4954,-0.20013808369636538,-0.06635323609002491,-0.13378484760634046,negative,strict_qc
adata_obs,all_cells,mTOR_translation,LAM3,6064,52,6012,-0.10890280342445925,-0.03288169740653998,-0.07602110601791928,negative,strict_qc
adata_obs,all_cells,mTOR_translation,LAM4,898,4,894,-0.140840519964695,-0.05456085101353376,-0.08627966895116124,negative,strict_qc
adata_obs,all_cells,LAF_niche,Donor1,7480,0,7480,,0.0170816305149247,,near_zero_or_unavailable,baseline
adata_obs,all_cells,LAF_niche,LAM1,7827,31,7796,1.050266470021458,-0.021699073362065925,1.0719655433835238,positive,baseline
adata_obs,all_cells,LAF_niche,LAM2,7126,4,7122,-0.038697274252772335,-0.02495964504999817,-0.013737629202774163,near_zero_or_unavailable,baseline
adata_obs,all_cells,LAF_niche,LAM3,7016,84,6932,0.924987352028016,-0.004326874465452499,0.9293142264934685,positive,baseline
adata_obs,all_cells,LAF_niche,LAM4,1259,21,1238,0.138133310325562,-0.007882150680340294,0.1460154610059023,positive,baseline
adata_obs,all_cells,LAF_niche,Donor1,6178,0,6178,,0.013745036372723762,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,LAF_niche,LAM1,7104,28,7076,1.1002894789228839,-0.022904857127117012,1.123194336050001,positive,strict_qc
adata_obs,all_cells,LAF_niche,LAM2,4955,1,4954,-0.03983794152736664,-0.02421003608791304,-0.0156279054394536,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,LAF_niche,LAM3,6064,52,6012,1.3251576029891383,-0.007693192836456538,1.3328507958255948,positive,strict_qc
adata_obs,all_cells,LAF_niche,LAM4,898,4,894,0.11977464109659197,-0.03058119204942634,0.1503558331460183,positive,strict_qc
adata_obs,all_cells,macrophage_TREM2_TYROBP,Donor1,7480,0,7480,,0.6119279656035166,,near_zero_or_unavailable,baseline
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM1,7827,31,7796,0.05099336840132231,0.6282359379969826,-0.5772425695956603,negative,baseline
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM2,7126,4,7122,0.4239348832766215,0.8605255320876611,-0.43659064881103965,negative,baseline
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM3,7016,84,6932,0.18233572949019689,0.8582874368977108,-0.6759517074075139,negative,baseline
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM4,1259,21,1238,0.22623515204777794,0.6155750046584576,-0.38933985261067966,negative,baseline
adata_obs,all_cells,macrophage_TREM2_TYROBP,Donor1,6178,0,6178,,0.6539205570838477,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM1,7104,28,7076,0.04315569989028432,0.6297871701250884,-0.5866314702348041,negative,strict_qc
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM2,4955,1,4954,0.4429021978378295,0.8776319890460991,-0.43472979120826954,negative,strict_qc
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM3,6064,52,6012,0.16555153630482847,0.8894966808910757,-0.7239451445862473,negative,strict_qc
adata_obs,all_cells,macrophage_TREM2_TYROBP,LAM4,898,4,894,0.3369157926241557,0.6991739682929896,-0.3622581756688339,negative,strict_qc
adata_obs,all_cells,IL6_AT2_repair,Donor1,7480,0,7480,,0.6119279656035166,,near_zero_or_unavailable,baseline
adata_obs,all_cells,IL6_AT2_repair,LAM1,7827,31,7796,0.05099336840132231,0.6282359379969826,-0.5772425695956603,negative,baseline
adata_obs,all_cells,IL6_AT2_repair,LAM2,7126,4,7122,0.4239348832766215,0.8605255320876611,-0.43659064881103965,negative,baseline
adata_obs,all_cells,IL6_AT2_repair,LAM3,7016,84,6932,0.18233572949019689,0.8582874368977108,-0.6759517074075139,negative,baseline
adata_obs,all_cells,IL6_AT2_repair,LAM4,1259,21,1238,0.22623515204777794,0.6155750046584576,-0.38933985261067966,negative,baseline
adata_obs,all_cells,IL6_AT2_repair,Donor1,6178,0,6178,,0.6539205570838477,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,IL6_AT2_repair,LAM1,7104,28,7076,0.04315569989028432,0.6297871701250884,-0.5866314702348041,negative,strict_qc
adata_obs,all_cells,IL6_AT2_repair,LAM2,4955,1,4954,0.4429021978378295,0.8776319890460991,-0.43472979120826954,negative,strict_qc
adata_obs,all_cells,IL6_AT2_repair,LAM3,6064,52,6012,0.16555153630482847,0.8894966808910757,-0.7239451445862473,negative,strict_qc
adata_obs,all_cells,IL6_AT2_repair,LAM4,898,4,894,0.3369157926241557,0.6991739682929896,-0.3622581756688339,negative,strict_qc
adata_obs,all_cells,protease_ECM_niche,Donor1,7480,0,7480,,0.003639836179236244,,near_zero_or_unavailable,baseline
adata_obs,all_cells,protease_ECM_niche,LAM1,7827,31,7796,0.9083404795688145,-0.096981430165499,1.0053219097343136,positive,baseline
adata_obs,all_cells,protease_ECM_niche,LAM2,7126,4,7122,0.018595060557127,0.03199894480570435,-0.013403884248577351,near_zero_or_unavailable,baseline
adata_obs,all_cells,protease_ECM_niche,LAM3,7016,84,6932,0.8812398443781598,0.06273926058359884,0.818500583794561,positive,baseline
adata_obs,all_cells,protease_ECM_niche,LAM4,1259,21,1238,0.07845399903196866,0.041535772762284755,0.036918226269683906,near_zero_or_unavailable,baseline
adata_obs,all_cells,protease_ECM_niche,Donor1,6178,0,6178,,-0.009631025841158049,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,protease_ECM_niche,LAM1,7104,28,7076,0.9542224471339463,-0.10119042014902685,1.0554128672829732,positive,strict_qc
adata_obs,all_cells,protease_ECM_niche,LAM2,4955,1,4954,-0.08510234313351767,0.014117154828446521,-0.09921949796196419,negative,strict_qc
adata_obs,all_cells,protease_ECM_niche,LAM3,6064,52,6012,1.2608808122984656,0.055359654749836854,1.2055211575486287,positive,strict_qc
adata_obs,all_cells,protease_ECM_niche,LAM4,898,4,894,0.06358202101928848,0.01550592735741905,0.04807609366186943,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,Donor1,7480,0,7480,,0.004752436919579426,,near_zero_or_unavailable,baseline
