cohort,cohort_type,n_cells,n_datasets,n_patients,feature,n,mean,median,q05,q25,q75,q95,detection_fraction_score_gt_0
State_10,consensus_state,4,1,1,hypoxia_stress,4,0.14609117340296507,0.14747119694948196,0.07208250816911459,0.11214365344494581,0.18141871690750122,0.21816780567169186,1.0
State_10,consensus_state,4,1,1,protease_ECM_niche,4,0.583249919116497,0.6480913460254669,0.3034369543194771,0.475810207426548,0.755531057715416,0.7722848862409591,1.0
State_10,consensus_state,4,1,1,HOX_PBX,4,0.18164973333477974,0.2047688141465187,0.021515672653913503,0.10757836326956749,0.27884018421173096,0.3094170808792114,0.75
State_10,consensus_state,4,1,1,normal_lung_interstitial,4,0.17463821172714233,0.13206718862056732,0.014164707809686664,0.0708235390484333,0.23588186129927635,0.3947111479938029,0.75
State_10,consensus_state,4,1,1,LAMCORE_777,4,0.23946043848991394,0.2200666293501854,0.21688772812485696,0.21858276799321175,0.2409442998468876,0.28918448165059085,1.0
State_10,consensus_state,4,1,1,ciliated,4,0.24895967356860638,0.18340014666318893,0.0899936955422163,0.10463654063642025,0.32772327959537506,0.4997089892625808,1.0
State_10,consensus_state,4,1,1,AT2,4,1.6387408673763275,1.6916069388389587,1.2285589158535004,1.3582219779491425,1.9721258282661438,1.974910318851471,1.0
State_10,consensus_state,4,1,1,macrophage,4,1.2640966698527336,1.384594738483429,0.5981029197573662,1.1004314050078392,1.5482600033283234,1.7613931238651275,1.0
State_10,consensus_state,4,1,1,endothelial,4,0.3071147985756397,0.2956034913659096,0.15007691457867622,0.2069847621023655,0.3957335278391838,0.4802685126662254,1.0
State_10,consensus_state,4,1,1,fibroblast,4,0.1483804304152727,0.10749508813023567,0.013735473901033404,0.06867736950516701,0.18719814904034138,0.34026486612856377,0.75
State_10,consensus_state,4,1,1,mesothelial,4,0.029595302417874336,0.0,0.0,0.0,0.029595302417874336,0.1006240282207727,0.25
State_10,consensus_state,4,1,1,pericyte_VSMC,4,0.35153498873114586,0.22840886563062668,0.02184201702475548,0.10921008512377739,0.47073376923799515,0.8536045327782629,0.75
State_10,consensus_state,4,1,1,gene_PMEL,4,0.0894341766834259,0.0,0.0,0.0,0.0894341766834259,0.30407620072364794,0.25
State_10,consensus_state,4,1,1,gene_MLANA,4,0.0989827886223793,0.0,0.0,0.0,0.0989827886223793,0.3365414813160895,0.25
State_10,consensus_state,4,1,1,gene_MITF,4,1.5014274418354034,1.387207567691803,1.1278398633003235,1.1725340485572815,1.716100960969925,2.0349228441715237,1.0
State_10,consensus_state,4,1,1,gene_ACTA2,4,0.635368213057518,0.33940598368644714,0.0,0.0,0.9747741967439651,1.6850835472345347,0.5
State_10,consensus_state,4,1,1,gene_ACTG2,4,0.08606240153312683,0.0,0.0,0.0,0.08606240153312683,0.2926121652126311,0.25
State_10,consensus_state,4,1,1,gene_MYH11,4,0.48707733303308487,0.1979655772447586,0.0,0.0,0.6850429102778435,1.378911124169826,0.5
State_10,consensus_state,4,1,1,gene_VEGFD,4,0.08606240153312683,0.0,0.0,0.0,0.08606240153312683,0.2926121652126311,0.25
State_10,consensus_state,4,1,1,gene_CTSK,4,0.16193704307079315,0.1259085088968277,0.0,0.0,0.28784555196762085,0.3743140339851379,0.5
State_10,consensus_state,4,1,1,gene_EMX2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_10,consensus_state,4,1,1,gene_HOXA11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_10,consensus_state,4,1,1,gene_ESR1,4,0.7866816967725754,0.9995914995670319,0.13485954701900485,0.6742977350950241,1.1119754612445831,1.1404301226139069,0.75
State_11,consensus_state,3,1,1,melanocytic_identity,3,0.3752918044726054,0.5171589255332947,0.05171589255332947,0.25857946276664734,0.5629377067089081,0.5995607316493988,0.6666666666666666
State_11,consensus_state,3,1,1,contractile_marker_panel,3,0.3637443780899048,0.40242820978164673,0.12044065594673156,0.2457684576511383,0.5010622143745422,0.5799694180488586,1.0
State_11,consensus_state,3,1,1,VEGFD_CTSK_panel,3,0.2098413904507955,0.0,0.0,0.0,0.31476208567619324,0.5665717542171478,0.3333333333333333
State_11,consensus_state,3,1,1,ESR1_hormone_marker,3,1.803664207458496,2.147824764251709,1.1538253545761108,1.5956028699874878,2.183805823326111,2.2125906705856324,1.0
State_11,consensus_state,3,1,1,HOX_PBX_markers,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_11,consensus_state,3,1,1,CORE1,3,0.3150676240523656,0.3822671175003052,0.15215618163347244,0.2544277086853981,0.4093072861433029,0.4309394210577011,1.0
State_11,consensus_state,3,1,1,CORE2,3,0.272822305560112,0.30977022647857666,0.20551816672086715,0.2518524155020714,0.31226615607738495,0.31426289975643157,1.0
State_11,consensus_state,3,1,1,CORE3_identity,3,0.4911901652812958,0.48669615387916565,0.45197975933551787,0.46740926802158356,0.5127240568399429,0.5335463792085647,1.0
State_11,consensus_state,3,1,1,LAM_myogenic_contractile,3,0.46785173813501996,0.5253512263298035,0.1860348880290985,0.3368421494960785,0.6276110708713531,0.7094189465045929,1.0
State_11,consensus_state,3,1,1,ECM_remodeling,3,0.39604592820008594,0.40182027220726013,0.16712104231119157,0.2714318111538887,0.5235472172498703,0.6209287732839585,1.0
State_11,consensus_state,3,1,1,mTOR_translation,3,0.4567383627096812,0.2780124545097351,0.2253569096326828,0.24875937402248383,0.5753543972969055,0.8132279515266418,1.0
State_11,consensus_state,3,1,1,hormone_related,3,0.6690246760845184,0.47645390033721924,0.43278434574604036,0.4521930366754532,0.7895709276199341,1.0400645494461058,1.0
State_11,consensus_state,3,1,1,hypoxia_stress,3,0.055817365646362305,0.0,0.0,0.0,0.08372604846954346,0.15070688724517822,0.3333333333333333
State_11,consensus_state,3,1,1,protease_ECM_niche,3,0.30748775353034336,0.2115650177001953,0.12416954860091209,0.16301197931170464,0.4040021598339081,0.5579518735408783,1.0
State_11,consensus_state,3,1,1,HOX_PBX,3,0.6807112892468771,0.666496753692627,0.3329732358455658,0.48120591044425964,0.8731094002723694,1.0383995175361633,1.0
