cohort,cohort_type,n_cells,n_datasets,n_patients,feature,n,mean,median,q05,q25,q75,q95,detection_fraction_score_gt_0
State_13,consensus_state,6,3,3,gene_EMX2,6,0.23612245917320251,0.0,0.0,0.0,0.19883175194263458,0.9299965649843216,0.3333333333333333
State_13,consensus_state,6,3,3,gene_HOXA11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_13,consensus_state,6,3,3,gene_ESR1,6,1.6206458806991577,1.7098219394683838,0.0,0.4262995719909668,2.346434473991394,3.4496248364448547,0.6666666666666666
State_14,consensus_state,3,1,1,melanocytic_identity,3,0.688974142074585,0.7272769212722778,0.5729956686496734,0.6415651142597198,0.7555345594882965,0.7781406700611114,1.0
State_14,consensus_state,3,1,1,contractile_marker_panel,3,1.9867332379023235,1.891830563545227,1.8028304696083068,1.8423860669136047,2.083629071712494,2.2370678782463074,1.0
State_14,consensus_state,3,1,1,VEGFD_CTSK_panel,3,1.458484172821045,1.3468109369277954,1.0416736125946044,1.1772902011871338,1.6838415265083313,1.95346599817276,1.0
State_14,consensus_state,3,1,1,ESR1_hormone_marker,3,0.1443739632765452,0.0,0.0,0.0,0.2165609449148178,0.389809700846672,0.3333333333333333
State_14,consensus_state,3,1,1,HOX_PBX_markers,3,0.0721869816382726,0.0,0.0,0.0,0.1082804724574089,0.194904850423336,0.3333333333333333
State_14,consensus_state,3,1,1,CORE1,3,1.7932018438975017,1.7132694721221924,1.530815100669861,1.6119059324264526,1.934531569480896,2.111541247367859,1.0
State_14,consensus_state,3,1,1,CORE2,3,0.7742603222529093,0.7668365240097046,0.6315022349357605,0.6916508078575134,0.8531579375267029,0.9222150683403015,1.0
State_14,consensus_state,3,1,1,CORE3_identity,3,1.1654832363128662,1.0270981788635254,1.0243618965148926,1.0255780220031738,1.2361959218978882,1.4034741163253783,1.0
State_14,consensus_state,3,1,1,LAM_myogenic_contractile,3,2.434119383494059,2.28511118888855,2.0506977081298827,2.154881477355957,2.6388531923294067,2.921846795082092,1.0
State_14,consensus_state,3,1,1,ECM_remodeling,3,0.9558489521344503,0.9213675260543823,0.7245648920536041,0.8120327293872833,1.0824244618415833,1.2112700104713439,1.0
State_14,consensus_state,3,1,1,mTOR_translation,3,1.8544343709945679,1.8864023685455322,1.7114330768585204,1.7891972064971924,1.9356555342674255,1.9750580668449402,1.0
State_14,consensus_state,3,1,1,hormone_related,3,0.18150447929898897,0.2197611778974533,0.07766321934759617,0.14081786759197712,0.241319440305233,0.25856605023145673,1.0
State_14,consensus_state,3,1,1,hypoxia_stress,3,0.5480952858924866,0.5579001903533936,0.5111240208148956,0.5319134294986725,0.5691795945167542,0.5782031178474426,1.0
State_14,consensus_state,3,1,1,protease_ECM_niche,3,0.7087433536847433,0.6066834330558777,0.6017194151878357,0.6039256453514099,0.7625311017036438,0.8872092366218567,1.0
State_14,consensus_state,3,1,1,HOX_PBX,3,0.2055597541232904,0.1255161017179489,0.0612778227776289,0.08982816897332668,0.28126951307058334,0.40587224215269085,1.0
State_14,consensus_state,3,1,1,normal_lung_interstitial,3,0.8339113394419352,0.7133110761642456,0.5544514536857605,0.625055730342865,0.9824668169021606,1.1977914094924926,1.0
State_14,consensus_state,3,1,1,LAMCORE_777,3,0.405376394589742,0.35855424404144287,0.3532834887504578,0.35562604665756226,0.4317156672477722,0.4902448058128357,1.0
State_14,consensus_state,3,1,1,ciliated,3,1.1171810626983643,1.197817325592041,0.8016525864601135,0.9777258038520813,1.2969544529914856,1.3762641549110413,1.0
State_14,consensus_state,3,1,1,AT2,3,0.30387383699417114,0.28067848086357117,0.17122182250022888,0.2198692262172699,0.3762807697057724,0.45276260077953334,1.0
State_14,consensus_state,3,1,1,macrophage,3,0.34957342346509296,0.352834016084671,0.32030391693115234,0.33476173877716064,0.36601540446281433,0.37656051516532896,1.0
State_14,consensus_state,3,1,1,endothelial,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_14,consensus_state,3,1,1,fibroblast,3,0.7147732873757681,0.6503607630729675,0.48574562966823576,0.5589079111814499,0.8384324014186859,0.9888897120952606,1.0
State_14,consensus_state,3,1,1,mesothelial,3,0.10822280993064244,0.10490725189447403,0.010490725189447403,0.052453625947237015,0.16233421489596367,0.20827578529715537,0.6666666666666666
State_14,consensus_state,3,1,1,pericyte_VSMC,3,1.6227462689081829,1.5234074592590332,1.367131769657135,1.436587631702423,1.7592355012893677,1.9478979349136352,1.0
State_14,consensus_state,3,1,1,gene_PMEL,3,1.386839787165324,1.4133683443069458,1.3110406756401063,1.356519639492035,1.4304242134094238,1.4440689086914062,1.0
State_14,consensus_state,3,1,1,gene_MLANA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_14,consensus_state,3,1,1,gene_MITF,3,0.6800826291243235,0.7343507409095764,0.4045351356267929,0.5511198490858078,0.8361794650554657,0.9176424443721771,1.0
State_14,consensus_state,3,1,1,gene_ACTA2,3,3.030117670694987,2.807223081588745,2.5839980602264405,2.683209180831909,3.265578866004944,3.6322634935379026,1.0
State_14,consensus_state,3,1,1,gene_ACTG2,3,0.5854478081067404,0.7343507409095764,0.07343507409095765,0.3671753704547882,0.8781717121601105,0.9932284891605377,0.6666666666666666
State_14,consensus_state,3,1,1,gene_MYH11,3,2.344634175300598,2.0852787494659424,1.8701762080192565,1.965777337551117,2.5938133001327515,3.0006409406661985,1.0
State_14,consensus_state,3,1,1,gene_VEGFD,3,0.23709255456924438,0.0,0.0,0.0,0.3556388318538666,0.6401498973369598,0.3333333333333333
State_14,consensus_state,3,1,1,gene_CTSK,3,2.6798758506774902,2.693621873855591,2.083347225189209,2.3545804023742676,3.012044310569763,3.266782259941101,1.0
State_14,consensus_state,3,1,1,gene_EMX2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_14,consensus_state,3,1,1,gene_HOXA11,3,0.1443739632765452,0.0,0.0,0.0,0.2165609449148178,0.389809700846672,0.3333333333333333
State_14,consensus_state,3,1,1,gene_ESR1,3,0.1443739632765452,0.0,0.0,0.0,0.2165609449148178,0.389809700846672,0.3333333333333333
State_15,consensus_state,200,4,7,melanocytic_identity,200,1.0880307699739933,1.1275132894515991,0.3376059919595719,0.8823391795158386,1.3496704995632172,1.7890376329421998,0.975
State_15,consensus_state,200,4,7,contractile_marker_panel,200,1.9705325407534837,2.068992853164673,0.2984902642667295,1.4828478693962097,2.4812569618225098,3.2438270449638353,0.955
State_15,consensus_state,200,4,7,VEGFD_CTSK_panel,200,1.92280549518764,1.942033290863037,1.010242909193039,1.6317790150642395,2.19203519821167,2.835136747360229,0.995
State_15,consensus_state,200,4,7,ESR1_hormone_marker,200,0.5317189226299525,0.47882020473480225,0.0,0.0,0.9593756198883057,1.5431872308254229,0.565
State_15,consensus_state,200,4,7,HOX_PBX_markers,200,0.4202846332639456,0.3921404331922531,0.0,0.0,0.6410193145275116,1.1016863048076626,0.705
State_15,consensus_state,200,4,7,CORE1,200,1.8210044937580825,2.008028030395508,0.3746857732534409,1.4208374619483948,2.32332581281662,2.7021831154823297,1.0
State_15,consensus_state,200,4,7,CORE2,200,1.1448429819196462,1.1634118556976318,0.5679901808500291,0.9986294060945511,1.3465455174446106,1.6224254965782163,1.0
State_15,consensus_state,200,4,7,CORE3_identity,200,1.5599297672510146,1.6109884977340698,0.8142224550247192,1.3865768611431122,1.8088900446891785,2.1127914786338806,1.0
State_15,consensus_state,200,4,7,LAM_myogenic_contractile,200,2.516631572842598,2.7737995386123657,0.819966596364975,1.932452917098999,3.1490558385849,3.5637258291244507,1.0
State_15,consensus_state,200,4,7,ECM_remodeling,200,1.4980206006765366,1.5745034217834473,0.6814682722091675,1.2033383250236511,1.838625282049179,2.140794718265533,1.0
State_15,consensus_state,200,4,7,mTOR_translation,200,1.8210559192299842,1.8646366000175476,1.326129639148712,1.7243596911430359,2.0084657669067383,2.1366365790367126,1.0
State_15,consensus_state,200,4,7,hormone_related,200,0.20429424772039056,0.17859980463981628,0.0,0.11174002476036549,0.28863582760095596,0.4576027855277056,0.86
State_15,consensus_state,200,4,7,hypoxia_stress,200,0.440853448882699,0.44189926981925964,0.08418219760060319,0.28809138387441635,0.5938279330730438,0.8459890753030773,0.95
State_15,consensus_state,200,4,7,protease_ECM_niche,200,1.0028795869648457,1.0222324132919312,0.66311274766922,0.8840721398591995,1.1393059194087982,1.3096608579158782,1.0
State_15,consensus_state,200,4,7,HOX_PBX,200,0.3258904552273452,0.314716175198555,0.06708209067583085,0.23735212162137032,0.4227096289396286,0.5724411040544505,0.965
State_15,consensus_state,200,4,7,normal_lung_interstitial,200,1.3126310078799726,1.3338893055915833,0.5047813728451729,0.9891275763511658,1.6415770649909973,2.0446006536483763,1.0
State_15,consensus_state,200,4,7,LAMCORE_777,200,0.5004134432226419,0.512529730796814,0.3327458307147026,0.46225084364414215,0.5627269744873047,0.6226282685995101,1.0
State_15,consensus_state,200,4,7,ciliated,200,0.022177540124394,0.0,0.0,0.0,0.037125070579349995,0.07234832122921926,0.445
State_15,consensus_state,200,4,7,AT2,200,0.6402410412579775,0.3526631295681,0.0,0.16188421845436096,0.8408424258232117,1.7638034760951833,0.855
State_15,consensus_state,200,4,7,macrophage,200,0.49448401337489484,0.380711168050766,0.23599842488765715,0.32479624450206757,0.5067034661769867,1.128913646936416,0.995
State_15,consensus_state,200,4,7,endothelial,200,0.04258508328348398,0.0,0.0,0.0,0.06743662431836128,0.14481394216418253,0.44
State_15,consensus_state,200,4,7,fibroblast,200,1.1429869109205901,1.1730241179466248,0.4554827079176903,0.873340904712677,1.3964600563049316,1.7896845519542692,1.0
State_15,consensus_state,200,4,7,mesothelial,200,0.09252036398276686,0.0860767513513565,0.0,0.0,0.1592450849711895,0.26753433942794796,0.62
State_15,consensus_state,200,4,7,pericyte_VSMC,200,1.7190991826355457,1.87710839509964,0.6231010407209396,1.335051715373993,2.161070227622986,2.417203855514526,1.0
State_15,consensus_state,200,4,7,gene_PMEL,200,2.412612416148186,2.5778037309646606,0.0,1.9927461445331573,3.01141893863678,3.9617933750152585,0.925
State_15,consensus_state,200,4,7,gene_MLANA,200,0.1337234105169773,0.0,0.0,0.0,0.0,1.0570066452026352,0.11
State_15,consensus_state,200,4,7,gene_MITF,200,0.7177564851939678,0.7259965240955353,0.0,0.0,1.1152772307395935,1.687408035993576,0.715
State_15,consensus_state,200,4,7,gene_ACTA2,200,3.278086149096489,3.576776146888733,0.0,2.7253751158714294,4.16520881652832,4.763020443916321,0.94
State_15,consensus_state,200,4,7,gene_ACTG2,200,0.5780162209272385,0.0,0.0,0.0,1.0068545937538147,2.6798484563827514,0.31
State_15,consensus_state,200,4,7,gene_MYH11,200,2.055495240688324,2.3027658462524414,0.0,1.5019329488277435,2.8379425406455994,3.3319393634796137,0.85
State_15,consensus_state,200,4,7,gene_VEGFD,200,0.3439515472203493,0.0,0.0,0.0,0.546790599822998,1.8549333453178405,0.31
State_15,consensus_state,200,4,7,gene_CTSK,200,3.501659442037344,3.648732900619507,1.9388181567192078,3.0579893589019775,4.087364315986633,4.614269638061524,0.995
State_15,consensus_state,200,4,7,gene_EMX2,200,0.5321321669220924,0.4210773855447769,0.0,0.0,0.8955244272947311,1.8909884989261627,0.555
State_15,consensus_state,200,4,7,gene_HOXA11,200,0.30843709729611873,0.0,0.0,0.0,0.6041222512722015,1.1546404182910914,0.395
State_15,consensus_state,200,4,7,gene_ESR1,200,0.5317189226299525,0.47882020473480225,0.0,0.0,0.9593756198883057,1.5431872308254229,0.565
State_16,consensus_state,396,4,10,melanocytic_identity,396,0.5649048296941651,0.6024497449398041,0.0,0.0,0.921874925494194,1.4416400492191315,0.6565656565656566
State_16,consensus_state,396,4,10,contractile_marker_panel,396,1.553742290145219,1.5399357676506042,0.0,0.8519212156534195,2.230395495891571,3.087502121925354,0.9242424242424242
State_16,consensus_state,396,4,10,VEGFD_CTSK_panel,396,1.026295862753283,1.0234665870666504,0.0,0.0,1.6381625533103943,2.4173786640167236,0.7222222222222222
State_16,consensus_state,396,4,10,ESR1_hormone_marker,396,0.9450916750262482,0.0,0.0,0.0,2.058395564556122,3.780905306339264,0.37373737373737376
State_16,consensus_state,396,4,10,HOX_PBX_markers,396,0.1141839147818209,0.0,0.0,0.0,0.0,0.8669857233762741,0.1590909090909091
State_16,consensus_state,396,4,10,CORE1,396,1.2975030796169633,1.3681628704071045,0.11765671521425247,0.7639072239398956,1.8510260581970215,2.3849228024482727,0.9621212121212122
State_16,consensus_state,396,4,10,CORE2,396,0.5367817293212871,0.444535955786705,0.1206164751201868,0.28080689907073975,0.7437798529863358,1.2361273765563965,0.9671717171717171
State_16,consensus_state,396,4,10,CORE3_identity,396,1.102125833507138,1.074181616306305,0.33397967368364334,0.7411506772041321,1.449244201183319,1.928913801908493,1.0
State_16,consensus_state,396,4,10,LAM_myogenic_contractile,396,1.7325007157456693,1.8447088599205017,0.1026055309921503,0.9988958984613419,2.464412808418274,3.1672767400741577,0.9621212121212122
State_16,consensus_state,396,4,10,ECM_remodeling,396,0.48353798128664494,0.4096250832080841,0.0,0.24064526706933975,0.6616441011428833,1.1612334847450256,0.9141414141414141
State_16,consensus_state,396,4,10,mTOR_translation,396,1.2665222835623555,1.4745022654533386,0.1416780911386013,0.5348090678453445,1.9016547799110413,2.2303009033203125,0.9848484848484849
State_16,consensus_state,396,4,10,hormone_related,396,0.319929497956176,0.0,0.0,0.0,0.6744554936885834,1.198919802904129,0.45454545454545453
State_16,consensus_state,396,4,10,hypoxia_stress,396,0.1495102307749818,0.10008375719189644,0.0,0.0,0.24821822717785835,0.495328389108181,0.5656565656565656
State_16,consensus_state,396,4,10,protease_ECM_niche,396,0.3659743187064775,0.3105374723672867,0.0,0.18176578730344772,0.5364903658628464,0.8294493108987808,0.8964646464646465
State_16,consensus_state,396,4,10,HOX_PBX,396,0.28695233610242304,0.0,0.0,0.0,0.6128850132226944,0.9847227782011032,0.4823232323232323
State_16,consensus_state,396,4,10,normal_lung_interstitial,396,0.38178828268340137,0.3177091181278229,0.0,0.0,0.6045094877481461,1.1109122037887573,0.6843434343434344
State_16,consensus_state,396,4,10,LAMCORE_777,396,0.28838785005865075,0.2169375643134117,0.07666983269155025,0.13880422711372375,0.4309846758842468,0.6330252885818481,1.0
State_16,consensus_state,396,4,10,ciliated,396,0.030215055789949014,0.0,0.0,0.0,0.0,0.14531336724758148,0.23232323232323232
State_16,consensus_state,396,4,10,AT2,396,0.8366518609150492,0.786412239074707,0.0,0.45428864657878876,1.1526354551315308,1.9922494292259216,0.8333333333333334
State_16,consensus_state,396,4,10,macrophage,396,0.3090111417131442,0.25310082733631134,0.0,0.09217498451471329,0.424295611679554,0.8848706632852554,0.797979797979798
State_16,consensus_state,396,4,10,endothelial,396,0.03297095324354942,0.0,0.0,0.0,0.0,0.199871014803648,0.18181818181818182
State_16,consensus_state,396,4,10,fibroblast,396,0.33490535989403725,0.2527170032262802,0.0,0.0,0.5392458587884903,0.9935144335031509,0.7070707070707071
State_16,consensus_state,396,4,10,mesothelial,396,0.029973606381452446,0.0,0.0,0.0,0.0,0.2278399057686329,0.1388888888888889
State_16,consensus_state,396,4,10,pericyte_VSMC,396,1.1666471167571015,1.2383926510810852,0.07689295150339603,0.6765222549438477,1.6467883884906769,2.11151784658432,0.9621212121212122
State_16,consensus_state,396,4,10,gene_PMEL,396,0.8000732305073979,0.0,0.0,0.0,1.6481235921382904,3.0400255918502808,0.3661616161616162
State_16,consensus_state,396,4,10,gene_MLANA,396,0.02312627901332547,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
State_16,consensus_state,396,4,10,gene_MITF,396,0.871514981894782,0.0,0.0,0.0,2.0019836127758026,2.8881829977035522,0.41414141414141414
State_16,consensus_state,396,4,10,gene_ACTA2,396,3.022482958029617,3.516901731491089,0.0,1.8436660766601562,4.328659772872925,5.233354449272156,0.8863636363636364
State_16,consensus_state,396,4,10,gene_ACTG2,396,0.5755950962052201,0.0,0.0,0.0,0.0,3.3197826147079468,0.2222222222222222
State_16,consensus_state,396,4,10,gene_MYH11,396,1.0631488163513367,0.0,0.0,0.0,2.312711238861084,3.3818902373313904,0.4444444444444444
State_16,consensus_state,396,4,10,gene_VEGFD,396,0.28806375057408307,0.0,0.0,0.0,0.0,1.952056735754013,0.18686868686868688
State_16,consensus_state,396,4,10,gene_CTSK,396,1.7645279746314493,1.7068588733673096,0.0,0.0,2.989354908466339,4.320711135864258,0.6691919191919192
State_16,consensus_state,396,4,10,gene_EMX2,396,0.18257158151780717,0.0,0.0,0.0,0.0,1.3848742842674255,0.13383838383838384
State_16,consensus_state,396,4,10,gene_HOXA11,396,0.045796248045834625,0.0,0.0,0.0,0.0,0.0,0.03535353535353535
State_16,consensus_state,396,4,10,gene_ESR1,396,0.9450916750262482,0.0,0.0,0.0,2.058395564556122,3.780905306339264,0.37373737373737376
State_17,consensus_state,121,3,5,melanocytic_identity,121,0.053816304442064825,0.0,0.0,0.0,0.05160275101661682,0.3148088753223419,0.2727272727272727
State_17,consensus_state,121,3,5,contractile_marker_panel,121,0.22379418822728897,0.1444883793592453,0.0,0.10028937458992004,0.2524722218513489,0.7902066707611084,0.8842975206611571
State_17,consensus_state,121,3,5,VEGFD_CTSK_panel,121,0.3573368853035052,0.2651371955871582,0.0,0.17218466103076935,0.41217756271362305,1.2191638946533203,0.9256198347107438
State_17,consensus_state,121,3,5,ESR1_hormone_marker,121,0.04501012287849237,0.0,0.0,0.0,0.0,0.22787728905677795,0.09090909090909091
State_17,consensus_state,121,3,5,HOX_PBX_markers,121,0.0027303447531274528,0.0,0.0,0.0,0.0,0.0,0.01652892561983471
State_17,consensus_state,121,3,5,CORE1,121,0.5293097577311776,0.473105251789093,0.21877989172935486,0.339463472366333,0.6341869831085205,1.0029313564300537,1.0
State_17,consensus_state,121,3,5,CORE2,121,0.15480210725987745,0.11403343826532364,0.032828740775585175,0.07022587954998016,0.18657684326171875,0.5098209977149963,0.9834710743801653
State_17,consensus_state,121,3,5,CORE3_identity,121,0.2216116257997091,0.16286960244178772,0.08410239964723587,0.11747969686985016,0.2355300337076187,0.5835449695587158,1.0
State_17,consensus_state,121,3,5,LAM_myogenic_contractile,121,0.8078103664000172,0.7507249116897583,0.42275598645210266,0.6149781942367554,0.9202807545661926,1.456441044807434,1.0
State_17,consensus_state,121,3,5,ECM_remodeling,121,1.339816336789407,1.0655840635299683,0.5633614659309387,0.7322311401367188,1.5369566679000854,3.2271854877471924,1.0
State_17,consensus_state,121,3,5,mTOR_translation,121,2.2271329319674122,2.249911308288574,1.9668688774108887,2.1363821029663086,2.359422445297241,2.4536564350128174,1.0
State_17,consensus_state,121,3,5,hormone_related,121,0.0929081794336315,0.08893249928951263,0.0,0.04180719330906868,0.1259586662054062,0.21351981163024902,0.7933884297520661
State_17,consensus_state,121,3,5,hypoxia_stress,121,0.7041192948818207,0.6712464690208435,0.36111903190612793,0.5511988997459412,0.8412728905677795,1.0860297679901123,0.9917355371900827
State_17,consensus_state,121,3,5,protease_ECM_niche,121,0.682563501818121,0.5844005346298218,0.422344833612442,0.5117760896682739,0.7584412693977356,1.3640564680099487,1.0
State_17,consensus_state,121,3,5,HOX_PBX,121,0.13490452506571762,0.12952205538749695,0.0,0.07749711722135544,0.17726653814315796,0.2874825894832611,0.9090909090909091
State_17,consensus_state,121,3,5,normal_lung_interstitial,121,0.9759697320232213,0.690525472164154,0.15463793277740479,0.3426916003227234,1.3818628787994385,2.8694639205932617,1.0
State_17,consensus_state,121,3,5,LAMCORE_777,121,0.24681060385605522,0.23208995163440704,0.1714344024658203,0.21042141318321228,0.2660976052284241,0.38764524459838867,1.0
State_17,consensus_state,121,3,5,ciliated,121,0.021131179049180066,0.0,0.0,0.0,0.029917804524302483,0.08924639970064163,0.4214876033057851
State_17,consensus_state,121,3,5,AT2,121,0.29598105227774824,0.15154340863227844,0.0,0.0,0.37452778220176697,0.7633890509605408,0.6446280991735537
State_17,consensus_state,121,3,5,macrophage,121,0.15338773054093863,0.035344552248716354,0.0,0.0,0.10820186138153076,0.7502273917198181,0.6115702479338843
State_17,consensus_state,121,3,5,endothelial,121,0.055472508242184464,0.04429866001009941,0.0,0.0,0.08622781932353973,0.1579844057559967,0.71900826446281
State_17,consensus_state,121,3,5,fibroblast,121,0.8743034313040331,0.6529267430305481,0.1556377410888672,0.3532756567001343,1.168241024017334,2.409278631210327,1.0
State_17,consensus_state,121,3,5,mesothelial,121,1.126619247550314,1.2048181295394897,0.16130249202251434,0.6742782592773438,1.6031944751739502,1.9097349643707275,0.9752066115702479
State_17,consensus_state,121,3,5,pericyte_VSMC,121,0.5905675891756026,0.5486301779747009,0.31964677572250366,0.4536186456680298,0.662743330001831,1.0715582370758057,1.0
State_17,consensus_state,121,3,5,gene_PMEL,121,0.015376011817908484,0.0,0.0,0.0,0.0,0.0,0.024793388429752067
State_17,consensus_state,121,3,5,gene_MLANA,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_17,consensus_state,121,3,5,gene_MITF,121,0.14607290357105002,0.0,0.0,0.0,0.0,0.7899220585823059,0.24793388429752067
State_17,consensus_state,121,3,5,gene_ACTA2,121,0.6301485806210967,0.4286719262599945,0.0,0.29303035140037537,0.748914361000061,2.2431082725524902,0.8842975206611571
State_17,consensus_state,121,3,5,gene_ACTG2,121,0.0032170676002817706,0.0,0.0,0.0,0.0,0.0,0.008264462809917356
State_17,consensus_state,121,3,5,gene_MYH11,121,0.03801691396669908,0.0,0.0,0.0,0.0,0.1257050782442093,0.05785123966942149
State_17,consensus_state,121,3,5,gene_VEGFD,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_17,consensus_state,121,3,5,gene_CTSK,121,0.7146737706070104,0.5302743911743164,0.0,0.3443693220615387,0.8243551254272461,2.4383277893066406,0.9256198347107438
State_17,consensus_state,121,3,5,gene_EMX2,121,0.0054606895062549055,0.0,0.0,0.0,0.0,0.0,0.01652892561983471
State_17,consensus_state,121,3,5,gene_HOXA11,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_17,consensus_state,121,3,5,gene_ESR1,121,0.04501012287849237,0.0,0.0,0.0,0.0,0.22787728905677795,0.09090909090909091
State_18,consensus_state,174,4,9,melanocytic_identity,174,0.12994077630426693,0.0,0.0,0.0,0.26517320424318314,0.42525079697370527,0.40804597701149425
State_18,consensus_state,174,4,9,contractile_marker_panel,174,2.4716606095604514,2.6700748205184937,0.5407114297151566,1.9081649780273438,3.2832826375961304,3.811889636516571,1.0
State_18,consensus_state,174,4,9,VEGFD_CTSK_panel,174,0.33706738260285607,0.38571830093860626,0.0,0.0,0.5237985104322433,0.7562304228544235,0.6551724137931034
State_18,consensus_state,174,4,9,ESR1_hormone_marker,174,0.059472665533252145,0.0,0.0,0.0,0.0,0.5696064546704273,0.05747126436781609
State_18,consensus_state,174,4,9,HOX_PBX_markers,174,0.0012853374255114589,0.0,0.0,0.0,0.0,0.0,0.005747126436781609
State_18,consensus_state,174,4,9,CORE1,174,2.2911216887249344,2.413122057914734,1.0212084293365478,1.9389623403549194,2.7982016801834106,3.131361985206604,1.0
State_18,consensus_state,174,4,9,CORE2,174,0.1521938295670967,0.1298021376132965,0.05470507610589266,0.09638620540499687,0.16988765075802803,0.3079496726393699,0.9712643678160919
State_18,consensus_state,174,4,9,CORE3_identity,174,0.6664902206467486,0.6858489811420441,0.3330539852380753,0.572075679898262,0.7650868743658066,0.9081926345825194,1.0
State_18,consensus_state,174,4,9,LAM_myogenic_contractile,174,2.9001624515686912,3.0836349725723267,1.2337071239948272,2.244360327720642,3.594809412956238,3.9837186217308043,1.0
State_18,consensus_state,174,4,9,ECM_remodeling,174,0.7790165411244179,0.7026925683021545,0.22791827097535133,0.4578993618488312,1.035888820886612,1.5849014222621913,0.9942528735632183
State_18,consensus_state,174,4,9,mTOR_translation,174,1.6610744103960606,1.7358545660972595,0.8095811247825623,1.5251743495464325,1.9152644276618958,2.1341729044914244,1.0
State_18,consensus_state,174,4,9,hormone_related,174,0.16782380075290285,0.1443588063120842,0.0,0.0,0.2295582853257656,0.4823770731687545,0.7183908045977011
State_18,consensus_state,174,4,9,hypoxia_stress,174,0.4150654333590091,0.4078329801559448,0.04961449913680556,0.24801212921738625,0.5679616183042526,0.7728786319494246,0.9482758620689655
State_18,consensus_state,174,4,9,protease_ECM_niche,174,0.37200535761042575,0.34428101778030396,0.11199095621705055,0.25585201382637024,0.470421202480793,0.7044321686029432,0.9942528735632183
State_18,consensus_state,174,4,9,HOX_PBX,174,0.14835184836096463,0.1279253587126732,0.0,0.0,0.21073410287499428,0.4199991941452025,0.7068965517241379
State_18,consensus_state,174,4,9,normal_lung_interstitial,174,0.5798606210142031,0.4518337547779083,0.0,0.2642800509929657,0.8082565814256668,1.3589724302291863,0.9425287356321839
State_18,consensus_state,174,4,9,LAMCORE_777,174,0.3424195060613512,0.3419233709573746,0.2402442090213299,0.302569642663002,0.38291312009096146,0.4441790238022804,1.0
State_18,consensus_state,174,4,9,ciliated,174,0.04632203618128752,0.00951608270406723,0.0,0.0,0.0868349764496088,0.15469482615590094,0.5
State_18,consensus_state,174,4,9,AT2,174,0.259817216502524,0.14533885568380356,0.0,0.0,0.3161824345588684,0.985623553395271,0.5459770114942529
State_18,consensus_state,174,4,9,macrophage,174,0.17618242519554392,0.11272474750876427,0.0,0.0,0.2335626818239689,0.6962479889392844,0.7241379310344828
State_18,consensus_state,174,4,9,endothelial,174,0.06764268583949955,0.0,0.0,0.0,0.09606263414025307,0.21453365087509155,0.40804597701149425
State_18,consensus_state,174,4,9,fibroblast,174,0.5741024393716763,0.48428580164909363,0.08108374141156674,0.3222896307706833,0.7624955624341965,1.3273921430110927,0.9597701149425287
State_18,consensus_state,174,4,9,mesothelial,174,0.008195502790568888,0.0,0.0,0.0,0.0,0.0,0.04597701149425287
State_18,consensus_state,174,4,9,pericyte_VSMC,174,2.2130023069765374,2.3287287950515747,1.2278099596500396,1.8762444257736206,2.595515012741089,2.7967066407203673,1.0
State_18,consensus_state,174,4,9,gene_PMEL,174,0.029922608671517206,0.0,0.0,0.0,0.0,0.0,0.017241379310344827
State_18,consensus_state,174,4,9,gene_MLANA,174,0.005869598224245268,0.0,0.0,0.0,0.0,0.0,0.005747126436781609
State_18,consensus_state,174,4,9,gene_MITF,174,0.3540301225308714,0.0,0.0,0.0,0.7617468684911728,1.269444054365158,0.3850574712643678
State_18,consensus_state,174,4,9,gene_ACTA2,174,3.5420017691179253,3.7693912982940674,1.3586720645427703,2.9765591621398926,4.291527032852173,4.898126220703125,1.0
State_18,consensus_state,174,4,9,gene_ACTG2,174,1.2701732910227501,1.1946932673454285,0.0,0.0,2.1523357033729553,3.0818093538284295,0.6724137931034483
State_18,consensus_state,174,4,9,gene_MYH11,174,2.602806780187563,2.863903284072876,0.0,1.9717676937580109,3.4866883158683777,4.2181745052337645,0.896551724137931
State_18,consensus_state,174,4,9,gene_VEGFD,174,0.05577868754151224,0.0,0.0,0.0,0.0,0.4399695411324494,0.05747126436781609
State_18,consensus_state,174,4,9,gene_CTSK,174,0.6183560766365336,0.7213355004787445,0.0,0.0,1.0140456557273865,1.4895661115646361,0.6149425287356322
State_18,consensus_state,174,4,9,gene_EMX2,174,0.0025706748510229177,0.0,0.0,0.0,0.0,0.0,0.005747126436781609
State_18,consensus_state,174,4,9,gene_HOXA11,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_18,consensus_state,174,4,9,gene_ESR1,174,0.059472665533252145,0.0,0.0,0.0,0.0,0.5696064546704273,0.05747126436781609
State_19,consensus_state,2,2,2,melanocytic_identity,2,0.5647319853305817,0.5647319853305817,0.5630277901887893,0.5637852102518082,0.5656787604093552,0.566436180472374,1.0
