patient_id,feature,state15_cells,rest_of_candidate_cells,state15_mean,rest_mean,delta_mean,state15_median,rest_median,delta_median,mannwhitney_u,mannwhitney_pvalue,delta_mean_direction
LAM1164,gene_ESR1,1,744,0.0,0.2498644989144097,-0.2498644989144097,0.0,0.0,0.0,278.0,0.5687834030317025,negative_or_equal
LAM1164,HOX_PBX_markers,1,744,0.0,0.0,0.0,0.0,0.0,0.0,372.0,,negative_or_equal
LAM1164,HOX_PBX,1,744,0.7070044875144958,0.06711521203960141,0.6398892754748944,0.7070044875144958,0.0,0.7070044875144958,744.0,0.04545893332758897,positive
LAM1164,LAM_myogenic_contractile,1,744,1.9179513454437256,0.5125084979890255,1.4054428474547,1.9179513454437256,0.18999384343624115,1.7279575020074844,721.0,0.10449427026079029,positive
LAM1164,ECM_remodeling,1,744,1.602441668510437,0.7833165320848184,0.8191251364256186,1.602441668510437,0.4951101690530777,1.1073314994573593,640.0,0.2135615527822915,positive
LAM1164,mTOR_translation,1,744,2.1416754722595215,1.7219460396676936,0.41972943259182793,2.1416754722595215,1.700254201889038,0.4414212703704834,667.0,0.20939597315436248,positive
LAM1164,hormone_related,1,744,0.16283585131168365,0.07117965541559682,0.09165619589608684,0.16283585131168365,0.0,0.16283585131168365,612.0,0.21492252172958926,positive
LAM1164,protease_ECM_niche,1,744,0.8248170018196106,0.8052202106143037,0.019596791205306885,0.8248170018196106,0.8410947918891907,-0.016277790069580078,350.0,0.9422818791946238,positive
LAM1164,ciliated,1,744,0.04828230291604996,0.029749015636581888,0.01853328727946807,0.04828230291604996,0.0,0.04828230291604996,694.0,0.006482913743831215,positive
LAM1164,AT2,1,744,0.0,0.15656381851983486,-0.15656381851983486,0.0,0.0,0.0,290.5,0.6025911107868667,negative_or_equal
LAM1164,macrophage,1,744,0.24509479105472565,1.408807079262671,-1.1637122882079454,0.24509479105472565,1.9480457305908203,-1.7029509395360947,320.0,0.8082398905086765,negative_or_equal
