dataset,annotation_status,state15_cells,state15_author_style,other_candidate_cells,other_author_style,state15_author_fraction,other_author_fraction,enrichment_fold,fisher_odds_ratio,fisher_pvalue_greater
GSE135851,available,50,49,485,91,0.98,0.18762886597938144,5.223076923076923,212.15384615384616,8.027702168658162e-31
