contrast,gene,direction,signed_score,moderated_q,default_cmap_query
tsc2_loss_plastic,RDH10,down,-2.14379302981875,1.91025391007795e-05,True
tsc2_loss_plastic,HBP1,down,-0.9419204563127536,2.0187462432183845e-05,True
tsc2_loss_plastic,MN1,down,-2.4348481995703812,2.1486709175491715e-05,True
tsc2_loss_plastic,FIRRE,down,-1.1017126259479535,2.1486709175491715e-05,True
tsc2_loss_plastic,RASL11B,down,-3.5897596626164328,2.31209923394234e-05,True
tsc2_loss_plastic,SPSB3,down,-0.8846185077033524,2.369607565765414e-05,True
tsc2_loss_plastic,EDNRB,down,-3.102548295565742,2.429620690919613e-05,True
tsc2_loss_plastic,IGFBP5,down,-1.2348507132953443,2.551383703128337e-05,True
tsc2_loss_plastic,MIR503HG,down,-0.868939943322812,2.655507558664729e-05,True
tsc2_loss_plastic,TOX,down,-1.812964297079997,2.7865047137629725e-05,True
tsc2_loss_plastic,TEAD3,down,-1.049804179087936,2.7865047137629725e-05,True
tsc2_loss_plastic,ELN,down,-3.4308681546189117,3.196846881327304e-05,True
tsc2_loss_plastic,COLEC10,down,-2.090281079894179,3.259848647107711e-05,True
tsc2_loss_plastic,SVEP1,down,-1.4482093444824975,3.259848647107711e-05,True
tsc2_loss_plastic,JAZF1,down,-1.0482776513939611,3.332929486557554e-05,True
tsc2_loss_plastic,ZNF346,down,-0.6747279887065423,3.388666350775862e-05,True
tsc2_loss_plastic,NAP1L3,down,-1.060483518894633,3.531048768120918e-05,True
tsc2_loss_plastic,MBIP,down,-0.5370183033586629,3.531048768120918e-05,True
tsc2_loss_plastic,IFNGR2,down,-0.6756017277653537,3.56321472449872e-05,True
tsc2_loss_plastic,ST7,down,-0.8038527533003159,3.6323445163024035e-05,True
tsc2_loss_plastic,PMP22,down,-1.2895819913641469,3.656525532491096e-05,True
tsc2_loss_plastic,SULF1,down,-2.392494575610307,3.7324693300975735e-05,True
tsc2_loss_plastic,ERLEC1,down,-0.5533060121397742,3.7324693300975735e-05,True
tsc2_loss_plastic,TARS3,down,-1.7464922632299738,4.042104785394047e-05,True
tsc2_loss_plastic,MAGEH1,down,-1.2124791389352794,4.063045912378623e-05,True
tsc2_loss_plastic,MAGED1,down,-0.6063709570786209,4.2587407190870815e-05,True
tsc2_loss_plastic,NKX3-2,down,-2.1196993600147453,4.397082669020644e-05,True
tsc2_loss_plastic,UGDH-AS1,down,-1.198397180945542,4.397082669020644e-05,True
tsc2_loss_plastic,FILIP1L,down,-1.211292684174314,4.638192731599946e-05,True
tsc2_loss_plastic,GREM1,down,-1.255135803127586,4.656872781662822e-05,True
tsc2_loss_plastic,NR3C1,down,-1.1007796416012798,4.656872781662822e-05,True
tsc2_loss_plastic,TIGD1,down,-0.8226964734501938,4.656872781662822e-05,True
tsc2_loss_plastic,TCEANC,down,-1.838701979840366,4.70464803023052e-05,True
tsc2_loss_plastic,ABHD17C,down,-0.959215810011945,4.70464803023052e-05,True
tsc2_loss_plastic,METTL25,down,-1.1190823417058349,4.727163161265236e-05,True
tsc2_loss_plastic,DIDO1,down,-0.6780989053575812,4.727163161265236e-05,True
tsc2_loss_plastic,LPAR1,down,-0.7453892378587348,4.7519981117769096e-05,True
tsc2_loss_plastic,ANGPT1,down,-1.9514960359627564,4.769685135081335e-05,True
tsc2_loss_plastic,SULT1E1,down,-2.710668403237441,4.9498063304977985e-05,True
tsc2_loss_plastic,CTF1,down,-1.3886243112767245,5.155047085778631e-05,True
tsc2_loss_plastic,ATXN7L3B,down,-0.612553532363266,5.696124792537483e-05,True
tsc2_loss_plastic,SEPTIN7,down,-0.9316462110838364,6.020736903741303e-05,True
tsc2_loss_plastic,AADAT,down,-0.8535564542381029,6.20700353047791e-05,True
tsc2_loss_plastic,TSPAN31,down,-0.8895570672560944,6.234954041006915e-05,True
tsc2_loss_plastic,GLT8D2,down,-0.9467754370200252,6.277066483130027e-05,True
tsc2_loss_plastic,CARMN,down,-1.281480400134488,6.313290155948453e-05,True
tsc2_loss_plastic,CZIB,down,-0.5457226916614473,6.313290155948453e-05,True
tsc2_loss_plastic,MOAP1,down,-0.7903144592871443,6.354403064700888e-05,True
tsc2_loss_plastic,C1orf198,down,-1.191262329332817,6.402654823932502e-05,True
tsc2_loss_plastic,SRSF6,down,-0.5408823345041638,6.402928007924618e-05,True
tsc2_loss_plastic,RAB9A,down,-0.7978804588246158,6.450369423315623e-05,True
tsc2_loss_plastic,PDLIM7,down,-0.6614936605342541,6.615289592743333e-05,True
tsc2_loss_plastic,SLC40A1,down,-1.1072548474339978,7.301497097764631e-05,True
tsc2_loss_plastic,SERTAD4,down,-2.25261040867931,7.415920361580218e-05,True
tsc2_loss_plastic,TMEM17,down,-1.0918072418363376,7.759150046567629e-05,True
tsc2_loss_plastic,MFAP2,down,-1.402723709599916,7.94796590465607e-05,True
tsc2_loss_plastic,TBX1,down,-1.8527425045769124,8.090053856060185e-05,True
tsc2_loss_plastic,SEMA3A,down,-0.9829126028669406,8.090053856060185e-05,True
tsc2_loss_plastic,EHBP1,down,-1.5901008142981894,8.230115291820965e-05,True
tsc2_loss_plastic,SETBP1,down,-1.1895848855611522,8.374565791265952e-05,True
tsc2_loss_plastic,FNBP1L,down,-0.8344420775349839,8.374565791265952e-05,True
tsc2_loss_plastic,EGFL6,down,-4.08567870567629,8.92478878513111e-05,True
tsc2_loss_plastic,GRK5,down,-1.387269805383068,9.118710140192744e-05,True
tsc2_loss_plastic,FAP,down,-1.2098458929088705,9.118710140192744e-05,True
tsc2_loss_plastic,AC132217.1,down,-1.844078972587622,9.95035645134438e-05,True
tsc2_loss_plastic,LINC01515,down,-1.671964325793953,0.0001005968025402,True
tsc2_loss_plastic,RBBP4,down,-0.5069658753868715,0.0001005968025402,True
tsc2_loss_plastic,MACROH2A2,down,-0.6933480601259694,0.0001047562875065,True
tsc2_loss_plastic,VSTM4,down,-1.2097258541890858,0.0001049716111145,True
tsc2_loss_plastic,FHL3,down,-0.7516121970718581,0.0001051918517115,True
tsc2_loss_plastic,GAS1,down,-2.138381211653737,0.0001114123489528,True
tsc2_loss_plastic,CIRBP,down,-1.0649614799225429,0.0001141539590769,True
tsc2_loss_plastic,GABPB1-AS1,down,-0.8144442380998096,0.000121865172691,True
tsc2_loss_plastic,PLA2G4A,down,-1.5226196788288362,0.0001223336280018,True
tsc2_loss_plastic,PLPP3,down,-2.3462892351956515,0.0001228640434187,True
tsc2_loss_plastic,TM2D3,down,-0.7384238983234965,0.0001234160330604,True
tsc2_loss_plastic,PBX3,down,-2.4017512351611088,0.000124506825592,True
tsc2_loss_plastic,USP11,down,-0.6711179592283454,0.0001280697472545,True
tsc2_loss_plastic,ALDH7A1,down,-0.5627543862766018,0.0001280697472545,True
tsc2_loss_plastic,SYDE2,down,-1.1461764005246466,0.0001318713311624,True
tsc2_loss_plastic,SRSF8,down,-0.5279758978535729,0.0001360732962766,True
tsc2_loss_plastic,ERMARD,down,-0.9978932571204556,0.0001410649754286,True
tsc2_loss_plastic,FLOT1,down,-0.6402097676163989,0.0001459181985971,True
tsc2_loss_plastic,BICC1,down,-0.8782612805782106,0.0001476868785032,True
tsc2_loss_plastic,KCNMB1,down,-0.7365167318062702,0.0001504455775413,True
tsc2_loss_plastic,ASPN,down,-5.822628186059092,0.0001522420005898,True
tsc2_loss_plastic,PDE10A,down,-1.9264938013379245,0.0001537271106103,True
tsc2_loss_plastic,CNTLN,down,-1.273541712249108,0.0001538102076417,True
tsc2_loss_plastic,COQ8A,down,-1.2230168306534095,0.0001538102076417,True
tsc2_loss_plastic,HNRNPA1,down,-0.7434185146218004,0.0001538102076417,True
tsc2_loss_plastic,TNFRSF21,down,-1.101101537589288,0.0001632186565163,True
tsc2_loss_plastic,HAPLN3,down,-1.63290677723219,0.0001656441583872,True
tsc2_loss_hydrogel,ZNF300,up,3.5796625600362875,1.2831848079806356e-08,True
tsc2_loss_hydrogel,NDUFA4L2,up,6.559613077373248,9.140267310244635e-08,True
tsc2_loss_hydrogel,ENO2,up,3.3800931285583697,9.140267310244635e-08,True
tsc2_loss_hydrogel,LAMP3,up,3.3771049220994667,9.140267310244635e-08,True
tsc2_loss_hydrogel,CYSTM1,up,2.4037626751563073,9.140267310244635e-08,True
tsc2_loss_hydrogel,UCHL1,up,2.347022114441793,1.2214875174239017e-07,True
tsc2_loss_hydrogel,P4HA2,up,2.1774795729783776,1.8909716603126685e-07,True
tsc2_loss_hydrogel,AC011586.2,up,1.864333709494309,2.0203136386324874e-07,True
tsc2_loss_hydrogel,PKM,up,1.8067241984231748,2.0203136386324874e-07,True
tsc2_loss_hydrogel,TBC1D2,up,1.7278758439592472,2.0203136386324874e-07,True
tsc2_loss_hydrogel,GDF15,up,3.800620421370708,2.101353981413099e-07,True
tsc2_loss_hydrogel,CABP1,up,1.4118196060892592,2.101353981413099e-07,True
tsc2_loss_hydrogel,VEGFA,up,2.2695793421335204,2.611724567825542e-07,True
tsc2_loss_hydrogel,GBE1,up,2.2883197967264883,2.68945581880269e-07,True
tsc2_loss_hydrogel,CDKN1A,up,1.9297093501466325,3.699157854387524e-07,True
tsc2_loss_hydrogel,GAPLINC,up,1.6438869890084615,3.798162275625293e-07,True
tsc2_loss_hydrogel,MIR210HG,up,2.7454611046511435,3.944464611437251e-07,True
tsc2_loss_hydrogel,HSD17B14,up,2.4459076418416776,4.649828771632921e-07,True
tsc2_loss_hydrogel,SPAG4,up,3.035951220258934,5.842630758618551e-07,True
tsc2_loss_hydrogel,DUSP3,up,1.3088659691171958,6.262373271374049e-07,True
tsc2_loss_hydrogel,ITGB5,up,1.016597398412698,6.940297069854504e-07,True
tsc2_loss_hydrogel,VEGFB,up,2.4604595696024334,7.751078834513843e-07,True
tsc2_loss_hydrogel,EGLN3,up,4.216146080673603,8.12619187543025e-07,True
tsc2_loss_hydrogel,CA9,up,3.645307219996276,8.12619187543025e-07,True
tsc2_loss_hydrogel,FGF11,up,3.4489632462261333,8.12619187543025e-07,True
tsc2_loss_hydrogel,DDIT3,up,1.8928228115443488,8.12619187543025e-07,True
tsc2_loss_hydrogel,MGST3,up,1.078331620340725,8.12619187543025e-07,True
tsc2_loss_hydrogel,REXO2,up,0.9087634585627088,8.12619187543025e-07,True
tsc2_loss_hydrogel,G0S2,up,2.8365958408730148,1.0178825425576348e-06,True
tsc2_loss_hydrogel,ERO1A,up,2.405496907798283,1.0178825425576348e-06,True
tsc2_loss_hydrogel,GPR146,up,1.8689090378867417,1.0178825425576348e-06,True
tsc2_loss_hydrogel,PRELP,up,2.569371220108809,1.0555049816452649e-06,True
tsc2_loss_hydrogel,TIMP3,up,1.8598212104450456,1.0911732212690888e-06,True
tsc2_loss_hydrogel,CKB,up,1.813027402375014,1.0911732212690888e-06,True
tsc2_loss_hydrogel,MOSPD1,up,1.7761767585505912,1.1090558974872435e-06,True
tsc2_loss_hydrogel,SLC38A11,up,1.6149803415921506,1.1090558974872435e-06,True
tsc2_loss_hydrogel,TRIB3,up,3.197688318246121,1.122002966385898e-06,True
tsc2_loss_hydrogel,HSPA9,up,1.4279013760478645,1.230230644332663e-06,True
tsc2_loss_hydrogel,WSB2,up,1.0994888851992028,1.230230644332663e-06,True
tsc2_loss_hydrogel,SLC38A6,up,1.3789843515598097,1.2316939765532004e-06,True
tsc2_loss_hydrogel,SLC2A1,up,2.8134400157819677,1.2642766346823446e-06,True
tsc2_loss_hydrogel,SMIM3,up,2.416718683216607,1.2642766346823446e-06,True
tsc2_loss_hydrogel,ARHGAP24,up,1.922129425232916,1.2642766346823446e-06,True
tsc2_loss_hydrogel,WARS1,up,1.6943275636154382,1.2642766346823446e-06,True
tsc2_loss_hydrogel,RAB29,up,1.4848945493267092,1.2642766346823446e-06,True
tsc2_loss_hydrogel,PFKP,up,1.362727356799009,1.2642766346823446e-06,True
tsc2_loss_hydrogel,LAMB3,up,1.352804454178093,1.2642766346823446e-06,True
tsc2_loss_hydrogel,BLNK,up,2.113590256192614,1.266411527591515e-06,True
tsc2_loss_hydrogel,ARFGEF3,up,1.9752048719571829,1.2812240061140244e-06,True
tsc2_loss_hydrogel,PAMR1,up,1.5882426561231426,1.2816762623747812e-06,True
tsc2_loss_hydrogel,TXN,up,1.0363269544140534,1.3130875559920416e-06,True
tsc2_loss_hydrogel,RTN3,up,0.6991555169188288,1.3553003188449826e-06,True
tsc2_loss_hydrogel,BEX2,up,2.2712717707560657,1.3875442662954846e-06,True
tsc2_loss_hydrogel,COMMD7,up,0.772701929994748,1.397216018641592e-06,True
tsc2_loss_hydrogel,TAF9,up,0.7758314361146743,1.4790230985999529e-06,True
tsc2_loss_hydrogel,GPR1,up,3.453370294411007,1.600531750830647e-06,True
tsc2_loss_hydrogel,CD109,up,1.9313338140114975,1.65924392727542e-06,True
tsc2_loss_hydrogel,GBA,up,1.7925018973397622,1.65924392727542e-06,True
tsc2_loss_hydrogel,BCL2L1,up,1.2339404875555675,1.65924392727542e-06,True
tsc2_loss_hydrogel,VAT1,up,1.8021647643868652,1.7207516364360371e-06,True
tsc2_loss_hydrogel,GAPDH,up,1.5620654061579256,1.7597038904500138e-06,True
tsc2_loss_hydrogel,RAB32,up,1.8035526772697668,1.96726753809911e-06,True
tsc2_loss_hydrogel,KCNS1,up,2.37886424354257,2.003906510497507e-06,True
tsc2_loss_hydrogel,AK4,up,4.09112293246751,2.0391373262210474e-06,True
tsc2_loss_hydrogel,SLC6A8,up,1.876884946357516,2.0795432728104547e-06,True
tsc2_loss_hydrogel,TPI1,up,1.5367474972137058,2.0795432728104547e-06,True
tsc2_loss_hydrogel,BHLHE40,up,3.8967597536390737,2.131944752963934e-06,True
tsc2_loss_hydrogel,RHBDF2,up,2.722617316151471,2.254225230125014e-06,True
tsc2_loss_hydrogel,GALNT18,up,2.3517939206352834,2.254225230125014e-06,True
tsc2_loss_hydrogel,AC096647.1,up,1.3950239833649185,2.254225230125014e-06,True
tsc2_loss_hydrogel,SLC25A4,up,0.8694593144988438,2.3342405154590496e-06,True
tsc2_loss_hydrogel,PLA2G15,up,0.9217882164632694,2.5471529551018194e-06,True
tsc2_loss_hydrogel,LONP1,up,1.6326316951037834,2.7060280856158897e-06,True
tsc2_loss_hydrogel,OMG,up,1.7843230889083483,2.744621322789841e-06,True
tsc2_loss_hydrogel,AVPI1,up,1.5594497267642151,2.7835544027179785e-06,True
tsc2_loss_hydrogel,ENO1,up,1.902828093715388,2.901867027779412e-06,True
tsc2_loss_hydrogel,NXPH4,up,3.103089492597479,2.9204645602778632e-06,True
tsc2_loss_hydrogel,M6PR,up,0.9228400405591276,2.9204645602778632e-06,True
tsc2_loss_hydrogel,LRRN1,up,3.069417415203976,2.958004216413598e-06,True
tsc2_loss_hydrogel,SDCBP,up,1.248415295870272,2.9864889486021323e-06,True
tsc2_loss_hydrogel,PYGL,up,1.1809293578409594,2.9864889486021323e-06,True
tsc2_loss_hydrogel,LOX,up,1.3389552323042002,3.11667945756029e-06,True
tsc2_loss_hydrogel,PGM1,up,1.0777956284063044,3.11667945756029e-06,True
tsc2_loss_hydrogel,PGK1,up,2.0654372992696812,3.1213899410718548e-06,True
tsc2_loss_hydrogel,HEXB,up,1.6843420060505463,3.1213899410718548e-06,True
tsc2_loss_hydrogel,YBX3,up,0.6929562274132444,3.1213899410718548e-06,True
tsc2_loss_hydrogel,CTSL,up,0.8926126954009872,3.1459605495717485e-06,True
tsc2_loss_hydrogel,UPP1,up,2.417685447855563,3.257107938206523e-06,True
tsc2_loss_hydrogel,SCARB1,up,1.952449740810859,3.2707857587782415e-06,True
tsc2_loss_hydrogel,WFDC21P,up,2.8617146265826117,3.35316799449891e-06,True
tsc2_loss_hydrogel,LGALS3,up,2.544074373962628,3.532302336477245e-06,True
tsc2_loss_hydrogel,ATP6V0D1,up,0.5618753433248713,3.5371645962709155e-06,True
tsc2_loss_hydrogel,ASB5,up,2.840449577367526,3.5498722464352936e-06,True
tsc2_loss_hydrogel,ALDOA,up,1.4741698056310837,3.705146950037409e-06,True
tsc2_loss_hydrogel,LOXL2,up,1.6555454539284975,3.925142444465182e-06,True
tsc2_loss_hydrogel,TPBG,up,1.079285911126478,4.116639699102808e-06,True
tsc2_loss_hydrogel,NEU1,up,1.5573389886952285,4.154753266440611e-06,True
tsc2_loss_hydrogel,LRRC15,up,1.717325953139396,4.1691672060076035e-06,True
tsc2_loss_hydrogel,SV2A,up,1.0371884004432832,4.202160869903638e-06,True
tsc2_loss_hydrogel,HM13,up,0.6755770538887331,4.202160869903638e-06,True
tsc2_loss_hydrogel,WIPI1,up,0.6712399447864859,4.202160869903638e-06,True
tsc2_loss_hydrogel,LAMP2,up,0.8346209163785012,4.228881246414793e-06,True
tsc2_loss_hydrogel,CTSD,up,1.6620791220008222,4.285191237800782e-06,True
tsc2_loss_hydrogel,ASAH1,up,1.8865029073980648,4.589354233085893e-06,True
tsc2_loss_hydrogel,CCND2,up,1.958609558955696,4.614111250129027e-06,True
tsc2_loss_hydrogel,IMPA2,up,0.979499316665321,4.828808739186429e-06,True
tsc2_loss_hydrogel,FUCA2,up,0.7122735346624691,4.905706526746497e-06,True
tsc2_loss_hydrogel,CLIP4,up,0.7500251476070665,5.0253974437721005e-06,True
tsc2_loss_hydrogel,NNMT,up,1.2447717544666723,5.061209638044172e-06,True
tsc2_loss_hydrogel,FAM162A,up,1.525838746686229,5.170810809268969e-06,True
tsc2_loss_hydrogel,ARMC9,up,1.387625016892223,5.170810809268969e-06,True
tsc2_loss_hydrogel,SLC6A15,up,1.4302422042741152,5.303921226550929e-06,True
tsc2_loss_hydrogel,SLC17A5,up,1.155918346284953,5.321096281059877e-06,True
tsc2_loss_hydrogel,PPT1,up,0.6893400770197684,5.321096281059877e-06,True
tsc2_loss_hydrogel,MT3,up,1.2264034284214085,5.688439783657253e-06,True
tsc2_loss_hydrogel,PSPH,up,1.1546202336842626,5.688439783657253e-06,True
tsc2_loss_hydrogel,MIF,up,1.6323297455168158,5.702872729644476e-06,True
tsc2_loss_hydrogel,GARS1,up,1.2825696995224645,5.7613762049259935e-06,True
tsc2_loss_hydrogel,SERINC2,up,1.0443964790012903,5.784813976156043e-06,True
tsc2_loss_hydrogel,SPNS1,up,0.732012801833767,5.784813976156043e-06,True
tsc2_loss_hydrogel,CTSH,up,3.249031654883156,5.873355930622645e-06,True
tsc2_loss_hydrogel,ATP6V1C1,up,0.9754493996313568,5.9077644835378545e-06,True
tsc2_loss_hydrogel,GJA3,up,1.8929147561976711,6.221060689361752e-06,True
tsc2_loss_hydrogel,DDIT4,up,3.136593728805559,6.292927206147372e-06,True
tsc2_loss_hydrogel,DLX5,up,2.650459657427369,6.3576547241600424e-06,True
tsc2_loss_hydrogel,PGAM1,up,1.2533807832645794,6.3576547241600424e-06,True
tsc2_loss_hydrogel,PDK1,up,2.5023990056551595,6.40058258515718e-06,True
tsc2_loss_hydrogel,SREBF2,up,1.0426576250066295,6.853912407353951e-06,True
tsc2_loss_hydrogel,C4orf3,up,0.8535771551704716,7.057917602883409e-06,True
tsc2_loss_hydrogel,TOMM34,up,0.8271784608774615,7.140618551809439e-06,True
tsc2_loss_hydrogel,COL11A1,up,3.1463803274934423,7.272749972546312e-06,True
tsc2_loss_hydrogel,LRRC25,up,2.2538751584303287,7.506276387767669e-06,True
tsc2_loss_hydrogel,SCARB2,up,0.9577872784812276,7.57255502531777e-06,True
tsc2_loss_hydrogel,NAPA,up,0.8208980085884772,7.637594356514305e-06,True
tsc2_loss_hydrogel,GAPDHP35,up,1.4895750301377366,7.937854672696546e-06,True
tsc2_loss_hydrogel,STEAP3,up,2.8454583132873124,8.1737381405616e-06,True
tsc2_loss_hydrogel,AC092490.1,up,2.0242531149806453,8.612740388944604e-06,True
tsc2_loss_hydrogel,NPC2,up,1.7689431239427225,8.612740388944604e-06,True
tsc2_loss_hydrogel,POPDC3,up,1.9269103301272696,8.872470100352083e-06,True
tsc2_loss_hydrogel,PCK2,up,1.9142213440374023,8.918810847278486e-06,True
tsc2_loss_hydrogel,PLOD3,up,0.6036808979446429,8.918810847278486e-06,True
tsc2_loss_hydrogel,RPP25,up,1.7289413172310206,9.187542640321038e-06,True
tsc2_loss_hydrogel,CHI3L1,up,5.036917795200198,9.20197200932166e-06,True
tsc2_loss_hydrogel,TMEM106C,up,0.7750521980567608,9.35758207798148e-06,True
tsc2_loss_hydrogel,SYTL2,up,2.9970310673304463,9.549021557525213e-06,True
tsc2_loss_hydrogel,MTCH2,up,0.9266559288431022,9.75437632890305e-06,True
tsc2_loss_hydrogel,APLN,up,2.9188851953948465,9.87297474161754e-06,True
tsc2_loss_hydrogel,MSR1,up,2.046851671614995,9.87297474161754e-06,True
tsc2_loss_hydrogel,SLC2A3,up,2.03942700093566,9.945807345309135e-06,True
tsc2_loss_hydrogel,LGALS8,up,0.5339217338062126,1.0072491625549264e-05,True
tsc2_loss_hydrogel,CAT,down,-4.765720560070224,1.8819158016467142e-14,True
tsc2_loss_hydrogel,RPS2P5,down,-5.185583771338736,3.2336923625694083e-09,True
tsc2_loss_hydrogel,TRAM1L1,down,-4.2007027886599335,7.484983468636658e-09,True
tsc2_loss_hydrogel,MAGEA4,down,-3.277987196351525,7.539845831121705e-08,True
tsc2_loss_hydrogel,TSPAN12,down,-2.29607679492627,9.140267310244635e-08,True
tsc2_loss_hydrogel,TNFRSF19,down,-2.0308696559503256,9.140267310244635e-08,True
tsc2_loss_hydrogel,GPM6B,down,-3.469353855021277,2.0203136386324874e-07,True
tsc2_loss_hydrogel,FKBP7,down,-1.3503654236135605,2.0203136386324874e-07,True
tsc2_loss_hydrogel,ODC1,down,-1.2636240769979157,2.0203136386324874e-07,True
tsc2_loss_hydrogel,NREP,down,-1.580232839271532,2.101353981413099e-07,True
tsc2_loss_hydrogel,ZNF711,down,-1.7848461185615077,2.3216143590326535e-07,True
tsc2_loss_hydrogel,RSRP1,down,-1.3094971552883845,4.705097042970092e-07,True
tsc2_loss_hydrogel,PCDH18,down,-1.663621620530189,5.174769167059985e-07,True
tsc2_loss_hydrogel,SEMA3A,down,-1.823897160212201,5.760793529588944e-07,True
tsc2_loss_hydrogel,LBX1,down,-1.6309298253123217,5.842630758618551e-07,True
tsc2_loss_hydrogel,BZW2,down,-0.7988629836550873,8.067985558433708e-07,True
tsc2_loss_hydrogel,LPAR1,down,-1.220876767166967,8.12619187543025e-07,True
tsc2_loss_hydrogel,SRSF6,down,-0.926343421656215,8.12619187543025e-07,True
tsc2_loss_hydrogel,ARID5B,down,-1.5445069910146674,8.827673061740168e-07,True
tsc2_loss_hydrogel,ZNF362,down,-1.1441249698147034,9.806074754948602e-07,True
tsc2_loss_hydrogel,IGFBP5,down,-1.7811509590148304,1.0178825425576348e-06,True
tsc2_loss_hydrogel,NR3C1,down,-1.7209644963679085,1.0178825425576348e-06,True
tsc2_loss_hydrogel,ZNF254,down,-1.1437203026148053,1.0178825425576348e-06,True
tsc2_loss_hydrogel,WNT11,down,-3.942626074364501,1.0514499291281222e-06,True
tsc2_loss_hydrogel,DIDO1,down,-1.0516661271631476,1.0911732212690888e-06,True
tsc2_loss_hydrogel,MAGED2,down,-0.8331653796817546,1.0911732212690888e-06,True
tsc2_loss_hydrogel,RBM39,down,-0.7266212021352114,1.0911732212690888e-06,True
tsc2_loss_hydrogel,GABPB1-AS1,down,-1.422889992934035,1.107367763419953e-06,True
tsc2_loss_hydrogel,C1orf216,down,-1.237065885106237,1.1779003162149931e-06,True
tsc2_loss_hydrogel,GOLPH3,down,-0.8512993222257772,1.2642766346823446e-06,True
tsc2_loss_hydrogel,MDK,down,-2.0209386707374457,1.266411527591515e-06,True
tsc2_loss_hydrogel,CCDC144NL-AS1,down,-1.3481779131484228,1.2757955994676513e-06,True
tsc2_loss_hydrogel,ADAMTSL1,down,-1.6918444013586027,1.2816762623747812e-06,True
tsc2_loss_hydrogel,KBTBD7,down,-1.0585379992375477,1.2816762623747812e-06,True
tsc2_loss_hydrogel,SCARA5,down,-4.105385907086818,1.315435493729064e-06,True
tsc2_loss_hydrogel,DNM3OS,down,-1.243090029366677,1.65924392727542e-06,True
tsc2_loss_hydrogel,GABRA4,down,-3.359985599014985,1.7597038904500138e-06,True
tsc2_loss_hydrogel,PRRX2,down,-1.8173472821115797,1.7597038904500138e-06,True
tsc2_loss_hydrogel,STK3,down,-0.9278682750080538,1.7597038904500138e-06,True
tsc2_loss_hydrogel,IGF2,down,-2.588162411919963,1.7781829504710134e-06,True
tsc2_loss_hydrogel,HMGN2,down,-1.5566294272086445,1.808541501162499e-06,True
tsc2_loss_hydrogel,TIGD1,down,-1.1406402662462558,2.060360930293914e-06,True
tsc2_loss_hydrogel,LUC7L2,down,-0.518848655554458,2.1107387817244422e-06,True
tsc2_loss_hydrogel,RBMS3,down,-2.1290996209241464,2.254225230125014e-06,True
tsc2_loss_hydrogel,LIMA1,down,-1.3396752835371246,2.254225230125014e-06,True
tsc2_loss_hydrogel,MEOX2,down,-3.966476474134894,2.578224233963677e-06,True
tsc2_loss_hydrogel,CSRP2,down,-0.9915097290645024,3.11667945756029e-06,True
tsc2_loss_hydrogel,IL11RA,down,-1.7835780607776903,3.1213899410718548e-06,True
tsc2_loss_hydrogel,TNFRSF11B,down,-1.6016408789726508,3.3918486713331287e-06,True
tsc2_loss_hydrogel,CIRBP,down,-1.5558723049285113,3.5199570600024423e-06,True
tsc2_loss_hydrogel,LINC01515,down,-2.3971256525374676,3.532302336477245e-06,True
tsc2_loss_hydrogel,TMED4,down,-0.6481729168363688,3.532302336477245e-06,True
tsc2_loss_hydrogel,HNRNPDL,down,-0.6669727848072982,3.918429461104533e-06,True
tsc2_loss_hydrogel,COL26A1,down,-3.944229260091927,4.085665629916779e-06,True
tsc2_loss_hydrogel,COLEC10,down,-2.5036548443650744,4.116639699102808e-06,True
tsc2_loss_hydrogel,SVEP1,down,-1.724549114303456,4.202160869903638e-06,True
tsc2_loss_hydrogel,HNRNPC,down,-0.7954484595174955,4.202160869903638e-06,True
tsc2_loss_hydrogel,MKS1,down,-0.6178816061573893,4.202160869903638e-06,True
tsc2_loss_hydrogel,TAF9B,down,-1.9142531039981856,4.23156692874001e-06,True
tsc2_loss_hydrogel,LUM,down,-1.4847112785729584,4.2961013171125544e-06,True
tsc2_loss_hydrogel,AL662795.2,down,-1.237491041719699,4.69006829290809e-06,True
tsc2_loss_hydrogel,SGIP1,down,-0.9568982772306076,4.69006829290809e-06,True
tsc2_loss_hydrogel,FBLN5,down,-1.165062178413529,5.0253974437721005e-06,True
tsc2_loss_hydrogel,MBIP,down,-0.6320755873520887,5.119554781180874e-06,True
tsc2_loss_hydrogel,HBP1,down,-1.016267053180438,5.873355930622645e-06,True
tsc2_loss_hydrogel,EDNRA,down,-1.0110906992263535,5.873355930622645e-06,True
tsc2_loss_hydrogel,AC003986.2,down,-1.9030711395417033,6.001916428744211e-06,True
tsc2_loss_hydrogel,VAMP2,down,-1.135375580526023,6.292927206147372e-06,True
tsc2_loss_hydrogel,CNTN4,down,-4.010796638499555,6.3576547241600424e-06,True
tsc2_loss_hydrogel,PNISR,down,-1.0698401193099292,6.3576547241600424e-06,True
tsc2_loss_hydrogel,ZNF22,down,-0.9614653786089892,6.3576547241600424e-06,True
tsc2_loss_hydrogel,ZNF608,down,-1.768051569703051,6.40058258515718e-06,True
tsc2_loss_hydrogel,CCBE1,down,-2.7715872726552133,6.828930384950115e-06,True
tsc2_loss_hydrogel,PDE10A,down,-2.6664444413343587,6.933675569590107e-06,True
tsc2_loss_hydrogel,RBM26,down,-0.668425100773109,7.016110411137358e-06,True
tsc2_loss_hydrogel,NKX3-2,down,-2.463510928482051,7.147503542542549e-06,True
tsc2_loss_hydrogel,CZIB,down,-0.6671326084435849,7.252941390451244e-06,True
