filter_row_id,dataset,canonical_query_hash,query_id,contrast,perturbation_key,perturbation_class,pert_iname,median_reversal_WTCS,median_reversal_NCS,max_reversal_NCS,fraction_reversed,n_signatures,n_cells,n_query_sizes,query_size_stable,exploratory,applicable_target_sizes,pert_type,q25_reversal_NCS,q75_reversal_NCS,best_context,cross_phase_status,measured_in_other_dataset,tier,tier1_eligible,row_direction_class,unique_drug_id
70,GSE92742,3ed553c25262a7f3,tsc2_loss_plastic__q73x60__3ed553c25262a7f3,tsc2_loss_plastic,compound::zstk-474,compound,ZSTK-474,0.26338953,0.9308198572721128,1.6494389154585525,0.6265060240963856,83,19,1,True,False,100,trt_cp,0.0,1.1740381700647669,MCF7|10 µM|6 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::zstk474
242,GSE70138,5e6e39a3cacf5878,tsc2_loss_plastic__q110x94__5e6e39a3cacf5878,tsc2_loss_plastic,compound::osi-027,compound,OSI-027,0.24221341,0.9298232055679836,1.9043704781876685,0.5947712418300654,153,16,1,True,False,150,trt_cp,-0.0,1.1643944232049963,PC3|3.33 um|24 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::osi027
79,GSE92742,5e6e39a3cacf5878,tsc2_loss_plastic__q110x94__5e6e39a3cacf5878,tsc2_loss_plastic,compound::gdc-0941,compound,GDC-0941,0.24317215,0.9293330842676064,1.6835844093918546,0.6428571428571429,84,19,1,True,False,150,trt_cp,0.0,1.1679712872628605,ASC|10 µM|24 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::gdc0941
232,GSE70138,189b4f1adb06b9d0,tsc2_loss_hydrogel__q114x91__189b4f1adb06b9d0,tsc2_loss_hydrogel,compound::ikk-inhibitor-x,compound,IKK-inhibitor-X,0.24291919,0.927945387843964,1.144180072890652,0.8333333333333334,6,2,1,True,False,150,trt_cp,0.8076581016484521,0.9995573746511038,A375|10.0 um|6 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::ikkinhibitorx
48,GSE92742,9a55b2df380a0926,tsc2_loss_hydrogel__q77x61__9a55b2df380a0926,tsc2_loss_hydrogel,compound::pi-103,compound,PI-103,0.25053138,0.925360509391533,1.6520292196898696,0.584070796460177,113,59,1,True,False,100,trt_cp,-0.0,1.142198388452093,SW620|10 µM|6 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::pi103
95,GSE92742,189b4f1adb06b9d0,tsc2_loss_hydrogel__q114x91__189b4f1adb06b9d0,tsc2_loss_hydrogel,compound::gsk-1059615,compound,GSK-1059615,0.24901092,0.9180485259971,1.4336351215317484,0.576271186440678,59,13,1,True,False,150,trt_cp,0.0,1.1238729663184603,MCF10A|10 µM|24 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::gsk1059615
252,GSE70138,3ed553c25262a7f3,tsc2_loss_plastic__q73x60__3ed553c25262a7f3,tsc2_loss_plastic,compound::gsk-2126458,compound,GSK-2126458,0.26303017,0.9178006417432996,1.657345918718391,0.5942028985507246,138,15,1,True,False,100,trt_cp,0.0,1.0802447015798773,HCC515|0.04 um|24 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::gsk2126458
38,GSE92742,9a55b2df380a0926,tsc2_loss_hydrogel__q77x61__9a55b2df380a0926,tsc2_loss_hydrogel,compound::nvp-bez235,compound,NVP-BEZ235,0.26110774,0.915532267511364,1.4971629507707966,0.6039603960396039,101,54,1,True,False,100,trt_cp,-0.0,1.097080864385806,VCAP|500 nM|6 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::nvpbez235
218,GSE70138,189b4f1adb06b9d0,tsc2_loss_hydrogel__q114x91__189b4f1adb06b9d0,tsc2_loss_hydrogel,compound::sirolimus,compound,sirolimus,0.24106796,0.9105315351037508,1.7771537379471694,0.5803921568627451,255,30,1,True,False,150,trt_cp,0.0,1.2219646291304305,HA1E|3.33 um|24 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::sirolimus
55,GSE92742,3ed553c25262a7f3,tsc2_loss_plastic__q73x60__3ed553c25262a7f3,tsc2_loss_plastic,compound::pi-103,compound,PI-103,0.25962904,0.910399293983536,1.607088738293686,0.6194690265486725,113,59,1,True,False,100,trt_cp,-0.0,1.1431384904830082,HCC515|10 µM|24 h,replicated_concordant,True,exploratory_reversal,False,reversal_direction,compound::pi103
