branch_id,source_state,patient,n_branch_cells,near_cells,far_cells,patient_LAMCORE_slope,patient_LAMCORE_slope_ci95_low,patient_LAMCORE_slope_ci95_high,patient_LAMCORE_slope_pvalue,patient_LAMCORE_slope_direction,patient_distance_range,LAMCORE_full_near_median,LAMCORE_full_far_median,LAMCORE_full_far_minus_near,LAMCORE_no_gate_near_median,LAMCORE_no_gate_far_median,LAMCORE_no_gate_far_minus_near,LAMCORE_outside_scVI_near_median,LAMCORE_outside_scVI_far_median,LAMCORE_outside_scVI_far_minus_near,LAMCORE_independent_near_median,LAMCORE_independent_far_median,LAMCORE_independent_far_minus_near,LAMCORE_direction,CORE1_near_median,CORE1_far_median,CORE1_far_minus_near,CORE2_near_median,CORE2_far_median,CORE2_far_minus_near,CORE3_near_median,CORE3_far_median,CORE3_far_minus_near,melanocytic_near_median,melanocytic_far_median,melanocytic_far_minus_near,myogenic_near_median,myogenic_far_median,myogenic_far_minus_near,VEGFD_near_median,VEGFD_far_median,VEGFD_far_minus_near,CTSK_near_median,CTSK_far_median,CTSK_far_minus_near,lam_support_near_median,lam_support_far_median,lam_support_far_minus_near,HOX_PBX_near_median,HOX_PBX_far_median,HOX_PBX_far_minus_near,hormone_near_median,hormone_far_median,hormone_far_minus_near,ECM_near_median,ECM_far_median,ECM_far_minus_near,protease_near_median,protease_far_median,protease_far_minus_near,mTOR_translation_near_median,mTOR_translation_far_median,mTOR_translation_far_minus_near,T_NK_near_median,T_NK_far_median,T_NK_far_minus_near,T_NK_direction,macrophage_near_median,macrophage_far_median,macrophage_far_minus_near,macrophage_direction,AT2_near_median,AT2_far_median,AT2_far_minus_near,AT2_direction,endothelial_near_median,endothelial_far_median,endothelial_far_minus_near,endothelial_direction,lymphatic_endothelial_near_median,lymphatic_endothelial_far_median,lymphatic_endothelial_far_minus_near,lymphatic_endothelial_direction,fibroblast_near_median,fibroblast_far_median,fibroblast_far_minus_near,fibroblast_direction,pericyte_VSMC_near_median,pericyte_VSMC_far_median,pericyte_VSMC_far_minus_near,pericyte_VSMC_direction,mesothelial_near_median,mesothelial_far_median,mesothelial_far_minus_near,mesothelial_direction,ciliated_near_median,ciliated_far_median,ciliated_far_minus_near,ciliated_direction
branch_01,State_16,LAM1163,117,39,39,-0.007563429076340639,-0.023989270978085158,0.00886241282540388,0.36363414754514284,decrease,2.768059492111206,0.2052344679832458,0.1931528747081756,-0.01208159327507019,0.1956655383110046,0.1841402947902679,-0.011525243520736722,0.10499769449234,0.0974897518754005,-0.007507942616939503,0.1056202128529548,0.0973597764968872,-0.008260436356067602,decrease,1.778755784034729,1.7831419706344604,0.004386186599731445,0.671634316444397,0.3547178208827972,-0.3169164955615998,1.2864397764205933,0.940104067325592,-0.3463357090950012,0.5825783610343933,0.5793377757072449,-0.0032405853271484375,1.732749581336975,1.479952692985535,-0.2527968883514402,0.0,0.0,0.0,3.442737579345703,2.0652225017547607,-1.3775150775909424,1.1534956693649292,0.6884074807167053,-0.4650881886482239,0.0,0.0,0.0,0.0,0.0,0.0,0.5195708870887756,0.3310408890247345,-0.18852999806404114,0.558563768863678,0.4119022488594055,-0.14666152000427246,1.815032958984375,1.9287137985229488,0.11368083953857377,0.0,0.0,0.0,decrease_or_flat,0.3178173303604126,0.2537764310836792,-0.0640408992767334,decrease_or_flat,0.5399300456047058,0.5267548561096191,-0.01317518949508667,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.2282356321811676,0.1171212941408157,-0.11111433804035191,decrease_or_flat,1.595256209373474,1.6496896743774414,0.05443346500396751,increase,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat
branch_01,State_16,LAM18,12,4,4,-0.015099375447536433,-0.036828684321161306,0.00662993342608844,0.15259046397172238,decrease,3.101388931274414,0.16173127293586725,0.08158028498291964,-0.08015098795294762,0.15154449641704554,0.07945208996534345,-0.07209240645170209,0.08694720640778535,0.0669782646000385,-0.019968941807746846,0.08521410077810279,0.0662692058831453,-0.018944894894957487,decrease,2.082950472831726,0.1202929876744747,-1.9626574851572514,0.8249930143356323,0.20108545571565623,-0.623907558619976,1.2940083742141724,0.30729900300502777,-0.9867093712091446,0.0,0.3871593177318573,0.3871593177318573,2.1712661385536194,0.32078130543231964,-1.8504848331212997,0.0,0.0,0.0,3.313109397888184,0.0,-3.313109397888184,1.1043697893619537,0.0,-1.1043697893619537,0.0,0.0,0.0,0.0,0.0,0.0,0.6097007393836975,0.15311104804277414,-0.45658969134092336,0.30119176208972925,0.16807670146226875,-0.1331150606274605,1.2408044934272766,1.8233851194381714,0.5825806260108948,0.0,0.5680235028266906,0.5680235028266906,increase,0.2682512998580932,0.46820761263370514,0.19995631277561193,increase,0.2844482958316803,0.2729378640651703,-0.01151043176651001,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.5249829888343811,0.0523567162454128,-0.4726262725889683,decrease_or_flat,1.7022519707679749,0.1281889826059341,-1.5740629881620407,decrease_or_flat,0.0,0.0799598470330238,0.0799598470330238,increase,0.0,0.0,0.0,decrease_or_flat
branch_01,State_16,LAM3,150,50,50,-0.0312407999747343,-0.08822660447487479,0.025745004525406186,0.2804142906387881,decrease,3.361189484596252,0.5351980328559875,0.3611414134502411,-0.17405661940574646,0.5285049378871918,0.35787437856197357,-0.1706305593252182,0.48175330460071564,0.3225879073143005,-0.15916539728641516,0.4725071638822555,0.3189552426338196,-0.15355192124843592,decrease,1.3960835337638855,1.2282647490501404,-0.16781878471374512,0.6218210160732269,0.5713714957237244,-0.050449520349502563,1.441776156425476,1.2448562979698181,-0.19691985845565796,0.8110368251800537,0.7449923455715179,-0.06604447960853577,2.1930932998657227,1.5604528188705444,-0.6326404809951782,0.0,0.0,0.0,1.7134246230125427,1.687275230884552,-0.026149392127990723,1.49202686548233,1.1806955337524414,-0.3113313317298887,0.6910502910614014,0.5837701261043549,-0.10728016495704651,0.67917600274086,0.3945036381483078,-0.2846723645925522,0.530807226896286,0.4828104227781296,-0.04799680411815643,0.31003086268901825,0.2790507078170776,-0.03098015487194067,0.5056313723325729,0.6026675701141357,0.0970361977815628,0.0,0.0,0.0,decrease_or_flat,0.2366011962294578,0.22636394947767255,-0.01023724675178525,decrease_or_flat,0.9588862359523772,0.9915712475776672,0.03268501162529003,increase,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.4101110100746155,0.3073253780603409,-0.1027856320142746,decrease_or_flat,1.2502177357673645,1.1421789526939392,-0.10803878307342529,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat
branch_01,State_16,LAM32,21,7,7,-0.028166164005748756,-0.06406288693523604,0.0077305589237385355,0.1169799656094489,decrease,2.8478918075561523,0.2058663517236709,0.0663670748472213,-0.13949927687644958,0.2026924192905426,0.0650204345583915,-0.1376719847321511,0.1324514746665954,0.0673395916819572,-0.0651118829846382,0.1332367658615112,0.067738838493824,-0.0654979273676872,decrease,1.639671802520752,0.1663465350866317,-1.4733252674341202,0.3401993215084076,0.1650775372982025,-0.1751217842102051,1.016364336013794,0.3802206516265869,-0.636143684387207,0.0,0.0,0.0,1.34996235370636,0.4435907304286957,-0.9063716232776644,0.0,0.0,0.0,1.8663227558135984,1.32062029838562,-0.5457024574279785,0.8322252035140991,0.44020676612854,-0.39201843738555914,0.0,0.0,0.0,0.0,0.0,0.0,0.2742173671722412,0.1849107891321182,-0.08930657804012301,0.2474176883697509,0.3065991103649139,0.05918142199516299,1.492605686187744,1.992475152015686,0.4998694658279421,0.0,0.1511261761188507,0.1511261761188507,increase,0.0,0.2401127815246582,0.2401127815246582,increase,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.3393314182758331,0.0,-0.3393314182758331,decrease_or_flat,1.424288988113403,0.1108976826071739,-1.3133913055062292,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat
branch_01,State_16,LAM4,30,10,10,-0.0012270552607945493,-0.03124444023320174,0.02879032971161264,0.9338628528623382,decrease,2.1523830890655518,0.15302512049674985,0.0857302956283092,-0.06729482486844066,0.1429761424660682,0.08175709843635555,-0.06121904402971266,0.07527261972427365,0.0828176140785217,0.007544994354248047,0.0757188983261585,0.0823994912207126,0.00668059289455411,increase_or_flat,1.262231469154358,0.22870609164237976,-1.0335253775119781,0.822700172662735,0.22870609164237976,-0.5939940810203552,1.2509868144989014,0.5266875624656677,-0.7242992520332336,0.3077126443386078,0.0,-0.3077126443386078,2.116223454475403,0.6098829209804535,-1.5063405334949493,0.0,0.4184228181838989,0.4184228181838989,3.6943775415420532,0.0,-3.6943775415420532,1.231459140777588,0.49779726564884186,-0.733661875128746,0.0,0.0,0.0,0.0,0.13537630438804624,0.13537630438804624,0.5376632511615753,0.0,-0.5376632511615753,0.712160587310791,0.20321605354547495,-0.508944533765316,1.3260565400123596,1.3022366762161255,-0.02381986379623413,0.0,0.7632864415645599,0.7632864415645599,increase,0.5108406245708466,0.6539598405361176,0.143119215965271,increase,2.2251784801483154,1.9263505935668945,-0.2988278865814209,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.25164639949798584,0.0,-0.25164639949798584,decrease_or_flat,1.1570526361465454,0.2098965942859649,-0.9471560418605804,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat
branch_01,State_16,LAM44,18,6,6,-0.0773696803770054,-0.1728299029992996,0.018090542245288804,0.1050534857359559,decrease,2.2904083728790283,0.1382214725017547,0.1298130340874195,-0.008408438414335195,0.13578514009714127,0.12811348959803576,-0.007671650499105509,0.12261719256639475,0.13022892549633974,0.007611732929944992,0.12148847430944434,0.12985242158174515,0.008363947272300803,increase_or_flat,0.4392636120319366,0.14899443835020065,-0.29026917368173594,0.21505445241928095,0.1476505622267723,-0.06740389019250864,0.48783910274505615,0.3051089644432068,-0.18273013830184937,0.33140015602111816,0.1937313824892044,-0.13766877353191376,0.47509337961673737,0.12355940788984295,-0.35153397172689443,0.0,0.0,0.0,1.2318455576896667,1.0007374286651611,-0.23110812902450562,0.6876752078533173,0.397318497300148,-0.29035671055316925,0.0,0.04405631124973295,0.04405631124973295,0.3750068098306656,0.2041923776268959,-0.17081443220376968,0.4490088224411011,0.0917093269526958,-0.3572994954884053,0.6185120493173599,0.16927618533372876,-0.44923586398363113,1.1195120811462402,0.8727479875087738,-0.24676409363746643,0.995782434940338,0.5448737740516663,-0.45090866088867176,decrease_or_flat,0.5824377238750458,0.30027499049901957,-0.2821627333760262,decrease_or_flat,1.2831464409828186,0.9529394805431366,-0.330206960439682,decrease_or_flat,0.03590761870145795,0.0352450497448444,-0.0006625689566135476,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.2674705982208252,0.03369801864027975,-0.23377257958054545,decrease_or_flat,0.32788580656051636,0.0308898519724607,-0.29699595458805567,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.03746814280748365,0.0,-0.03746814280748365,decrease_or_flat
branch_01,State_16,LAM50,38,12,13,-0.030387853521117152,-0.05963311814766845,-0.0011425888945658519,0.042119988282264625,decrease,3.5286924839019775,0.4106694906949997,0.4064372181892395,-0.004232272505760193,0.4089718163013458,0.4034286141395569,-0.00554320216178894,0.3547466993331909,0.3567236363887787,0.0019769370555877686,0.3517284542322159,0.3516412377357483,-8.721649646759033e-05,decrease,0.8799296319484711,0.6588245034217834,-0.22110512852668762,0.25897789001464844,0.2497535496950149,-0.00922434031963354,0.5738427639007568,0.7167518138885498,0.14290904998779297,0.5183542221784592,0.6660094857215881,0.14765526354312897,0.7225640416145325,0.2494228631258011,-0.4731411784887314,0.0,0.0,0.0,0.0,0.0,0.0,0.653352826833725,0.4892924726009369,-0.16406035423278809,0.5853577256202698,0.6612598896026611,0.07590216398239136,0.7250932157039642,0.6744188666343689,-0.05067434906959534,0.4955483227968216,0.6069214344024658,0.11137311160564423,0.1793275102972984,0.1745200902223587,-0.0048074200749397,0.639241486787796,0.5915725231170654,-0.04766896367073059,0.0,0.0,0.0,decrease_or_flat,0.0715885870158672,0.0,-0.0715885870158672,decrease_or_flat,0.9897556304931641,0.656798779964447,-0.33295685052871704,decrease_or_flat,0.0,0.0,0.0,decrease_or_flat,0.0813212916254997,0.0,-0.0813212916254997,decrease_or_flat,0.416377454996109,0.5616227388381958,0.1452452838420868,increase,0.7350508570671082,0.4266903400421142,-0.30836051702499395,decrease_or_flat,0.09169974923133845,0.0,-0.09169974923133845,decrease_or_flat,0.01135108433663845,0.0,-0.01135108433663845,decrease_or_flat
branch_02,State_12,LAM1163,26,8,9,-0.02259841046892585,-0.05101371710974051,0.005816896171888814,0.11375607559126877,decrease,2.8884198665618896,0.25024930387735367,0.2195686846971511,-0.030680619180202567,0.24790400266647333,0.219805359840393,-0.028098642826080322,0.14394861459732056,0.154746264219284,0.010797649621963445,0.14317599684000015,0.1556637287139892,0.01248773187398905,increase_or_flat,1.1795689463615417,0.1000203490257263,-1.0795485973358154,0.2217677235603332,0.1141068190336227,-0.1076609045267105,0.4635162800550461,0.1951577961444854,-0.2683584839105607,0.2742632329463959,0.2601710855960846,-0.01409214735031128,1.070294827222824,0.0,-1.070294827222824,0.0,0.0,0.0,0.9758603870868683,0.2674267888069153,-0.708433598279953,0.3252868056297302,0.0891422629356384,-0.23614454269409182,0.0,0.0597582273185253,0.0597582273185253,0.11259077116847035,0.0,-0.11259077116847035,0.8785810172557831,0.4870482683181762,-0.39153274893760687,0.6695515811443329,0.4721328914165497,-0.1974186897277832,1.9677021503448489,1.9170522689819336,-0.05064988136291526,0.0,0.0,0.0,decrease_or_flat,0.22073463350534436,0.1449431031942367,-0.07579153031110766,decrease_or_flat,2.300654947757721,0.3902566432952881,-1.9103983044624329,decrease_or_flat,0.39550817757844925,0.8758728504180908,0.48036467283964157,increase,0.15770701318979258,1.161672830581665,1.0039658173918724,increase,0.9595928192138672,0.0829867795109748,-0.8766060397028924,decrease_or_flat,1.1354602575302124,0.2165794968605041,-0.9188807606697083,decrease_or_flat,0.14995185285806656,0.2294671535491943,0.07951530069112775,increase,0.0157520193606615,0.0,-0.0157520193606615,decrease_or_flat
branch_02,State_12,LAM3,316,105,106,-0.0232237652682911,-0.03173724618100454,-0.01471028435557766,1.5564662264617989e-07,decrease,5.639665603637695,0.2435665726661682,0.23240797221660608,-0.011158600449562128,0.2430638819932937,0.23105479031801218,-0.012009091675281525,0.2558591365814209,0.23239471018314356,-0.023464426398277338,0.2525264918804168,0.23074555397033691,-0.0217809379100799,decrease,0.1247577890753746,0.12823902070522303,0.0034812316298484247,0.2899843454360962,0.3300972729921341,0.0401129275560379,0.3556200861930847,0.36480432748794556,0.00918424129486084,0.4199538826942444,0.4911661595106125,0.0712122768163681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3480395078659057,0.2850738912820816,-0.0629656165838241,0.2734690010547638,0.25035654753446573,-0.02311245352029806,0.5198227763175964,0.41614335775375366,-0.10367941856384277,0.2518063485622406,0.31881298124790186,0.06700663268566126,0.2649946808815002,0.34229007363319397,0.07729539275169378,0.5620155930519104,0.6442400515079498,0.08222445845603943,0.0116268014535307,0.03154377266764635,0.019916971214115654,increase,0.2499132603406906,0.35321612656116486,0.10330286622047424,increase,1.6753946542739868,0.9732805788516998,-0.702114075422287,decrease_or_flat,0.1109660863876342,0.2787971496582031,0.16783106327056893,increase,0.0,0.0,0.0,decrease_or_flat,0.1125009581446647,0.061545629054307854,-0.05095532909035684,decrease_or_flat,0.0951242670416832,0.09608945995569225,0.0009651929140090526,increase,0.0,0.0,0.0,decrease_or_flat,0.0546710193157196,0.049926372244954095,-0.004744647070765502,decrease_or_flat
branch_02,State_12,LAM32,152,50,51,-0.022905823446375817,-0.03488204639143858,-0.010929600501313051,0.00022652541941590402,decrease,3.9138448238372803,0.26720738410949707,0.2344476580619812,-0.03275972604751587,0.2671661823987961,0.2328967750072479,-0.034269407391548184,0.2617197185754776,0.2234725952148437,-0.038247123360633906,0.2603953778743744,0.2196635752916336,-0.040731802582740784,decrease,0.14157890528440475,0.2128583490848541,0.07127944380044934,0.3487643897533417,0.2216159403324127,-0.12714844942092898,0.3437982201576233,0.3562574982643127,0.012459278106689398,0.41009441018104553,0.4455808699131012,0.035486459732055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31046076118946075,0.3365811109542846,0.026120349764823858,0.2090877667069435,0.1434221863746643,-0.0656655803322792,0.540558248758316,0.4528098106384277,-0.08774843811988836,0.3057500571012497,0.2893054783344269,-0.016444578766822815,0.28152337670326233,0.2283227145671844,-0.053200662136077936,0.38241976499557495,0.3845181465148926,0.002098381519317627,0.0,0.0,0.0,decrease_or_flat,0.12553404271602625,0.1416735649108886,0.016139522194862338,increase,1.7296420335769653,1.040741205215454,-0.6889008283615112,decrease_or_flat,0.14856099337339396,0.1892734766006469,0.04071248322725293,increase,0.0,0.0,0.0,decrease_or_flat,0.2388825863599777,0.049124464392662,-0.1897581219673157,decrease_or_flat,0.1167328022420406,0.1811795532703399,0.0644467510282993,increase,0.0,0.0,0.0,decrease_or_flat,0.123327799141407,0.0598111078143119,-0.0635166913270951,decrease_or_flat
