row_type,branch_id,source_state,distance_metric,score_name,n_cells,n_patients,patient_adjusted_slope,ci95_low,ci95_high,pvalue,spearman_rho,spearman_pvalue
model,branch_01,State_16,graph_hop,HOX_PBX,396,10,-0.06558799289846025,-0.1097858179994316,-0.021390167797488903,0.0037331721653426683,-0.16915656451015568,0.0007250681934685109
model,branch_01,State_16,graph_hop,hormone,396,10,-0.07689136300305317,-0.12979923894501208,-0.02398348706109426,0.004502997336185072,-0.13775065311667326,0.006039329041428127
model,branch_01,State_16,graph_hop,ECM,396,10,-0.14575302111006497,-0.1997783241436269,-0.09172771807650304,1.9111791835341616e-07,-0.29619084665912215,1.8450332980365204e-09
model,branch_01,State_16,graph_hop,protease,396,10,-0.07502205997901457,-0.11413878789057966,-0.035905332067449475,0.00018822543089530846,-0.15153528941809588,0.002499021113319359
model,branch_01,State_16,graph_hop,mTOR_translation,396,10,0.15802563149828755,0.07404187693709305,0.24200938605948205,0.0002474298012347527,0.11881947047735966,0.01801118019448497
model,branch_01,State_16,graph_hop,T_NK,396,10,0.01304956802567192,-0.03693918136326517,0.06303831741460901,0.6080622465952091,0.10207966687321879,0.04233169531943365
model,branch_01,State_16,graph_hop,macrophage,396,10,-0.022089771531958485,-0.06710395016910631,0.02292440710518933,0.3352282707823503,-0.03147472117398073,0.5322901893528118
model,branch_01,State_16,graph_hop,AT2,396,10,-0.05421571213113195,-0.12778936303106347,0.019357938768799585,0.14819816114972353,-0.043387904402567554,0.38919146028443186
model,branch_01,State_16,graph_hop,endothelial,396,10,-0.01241425755406244,-0.028472596592588807,0.0036440814844639277,0.12933876745459644,-0.053498072553037054,0.2882386360753386
model,branch_01,State_16,graph_hop,lymphatic_endothelial,396,10,-0.014936144084302955,-0.03261814743206666,0.002745859263460746,0.09756374347185597,-0.1327205105355541,0.008182038169030936
model,branch_01,State_16,graph_hop,fibroblast,396,10,-0.1346014454322086,-0.1860139957382715,-0.08318889512614569,4.2186100073530345e-07,-0.2834803808328887,9.381017947485192e-09
model,branch_01,State_16,graph_hop,pericyte_VSMC,396,10,-0.06392046893964098,-0.15095807419075313,0.023117136311471165,0.1495696815690589,-0.12716985791372637,0.011311027179189978
model,branch_01,State_16,graph_hop,mesothelial,396,10,-0.014459540198178484,-0.02852683942704949,-0.00039224096930747486,0.04397483799532486,-0.11376594459540601,0.023567199536888798
model,branch_01,State_16,graph_hop,ciliated,396,10,-0.005191365855524192,-0.02145466046767779,0.011071928756629403,0.5306326897369156,-0.09947741398191941,0.04790309965842184
model,branch_02,State_12,latent_distance,LAMCORE_full,605,9,-0.02227934882029908,-0.02959719768792071,-0.01496149995267745,3.865657856643855e-09,-0.18602486979582963,4.096783068490431e-06
