dataset,cohort,score,n_cells,n_nonnull,mean,median,q05,q25,q75,q95,LAM_core_fraction,LAM_boundary_fraction,non_LAM_like_fraction
GSE302356,strong_competing_reference,melanocytic_identity_score,12172,12172,0.09931825278029996,0.0,0.0,0.0,0.0,0.5910178929567325,,,
GSE302356,strong_competing_reference,lamcore_identity_score,12172,12172,0.8207389078116166,0.0,0.0,0.0,1.3110867738723755,3.0529211163520773,,,
GSE302356,strong_competing_reference,identity_anchor_score,12172,12172,0.6326380379839561,0.0,0.0,0.0,1.0022221505641937,2.6257248520851113,,,
GSE302356,strong_competing_reference,support_score,12172,12172,1.3693031249270995,0.0,0.0,0.0,1.6996216177940369,7.700096511840807,,,
GSE302356,strong_competing_reference,LAM_identity_score,12172,12172,-0.5980317033342902,-0.5909347534179688,-3.3455161213874813,-1.2727321088314056,-0.018488842993974686,1.7928449869155871,,,
GSE302356,strong_competing_reference,non_pericyte_competing_score,12172,12172,6.349722767131167,4.11992621421814,2.063081109523773,2.6843343377113342,7.286683201789856,21.33398866653442,,,
GSE302356,strong_competing_reference,pericyte_VSMC_conditional_penalty,12172,12172,0.4999575380737433,0.07847845158944121,0.0,0.0,0.5465895117971998,3.0797070984368573,,,
GSE302356,strong_competing_reference,ciliated_score_z,12172,12172,2.5815670639398927,0.0,0.0,0.0,1.5499732792377472,20.890081119537346,,,
GSE302356,strong_competing_reference,AT2_score_z,12172,12172,0.2111307970592981,-0.02824806608259678,-0.4316853880882263,-0.4316853880882263,0.4077792465686798,2.0983115196228006,,,
GSE302356,strong_competing_reference,macrophage_score_z,12172,12172,0.826275467832881,0.024339348077774048,-0.3411770761013031,-0.3411770761013031,1.3902941942214966,4.310151720046996,,,
GSE302356,strong_competing_reference,endothelial_score_z,12172,12172,2.0039421718563326,0.537462055683136,0.0,0.0,3.0681493878364563,8.417197036743163,,,
GSE302356,strong_competing_reference,fibroblast_score_z,12172,12172,1.6332863363395425,0.4855246841907501,0.0,0.0,1.8060297966003418,7.1706236362456846,,,
GSE302356,strong_competing_reference,mesothelial_score_z,12172,12172,0.5599311337491967,0.0,0.0,0.0,0.0,3.4949339628219565,,,
