pool,rank,seed,n_cells,n_genes,reconstruction_error,normalized_reconstruction_error,converged_or_max_iter,factor_stability,selection_score,n_source_cells_before_pool_sampling,n_source_donors_before_pool_sampling
high_confidence,2,0,1075,1997,972.3047485351562,0.6020022630691528,86,0.9999999403953552,0.8872656113384697,1075,2
high_confidence,2,1,1075,1997,972.3048095703125,0.6020022630691528,87,0.9999999403953552,0.8872656113384697,1075,2
high_confidence,2,2,1075,1997,972.3047485351562,0.6020022630691528,87,0.9999999403953552,0.8872656113384697,1075,2
high_confidence,2,3,1075,1997,972.3048095703125,0.6020022630691528,87,0.9999999403953552,0.8872656113384697,1075,2
high_confidence,2,4,1075,1997,972.3048095703125,0.6020022630691528,87,0.9999999403953552,0.8872656113384697,1075,2
high_confidence,3,0,1075,1997,951.0857543945312,0.5888645052909851,182,0.9999999582767487,0.8888140572063712,1075,2
high_confidence,3,1,1075,1997,951.0857543945312,0.5888645052909851,167,0.9999999582767487,0.8888140572063712,1075,2
high_confidence,3,2,1075,1997,951.0857543945312,0.5888645052909851,160,0.9999999582767487,0.8888140572063712,1075,2
high_confidence,3,3,1075,1997,951.0857543945312,0.5888645052909851,149,0.9999999582767487,0.8888140572063712,1075,2
high_confidence,3,4,1075,1997,951.0857543945312,0.5888645052909851,158,0.9999999582767487,0.8888140572063712,1075,2
high_confidence,4,0,1075,1997,929.9387817382812,0.5757713317871094,191,0.9999981224536896,0.8903816390993813,1075,2
high_confidence,4,1,1075,1997,929.9387817382812,0.5757713317871094,153,0.9999981224536896,0.8903816390993813,1075,2
high_confidence,4,2,1075,1997,929.9387817382812,0.5757713317871094,150,0.9999981224536896,0.8903816390993813,1075,2
high_confidence,4,3,1075,1997,929.9387817382812,0.5757713317871094,163,0.9999981224536896,0.8903816390993813,1075,2
high_confidence,4,4,1075,1997,929.9388427734375,0.5757713913917542,155,0.9999981224536896,0.8903816318980141,1075,2
high_confidence,5,0,1075,1997,918.9713745117188,0.568980872631073,321,0.9999997198581696,0.8912067237766256,1075,2
high_confidence,5,1,1075,1997,918.9713745117188,0.568980872631073,327,0.9999997198581696,0.8912067237766256,1075,2
high_confidence,5,2,1075,1997,918.9713745117188,0.568980872631073,292,0.9999997198581696,0.8912067237766256,1075,2
high_confidence,5,3,1075,1997,918.9713745117188,0.568980872631073,172,0.9999997198581696,0.8912067237766256,1075,2
high_confidence,5,4,1075,1997,918.9713745117188,0.568980872631073,382,0.9999997198581696,0.8912067237766256,1075,2
high_confidence,6,0,1075,1997,910.0439453125,0.5634534955024719,188,0.999998152256012,0.8918816125070141,1075,2
high_confidence,6,1,1075,1997,910.0439453125,0.5634534955024719,176,0.999998152256012,0.8918816125070141,1075,2
high_confidence,6,2,1075,1997,910.0439453125,0.5634534955024719,203,0.999998152256012,0.8918816125070141,1075,2
high_confidence,6,3,1075,1997,910.0439453125,0.5634534955024719,161,0.999998152256012,0.8918816125070141,1075,2
high_confidence,6,4,1075,1997,910.0439453125,0.5634534955024719,166,0.999998152256012,0.8918816125070141,1075,2
broad_lam_like,2,0,3855,2000,2020.2535400390625,0.6644024848937988,57,0.9999998688697815,0.880244772490663,3855,2
broad_lam_like,2,1,3855,2000,2020.2535400390625,0.6644024848937988,58,0.9999998688697815,0.880244772490663,3855,2
broad_lam_like,2,2,3855,2000,2020.2535400390625,0.6644024848937988,56,0.9999998688697815,0.880244772490663,3855,2
broad_lam_like,2,3,3855,2000,2020.2535400390625,0.6644024848937988,57,0.9999998688697815,0.880244772490663,3855,2
broad_lam_like,2,4,3855,2000,2020.2535400390625,0.6644024848937988,57,0.9999998688697815,0.880244772490663,3855,2
broad_lam_like,3,0,3855,2000,1984.596435546875,0.6526759266853333,115,0.9999969840049744,0.8815216801021735,3855,2
broad_lam_like,3,1,3855,2000,1984.596435546875,0.6526759266853333,147,0.9999969840049744,0.8815216801021735,3855,2
broad_lam_like,3,2,3855,2000,1984.596435546875,0.6526759266853333,132,0.9999969840049744,0.8815216801021735,3855,2
broad_lam_like,3,3,3855,2000,1984.5965576171875,0.652675986289978,144,0.9999969840049744,0.8815216735554208,3855,2
broad_lam_like,3,4,3855,2000,1984.5963134765625,0.6526758670806885,155,0.9999969840049744,0.8815216866489267,3855,2
broad_lam_like,4,0,3855,2000,1951.6986083984375,0.6418567895889282,254,0.9999997973442077,0.8827198139265598,3855,2
broad_lam_like,4,1,3855,2000,1951.6986083984375,0.6418567895889282,165,0.9999997973442077,0.8827198139265598,3855,2
broad_lam_like,4,2,3855,2000,1951.698486328125,0.6418567299842834,160,0.9999997973442077,0.8827198205598781,3855,2
broad_lam_like,4,3,3855,2000,1951.698486328125,0.6418567299842834,180,0.9999997973442077,0.8827198205598781,3855,2
broad_lam_like,4,4,3855,2000,1951.698486328125,0.6418567299842834,116,0.9999997973442077,0.8827198205598781,3855,2
broad_lam_like,5,0,3855,2000,1929.5626220703125,0.6345769166946411,117,0.999999076128006,0.8835330842116368,3855,2
broad_lam_like,5,1,3855,2000,1929.5623779296875,0.6345768570899963,149,0.999999076128006,0.8835330909041718,3855,2
broad_lam_like,5,2,3855,2000,1929.5625,0.6345768570899963,240,0.999999076128006,0.8835330909041718,3855,2
broad_lam_like,5,3,3855,2000,1929.562744140625,0.6345769762992859,136,0.999999076128006,0.8835330775191023,3855,2
broad_lam_like,5,4,3855,2000,1929.5626220703125,0.6345769166946411,146,0.999999076128006,0.8835330842116368,3855,2
broad_lam_like,6,0,3855,2000,1914.9207763671875,0.6297616362571716,126,0.9058623433113098,0.8181796385043539,3855,2
broad_lam_like,6,1,3855,2000,1914.920654296875,0.6297615766525269,145,0.9058623433113098,0.8181796452364948,3855,2
broad_lam_like,6,2,3855,2000,1917.6717529296875,0.6306663751602173,398,0.9058623433113098,0.818077508038421,3855,2
broad_lam_like,6,3,3855,2000,1914.920654296875,0.6297615766525269,144,0.9058623433113098,0.8181796452364948,3855,2
broad_lam_like,6,4,3855,2000,1917.671630859375,0.6306663155555725,229,0.9058623433113098,0.8180775147630936,3855,2
unrestricted_lam,2,0,6000,1998,2718.19775390625,0.7267745733261108,44,0.9999998927116394,0.873734241255459,12396,2
unrestricted_lam,2,1,6000,1998,2718.19775390625,0.7267745733261108,44,0.9999998927116394,0.873734241255459,12396,2
unrestricted_lam,2,2,6000,1998,2718.197509765625,0.7267745137214661,44,0.9999998927116394,0.8737342472524042,12396,2
unrestricted_lam,2,3,6000,1998,2718.19775390625,0.7267745733261108,44,0.9999998927116394,0.873734241255459,12396,2
unrestricted_lam,2,4,6000,1998,2718.19775390625,0.7267745733261108,44,0.9999998927116394,0.873734241255459,12396,2
unrestricted_lam,3,0,6000,1998,2675.185791015625,0.7152742743492126,87,0.8064270675182342,0.7393980899166828,12396,2
unrestricted_lam,3,1,6000,1998,2665.048583984375,0.7125638723373413,78,0.8064270675182342,0.7396748953519607,12396,2
unrestricted_lam,3,2,6000,1998,2665.048583984375,0.7125638723373413,80,0.8064270675182342,0.7396748953519607,12396,2
unrestricted_lam,3,3,6000,1998,2675.185791015625,0.7152742743492126,104,0.8064270675182342,0.7393980899166828,12396,2
unrestricted_lam,3,4,6000,1998,2665.048583984375,0.7125638723373413,69,0.8064270675182342,0.7396748953519607,12396,2
unrestricted_lam,4,0,6000,1998,2621.27880859375,0.7008609771728516,81,0.9999994337558746,0.8763808623129676,12396,2
unrestricted_lam,4,1,6000,1998,2621.27880859375,0.7008609771728516,64,0.9999994337558746,0.8763808623129676,12396,2
unrestricted_lam,4,2,6000,1998,2621.27880859375,0.7008609771728516,82,0.9999994337558746,0.8763808623129676,12396,2
unrestricted_lam,4,3,6000,1998,2621.27880859375,0.7008609771728516,67,0.9999994337558746,0.8763808623129676,12396,2
unrestricted_lam,4,4,6000,1998,2621.278564453125,0.7008609175682068,87,0.9999994337558746,0.8763808684940388,12396,2
unrestricted_lam,5,0,6000,1998,2600.76611328125,0.695376455783844,189,0.9999985277652741,0.8769508192602768,12396,2
unrestricted_lam,5,1,6000,1998,2600.76611328125,0.695376455783844,138,0.9999985277652741,0.8769508192602768,12396,2
unrestricted_lam,5,2,6000,1998,2600.76611328125,0.695376455783844,143,0.9999985277652741,0.8769508192602768,12396,2
unrestricted_lam,5,3,6000,1998,2600.76611328125,0.695376455783844,100,0.9999985277652741,0.8769508192602768,12396,2
unrestricted_lam,5,4,6000,1998,2600.76611328125,0.695376455783844,122,0.9999985277652741,0.8769508192602768,12396,2
unrestricted_lam,6,0,6000,1998,2585.230712890625,0.6912226676940918,251,0.9999995470046997,0.8773861416651255,12396,2
unrestricted_lam,6,1,6000,1998,2585.230712890625,0.6912226676940918,303,0.9999995470046997,0.8773861416651255,12396,2
unrestricted_lam,6,2,6000,1998,2585.230712890625,0.6912226676940918,183,0.9999995470046997,0.8773861416651255,12396,2
unrestricted_lam,6,3,6000,1998,2585.23095703125,0.6912227272987366,136,0.9999995470046997,0.877386135413402,12396,2
unrestricted_lam,6,4,6000,1998,2585.230712890625,0.6912226676940918,135,0.9999995470046997,0.8773861416651255,12396,2
