pool,donor_id,donor_program,donor_rank,best_pooled_program,top_gene_jaccard,independently_discovered,n_cells
high_confidence,LAM32,program_1,6,program_3,0.06382978723404255,False,493
high_confidence,LAM32,program_2,6,program_2,0.06382978723404255,False,493
high_confidence,LAM32,program_3,6,program_1,0.05263157894736842,False,493
high_confidence,LAM32,program_4,6,program_2,0.06382978723404255,False,493
high_confidence,LAM32,program_5,6,program_1,0.05263157894736842,False,493
high_confidence,LAM32,program_6,6,program_4,0.06382978723404255,False,493
high_confidence,LAM44,program_1,6,program_2,0.08695652173913043,False,582
high_confidence,LAM44,program_2,6,program_2,0.08695652173913043,False,582
high_confidence,LAM44,program_3,6,program_4,0.05263157894736842,False,582
high_confidence,LAM44,program_4,6,program_2,0.06382978723404255,False,582
high_confidence,LAM44,program_5,6,program_2,0.0989010989010989,False,582
high_confidence,LAM44,program_6,6,program_5,0.08695652173913043,False,582
broad_lam_like,LAM32,program_1,6,program_1,0.06382978723404255,False,1500
broad_lam_like,LAM32,program_2,6,program_4,0.07526881720430108,False,1500
broad_lam_like,LAM32,program_3,6,program_4,0.06382978723404255,False,1500
broad_lam_like,LAM32,program_4,6,program_5,0.0989010989010989,False,1500
broad_lam_like,LAM32,program_5,6,program_5,0.07526881720430108,False,1500
broad_lam_like,LAM32,program_6,6,program_1,0.08695652173913043,False,1500
broad_lam_like,LAM44,program_1,6,program_4,0.07526881720430108,False,1500
broad_lam_like,LAM44,program_2,6,program_4,0.08695652173913043,False,1500
broad_lam_like,LAM44,program_3,6,program_1,0.08695652173913043,False,1500
broad_lam_like,LAM44,program_4,6,program_1,0.14942528735632185,False,1500
broad_lam_like,LAM44,program_5,6,program_5,0.0989010989010989,False,1500
broad_lam_like,LAM44,program_6,6,program_5,0.12359550561797752,False,1500
unrestricted_lam,LAM32,program_1,6,program_4,0.08695652173913043,False,1500
unrestricted_lam,LAM32,program_2,6,program_4,0.0989010989010989,False,1500
unrestricted_lam,LAM32,program_3,6,program_1,0.07526881720430108,False,1500
unrestricted_lam,LAM32,program_4,6,program_3,0.06382978723404255,False,1500
unrestricted_lam,LAM32,program_5,6,program_6,0.08695652173913043,False,1500
unrestricted_lam,LAM32,program_6,6,program_4,0.1111111111111111,False,1500
unrestricted_lam,LAM44,program_1,4,program_5,0.1111111111111111,False,1500
unrestricted_lam,LAM44,program_2,4,program_6,0.05263157894736842,False,1500
unrestricted_lam,LAM44,program_3,4,program_6,0.07526881720430108,False,1500
unrestricted_lam,LAM44,program_4,4,program_4,0.12359550561797752,False,1500
