pool,candidate_program,gene,weight,rank_position,selected_rank,selected_seed
broad_lam_like,program_1,FOXN3,1.4611268043518066,42,5,1
broad_lam_like,program_1,RNF144B,1.4512566328048706,43,5,1
broad_lam_like,program_1,MCTP1,1.4506186246871948,44,5,1
broad_lam_like,program_1,ATG7,1.4494560956954956,45,5,1
broad_lam_like,program_1,DIAPH2,1.4478130340576172,46,5,1
broad_lam_like,program_1,MEGF9,1.4474161863327026,47,5,1
broad_lam_like,program_1,HLA-DRA,1.445218563079834,48,5,1
broad_lam_like,program_1,FYB1,1.4406993389129639,49,5,1
broad_lam_like,program_1,JMJD1C,1.439375638961792,50,5,1
broad_lam_like,program_2,MALAT1,2.0381946563720703,1,5,1
broad_lam_like,program_2,LAMA2,1.3432886600494385,2,5,1
broad_lam_like,program_2,MACF1,1.2506089210510254,3,5,1
broad_lam_like,program_2,ZBTB20,1.2320497035980225,4,5,1
broad_lam_like,program_2,DST,1.200005292892456,5,5,1
broad_lam_like,program_2,FTX,1.1575678586959839,6,5,1
broad_lam_like,program_2,LPP,1.113513708114624,7,5,1
broad_lam_like,program_2,A2M,1.0997958183288574,8,5,1
broad_lam_like,program_2,PARD3B,1.0798622369766235,9,5,1
broad_lam_like,program_2,RORA,1.0618915557861328,10,5,1
broad_lam_like,program_2,TCF4,1.0261081457138062,11,5,1
broad_lam_like,program_2,CARMIL1,1.0238174200057983,12,5,1
broad_lam_like,program_2,COL4A2,1.013070821762085,13,5,1
broad_lam_like,program_2,CALD1,1.0098153352737427,14,5,1
broad_lam_like,program_2,FOXO3,0.9998892545700073,15,5,1
broad_lam_like,program_2,FNDC3B,0.9784876704216003,16,5,1
broad_lam_like,program_2,COL4A1,0.9710779190063477,17,5,1
broad_lam_like,program_2,FOXO1,0.9694101810455322,18,5,1
broad_lam_like,program_2,NFIA,0.9668313264846802,19,5,1
broad_lam_like,program_2,FN1,0.9650747179985046,20,5,1
broad_lam_like,program_2,NFIB,0.9611887335777283,21,5,1
broad_lam_like,program_2,ARHGAP6,0.9506874680519104,22,5,1
broad_lam_like,program_2,MED13L,0.9470958113670349,23,5,1
broad_lam_like,program_2,SH3D19,0.9425225257873535,24,5,1
broad_lam_like,program_2,SLC38A2,0.9315803050994873,25,5,1
broad_lam_like,program_2,EXT1,0.9136176109313965,26,5,1
broad_lam_like,program_2,ZFHX3,0.8943913578987122,27,5,1
broad_lam_like,program_2,JMJD1C,0.8916909694671631,28,5,1
broad_lam_like,program_2,SOX5,0.8899554014205933,29,5,1
broad_lam_like,program_2,SPARCL1,0.8895313143730164,30,5,1
broad_lam_like,program_2,LSAMP,0.8851631283760071,31,5,1
broad_lam_like,program_2,ROCK2,0.8769536018371582,32,5,1
broad_lam_like,program_2,RBMS1,0.8520975708961487,33,5,1
broad_lam_like,program_2,AKT3,0.8480440974235535,34,5,1
