pool,candidate_program,known_program,evidence_scope,evidence_level,known_type,overlap_n,overlap_genes,jaccard_top_genes,score_correlation
high_confidence,program_1,CORE1,LAMCORE-specific,established,gene_set,1,TAGLN,0.017543859649122806,-0.20742776209195274
high_confidence,program_2,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.018004468777387518
high_confidence,program_3,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,0.06293912892010478
high_confidence,program_4,CORE1,LAMCORE-specific,established,gene_set,1,CNN1,0.017543859649122806,-0.1110569985271227
high_confidence,program_5,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.25952356069552723
high_confidence,program_6,CORE1,LAMCORE-specific,established,gene_set,1,COL4A1,0.017543859649122806,0.57961138533447
high_confidence,program_1,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,0.7084309061308405
high_confidence,program_2,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.2778149723935352
high_confidence,program_3,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.31821532499190797
high_confidence,program_4,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,0.15710633149888045
high_confidence,program_5,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.13109570730549794
high_confidence,program_6,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.25609336589677273
high_confidence,program_1,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,0.3674953654962349
high_confidence,program_2,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,-0.3018463530432852
high_confidence,program_3,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,-0.21357052741556323
high_confidence,program_4,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,0.05781934011440843
high_confidence,program_5,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,-0.021020393732074892
high_confidence,program_6,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,-0.0648019142104461
high_confidence,program_1,LAM_myogenic_contractile,LAM-shared,supported,gene_set,1,TAGLN,0.017543859649122806,-0.21286850764970927
high_confidence,program_2,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,-0.05230303424798332
high_confidence,program_3,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,0.05352417975619902
high_confidence,program_4,LAM_myogenic_contractile,LAM-shared,supported,gene_set,1,CNN1,0.017543859649122806,-0.11174988501792685
high_confidence,program_5,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,-0.25720706941874627
high_confidence,program_6,LAM_myogenic_contractile,LAM-shared,supported,gene_set,1,CALD1,0.017543859649122806,0.6076292643004658
high_confidence,program_1,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.24296465083335597
high_confidence,program_2,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.17345741416454943
high_confidence,program_3,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.03475794979197825
high_confidence,program_4,ECM_remodeling,LAM-shared,supported,gene_set,1,FN1,0.016666666666666666,0.00867418139542255
high_confidence,program_5,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.28243183906941693
high_confidence,program_6,ECM_remodeling,LAM-shared,supported,gene_set,1,COL1A2,0.016666666666666666,0.7647046759282027
high_confidence,program_1,mTOR_translation,TSC-tumor-shared,supported,gene_set,0,,0.0,-0.4412003343368396
high_confidence,program_2,mTOR_translation,TSC-tumor-shared,supported,gene_set,0,,0.0,-0.291651385984651
high_confidence,program_3,mTOR_translation,TSC-tumor-shared,supported,gene_set,0,,0.0,0.48817647847996865
high_confidence,program_4,mTOR_translation,TSC-tumor-shared,supported,gene_set,1,RPL3,0.016666666666666666,0.27504168929469636
high_confidence,program_5,mTOR_translation,TSC-tumor-shared,supported,gene_set,0,,0.0,0.30065757521250364
high_confidence,program_6,mTOR_translation,TSC-tumor-shared,supported,gene_set,2,"RPL3,RPS8",0.03389830508474576,-0.12135050255316836
high_confidence,program_1,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.1137580111820374
high_confidence,program_2,SLS_stem_like,treatment-associated,supported,gene_set,1,MDK,0.01694915254237288,0.22748585874874136
high_confidence,program_3,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.020407000219835086
high_confidence,program_4,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.03268050502331334
high_confidence,program_5,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.19022470406918943
high_confidence,program_6,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,0.15188507100744347
high_confidence,program_1,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,-0.14370598291604905
high_confidence,program_2,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,-0.10744681861408026
high_confidence,program_3,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,0.08464165422156872
high_confidence,program_4,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,0.14013614638880606
high_confidence,program_5,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,0.2782722685425335
high_confidence,program_6,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,-0.16188391494263216
high_confidence,program_1,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,0.013040491759272983
high_confidence,program_2,MDK_dormancy_persistence,treatment-associated,supported,gene_set,1,MDK,0.01694915254237288,0.2789251335829606
high_confidence,program_3,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,-0.23576168808193057
high_confidence,program_4,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,0.04015034294568906
high_confidence,program_5,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,-0.17147170225635866
high_confidence,program_6,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,0.11049724302442297
high_confidence,program_1,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,-0.2820319338401438
high_confidence,program_2,HOX_PBX,LAM-shared,supported,gene_set,1,PBX1,0.017543859649122806,0.24576752152589146
high_confidence,program_3,HOX_PBX,LAM-shared,supported,gene_set,1,HOXD11,0.017543859649122806,-0.03082161072279683
high_confidence,program_4,HOX_PBX,LAM-shared,supported,gene_set,1,HOXD11,0.017543859649122806,-0.2923290364792598
high_confidence,program_5,HOX_PBX,LAM-shared,supported,gene_set,1,HOXD11,0.017543859649122806,-0.4281616498891717
high_confidence,program_6,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,0.7556535133835202
high_confidence,program_1,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.2582752197882858
high_confidence,program_2,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.14796340545652098
high_confidence,program_3,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.045645812339726276
high_confidence,program_4,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.13733022575999154
high_confidence,program_5,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.2425292185536195
high_confidence,program_6,LAF_niche,microenvironment,supported,gene_set,2,"COL1A2,DCN",0.034482758620689655,0.8383420270736014
high_confidence,program_1,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,0,,0.0,-0.1014283326986554
high_confidence,program_2,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,0,,0.0,-0.47835659497576544
