"gene_symbol","GSM2795553","GSM2795554","GSM2795555","GSM2795556","GSM2795557","GSM2795558","GSM2795559","GSM2795560","GSM2795561"
"AATK",5.45920753479004,5.59038782119751,5.50220823287964,5.49754667282104,5.49069023132324,5.51263046264648,5.50220823287964,5.50220823287964,5.50220823287964
"ABAT",4.68697452545166,4.68697452545166,4.70123958587646,4.68697452545166,4.68697452545166,4.68697452545166,4.74526023864746,4.62588262557983,4.68697452545166
"ABCA1",7.0587477684021,6.9560661315918,6.97718000411987,8.74604415893555,8.64921760559082,8.45161628723145,7.39047288894653,7.28057241439819,7.50666379928589
"ABCA10",5.00949192047119,5.00949192047119,5.00949192047119,5.00949192047119,5.00949192047119,5.00949192047119,5.00949192047119,5.00949192047119,5.00949192047119
"ABCA11P",9.71228408813477,9.61900520324707,9.71228408813477,9.76540374755859,9.71401023864746,9.71228408813477,9.62124347686768,9.71228408813477,9.71228408813477
"ABCA12",4.61930370330811,4.61930370330811,4.61930370330811,4.61930370330811,4.61930370330811,4.61930370330811,4.61930370330811,4.61930370330811,4.61930370330811
"ABCA13",4.58606863021851,4.58606863021851,4.58606863021851,4.58606863021851,4.58606863021851,4.58606863021851,4.58606863021851,4.58606863021851,4.58606863021851
"ABCA15P",4.66560935974121,4.57421350479126,4.85489368438721,4.72293567657471,4.72293567657471,4.84488677978516,4.72293567657471,4.72293567657471,4.55740880966187
"ABCA17P",4.11303901672363,4.11303901672363,4.11303901672363,4.11303901672363,4.11303901672363,4.11303901672363,4.19982385635376,4.11303901672363,4.11303901672363
"ABCA2",7.53535079956055,7.7224531173706,7.51989984512329,7.83031129837036,7.71678495407104,7.80808401107788,7.42596292495728,7.54535579681396,7.67914271354675
"ABCA3",5.86699295043945,5.86699295043945,5.86699295043945,5.86699295043945,5.90753316879272,6.01342916488647,5.75962829589844,5.76588153839111,5.78248119354248
"ABCA4",4.80591058731079,4.80591058731079,4.80591058731079,4.80591058731079,4.80591058731079,4.80591058731079,4.80591058731079,4.80591058731079,4.80591058731079
"ABCA5",8.9256763458252,8.78454971313477,8.8631534576416,8.89544105529785,8.89544105529785,8.89544105529785,8.89628410339355,8.89544105529785,8.92845726013184
"ABCA6",5.47712135314941,5.47712135314941,5.43207454681396,5.378662109375,5.38648414611816,5.46369504928589,5.76909923553467,5.79435157775879,5.72760486602783
"ABCA7",7.54004979133606,7.51375555992126,7.27358746528625,7.54141569137573,7.5453417301178,7.52564024925232,7.4665310382843,7.41646814346313,7.57978320121765
"ABCA8",5.85044765472412,5.85044765472412,5.85044765472412,5.69073820114136,5.63799285888672,5.63393640518188,6.15595769882202,6.29382514953613,6.10333156585693
"ABCA9",4.72027111053467,4.72027111053467,4.72027111053467,4.72027111053467,4.69714546203613,4.72027111053467,4.8323221206665,4.81406688690186,4.72027111053467
"ABCB1",4.37118450800578,4.36329205830892,4.42658694585164,4.46189165115356,4.39215421676636,4.38832902908325,4.43035451571147,4.39215421676636,4.45550378163656
"ABCB10",9.09712028503418,9.07825469970703,8.91575908660889,9.00112533569336,8.99288749694824,8.8173999786377,9.43973541259766,9.36369514465332,9.3593053817749
