gene,gse104335_logFC_shGFP_rapamycin_minus_shGFP_vehicle,gse104335_logFC_shSRPK2_vehicle_minus_shGFP_rapamycin,gse104335_logFC_shSRPK2_vehicle_minus_shGFP_vehicle,gse104335_P.Value_shGFP_rapamycin_minus_shGFP_vehicle,gse104335_P.Value_shSRPK2_vehicle_minus_shGFP_rapamycin,gse104335_P.Value_shSRPK2_vehicle_minus_shGFP_vehicle,gse104335_adj.P.Val_shGFP_rapamycin_minus_shGFP_vehicle,gse104335_adj.P.Val_shSRPK2_vehicle_minus_shGFP_rapamycin,gse104335_adj.P.Val_shSRPK2_vehicle_minus_shGFP_vehicle,tsc2_loss_hydrogel,tsc2_loss_hydrogel_moderated_q,residual_hydrogel,residual_hydrogel_moderated_q,hydrogel_specific_residual,hydrogel_specific_residual_moderated_q,escape_hydrogel,escape_hydrogel_moderated_q,environment_dependent_escape,environment_dependent_escape_moderated_q
5S_rRNA,,,,,,,,,,-0.0124952333511253,1.0,0.005019861937408,1.0,-0.0175836283310671,1.0,0.0175150952885334,1.0,-0.0050883949799418,1.0
5_8S_rRNA,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7SK,,,,,,,,,,-0.0616195105872454,0.4371842478797374,-0.0408035553347214,1.0,-0.0431695719206249,1.0,0.0208159552525239,1.0,0.0018365329568903,1.0
A1BG,-0.01347557703654,-0.0133261680603018,-0.0268017450968419,0.533551185640499,0.537968340522618,0.23417198084217,0.754396558000462,0.749625445649268,0.498446981687782,0.3544517277555159,0.2739337576076397,0.0809270839037179,1.0,-0.1381180941595139,1.0,-0.273524643851798,1.0,-0.3360602314835272,1.0
A1BG-AS1,-0.0615905125935869,-0.001477400461832,-0.063067913055419,0.078284158797484,0.96192250884495,0.0727827100137132,0.241991301234494,1.0,0.2608644174756,0.0381856854573703,1.0,-0.1609841671939653,0.907457235990452,0.1037057545388948,1.0,-0.1991698526513357,1.0,0.3987281011545371,1.0
A1CF,0.0085249741872157,-0.0130221048990888,-0.004497130711873,0.672363945119144,0.521983980343631,0.822607284149376,0.854073310726172,0.735756468196441,0.938291768949216,-0.0009929825439067,1.0,-0.4948078026170124,0.2399733792230695,-0.5088888756524673,0.959679289921001,-0.4938148200731056,0.5987970898696785,-0.5575934971997106,1.0
A2M,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6144973908914118,0.6328511143607698,0.6348902980980125,0.8024968476719954,0.2489922791944607,1.0,0.0203929072066006,1.0,-0.7807142756830336,1.0
A2M-AS1,0.0584603945414228,-0.0832858085632315,-0.0248254140218087,0.217671884090167,0.0950694085793074,0.583044712874427,0.469765750392264,0.256453139887478,0.777718219516182,-1.451960423700003,0.0065537639134386,-0.1212604694438339,1.0,0.1312404046280625,1.0,1.330699954256169,0.1616684287621254,0.4442991165475718,1.0
A2ML1,0.0131705602010088,-0.0131705602010088,0.0,0.312215690721046,0.312215690721046,1.0,0.563827580448657,0.544339883705718,1.0,-0.0788718464508376,1.0,-0.0479214928934511,1.0,-0.0210258088745241,1.0,0.0309503535573865,1.0,-0.0616263904804295,1.0
A2ML1-AS1,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
A2ML1-AS2,,,,,,,,,,-0.0160896653781689,1.0,0.2050950606916401,0.0160689277880925,0.2057683889832973,0.3069578337375394,0.2211847260698091,0.0729138167034455,0.2657728549409948,0.6601494969151542
A2MP1,,,,,,,,,,0.0,1.0,0.0368068319048727,1.0,0.0368068319048727,1.0,0.0368068319048727,1.0,-0.1136465226844405,1.0
A3GALT2,,,,,,,,,,-0.0640763056662744,0.5640045848647993,0.0,1.0,0.0,1.0,0.0640763056662744,1.0,0.0640763056662744,1.0
A4GALT,0.08453369140625,-0.0753278732299814,0.0092058181762686,0.0443838412060143,0.0656557408419674,0.797417213806315,0.16241092813425,0.195885795299656,0.923976039840514,0.0008178336160824,1.0,0.1649173792875446,1.0,0.576327298447219,1.0,0.1640995456714622,1.0,0.2280766656110278,1.0
A4GNT,0.0669337908426919,-0.107002099355062,-0.0400683085123696,0.307211590174163,0.12184188850123,0.530755447346583,0.558545290933331,0.305051262205697,0.739359283736705,0.0,1.0,0.0353009962066706,1.0,-0.0184495213615554,1.0,0.0353009962066706,1.0,-0.0681471254527055,1.0
AA06,0.0960796674092634,-0.0734488169352217,0.0226308504740418,0.0961117061202493,0.185185693988034,0.6642955777826,0.2788534029044,0.40197820637802,0.834777277804276,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.0169491669646996,1.0
AAAS,0.126072565714519,-0.177316347757976,-0.051243782043457,0.093444478969964,0.0294323722014074,0.455821190416519,0.273643306716802,0.106771054367418,0.68278941629238,-0.6087521472886235,9.061711870574196e-05,-0.1112377918746885,0.74756226691931,-0.0696167737009063,1.0,0.4975143554139349,0.0202103886300823,0.1996053883923232,1.0
AACS,-0.425110658009846,0.419626077016193,-0.0054845809936523,8.56344234256806e-05,9.30024941933284e-05,0.9194740362077,0.0013175798353333,0.0010826142337694,0.993493956105481,0.2419301638016504,0.542610628780176,-0.191583617404691,0.9705142031871298,0.1153787629458702,1.0,-0.4335137812063414,0.5388037517346063,0.0133219528157808,1.0
AACSP1,0.0129332542419442,0.0123418172200518,0.025275071461996,0.422347462564544,0.442905502763269,0.139956772036058,0.662837402685805,0.667486340846561,0.378931968433416,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.0169491669646996,1.0
AADAC,0.0685278574625663,0.232945601145426,0.301473458607992,0.228960158964311,0.0029023818728239,0.0006783064166729,0.484120746448238,0.0165701887724975,0.0099559892097305,-0.2240854312952521,0.1551723974296882,0.083008759206794,1.0,0.0492761962993886,1.0,0.3070941905020461,0.3412679963852054,0.2608283319960006,1.0
AADACL2,0.003735542297365,0.004000186920166,0.007735729217531,0.958706596488983,0.955784723628304,0.914641761330035,1.0,1.0,0.991011177059916,-0.0165605357342728,1.0,0.0,1.0,0.0,1.0,0.0165605357342728,1.0,-0.0003886312304268,1.0
AADACL2-AS1,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
AADACL3,0.0378647645314523,0.0,0.0378647645314523,0.387612848892427,1.0,0.387612848892427,0.632961563790324,1.0,0.623955586794453,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.1110457036849459,1.0
AADACL4,-0.100804805755615,0.0001179377237958,-0.100686868031819,0.0377394253489906,0.997693946720307,0.0379041728604684,0.144306678409462,1.0,0.1748916968533,0.0475698366936304,1.0,0.0314816333609074,1.0,0.0314816333609074,1.0,-0.0160882033327229,1.0,0.063911168882149,1.0
AADACP1,0.096735477447508,-0.0005002021789541,0.0962352752685538,0.0415624087299915,0.990072054214796,0.0423520225786085,0.154766733021974,1.0,0.187616989534333,0.0128855779236327,1.0,-0.1949937563180488,0.1465264535458257,-0.1533436709720098,1.0,-0.2078793342416815,0.3780685496773437,-0.394408199125022,0.674598304936898
AADAT,-0.0056832631429024,-0.0077679951985683,-0.0134512583414708,0.586990278165226,0.462057886692537,0.220012082323721,0.795225653064228,0.68492275702533,0.482835143493361,-0.9621374841634704,1.3030149854685524e-05,-0.7251308793095217,0.0005208407375987,-0.332276937163221,0.5715973760401595,0.2370066048539487,0.5724655225513307,-0.2236959072378535,1.0
AAGAB,-0.283593813578289,0.190646489461264,-0.0929473241170253,0.0001237339846304,0.0013464024791122,0.0404651471570506,0.0017321508210744,0.0087790783173484,0.182551258212279,0.2552529082876527,0.0272806634459507,0.2330106061142332,0.1060572967595419,0.4086920133049423,0.1774607581692119,-0.0222423021734194,1.0,0.4720041602471716,0.5801135318474594
AAK1,-0.0243779023488342,0.0255857308705645,0.0012078285217302,0.470262948788183,0.449443528453157,0.970886961092836,0.70338045061928,0.673869365104095,1.0,-0.1106483548335868,1.0,-0.2694339940803263,0.9433199435965685,-0.5958095366629044,0.9241320018224763,-0.1587856392467395,1.0,-0.3177478060391911,1.0
AAMDC,-0.0210870107014971,-0.0954113006591797,-0.116498311360677,0.575358559223804,0.0327240999342259,0.0142592092010998,0.787499178604451,0.115983654163298,0.0898860247820452,-0.2255832323842628,0.3804388589408208,-0.1080745233674078,1.0,0.122576243782801,1.0,0.1175087090168549,1.0,0.1015867928364038,1.0
AAMP,-0.0061128934224443,0.0590856870015459,0.0529727935791016,0.885749931880639,0.193163444916255,0.237778943218688,0.985953485626912,0.41303326488532,0.502145780989122,-0.3311054473297385,0.0014852090403092,-0.0395459999426375,1.0,0.1026235618607911,1.0,0.291559447387101,0.079035380770412,0.2941842403426635,0.8965632923969867
AANAT,-0.0615773995717364,-0.0570551554361973,-0.118632555007934,0.179197213841658,0.209169765203592,0.0239079664831189,0.416251508488544,0.435762750371864,0.129626708457917,0.0147932579033792,1.0,-0.0504714784201056,1.0,0.1712554480370784,1.0,-0.0652647363234849,1.0,0.1379875623275609,1.0
AAR2,0.0260299046834307,0.0060032208760585,0.0320331255594892,0.227301774914345,0.769001405107114,0.147495875817303,0.482234732759716,0.920952847288309,0.388651795326396,-0.4536095294764166,7.670471043178434e-05,-0.1632622719456788,0.1372430385009044,-0.0680040043276384,1.0,0.2903472575307377,0.0559335232406799,0.0339435886008399,1.0
AARD,0.0200093587239598,0.0205389658610029,0.0405483245849627,0.642777853308413,0.634154334912011,0.358911399718757,0.834083277575391,0.824504086337476,0.599942083841966,-0.0160896653781689,1.0,-0.1197445050901112,0.6744503388537526,-0.1381099770965232,1.0,-0.1036548397119422,1.0,-0.0688848854199812,1.0
AARS1,-0.635031382242833,1.08093961079915,0.445908228556322,1.32974099680032e-07,3.39467120850293e-09,1.48219082625203e-06,1.70334960070752e-05,1.14319138866627e-06,0.0001679582116383,-0.4365195554877616,0.001287855314163,0.0537813234344701,1.0,0.0722530337297895,1.0,0.4903008789222318,0.0243342689150944,0.2822591003028538,1.0
AARS1P1,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
AARS2,-0.0013408660888671,0.0,-0.0013408660888671,0.851083132228489,1.0,0.851083132228489,0.967520007364352,1.0,0.956088972541964,0.0777253971812195,1.0,0.1378539004292047,1.0,0.0957950654962371,1.0,0.0601285032479852,1.0,-0.1777469243226459,1.0
AARSD1,,,,,,,,,,-0.2084716885877386,0.4982028924165727,-0.2115715970164111,0.6812392044404962,-0.2395247207171875,1.0,-0.0030999084286724,1.0,-0.2135751728708408,1.0
AARSD1P1,,,,,,,,,,-0.5621476427139376,0.0045901687795823,-0.2012673741355527,0.6183114211250538,0.1585033418686867,1.0,0.3608802685783848,0.4100218861121853,0.6012673599204489,0.8766808564735566
AASDH,0.503957430521651,-0.393217404683432,0.110740025838219,0.0001132580403097,0.0005211851154274,0.131610253887249,0.0016244749512933,0.0041400452192262,0.36629697903726,-0.8734703920801998,0.1302893068430459,-0.4922766152660627,0.8053534387537263,-0.6803373428890944,1.0,0.3811937768141371,1.0,0.3276653043229007,1.0
AASDHPPT,0.0725879669189471,-0.0494499206542987,0.0231380462646484,0.0099958629743486,0.048425176045172,0.300636474957153,0.0516647392383648,0.156371671335949,0.551032435126526,-0.5252893505347132,0.0001198256660778,-0.0756144027780423,1.0,-0.0654345608646203,1.0,0.4496749477566708,0.019469922149316,0.1432235603272462,1.0
AASS,-0.240295092264807,0.679596900939941,0.439301808675134,0.0050326875439265,9.36203103465716e-06,0.0001574765888869,0.0299299136882026,0.0001941423781774,0.0035058335570633,-1.2289616758816608,0.0002530876104469,-0.6547711510882852,0.0478857939995765,-0.1785367456180804,1.0,0.5741905247933756,0.3230588268626974,0.389878783584066,1.0
AATBC,-0.0129912694295262,-0.0734335581461583,-0.0864248275756845,0.62403658162659,0.0232200446178225,0.0113922000435605,0.822273153826717,0.0885331313685433,0.0768587762532536,-0.3135150091208376,0.1850435365360251,-0.0134812400720296,1.0,0.0450780238651317,1.0,0.3000337690488078,0.7794531951754654,0.506620640214342,1.0
AATF,-0.0755516688028983,-0.0191157658894863,-0.0946674346923846,0.0168503602763108,0.455124726998091,0.0058498749255219,0.0774494644764691,0.6789916352534,0.0470152973005817,0.0693186081246541,0.5885198815302793,0.2000628883448847,0.0319060340424396,0.2627033713735995,0.1980225134680873,0.1307442802202305,0.5370478792678209,0.1548069021149256,1.0
AATK,-0.0169787406921387,0.0019191106160478,-0.0150596300760908,0.594780356050186,0.951543085333399,0.636303396940914,0.80074314826351,1.0,0.815944146253928,0.7158969821019086,0.7256055329398374,-0.3291969114872642,1.0,-0.5181566412985616,1.0,-1.045093893589173,0.9358502310039172,-0.7873394599460333,1.0
ABALON,,,,,,,,,,-0.0337430657598499,1.0,0.4100194262593247,0.0534830130246557,0.3042997088153185,0.8978220432100698,0.4437624920191746,0.1745248769354135,0.7875648617583304,0.4862572716879625
ABAT,-0.0047550201416024,-0.0009353955586757,-0.0056904157002781,0.866456744048756,0.97358328261162,0.84058326097431,0.976065053013227,1.0,0.949513193645569,0.0588006396951732,1.0,-0.291422888735412,1.0,-1.281141532319194,0.5616321851003551,-0.3502235284305852,1.0,-1.1836343735729673,1.0
ABBA01000933.1,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABBA01000935.2,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABBA01006766.1,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABBA01045074.1,,,,,,,,,,0.0,1.0,0.0159125464233206,1.0,0.0159125464233206,1.0,0.0159125464233206,1.0,0.0159125464233206,1.0
ABBA01045074.2,,,,,,,,,,0.0,1.0,-0.0134422976045679,1.0,-0.0134422976045679,1.0,-0.0134422976045679,1.0,-0.0134422976045679,1.0
ABCA1,1.61829471588135,-1.22305631637573,0.395238399505616,3.17489913458999e-07,2.12848199096414e-06,0.0025252509297463,3.14986880946252e-05,6.81285199517439e-05,0.0249912043585415,0.4315270632497725,0.9681768314682452,-0.012372545581671,1.0,0.0258041054625048,1.0,-0.4438996088314435,1.0,0.5470220501224361,1.0
ABCA10,8.881784197001249e-16,0.0,8.881784197001249e-16,0.9999999999999,1.0,0.9999999999999,1.0,1.0,1.0,-0.7204560174395314,0.3759186626823347,0.0611050553042709,1.0,0.1420266990392888,1.0,0.7815610727438023,0.8861541245232336,0.5976962765641255,1.0
ABCA11P,0.0493748982747402,-0.0486288070678693,0.0007460912068708,0.214554848384435,0.220808470224346,0.984114679371492,0.465477985328248,0.450972112673112,1.0,0.0297882368232667,1.0,0.0642218689582825,1.0,0.2668914779723683,1.0,0.0344336321350158,1.0,0.0221353314596155,1.0
ABCA12,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1360736426326541,0.6692182644166621,0.1493840589162445,0.7779944625668521,0.1085061582044649,1.0,0.0133104162835904,1.0,-0.1071536652138413,1.0
ABCA13,8.881784197001249e-16,0.0,8.881784197001249e-16,0.9999999999999,1.0,0.9999999999999,1.0,1.0,1.0,0.043493007325705,1.0,-0.0543946534933083,1.0,-0.0875301060946408,1.0,-0.0978876608190134,1.0,-0.1649519396144546,1.0
ABCA15P,0.0653471946716309,-0.0958259900410976,-0.0304787953694667,0.450371634158389,0.279560834955827,0.720287311016534,0.686330397500972,0.51267829143993,0.873122562108846,,,,,,,,,,
ABCA17P,1.77635683940025e-15,0.0289282798767081,0.0289282798767099,0.99999999999994,0.248570060312538,0.248570060312512,1.0,0.483549763410039,0.511736709322556,-0.2894263828492872,1.0,-0.1155101050336117,1.0,-0.2949898953179881,1.0,0.1739162778156755,1.0,0.4029473414677056,1.0
ABCA2,0.192492167154946,-0.234906276067098,-0.0424141089121512,0.0453865692972889,0.020962840588269,0.60846919895538,0.165280312036286,0.0814729386322352,0.796959657464975,0.3285996385896691,1.0,1.18981964916559,0.6364697972393645,1.342171929681343,1.0,0.861220010575921,1.0,1.7308891033400164,1.0
ABCA3,0.0623254776000977,-0.159988085428874,-0.0976626078287763,0.111430457058988,0.0023055249476448,0.0246550018641099,0.308618351474621,0.0137434808023408,0.132589754993497,0.0654347962904018,1.0,-0.0172355794166114,1.0,0.4972893540595446,1.0,-0.0826703757070133,1.0,0.3664983402866892,1.0
ABCA4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3813321293004664,0.8938761508290115,0.6023117700164835,0.634647758912838,0.4734175968004306,1.0,0.2209796407160171,1.0,-0.0809860813009077,1.0
ABCA5,0.0376478830973284,0.0112864176432304,0.0489343007405587,0.288466087846216,0.740643144843279,0.179177091746137,0.541740419431526,0.903094374685236,0.431519365798765,0.6700929298250553,0.0028337840244139,-0.2124876960664838,0.6657915258652097,0.0392364439556027,1.0,-0.8825806258915392,0.0198107495514844,0.0117698259014598,1.0
ABCA6,-0.052491982777914,0.354071458180746,0.301579475402832,0.109269592580907,5.43123411837041e-06,1.5761255097513e-05,0.30390156372214,0.0001315712338097,0.0007883924882458,-0.1166551342783132,1.0,0.6270135949614937,0.9603840568419412,1.1899484531979088,1.0,0.7436687292398069,1.0,1.3550786024582235,1.0
ABCA7,0.0950016180674247,-0.0498717625935869,0.0451298554738377,0.242976320808031,0.524619189764089,0.563715218882743,0.499403750581967,0.738295752045872,0.762613493464207,-0.0238516886536999,1.0,1.1188092458255054,0.4360927257584137,1.1339074325186362,1.0,1.1426609344792054,0.8262688009562136,2.2630026247769313,1.0
ABCA8,-0.1962251663208,0.530148983001709,0.333923816680909,0.003678917748231,8.48083774235269e-06,0.0001687303642587,0.0234818268446887,0.0001822335355114,0.0036675845540251,0.0587541840094013,1.0,-0.1371278460755739,1.0,-0.4070713229585906,1.0,-0.1958820300849752,1.0,-0.3039563855747846,1.0
ABCA9,-0.0077085494995099,0.0763241449991874,0.0686155954996774,0.789726138742463,0.0289387083558313,0.0432509248099331,0.931036535542246,0.105347825333119,0.190202246129391,-0.9172715248008824,0.465509280125751,-0.3950793830080206,1.0,-0.2020732313377777,1.0,0.5221921417928617,1.0,-0.1280963741167659,1.0
ABCA9-AS1,,,,,,,,,,0.0160529467479613,1.0,-0.1033271755818732,0.3293809968306612,-0.1570776931500994,0.6382933152328898,-0.1193801223298346,0.5598227320657939,-0.1900798068627604,1.0
ABCB1,0.027103794945611,0.0118792057037354,0.0389830006493463,0.369613863998722,0.686876736901623,0.210440064311294,0.616319048184886,0.86449799771752,0.472556234628597,-0.1710554006064653,1.0,0.9798604827120914,0.1159590778347626,1.2691882505988143,0.4481289888994855,1.1509158833185569,0.2381929438552952,1.4667151199779278,0.9736416134394248
ABCB10,-0.0932404200236014,0.450441042582195,0.357200622558594,0.203371385554917,0.0002650384420986,0.0010548352943066,0.450362337340504,0.0024543257748176,0.0135524513094426,-0.0113355019033547,1.0,-0.0779595434366529,1.0,0.0098476766403745,1.0,-0.0666240415332981,1.0,-0.0225473857645113,1.0
ABCB10P1,,,,,,,,,,0.0,1.0,0.0,1.0,-0.018365472006412,1.0,0.0,1.0,-0.0518746847563043,1.0
ABCB10P3,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABCB10P4,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.1256008135662588,1.0
ABCB11,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.0961908470782614,1.0
ABCB4,0.007179896036785,-0.0015026728312177,0.0056772232055673,0.406883099315894,0.858707571704066,0.507867299752708,0.648917749776082,0.97574840982056,0.722056948566532,0.3628968683398256,0.7203282512507797,0.4327585143557428,0.7421266430100321,-0.1038391830458606,1.0,0.0698616460159171,1.0,-0.6321190184396215,1.0
ABCB5,-1.77635683940025e-15,0.014708836873373,0.0147088368733712,0.999999999999895,0.297715867392648,0.297715867392701,1.0,0.530194129998377,0.548834725471048,-0.0754541038168759,1.0,0.0815197743656202,1.0,0.3096400663665635,0.985058309083817,0.1569738781824962,1.0,0.2106160765549359,1.0
ABCB6,-0.375308990478516,0.828627268473308,0.453318277994793,0.0026891477300262,2.17960578495834e-05,0.0009344066114327,0.0182923249573049,0.0003677796352741,0.0124855428988636,1.0425570751541398,0.0079253763251516,-0.1955541343614166,1.0,0.1999804383068624,1.0,-1.2381112095155564,0.065043305387769,0.2918166482319728,1.0
ABCB7,0.2432918548584,-0.232384045918783,0.0109078089396171,0.0011378542577203,0.0014764241289028,0.818751732232353,0.0093395452461701,0.0094921486749308,0.936398828933108,-0.4675050680244297,0.0123640135951187,-0.6507581778922411,0.0054970277508072,-0.844260340074078,0.0586976848755026,-0.1832531098678114,1.0,-0.7168394488193934,0.6269112782749532
ABCB8,-0.0265099207560224,0.0213704109191895,-0.0051395098368329,0.354203915008301,0.450104960449357,0.852906541138035,0.602182607566003,0.674444550741867,0.957192931171575,0.1451287650147468,0.6390676516485456,0.0374133095216779,1.0,0.0813164181849757,1.0,-0.1077154554930688,1.0,0.2660075445918357,1.0
ABCB9,-0.0059884389241533,0.0103085835774746,0.0043201446533212,0.519205957044097,0.281098443758504,0.639415162756625,0.744352175579539,0.514550894982837,0.818468648299051,0.1634607086836068,1.0,0.0525412417601001,1.0,-0.2597640283385292,1.0,-0.1109194669235067,1.0,-0.3447335008027661,1.0
ABCC1,0.720039685567224,-0.397915522257488,0.322124163309736,4.98698348650923e-05,0.0018167717797001,0.0055717376819956,0.0008963140229874,0.0112594642956536,0.045452148746679,0.1728510071847346,0.7260469368006813,0.0708908286935963,1.0,-0.0317979204116105,1.0,-0.1019601784911383,1.0,0.0579001871448952,1.0
ABCC10,0.0087966918945312,-0.0002133051554364,0.0085833867390947,0.381667656447133,0.982570125629521,0.392681088846335,0.627664806002292,1.0,0.627891998192248,0.2512909808457422,1.0,-0.3568250690627181,1.0,-0.5178424060686364,1.0,-0.6081160499084604,0.9640407954260004,-0.2542655392493724,1.0
ABCC11,0.0190229415893555,-0.0075906117757167,0.0114323298136387,0.17024156367364,0.561031864594611,0.38872769622288,0.402379971079155,0.76740685826414,0.62475493827311,0.0078214569203883,1.0,-0.1734959625304035,0.8273843970170534,-0.248144277102921,1.0,-0.1813174194507918,1.0,-0.5766331490340136,1.0
ABCC12,0.0002622604370126,-0.0374002456665039,-0.0371379852294913,0.989654166516472,0.0970865334233829,0.099020345665511,1.0,0.260259040802277,0.314081443702678,0.0160529467479613,1.0,0.0,1.0,0.0,1.0,-0.0160529467479613,1.0,-0.6278109115686414,1.0
ABCC13,-0.0219620068867998,0.0431098143259687,0.0211478074391689,0.395855565579083,0.119278306696715,0.41269974046737,0.639866588223085,0.301126142434261,0.64553518216504,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.1398680346410599,1.0
ABCC2,-0.542743682861328,0.823572317759196,0.280828634897868,8.18835195949694e-05,5.33851160094647e-06,0.0039293956333473,0.0012721474681713,0.0001297315053,0.0349913778746124,-0.4429337270313275,0.6819341374966784,-0.2352006730143874,1.0,0.012590788421982,1.0,0.2077330540169401,1.0,0.2165155926176579,1.0
ABCC3,1.44569579760234,-1.61603156725566,-0.170335769653319,9.24385588797222e-06,4.39665974369238e-06,0.220160461225857,0.0002695373100992,0.0001127941356992,0.482877461281438,0.8252329661500513,0.2407888377969375,0.4091553177929623,1.0,0.3424048145855138,1.0,-0.4160776483570889,1.0,0.5384177393279079,1.0
ABCC4,-0.306428750356041,0.213849703470865,-0.0925790468851755,0.0016181443839421,0.0103620120939002,0.175821700052168,0.0122358735673806,0.0462835249701392,0.427303784760594,0.7369603646656242,0.0017956372978391,0.6476616581368297,0.0138363006470936,0.1304260863024593,1.0,-0.0892987065287944,1.0,0.1933004815856978,1.0
ABCC5,-0.0188026428222656,0.108909289042154,0.0901066462198887,0.566913532908502,0.0103617844511094,0.0238226026930358,0.781082319456165,0.0462835249701392,0.129307248669804,-0.5624562770149577,0.2396506606024018,-0.1608523247324265,1.0,-0.0809910810882366,1.0,0.4016039522825312,1.0,-0.0024565405401593,1.0
ABCC5-AS1,,,,,,,,,,0.0,1.0,0.0,1.0,-0.0278925309417468,1.0,0.0,1.0,-0.0278925309417468,1.0
ABCC6,0.0818640391031922,-0.291250387827555,-0.209386348724363,0.0552821757761727,8.19847609623182e-05,0.0006263268683329,0.19072684868635,0.0009855483331367,0.0094192000073561,0.7872523227670625,0.0924706993283519,-0.0657411510227677,1.0,0.1456171904477948,1.0,-0.8529934737898303,0.4419920228970408,0.1482937284056414,1.0
ABCC6P1,0.116401195526125,-0.367576837539673,-0.251175642013548,0.0294100338507306,5.82408280002619e-05,0.0006165143049712,0.120430537655586,0.0007642909975226,0.0093533356801152,-0.0512091401443136,1.0,-0.1647697398843975,1.0,0.7336736263254475,0.8684537360820473,-0.1135605997400839,1.0,0.8677867623628349,1.0
ABCC6P2,0.177887121836345,-0.52853242556254,-0.350645303726195,0.0668120224050192,0.0003604708014846,0.0037182142094333,0.217550790644697,0.0031318520579572,0.0335861359076507,-0.5237497652648537,0.0547103397121068,-0.4839649562272592,0.1714797791511034,-0.106314045610371,1.0,0.0397848090375944,1.0,0.0091294423435523,1.0
ABCC8,-0.005640824635825,0.0,-0.005640824635825,0.505683934778556,1.0,0.505683934778556,0.733234014164125,1.0,0.72055440289364,-0.0623113107165648,1.0,-0.0282988116170865,1.0,-0.0282988116170865,1.0,0.0340124990994783,1.0,-0.3740997872438342,1.0
ABCC9,-0.0092229843139648,0.0506227811177578,0.0413997968037929,0.621267840600328,0.025330127607607,0.0536253412455957,0.820568197651183,0.0948392344343694,0.21714859134303,0.8391674884328457,0.1167070812519339,-0.0557535230279708,1.0,-0.4866431628058805,1.0,-0.8949210114608165,0.520283288516676,-1.6290420916022847,0.8907288356875368
ABCD1,-0.166212717692056,-0.0405611991882324,-0.206773916880288,0.0973124434275252,0.654549269226021,0.0489451898941477,0.28104040491778,0.840642303220787,0.20495262528355,0.1699439029165019,1.0,0.0901626484157611,1.0,0.6152218290706545,1.0,-0.0797812545007408,1.0,0.1588584469100019,1.0
ABCD1P2,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABCD1P3,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABCD1P4,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABCD1P5,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.0169491669646996,1.0
ABCD2,-0.290905793507892,0.281193256378174,-0.0097125371297179,0.0185927991718923,0.0214658328007943,0.921624156811873,0.0839414328172101,0.0830901833037058,0.994720064522723,0.3333380205053725,0.3029224613005138,-0.0122003316547056,1.0,-0.0131971785775255,1.0,-0.3455383521600782,0.8516932754563504,-0.6750212577870681,1.0
ABCD3,-0.229173342386881,0.318886756896971,0.08971341451009,0.0008051840965276,0.0001072935211736,0.0634234363216806,0.0071356381571441,0.0012135232219783,0.239713647846045,-0.0221277768846843,1.0,0.0269196108590765,1.0,-0.2011846010724971,1.0,0.0490473877437609,1.0,-0.0441290818183857,1.0
ABCD4,0.0483779112497977,-0.0195550123850508,0.028822898864747,0.103693562565166,0.474144021657686,0.301830839334394,0.293548790070224,0.695191863463306,0.55195222703521,0.2424300229194562,0.4438158572167671,-0.2822730534500075,0.4881221552803272,0.1656584242234604,1.0,-0.5247030763694638,0.2592352978029423,-0.4783135745064149,1.0
