"gene_symbol","contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AAMDC","shGFP_rapamycin_minus_shGFP_vehicle",-0.0210870107014971,6.61276208029853,-0.587631439630263,0.575358559223804,0.787499178604451,-7.64088286655667
"AAMP","shGFP_rapamycin_minus_shGFP_vehicle",-0.00611289342244437,7.26477644178602,-0.149043665480603,0.885749931880639,0.985953485626912,-7.82065400022002
"AANAT","shGFP_rapamycin_minus_shGFP_vehicle",-0.0615773995717364,5.02194751633538,-1.49363463851086,0.179197213841658,0.416251508488544,-6.72868760975591
"AAR2","shGFP_rapamycin_minus_shGFP_vehicle",0.0260299046834307,6.64759922027588,1.32421154484579,0.227301774914345,0.482234732759716,-6.94054398611731
"AARD","shGFP_rapamycin_minus_shGFP_vehicle",0.0200093587239598,6.29753647910224,0.484711087825573,0.642777853308413,0.834083277575391,-7.70137810451366
"AARS1","shGFP_rapamycin_minus_shGFP_vehicle",-0.635031382242833,14.759955406189,-21.3911465950387,1.32974099680032e-07,1.70334960070752e-05,8.49164513279319
"AARS2","shGFP_rapamycin_minus_shGFP_vehicle",-0.00134086608886719,6.61912600199382,-0.194847912193533,0.851083132228489,0.967520007364352,-7.81169810505467
"AASDH","shGFP_rapamycin_minus_shGFP_vehicle",0.503957430521651,7.90976746877034,7.77448289752201,0.000113258040309742,0.0016244749512933,1.14606014954031
"AASDHPPT","shGFP_rapamycin_minus_shGFP_vehicle",0.0725879669189471,9.34565925598145,3.50786788963702,0.00999586297434862,0.0516647392383648,-3.79303818116154
"AASS","shGFP_rapamycin_minus_shGFP_vehicle",-0.240295092264807,8.89742554558648,-4.03526055931815,0.00503268754392657,0.0299299136882026,-3.04981028690784
"AATBC","shGFP_rapamycin_minus_shGFP_vehicle",-0.0129912694295262,4.79489331775241,-0.512709115936196,0.62403658162659,0.822273153826717,-7.68598356531945
"AATF","shGFP_rapamycin_minus_shGFP_vehicle",-0.0755516688028983,12.5535797542996,-3.12592235143326,0.0168503602763108,0.0774494644764691,-4.35175941216506
"AATK","shGFP_rapamycin_minus_shGFP_vehicle",-0.0169787406921387,5.50658840603299,-0.557329954761992,0.594780356050186,0.80074314826351,-7.65980051703139
"ABAT","shGFP_rapamycin_minus_shGFP_vehicle",-0.00475502014160245,4.68824773364597,-0.174484236412487,0.866456744048756,0.976065053013227,-7.81597175154755
"ABCA1","shGFP_rapamycin_minus_shGFP_vehicle",1.61829471588135,7.66850900650024,18.8382359225773,3.17489913458999e-07,3.14986880946252e-05,7.58105781971844
"ABCA10","shGFP_rapamycin_minus_shGFP_vehicle",8.88178419700125e-16,5.00949192047119,1.30498621572781e-13,0.9999999999999,1,-7.8333186437197
"ABCA11P","shGFP_rapamycin_minus_shGFP_vehicle",0.0493748982747402,9.6978981229994,1.36574084751032,0.214554848384435,0.465477985328248,-6.88994516833961
"ABCA12","shGFP_rapamycin_minus_shGFP_vehicle",0,4.61930370330811,0,1,1,-7.8333186437197
"ABCA13","shGFP_rapamycin_minus_shGFP_vehicle",8.88178419700125e-16,4.58606863021851,1.30498621572781e-13,0.9999999999999,1,-7.8333186437197
"ABCA15P","shGFP_rapamycin_minus_shGFP_vehicle",0.0653471946716309,4.70986164940728,0.799636432719099,0.450371634158389,0.686330397500972,-7.48404111412675
"ABCA17P","shGFP_rapamycin_minus_shGFP_vehicle",1.77635683940025e-15,4.12268177668254,7.73240977251693e-14,0.99999999999994,1,-7.8333186437197
"ABCA2","shGFP_rapamycin_minus_shGFP_vehicle",0.192492167154946,7.64259394009908,2.4339718884249,0.0453865692972889,0.165280312036286,-5.38786785168123
"ABCA3","shGFP_rapamycin_minus_shGFP_vehicle",0.0623254776000977,5.85521390702989,1.82260433326304,0.111430457058988,0.308618351474621,-6.28330166254838
"ABCA4","shGFP_rapamycin_minus_shGFP_vehicle",0,4.80591058731079,0,1,1,-7.8333186437197
"ABCA5","shGFP_rapamycin_minus_shGFP_vehicle",0.0376478830973284,8.88665390014648,1.14919713787378,0.288466087846216,0.541740419431526,-7.14295565098884
"ABCA6","shGFP_rapamycin_minus_shGFP_vehicle",-0.052491982777914,5.5451349152459,-1.83599439792243,0.109269592580907,0.30390156372214,-6.26443056016828
"ABCA7","shGFP_rapamycin_minus_shGFP_vehicle",0.0950016180674247,7.48917476336161,1.27584509846466,0.242976320808031,0.499403750581967,-6.99828792652953
"ABCA8","shGFP_rapamycin_minus_shGFP_vehicle",-0.1962251663208,5.89634720484416,-4.28742448913725,0.00367891774823103,0.0234818268446887,-2.70780221614844
"ABCA9","shGFP_rapamycin_minus_shGFP_vehicle",-0.00770854949950994,4.74057345920139,-0.277146639897071,0.789726138742463,0.931036535542246,-7.7896984586652
"ABCB1","shGFP_rapamycin_minus_shGFP_vehicle",0.027103794945611,4.4090501025871,0.959205456217881,0.369613863998722,0.616319048184886,-7.33994695989548
"ABCB10","shGFP_rapamycin_minus_shGFP_vehicle",-0.0932404200236014,9.1183647579617,-1.40401131609869,0.203371385554917,0.450362337340504,-6.84252396086373
"ABCB11","shGFP_rapamycin_minus_shGFP_vehicle",0,4.66437339782715,0,1,1,-7.8333186437197
"ABCB4","shGFP_rapamycin_minus_shGFP_vehicle",0.00717989603678504,4.77925814522637,0.882692549180928,0.406883099315894,0.648917749776082,-7.41164750360271
"ABCB5","shGFP_rapamycin_minus_shGFP_vehicle",-1.77635683940025e-15,4.34782038794623,-1.35926244924242e-13,0.999999999999895,1,-7.8333186437197
"ABCB6","shGFP_rapamycin_minus_shGFP_vehicle",-0.375308990478516,7.37861066394382,-4.54765154013926,0.00268914773002621,0.0182923249573049,-2.36440102499797
"ABCB7","shGFP_rapamycin_minus_shGFP_vehicle",0.2432918548584,10.4281513426039,5.30816492933888,0.00113785425772035,0.00933954524617016,-1.41663454188353
"ABCB8","shGFP_rapamycin_minus_shGFP_vehicle",-0.0265099207560224,6.29994763268365,-0.992556074415154,0.354203915008301,0.602182607566003,-7.30726279041048
"ABCB9","shGFP_rapamycin_minus_shGFP_vehicle",-0.00598843892415335,6.61263582441542,-0.678810061087567,0.519205957044097,0.744352175579539,-7.57856165953644
"ABCC1","shGFP_rapamycin_minus_shGFP_vehicle",0.720039685567224,10.9115686416626,8.8405345756468,4.98698348650923e-05,0.000896314022987407,2.05858570105476
"ABCC10","shGFP_rapamycin_minus_shGFP_vehicle",0.00879669189453125,6.53493542141385,0.933850806454085,0.381667656447133,0.627664806002292,-7.36422142957462
"ABCC11","shGFP_rapamycin_minus_shGFP_vehicle",0.0190229415893555,4.80231878492567,1.52964466198259,0.17024156367364,0.402379971079155,-6.68192237710414
"ABCC12","shGFP_rapamycin_minus_shGFP_vehicle",0.000262260437012607,4.92479737599691,0.0134401216941155,0.989654166516472,1,-7.83321549577407
"ABCC13","shGFP_rapamycin_minus_shGFP_vehicle",-0.0219620068867998,4.45872934659322,-0.904767614296818,0.395855565579083,0.639866588223085,-7.3914411622429
"ABCC2","shGFP_rapamycin_minus_shGFP_vehicle",-0.542743682861328,6.03121715121799,-8.18240390673969,8.18835195949694e-05,0.00127214746817136,1.50703164622835
"ABCC3","shGFP_rapamycin_minus_shGFP_vehicle",1.44569579760234,8.42531106207106,11.4342821750436,9.24385588797222e-06,0.000269537310099287,3.92652643333886
"ABCC4","shGFP_rapamycin_minus_shGFP_vehicle",-0.306428750356041,9.51127004623413,-4.9880747974844,0.00161814438394217,0.0122358735673806,-1.80548661986751
"ABCC5","shGFP_rapamycin_minus_shGFP_vehicle",-0.0188026428222656,8.53544224633111,-0.600991198534811,0.566913532908502,0.781082319456165,-7.63225414850595
"ABCC6","shGFP_rapamycin_minus_shGFP_vehicle",0.0818640391031922,6.54112884733412,2.299446631132,0.0552821757761727,0.19072684868635,-5.58896949165776
"ABCC6P1","shGFP_rapamycin_minus_shGFP_vehicle",0.116401195526125,6.64886744817098,2.73285973729487,0.0294100338507306,0.120430537655586,-4.93883978577352
"ABCC6P2","shGFP_rapamycin_minus_shGFP_vehicle",0.177887121836345,6.05345111423069,2.17066602209556,0.0668120224050192,0.217550790644697,-5.78001689444975
"ABCC8","shGFP_rapamycin_minus_shGFP_vehicle",-0.00564082463582505,5.14178477393256,-0.701672653738991,0.505683934778556,0.733234014164125,-7.56169690712715
"ABCC9","shGFP_rapamycin_minus_shGFP_vehicle",-0.00922298431396484,5.54543839560615,-0.516882666895586,0.621267840600328,0.820568197651183,-7.68362004513665
"ABCD1","shGFP_rapamycin_minus_shGFP_vehicle",-0.166212717692056,7.01515091790093,-1.91507558874899,0.0973124434275252,0.28104040491778,-6.1520442885196
"ABCD2","shGFP_rapamycin_minus_shGFP_vehicle",-0.290905793507892,5.7798146671719,-3.05552070890825,0.0185927991718923,0.0839414328172101,-4.45621915434108
"ABCD3","shGFP_rapamycin_minus_shGFP_vehicle",-0.229173342386881,10.8229315016005,-5.63530234808775,0.000805184096527603,0.00713563815714417,-1.03387074231308
"ABCD4","shGFP_rapamycin_minus_shGFP_vehicle",0.0483779112497977,7.17059999042087,1.87176780102415,0.103693562565166,0.293548790070224,-6.21378332655981
"ABCE1","shGFP_rapamycin_minus_shGFP_vehicle",-0.211638132731121,11.1023570166694,-12.394227678537,5.40203714436057e-06,0.000187081447989399,4.51811973975277
"ABCF1","shGFP_rapamycin_minus_shGFP_vehicle",-0.340532166617253,12.0829404952034,-10.4790954443376,1.64590838712785e-05,0.000404457035315797,3.28879833652783
"ABCF2-H2BK1","shGFP_rapamycin_minus_shGFP_vehicle",0.0110578536987322,11.2073059082031,0.400359603235356,0.700907338511194,0.87325800968176,-7.74282998134462
"ABCF3","shGFP_rapamycin_minus_shGFP_vehicle",-0.0169280370076486,8.97397189670139,-0.616237487616776,0.557365717700801,0.773454109705523,-7.62219372933861
"ABCG1","shGFP_rapamycin_minus_shGFP_vehicle",0.00523173809051514,4.14995140499539,0.22583190021735,0.82782676328717,0.954079721883556,-7.80430247725943
"ABCG2","shGFP_rapamycin_minus_shGFP_vehicle",-0.552975813547771,8.54306088553535,-6.06693576887948,0.000520762691681744,0.00507807339237785,-0.550575421631968
"ABCG4","shGFP_rapamycin_minus_shGFP_vehicle",-0.0828548272450771,5.96885877185398,-2.42192914546012,0.0461933020678478,0.167421836053091,-5.40591573782585
"ABCG5","shGFP_rapamycin_minus_shGFP_vehicle",1.77635683940025e-15,4.34015464782715,2.60997243145562e-13,0.999999999999799,1,-7.8333186437197
"ABCG8","shGFP_rapamycin_minus_shGFP_vehicle",-0.0013440450032558,4.43055094612969,-0.194054226214467,0.851681075388015,0.968009578829937,-7.8118734082671
"ABHD1","shGFP_rapamycin_minus_shGFP_vehicle",0.0186602274576817,5.00919691721598,1.71274276758265,0.130777684107207,0.341513152796344,-6.43618941845252
"ABHD10","shGFP_rapamycin_minus_shGFP_vehicle",0.00434398651123047,8.58467981550429,0.11429035808333,0.912237890456107,0.999688119219765,-7.82586667946468
"ABHD11","shGFP_rapamycin_minus_shGFP_vehicle",0.156198819478354,6.76578002505832,3.53106759984035,0.00969021821370671,0.0503899777054649,-3.75960462804827
"ABHD12","shGFP_rapamycin_minus_shGFP_vehicle",-0.00776290893554332,9.24739901224772,-0.314850816430947,0.762113017070636,0.913847654872563,-7.77711208209511
"ABHD12B","shGFP_rapamycin_minus_shGFP_vehicle",-0.00466426213582416,4.61837561925252,-0.349252698115894,0.737237725425497,0.896655680091746,-7.76427056048808
"ABHD13","shGFP_rapamycin_minus_shGFP_vehicle",0.0787811279296893,8.38402567969428,1.01816882802621,0.342710754610621,0.592249376600973,-7.28159322976525
"ABHD14A","shGFP_rapamycin_minus_shGFP_vehicle",-0.0159660975138332,7.63964303334554,-0.421516358007256,0.686103408393118,0.863052183997642,-7.73313670778028
"ABHD14A-ACY1","shGFP_rapamycin_minus_shGFP_vehicle",-0.11928876241048,7.95173968209161,-1.5458242090509,0.166352858653238,0.396086123321941,-6.66073023458914
"ABHD14B","shGFP_rapamycin_minus_shGFP_vehicle",0.348601818084718,6.71320666207208,8.0511706948185,9.07549645393955e-05,0.00137425661946608,1.39256890086357
"ABHD15","shGFP_rapamycin_minus_shGFP_vehicle",-0.0376056035359698,6.60252602895101,-0.383834794634094,0.71256844315697,0.880855727219686,-7.75006938734294
"ABHD16A","shGFP_rapamycin_minus_shGFP_vehicle",-0.00366882177499761,6.20407351876935,-0.46858358871528,0.653702649729581,0.841002440410777,-7.70987899670989
"ABHD16B","shGFP_rapamycin_minus_shGFP_vehicle",0.0372912089029942,5.4033161799113,0.798118156596585,0.451195905640946,0.686940804354273,-7.48530970245929
"ABHD17A","shGFP_rapamycin_minus_shGFP_vehicle",-0.0699345270792637,8.24002001020643,-0.530993645161794,0.61195545619821,0.814147282311329,-7.67549770523549
"ABHD17AP6","shGFP_rapamycin_minus_shGFP_vehicle",-0.172482490539549,7.51394844055176,-1.3609767286545,0.215984462847874,0.467185593597627,-6.89579594736938
"ABHD17B","shGFP_rapamycin_minus_shGFP_vehicle",-0.211997032165527,8.03698518541124,-4.62278660499423,0.00246106706472157,0.0171008757679433,-2.26707195193524
"ABHD17C","shGFP_rapamycin_minus_shGFP_vehicle",-0.038439591725667,5.71162700653076,-0.712304382412924,0.499473924895444,0.728018870046943,-7.55368921617165
"ABHD18","shGFP_rapamycin_minus_shGFP_vehicle",-0.00687472025553326,7.37739759021335,-0.408690453786977,0.695060895617167,0.869417003097382,-7.73906983294378
"ABHD2","shGFP_rapamycin_minus_shGFP_vehicle",0.215668678283691,11.2766558329264,3.16399848967508,0.0159812954002685,0.0744568926384297,-4.29542962218665
"ABHD3","shGFP_rapamycin_minus_shGFP_vehicle",-0.955848693847655,8.50457435184055,-15.1784458258896,1.38085484976732e-06,7.76934356676352e-05,6.00713177596139
"ABHD4","shGFP_rapamycin_minus_shGFP_vehicle",-0.135735511779785,10.5399381849501,-1.81781978375195,0.112212536562995,0.310033887350157,-6.29003294287225
"ABHD5","shGFP_rapamycin_minus_shGFP_vehicle",-0.0545091629028329,8.00997564527724,-1.88304069147487,0.101994396709265,0.290260015597389,-6.19775635072562
"ABHD6","shGFP_rapamycin_minus_shGFP_vehicle",-0.316234588623047,7.80539851718479,-4.07298065585495,0.00479932308991565,0.0288248719115507,-2.99808018755524
"ABHD8","shGFP_rapamycin_minus_shGFP_vehicle",0.0481712023417149,6.58136129379272,0.498752644019365,0.633342618914037,0.827408043833167,-7.69375800251302
"ABI1","shGFP_rapamycin_minus_shGFP_vehicle",-0.0255158742268868,11.0156500074599,-1.9513874309335,0.0922591372843345,0.27136286550703,-6.09994471115773
"ABI2","shGFP_rapamycin_minus_shGFP_vehicle",0.329170227050781,8.89670032925076,9.79780777538308,2.55822061416148e-05,0.000552049231810479,2.79998994649818
"ABI3","shGFP_rapamycin_minus_shGFP_vehicle",0.0210641225179042,4.82464838027954,1.1137197593885,0.302413069257326,0.554528287265694,-7.18165888135233
"ABI3BP","shGFP_rapamycin_minus_shGFP_vehicle",0.340774854024252,11.3137860827976,9.62041748710793,2.88229210616205e-05,0.000605053593137267,2.66763423716825
"ABITRAM","shGFP_rapamycin_minus_shGFP_vehicle",-0.190449714660646,8.80731593237983,-4.47010763132288,0.00294928541028632,0.0196756177901635,-2.46570701862734
"ABL1","shGFP_rapamycin_minus_shGFP_vehicle",0.145947297414144,10.9832344584995,1.58619067106416,0.157005160927692,0.382943323246058,-6.60739036174034
"ABL2","shGFP_rapamycin_minus_shGFP_vehicle",-0.44912624359131,10.2096938027276,-7.94427840552073,9.87885913552767e-05,0.00146346667862743,1.29817959723226
"ABLIM1","shGFP_rapamycin_minus_shGFP_vehicle",0.058940966924033,5.01455081833733,1.24407742862555,0.253771530616581,0.509424632937894,-7.03548927970421
"ABLIM2","shGFP_rapamycin_minus_shGFP_vehicle",-0.00298213958740234,5.56589942508274,-0.298389512446303,0.774125745246719,0.92164251201758,-7.78279941422214
"ABLIM3","shGFP_rapamycin_minus_shGFP_vehicle",0.92016855875651,10.8496644761827,16.083312924786,9.32393070120006e-07,6.04128748640598e-05,6.43127174823779
"ABO","shGFP_rapamycin_minus_shGFP_vehicle",0.00986711184183608,5.7592322561476,0.268781230922194,0.795898553695419,0.934213766266935,-7.79227860794311
"ABR","shGFP_rapamycin_minus_shGFP_vehicle",0.0892686843872106,10.169382625156,1.34806049762048,0.219902693150092,0.473000485176205,-6.9115985469311
"ABRA","shGFP_rapamycin_minus_shGFP_vehicle",0.0648941993713388,4.89832173453437,1.1894659138189,0.273284362136664,0.528360079137028,-7.09803157953686
"ABRACL","shGFP_rapamycin_minus_shGFP_vehicle",-0.479177157084146,6.7777615653144,-6.30718423209435,0.000412521100973733,0.00428321099016291,-0.291809860886839
"ABRAXAS1","shGFP_rapamycin_minus_shGFP_vehicle",0.423766771952312,7.53357813093397,8.10552454709726,8.69549973903714e-05,0.00133275255615627,1.44016502561631
"ABRAXAS2","shGFP_rapamycin_minus_shGFP_vehicle",-0.118642171223959,11.006860838996,-4.31702296358975,0.00354828968179972,0.022806345777374,-2.66825163697918
"ABT1","shGFP_rapamycin_minus_shGFP_vehicle",-0.0404400825500488,6.4068890147739,-0.356135019438123,0.732300442264498,0.89319510149182,-7.76154717636409
"ABTB1","shGFP_rapamycin_minus_shGFP_vehicle",0.564046621322632,6.3522859149509,8.03556129524635,9.18806905540854e-05,0.00138603615845311,1.37885059720991
"ABTB2","shGFP_rapamycin_minus_shGFP_vehicle",0.0137902895609541,6.85471815533108,1.32714372635791,0.226380476377166,0.481293551391376,-6.9370017095194
"ABTB3","shGFP_rapamycin_minus_shGFP_vehicle",-0.000463962554931641,4.59240902794732,-0.0358935904615236,0.972375941062805,1,-7.832583024035
"ACAA1","shGFP_rapamycin_minus_shGFP_vehicle",-0.0494226614634181,7.14926502439711,-0.941268894906317,0.3781107010191,0.624051001681969,-7.35717134873567
"ACAA2","shGFP_rapamycin_minus_shGFP_vehicle",0.0857801437377965,11.3678399191962,1.41865302810974,0.199231968044722,0.444272900055898,-6.8241874725423
"ACACA","shGFP_rapamycin_minus_shGFP_vehicle",-0.837219715118405,9.93117136425442,-15.8316855099942,1.03774484701049e-06,6.44479981610927e-05,6.31588799278798
"ACACB","shGFP_rapamycin_minus_shGFP_vehicle",0.0776370366414403,7.03437338935004,2.48108629322978,0.0423671327285907,0.15702963006365,-5.31719777054083
"ACAD10","shGFP_rapamycin_minus_shGFP_vehicle",0.318136374155682,6.92401583989461,13.4094074215724,3.18660864233507e-06,0.000131592077095391,5.09681859498337
"ACAD11","shGFP_rapamycin_minus_shGFP_vehicle",-0.50758425394694,8.00839429431491,-11.414850729988,9.34884860361618e-06,0.000271935486754821,3.91406365909557
"ACAD8","shGFP_rapamycin_minus_shGFP_vehicle",0.0179265340169295,6.6147599750095,0.88294232816909,0.406757074354959,0.648846597359869,-7.41142109058234
"ACAD9","shGFP_rapamycin_minus_shGFP_vehicle",-0.153764406840006,10.4962486690945,-2.07309718059536,0.077134478110529,0.239860238213389,-5.92337051979217
"ACADL","shGFP_rapamycin_minus_shGFP_vehicle",0.0134107271830235,4.21870353486803,1.381620464936,0.20984992452957,0.459647462028401,-6.87035889265778
"ACADM","shGFP_rapamycin_minus_shGFP_vehicle",-0.021963755289713,9.48147307501899,-1.29071597442646,0.238060225794566,0.493865715049583,-6.98067340553903
"ACADS","shGFP_rapamycin_minus_shGFP_vehicle",-0.00135087966919034,6.1205776002672,-0.0411387612353624,0.968341643998254,1,-7.83235234963724
"ACADSB","shGFP_rapamycin_minus_shGFP_vehicle",0.00284099578857422,8.00096564822727,0.151267133725392,0.884060202950277,0.985173352560641,-7.82027393909785
"ACADVL","shGFP_rapamycin_minus_shGFP_vehicle",0.597966512044273,9.88462405734592,6.50445677887999,0.000342340993800543,0.00373590742207712,-0.0845768008328331
"ACAN","shGFP_rapamycin_minus_shGFP_vehicle",-0.0451517634921608,4.70259888966878,-1.29410527083415,0.236951882972352,0.492696714659443,-6.97664125721289
"ACAP1","shGFP_rapamycin_minus_shGFP_vehicle",-0.0222857793172206,5.60500605901082,-0.605102751159754,0.564329254518787,0.778598527152003,-7.62956341556124
"ACAP2","shGFP_rapamycin_minus_shGFP_vehicle",-0.266114234924316,9.55191601647271,-11.465961528145,9.07554665053199e-06,0.000266253153882478,3.94680134701105
"ACAP3","shGFP_rapamycin_minus_shGFP_vehicle",-0.0522958437601719,7.37875768873427,-4.12520335824646,0.00449558074699549,0.0274067658492254,-2.92678997102357
"ACAT1","shGFP_rapamycin_minus_shGFP_vehicle",-0.714461167653399,11.6361168755425,-33.8517341713278,5.62117403086766e-09,3.12232690915875e-06,11.5908786317773
"ACAT2","shGFP_rapamycin_minus_shGFP_vehicle",-2.04978895187378,13.2710088623895,-36.7395451585275,3.19044198230643e-09,2.60693979402503e-06,12.097680883089
"ACBD3","shGFP_rapamycin_minus_shGFP_vehicle",-0.491566022237143,12.6967814763387,-11.9635462239305,6.84066433734471e-06,0.000218371541129389,4.2583917609573
"ACBD4","shGFP_rapamycin_minus_shGFP_vehicle",0.0561496416727714,6.19420528411865,2.15456424412529,0.068414881110435,0.221173581307531,-5.80376823001204
"ACBD5","shGFP_rapamycin_minus_shGFP_vehicle",-0.516766866048178,10.4692932764689,-15.7379319761849,1.08042089034977e-06,6.57324770693713e-05,6.27240313804854
"ACBD6","shGFP_rapamycin_minus_shGFP_vehicle",-0.0267086029052717,8.9554344813029,-1.47349827502362,0.184390293944696,0.423190323426051,-6.7545891490551
"ACBD7","shGFP_rapamycin_minus_shGFP_vehicle",0.00241533915201675,7.86823272705078,0.222016223092327,0.830681322810213,0.955914766653472,-7.80527128244292
"ACCS","shGFP_rapamycin_minus_shGFP_vehicle",0.0713283220926932,6.77139123280843,3.09376915578703,0.0176235273488618,0.0804206831870904,-4.39941950597694
"ACCSL","shGFP_rapamycin_minus_shGFP_vehicle",-0.00719356536865234,4.76982360415989,-0.426405968408826,0.682702662355017,0.860939908064791,-7.73082896102544
"ACD","shGFP_rapamycin_minus_shGFP_vehicle",0.129627704620363,8.05904044045342,1.72750071600006,0.128003702617209,0.336881511235823,-6.41586548527059
"ACE","shGFP_rapamycin_minus_shGFP_vehicle",-0.0117745399475098,5.21372593773736,-0.453736791371284,0.663841212287051,0.848138067653347,-7.71746592940156
"ACE2","shGFP_rapamycin_minus_shGFP_vehicle",8.88178419700125e-16,4.51977761586507,1.2541690006857e-13,0.999999999999903,1,-7.8333186437197
"ACER1","shGFP_rapamycin_minus_shGFP_vehicle",-0.0276250839233398,4.77508248223199,-1.3298703718843,0.225526688650783,0.480434734193584,-6.93370355307631
"ACER2","shGFP_rapamycin_minus_shGFP_vehicle",0.0658461252848301,6.26383105913798,1.50627586436552,0.176005472215125,0.411729854286629,-6.71233493913425
"ACER3","shGFP_rapamycin_minus_shGFP_vehicle",-0.0782025655110665,10.0950473149618,-2.47026800002142,0.0430416407843825,0.158938321413836,-5.33343274885199
"ACHE","shGFP_rapamycin_minus_shGFP_vehicle",-0.0472547213236485,4.91200457678901,-1.68806566647909,0.135543901221469,0.349004380595016,-6.4700144301771
"ACIN1","shGFP_rapamycin_minus_shGFP_vehicle",-0.215834299723305,10.4147140714857,-6.67945694552678,0.000291169484405078,0.00331359465593785,0.0954246351259087
"ACKR1","shGFP_rapamycin_minus_shGFP_vehicle",-0.00408871968587121,4.46038479275174,-0.423992276865471,0.684380413267555,0.861959645989154,-7.73197130819384
"ACKR2","shGFP_rapamycin_minus_shGFP_vehicle",0.147716840108235,5.29043091668023,2.16284571141362,0.0675857321868512,0.219293643179212,-5.79155671799101
"ACKR3","shGFP_rapamycin_minus_shGFP_vehicle",-8.88178419700125e-16,4.5871786541409,-3.23244578680229e-14,0.999999999999975,1,-7.8333186437197
"ACKR4","shGFP_rapamycin_minus_shGFP_vehicle",-0.000958601633705314,4.29696400960286,-0.0589837040156983,0.95462450693923,1,-7.83133247967882
"ACKR5","shGFP_rapamycin_minus_shGFP_vehicle",0.0035408337910976,4.7413886917962,0.302187777877879,0.771347892486002,0.920259872727923,-7.78151350887152
"ACLY","shGFP_rapamycin_minus_shGFP_vehicle",-1.47490119934082,14.0748464796278,-36.6075110365932,3.27094077042036e-09,2.60693979402503e-06,12.0757649192138
"ACMSD","shGFP_rapamycin_minus_shGFP_vehicle",0,4.85930967330933,0,1,1,-7.8333186437197
"ACO1","shGFP_rapamycin_minus_shGFP_vehicle",-0.0269883473714252,13.1369642681546,-0.918896108198714,0.388914820243903,0.634524281953717,-7.37830214045192
