gene,mean,median,max,count
TYW1,0.14890109028571427,0.0,0.985688528,7
MBIP,0.4522451097272727,0.291266497,0.985478546,11
POLR2K,0.5619814863333333,0.412909523,0.985345919,3
SLC37A1,0.20830694233333336,0.06132,0.985289583,9
CDPF1,0.2899664125,0.2018825665,0.985236687,6
MAF1,0.6889747580000001,0.6974351575,0.98513382,6
GARNL3,0.18181119022727274,0.080359,0.98512139,22
GJC1,0.2600601182222222,0.126922456,0.985061998,9
DTYMK,0.8232972601428571,0.9381726,0.98459,7
TCTN1,0.22801783471844828,0.187487379,0.984515,29
MFN2,0.6564415663333333,0.702356897,0.984417111,6
JMJD6,0.34140635275000003,0.298956922,0.984314223,8
CACTIN,0.3356484509,0.23611756550000002,0.984111116,10
SDHA,0.35063344195,0.3083662325,0.983836777,20
ENOPH1,0.5305581194,0.703269807,0.983722624,5
GNB2,0.3596066983846154,0.392440199,0.983707169,13
CBX5,0.46435515699999996,0.4944929255,0.98355597,6
TMEM39B,0.25178410255555556,0.101063,0.983542105,9
SLC39A3,0.7638930525,0.8511902554999999,0.983509961,6
UNG,0.3908726198,0.117798401,0.983239204,5
RAD21,0.2940879225,0.2132774235,0.983149514,10
TMED4,0.38625352199999996,0.296441832,0.983142856,5
MLF2,0.5212780353636364,0.605549873,0.982900744,11
NUCKS1,0.669750903,0.669750903,0.982881229,2
NAA20,0.518785677,0.320546748,0.982670164,7
RALGAPA2,0.27733479916666665,0.011951706,0.982582883,6
ZNF45,0.5551915306666667,0.549024693,0.982327341,6
PCID2,0.2686237665625,0.1702058815,0.98182899,16
ZNF184,0.713654853,0.713654853,0.981561097,2
TRMT61A,0.4907524825,0.4907524825,0.981504965,2
STAG3L4,0.716379631,0.700923414,0.981451738,3
TMEM50B,0.24509780320000002,0.147634874,0.981172855,20
RBM33,0.2417020061,0.135780368,0.981004859,10
PIEZO1,0.40031466413333333,0.455381432,0.980996331,15
SPCS3,0.4395558395,0.38863034399999996,0.98096267,4
CDCA5,0.2868896535,0.0575455,0.980944577,10
CCNDBP1,0.3534949299333333,0.269947972,0.980931915,15
FGFR1OP,0.41471415242857146,0.298484768,0.980925345,7
NUDT12,0.54586004725,0.5670593835,0.980914922,4
BACH1,0.19659756507692305,0.073151163,0.980835,13
FABP3,0.374214263,0.223193235,0.980789347,4
FOXB1,0.337851463,0.0328359,0.980718489,3
CACNB3,0.15501795479166666,0.0726504375,0.980694313,24
PDCL3,0.5308523743333333,0.414214586,0.980643663,3
AREL1,0.3219830199411765,0.338838932,0.98053183,17
ALS2,0.4084340190833333,0.375272121,0.98046632,12
HYPK,0.3883366053333333,0.3313024995,0.98041,6
LUM,0.890900684,0.853221089,0.980286452,3
CSNK1A1,0.56441823375,0.620293656,0.980282288,12
ANAPC16,0.6136842983999999,0.664780529,0.979955685,5
TMEM63B,0.40805212840000005,0.304465775,0.979798552,10
CCNT2,0.43760708299999995,0.419583893,0.979772682,10
JAGN1,0.4568956223333333,0.390999254,0.979687613,3
OVCA2,0.979682051,0.979682051,0.979682051,1
RALGAPA1,0.26107169894444443,0.1576555,0.979548482,18
CLPX,0.5880192805,0.632100077,0.979484798,6
RBPJ,0.1887896753548387,0.090585765,0.97947,31
NCK2,0.40314070183333334,0.29627885449999997,0.979448082,6
ADNP,0.46569357499999997,0.438331467,0.979246896,6
UCHL5,0.5377822334615384,0.600867462,0.979115367,13
PLCE1,0.26138383740000004,0.068335988,0.978834865,5
RAB7A,0.298031208375,0.183738697,0.978745316,8
AZIN1,0.3696124701,0.2903643645,0.978711981,10
WTIP,0.5918997515,0.5918997515,0.978525206,2
MED13L,0.34486044790000003,0.23436499649999998,0.978507863,10
ALAD,0.36815659288888886,0.222676923,0.978338503,9
MAT2B,0.307796288875,0.1746395805,0.978250181,8
NMNAT1,0.5096810416,0.581472515,0.978228549,5
ATRIP,0.6757833776666667,0.796791716,0.978036917,3
MT-ND1,0.97803433,0.97803433,0.97803433,1
IPPK,0.817614882,0.837188765,0.977567882,3
NOP10,0.7561717075000001,0.7561717075000001,0.977548415,2
SFXN5,0.21335025045454545,0.0926236315,0.977481459,22
ADPRHL2,0.977420986,0.977420986,0.977420986,1
FIBIN,0.977374151,0.977374151,0.977374151,1
UBN2,0.2944530065,0.1002249185,0.977362189,4
NIT1,0.444746266125,0.47099129149999996,0.97727011,16
SLC10A7,0.311248998,0.119458,0.977219104,9
PHF2,0.3257256686666667,0.0,0.977177006,3
RPE,0.4172106991875,0.29344483050000003,0.977152284,16
CCZ1,0.235224825,0.142506133,0.976771918,7
ARHGEF18,0.469507998,0.654236698,0.976675377,5
WHSC1,0.29388793745017777,0.229076016,0.976573592,27
ABCA5,0.26079414770392856,0.156537943,0.97642,14
ELP4,0.46428833350000004,0.374729654,0.976400205,4
COQ6,0.22326314013043477,0.111552958,0.976322983,23
AASS,0.3988736494285714,0.276192484,0.976193782,7
ASH1L,0.3383307045714286,0.14144726,0.97618813,7
RPP30,0.5967816615999999,0.6375726685,0.976171685,10
BAG5,0.5656521972499999,0.643220366,0.976168057,4
YEATS2,0.4753400291666667,0.370472584,0.975881636,6
BMS1P22,0.4147783526666666,0.268614898,0.97572016,3
ZFP62,0.437155862,0.365177557,0.975571179,7
PSMD11,0.47944544890909085,0.316577725,0.975475965,11
SLTM,0.3434196200384615,0.264831616,0.975325528,26
STXBP1,0.22024599,0.182545991,0.975301345,13
ZDHHC6,0.6042161324,0.554320998,0.975191897,5
ZNF629,0.975111595,0.975111595,0.975111595,1
NPIPA3,0.16250522933333333,0.0,0.975031376,6
NPIPA2,0.35027345866666665,0.075789,0.975031376,3
SMG1P3,0.336608139,0.2099635895,0.974470444,6
LPAR1,0.43858120520000005,0.351343225,0.974447528,5
N4BP2,0.49163244375000004,0.40211125200000003,0.974399075,4
AGO3,0.5199400126666667,0.44877037399999997,0.973946495,6
TSEN2,0.3174360916363636,0.30764863,0.973771773,11
PRDM16,0.19934257560000002,0.10423625,0.97374,10
GTPBP10,0.30542811266666664,0.15932867350000002,0.973716445,12
EP400,0.34721661677777776,0.281006287,0.973375904,9
PNN,0.35560269083333335,0.16033507149999998,0.973348239,6
MAPKAPK2,0.5774414765,0.522404951,0.973289861,4
SLC25A20,0.2992052735,0.11180605599999999,0.973208982,4
RBM5,0.4899726767692308,0.503461642,0.97305,26
ANXA11,0.37108400220000004,0.2746024395,0.972963416,10
ZFYVE9,0.4726499198,0.486682595,0.972762962,5
DPAGT1,0.3543241592142857,0.32240036250000004,0.972675901,14
EMC2,0.30918421599999996,0.269841241,0.972656747,7
LDLRAD3,0.2081279431666667,0.0493005,0.972623191,6
RDH11,0.45558394472727276,0.40052799,0.972620783,11
SLC25A38,0.6355234955,0.6355234955,0.97224291,2
CCDC64,0.2637252456363636,0.233672,0.972161028,11
SLC52A2,0.3678802063076923,0.266520189,0.971957339,13
DGKE,0.4605870653333333,0.402300758,0.971843876,6
KCTD6,0.40973557683333334,0.344198577,0.971817203,6
SPAG9,0.3005688649090909,0.18139913600000002,0.971692896,22
TMEM184B,0.3341600876363637,0.240736254,0.971638694,11
DCAF6,0.3711679049166667,0.2512996905,0.971604778,12
BNIP1,0.3469896944,0.285717979,0.971558909,5
TEX264,0.316308783625,0.274413072,0.971506655,16
GRTP1,0.6913925454000001,0.51818881,0.971360765,5
JOSD2,0.5582226455,0.5658185285,0.971332849,6
RRP8,0.6099228113999999,0.597272467,0.971038396,5
PHLPP2,0.30326197842857144,0.263011579,0.97078611,7
CACNA2D2,0.228563914625,0.07321525,0.97077,8
TPMT,0.969678554,0.969678554,0.969678554,1
SERGEF,0.26638925939130437,0.159656678,0.969435279,23
DALRD3,0.24795194373333332,0.153901,0.969327191,15
PPP1CA,0.3163391146363636,0.222806728,0.969264928,11
ESX1,0.96921,0.96921,0.96921,1
BCL2L2-PABPN1,0.5465358016666667,0.54147014,0.969126315,3
PDIK1L,0.403816718,0.32320432200000004,0.968858228,4
PDE5A,0.2995099715833333,0.1919118385,0.968667522,12
MIOS,0.4534015596666667,0.379556184,0.968638728,9
ZW10,0.4436671366666667,0.362396675,0.968604735,3
NRGN,0.843359785,0.843359785,0.968575271,2
MSL3,0.27625884164705883,0.197598784,0.968401125,17
MAN1B1,0.36686742024999996,0.1897529,0.96839,16
PYGO2,0.47700855766666667,0.462680712,0.968344961,3
RPL12P16,0.968132121,0.968132121,0.968132121,1
MT-ATP8,0.967971945,0.967971945,0.967971945,1
EHD3,0.7661763765,0.7661763765,0.967846986,2
VKORC1L1,0.952585738,0.952585738,0.967465233,2
HADH,0.44595609469999997,0.380278715,0.967449248,10
MLXIP,0.21741862372727272,0.137460757,0.967330407,22
USP18,0.967287558,0.967287558,0.967287558,1
BLZF1,0.5430883717999999,0.603451954,0.967023306,5
MTF1,0.483504027,0.483504027,0.967008054,2
LOXL3,0.1776761966,0.06334590400000001,0.967003419,10
ZNF33B,0.41591766525,0.469088422,0.966330759,8
CMTR1,0.6060104761666666,0.6122003575,0.966246969,6
ZBTB7C,0.04960807728571428,0.0,0.96624,28
MSRB1,0.17706656183333333,0.016177134,0.96591177,6
FAM195CP,0.96551,0.96551,0.96551,1
FAM43A,0.965426484,0.965426484,0.965426484,1
MANSC1,0.58270433875,0.5392222285,0.965322647,8
USP27X,0.965104334,0.965104334,0.965104334,1
IVNS1ABP,0.3949921917777778,0.413633414,0.965023264,9
MTFR1L,0.31536165682608697,0.242150615,0.96484866,23
HIST2H2BC,0.964792549,0.964792549,0.964792549,1
NRF1,0.4578830764285714,0.381712476,0.964700534,7
KLHDC2,0.3597914771818182,0.350051744,0.964584973,11
KAT7,0.195829267,0.0,0.964338033,18
HDAC6,0.2809390341111111,0.20084631349999998,0.964242609,36
UBE2FP1,0.964159709,0.964159709,0.964159709,1
ERO1A,0.25125978854545455,0.14211914,0.963907917,11
CDKAL1,0.4320223635,0.341305883,0.963766688,4
ZBTB44,0.33968084572727275,0.263908366,0.963517342,11
MYO18A,0.09848186991666667,2.91e-07,0.963315,24
ADGRA2,0.5749342123333333,0.509562465,0.962983453,3
PPM1N,0.17652059825,0.032954024,0.962702947,8
RAB1B,0.5542930206666666,0.70020362,0.962675442,3
PPP2R1B,0.2741612666666667,0.113518,0.96254623,12
SEC23B,0.51872928425,0.560488774,0.962376464,8
CREG2,0.445025217,0.313765,0.961970102,3
TCF7L2,0.30374498104166664,0.2688762765,0.961884777,24
TMEM164,0.352577607,0.256763826,0.961608092,8
COMMD3-BMI1,0.32286460833333336,0.0193249,0.961558448,6
SETD2,0.34552366075,0.20885267,0.961507722,8
PPP2CB,0.32816815639999997,0.1596760895,0.961407807,10
CLMN,0.252551276,0.0,0.961145,9
SURF1,0.4676017688,0.518218512,0.960935969,10
GPANK1,0.1317385836089706,4.4e-10,0.960795572,68
SLC38A3,0.1834013188888889,0.093781374,0.960792891,9
PPFIA1,0.18807714279166665,0.08832536099999999,0.960437808,24
DZIP1,0.33457582475,0.1937437925,0.960358772,8
NOP9,0.32009316,0.0,0.96027948,3
DSCR4,0.4807046666666666,0.2721345,0.960275,3
LSM11,0.960178818,0.960178818,0.960178818,1
MED12L,0.256726942,0.03140265,0.960057452,9
S1PR1,0.4446914853333333,0.298252878,0.959581578,3
FAM72A,0.226731305125,0.091289202,0.959464358,8
MPHOSPH6,0.46760312175,0.37541123649999997,0.959398871,8
TMEM2,0.26559874215384616,0.211530062,0.95926524,13
SH3D19,0.3632369723076923,0.3225635,0.959188683,13
MDM1,0.2471988916,0.165931908,0.959168047,15
NSUN3,0.244635154,0.1855601815,0.958984915,8
SLC9A1,0.3108461653333333,0.1233460885,0.958685,6
FKBP9,0.24892658485714286,0.22998116549999997,0.958485037,14
MAP2K2,0.3842049639090909,0.39073871,0.958405552,11
ERAL1,0.356771903,0.3784716355,0.958170977,8
KCNJ12,0.47908,0.47908,0.95816,2
NRAS,0.958115336,0.958115336,0.958115336,1
RBBP6,0.42255605623076925,0.446503195,0.958087457,13
BRPF1,0.51683703525,0.5744693325,0.957974462,8
AES,0.3805990625833333,0.364590133,0.957919296,12
RCOR3,0.4139262360625,0.5077720379999999,0.957564111,16
SFMBT1,0.220300072125,0.17194041399999999,0.957331936,8
VGLL3,0.562182439,0.706586262,0.957175335,3
PLEKHA5,0.1664282525625,0.0800866485,0.957017911,16
RBBP8,0.3884068731875,0.529572404,0.956915043,16
MOB1B,0.29821310419999997,0.1851205,0.956862891,5
GOSR1,0.2943218505,0.151737321,0.956832323,14
MBD4,0.3333074836,0.24978713400000002,0.956823013,10
AGPAT4,0.41528664979999996,0.412388413,0.956571294,5
EED,0.33654879618181816,0.235592774,0.956469913,11
VPS37A,0.3814558892727273,0.229015064,0.956344998,11
RPL32P29,0.956232793,0.956232793,0.956232793,1
CDC37L1,0.428342033,0.213324941,0.956147158,3
ZNF33A,0.455074449,0.431755949,0.956060504,8
TSR3,0.918810185,0.918810185,0.956015195,2
TTC39A,0.13269236266666667,4.9e-07,0.956000437,18
TMEM219,0.46743834800000006,0.46312874,0.955978835,9
MOCS1,0.4641547901111111,0.601983743,0.955966994,9
ZNF320,0.3204122853571429,0.2539378035,0.955885262,14
ETFDH,0.370353198625,0.2060769715,0.955874298,8
CUL5,0.3681265051666667,0.17780449999999998,0.955819441,6
SMIM24,0.34686731725,0.21584897349999999,0.955771322,4
APEX2,0.821889784,0.821889784,0.95559014,2
C17orf53,0.5681111243999999,0.54207199,0.955562073,5
MPP3,0.434629727,0.313209115,0.955269345,9
PEX14,0.49957917325,0.521560186,0.955196321,4
LLGL1,0.543728122,0.528469997,0.955176169,3
PSMC2,0.5058405368,0.311917729,0.954926437,5
PRPF6,0.954748829,0.954748829,0.954748829,1
SCYL3,0.564579167,0.698324901,0.954688117,5
MINOS1,0.5564534422,0.590276276,0.954661325,10
ARHGEF16,0.42000002785714285,0.330000133,0.954620351,7
RHBDL3,0.26848236433333333,0.1052007725,0.954605601,6
ZNF747,0.647643408,0.87799503,0.954412694,3
DPP3,0.285022894125,0.1961041205,0.95434635,16
CPD,0.2810194659,0.096648,0.954185139,10
CPEB4,0.3544111379,0.28248201100000003,0.95415155,10
RIC8A,0.31630711552941176,0.277249245,0.954134679,17
STARD4,0.2900310228333333,0.133954801,0.953893115,12
DDX28,0.953580859,0.953580859,0.953580859,1
NPEPPS,0.24638751204,0.123382579,0.953432197,25
RPS27P25,0.6132787500000001,0.6132787500000001,0.95337,2
KIAA0232,0.245653443,0.0,0.953291144,5
HINT3,0.953236712,0.953236712,0.953236712,1
MRPL1,0.3058139346666667,0.1962131085,0.953155785,6
GGA2,0.30071232005882353,0.102820541,0.953108003,17
IPO5,0.17601233782758618,0.0,0.953092268,29
XIAP,0.251023257,0.125454,0.953026898,11
FAM229B,0.768079014,0.768079014,0.952996607,2
SP1,0.63376810575,0.6784150255,0.952899266,4
CHCHD1,0.6920784280000001,0.6920784280000001,0.952870364,2
SKIL,0.2147804395,0.073402,0.952740837,10
TMEM47,0.952696703,0.952696703,0.952696703,1
MMP17,0.3287048609090909,0.2336005,0.95253,11
CACNB4,0.1823831952,0.04986525,0.952276877,10
GPR75,0.952204102,0.952204102,0.952204102,1
SEMA4C,0.4669909403333334,0.4075558955,0.952168415,6
FAR1,0.5406415016666667,0.535948382,0.95204338,6
SRGAP2,0.22089068347058824,0.124534876,0.951984701,17
KIF1BP,0.4502788968,0.33272379,0.951932635,5
AHCYL1,0.4362804555,0.445320478,0.951856121,6
DYNC1I2,0.14832048924,0.0,0.951784965,25
LTN1,0.22361441242857144,0.076672149,0.951772953,7
ZFPM2,0.17971558729999998,0.0821408595,0.951701238,10
HELQ,0.4383796176666666,0.3839766845,0.95159416,6
MLLT6,0.3680629125384615,0.300583029,0.951267524,13
PFDN2,0.7832392475000001,0.7832392475000001,0.951037079,2
PPP3R1,0.625676353,0.721800106,0.95093509,3
ZSCAN25,0.2684240491,0.17986225,0.950841103,10
TBCEL,0.2561573291,0.11767450100000001,0.950375787,10
CTNNBIP1,0.519481458,0.5638885545,0.950148723,4
ANKRD52,0.4080805455,0.3411035375,0.950115107,4
ACOT7,0.193099294,0.00822932,0.949733546,10
GANC,0.27375977715384614,0.22433301,0.949722095,13
CREG1,0.5983718325,0.5983718325,0.949605086,2
COX14,0.441966425,0.31582284299999996,0.949554514,4
SH2B1,0.27946766179375,0.212654375,0.949523865,16
ZRSR1,0.949416137,0.949416137,0.949416137,1
ADNP2,0.202330799,0.00011506,0.949328245,5
DHX38,0.31347121128571426,0.22605175449999998,0.94930655,14
PPTC7,0.474555057,0.474555057,0.949110114,2
DENND1A,0.2856281259230769,0.17968428,0.949063937,13
TPCN2,0.48775335000000003,0.590719139,0.948995905,5
CDK12,0.5201228005,0.562949397,0.948954416,10
ZNF420,0.288119827,0.155037047,0.948777254,9
SRGAP2C,0.322807135,0.0,0.94827741,5
SLITRK5,0.948166345,0.948166345,0.948166345,1
STT3B,0.4853152318571428,0.619895764,0.948151436,7
DENND5A,0.3856685851875,0.339327114,0.948097031,16
GTF2IP9,0.948063048,0.948063048,0.948063048,1
KATNAL1,0.3892979086,0.087903066,0.947765073,5
TRIM32,0.6170574623333334,0.667193023,0.947238151,3
HIST2H2BD,0.947135,0.947135,0.947135,1
PRRC1,0.41760241600000003,0.3688343835,0.947084604,6
ADGRB3,0.299658072,0.0,0.946950067,5
MOCS2,0.33436678880000004,0.2168599685,0.946918001,10
MYBL1,0.37943806283333337,0.314878842,0.946866546,6
STX18,0.4204001763,0.42254482,0.946798896,10
PYCRL,0.343929999,0.194290442,0.94678464,8
LRRC37A3,0.3031085491666667,0.1303220265,0.946733935,12
FOXN2,0.5191327986666666,0.610732381,0.946666015,3
FAM96B,0.40003941950000005,0.322390524,0.946642817,6
GDAP1,0.320448888875,0.2422208045,0.94659,8
NISCH,0.5095759304785714,0.679426237,0.946455435,14
TSSC4,0.3400407077,0.325879998,0.94638429,10
MPP5,0.327527124,0.161739724,0.946315957,7
MAPK4,0.17439690833333332,0.027471425,0.946305,6
TWF1,0.32614753918181816,0.213948245,0.946246227,11
HMHA1,0.0763081424375,0.0,0.946109979,16
DLST,0.3930149135,0.394697857,0.946102612,16
OLFML2B,0.30408849179999997,0.224390874,0.946081585,5
RSF1,0.30690225541666666,0.27722308900000003,0.94602456,12
PDZD4,0.29102394444444446,0.1653715,0.94597,9
EIF2S2,0.945924087,0.945924087,0.945924087,1
NOM1,0.422471527875,0.400401842,0.945837672,8
ACTR8,0.5186194025,0.614220666,0.945472895,6
CGRRF1,0.2677854432222222,0.238942281,0.945394931,9
SMYD4,0.3263872707142857,0.280575386,0.945267181,7
NRBP1,0.3753038732222222,0.37079457,0.945169823,9
SGMS1,0.16307095081818182,0.077827166,0.945150019,11
ERCC6,0.18309520669999998,0.047879269,0.945140201,10
ZNF510,0.2430432855,0.013552257,0.945068628,4
NEIL2,0.28658342814285714,0.292500156,0.944938977,7
TNFRSF11A,0.3030201531666667,0.15307125,0.944815,6
BIN3,0.31319683263636366,0.205685837,0.944632062,11
MTCP1,0.3911795454,0.348570382,0.944480304,5
SPNS1,0.37733361249999997,0.3291447285,0.944450463,12
PAM,0.17837880955555557,0.148655378,0.944305222,27
TMEM97,0.6387982268,0.728255558,0.944052615,5
BTN2A1,0.6417623608571429,0.697938979,0.944030878,7
PMM2,0.22806176022222222,0.147961897,0.943967713,18
DLX1,0.39242251171428577,0.404459687,0.943873897,7
ZNF516,0.363207967,0.2711925,0.943667815,5
CCDC126,0.403060056,0.3623106305,0.9435945,8
FAM3C2,0.943574766,0.943574766,0.943574766,1
RSRC1,0.38285581193333335,0.191310799,0.943397726,15
SIN3A,0.1986163242,0.103124423,0.943298052,15
C2orf74,0.3362301893333333,0.29612174550000003,0.943284317,6
PNPLA3,0.31820535780000003,0.0620615,0.943161401,5
DIDO1,0.2901391653642857,0.129771855,0.943155361,7
BST2,0.37792288300000004,0.190718,0.943050649,3
HIST2H2BE,0.4715198845,0.4715198845,0.943039769,2
LRRC28,0.21790039709090908,0.07019457600000001,0.942943081,22
TMEM102,0.6486797280000001,0.6486797280000001,0.942761456,2
ZNHIT1,0.44316863525,0.33342872349999997,0.942618611,4
TNFAIP8L1,0.32293155933333334,0.026249505,0.942545173,3
SLC10A4,0.94247,0.94247,0.94247,1
GCLM,0.5786275774999999,0.666778193,0.94211217,4
SP140L,0.20794802959999997,0.1350788055,0.94202,10
ERCC8,0.34531054837499997,0.29222046300000004,0.941892991,8
SMG6,0.10778621964999999,0.0,0.94186245,20
SMC2,0.6102457184000001,0.777700056,0.941780396,5
CEP68,0.2644836426,0.124199862,0.941711762,5
PTGR1,0.153516816,0.058147068,0.941396639,9
PIGC,0.3689892651428571,0.235612156,0.941340978,7
CCDC142,0.5607890494444444,0.673686162,0.941272865,9
RRP9,0.941260313,0.941260313,0.941260313,1
POLL,0.4268439920588235,0.492483868,0.941091196,17
KIF23,0.4261491596153846,0.362324714,0.940974389,13
AFF4,0.30286316366666666,0.188663244,0.940962061,9
POLR3F,0.33162423166666666,0.2316062515,0.940906622,6
FAAH,0.5644819218333333,0.571645025,0.940707135,6
COG8,0.5163542981666667,0.5342579585,0.940491868,6
TTI2,0.43295413,0.3543723215,0.940426609,6
RLTPR,0.14231193633333333,0.0305693,0.940397452,12
NPIPA1,0.4531457516666667,0.476657375,0.940354341,9
EIF1,0.7366523578571428,0.757588031,0.940263739,7
EEFSEC,0.374704833,0.238963027,0.940249278,4
COA1,0.2595144397894737,0.176794483,0.940211886,19
CLPB,0.19060596862142856,0.0,0.94014535,14
EIF4EBP2,0.940055327,0.940055327,0.940055327,1
AKAP17A,0.666165907,0.717257245,0.939979263,3
APOLD1,0.3330308606,0.214791,0.939971023,5
RAPGEF6,0.11752255153333334,0.0,0.939543008,15
NUDT7,0.26187004599999997,0.150067497,0.93918384,7
CGGBP1,0.6590034379999999,0.5860039085,0.939159578,6
KLHL22,0.26204394591666663,0.2166156705,0.939145538,12
PRKRA,0.38326369925000003,0.3539366935,0.938834115,12
FAM98C,0.26071159489999995,0.213125833,0.938815096,10
GIT2,0.17888455585000002,0.119175378,0.938721731,20
MYNN,0.5236759544,0.4759322,0.938701989,5
ZFAND3,0.5003371992857143,0.485462562,0.938701809,7
NDUFB6,0.7478633053333333,0.662804023,0.938521317,3
SLK,0.467159308,0.23307,0.938476238,3
CHID1,0.21183935966666667,0.081604282,0.938401742,24
SHMT1,0.35622089190909095,0.311834942,0.938218515,11
ISM1,0.93821,0.93821,0.93821,1
NAB1,0.47466683449999997,0.3832620155,0.938204436,10
TRMT11,0.33933520272727274,0.223428879,0.938167363,11
ZDHHC16,0.3844219835,0.445970846,0.937857344,18
USP45,0.2642562035633077,0.1346685,0.937770186,13
HMGN4,0.468872957,0.468872957,0.937745914,2
CBX4,0.4773327685,0.485794297,0.93774248,4
ERCC6L2,0.580364467875,0.73760293,0.937604999,8
SALL3,0.12247265384615386,0.0070725,0.9376,13
MTRF1,0.4810585224,0.4746174625,0.937211859,10
THAP9,0.3515927966666667,0.221977926,0.937029418,6
ELK1,0.405837994,0.3432220915,0.936907793,4
HSPA5,0.936868995,0.936868995,0.936868995,1
ALDH4A1,0.33447283866666666,0.207198159,0.936804552,6
SUSD1,0.2687788699,0.034751074,0.936800088,10
SMAD1,0.25624325131250003,0.1383281805,0.936760244,16
KIAA1715,0.23279810483333332,0.0,0.936703933,12
NPC1,0.2439665625714286,0.1844128395,0.936698996,14
OAS1,0.18424375399999998,0.147623011,0.936605,11
FECH,0.4047855908,0.2813877105,0.936475,10
ZNF576,0.4274592341428572,0.450247931,0.936084227,7
ANO7,0.18168738499999998,0.0,0.93592,9
ASB7,0.38090805275,0.250478899,0.935714913,4
ATP6AP1,0.24007959799999998,0.10398299999999999,0.935658836,10
TKFC,0.3525984840909091,0.30532897000000003,0.935628755,22
TMED10,0.5067322198571429,0.538062679,0.9355868,7
IFFO1,0.268462724,0.1269031235,0.935443693,12
ZFX,0.38902708865081814,0.359591125,0.935298996,11
CREB1,0.36636255641176474,0.487953095,0.935148984,17
TSPAN9,0.4391554225714286,0.186674006,0.935113124,7
C4orf46,0.473218725246,0.484777454,0.934878721,3
PPP4R1,0.1552022715172414,0.056404,0.934845,29
SMARCAD1,0.508841666375,0.4719377045,0.934798862,8
GORASP1,0.2734772073333333,0.232345963,0.934569173,27
WASF2,0.8743898855000001,0.8743898855000001,0.934533009,2
WASH6P,0.2518487812,0.039298598,0.934480151,15
GTF2A1,0.4926671525,0.398316122,0.934448837,4
RBM48,0.39799983250000004,0.3288320965,0.934335137,4
RAF1,0.40540074866666664,0.296748697,0.933930886,12
PBX3,0.31320563900000004,0.1948468045,0.933897316,12
TMEM184C,0.43022577025,0.34808091799999996,0.933701302,4
ECHS1,0.93356247,0.93356247,0.93356247,1
EXOSC7,0.37871003945454546,0.359196,0.933553275,11
ANAPC7,0.4620025893333333,0.48141580549999996,0.933346507,12
INTS6,0.25294751715,0.1307368545,0.933282662,20
ZNHIT3,0.2105845519333333,0.0671635,0.933195594,15
OXSR1,0.22672817666666667,0.08684164150000001,0.933017805,6
TDRKH,0.22692249333333334,0.071618,0.932837536,15
THEM6,0.44695466033333336,0.3500175,0.932814833,3
KLHL28,0.3347650848571429,0.380934714,0.932743608,7
ACSF3,0.30089635122222225,0.223419256,0.93267378,18
FAAP24,0.347849676,0.239045094,0.932668551,6
PTPN11,0.4600445535,0.4087872815,0.932570651,4
GPATCH8,0.2530891527,0.11505336199999999,0.932552731,10
DDX27,0.5092177717142857,0.327586,0.93245312,7
ZNF30,0.40413737083333334,0.2393174955,0.931904903,6
ZDHHC2,0.54075195825,0.615637051,0.931733731,4
ZNF707,0.16322737887878788,0.077072099,0.93169,33
KIAA1024,0.6507812155,0.6507812155,0.931277931,2
PIGBOS1,0.5737943633333333,0.455364561,0.93094,3
HOMEZ,0.7621619559999999,0.7963899735,0.930934664,4
ATP1B3,0.41023892990000005,0.4875207575,0.930926445,10
ZNF321P,0.6949080345,0.6949080345,0.930910102,2
METTL4,0.3470086813844286,0.457054572,0.930873992,7
FERMT2,0.23607117157142857,0.075175514,0.930855313,14
BCAT1,0.404627169,0.364588885,0.930795793,10
MRPS17,0.8400728534999999,0.8400728534999999,0.930710339,2
KDM6A,0.42362437764285715,0.3487640155,0.930565802,14
MINOS1-NBL1,0.404556783,0.3438343635,0.930558405,4
TATDN2P2,0.930483153,0.930483153,0.930483153,1
ST3GAL6,0.12417612404285715,0.0749413485,0.930409985,28
ARF6,0.930381333,0.930381333,0.930381333,1
VEGFA,0.09621497589655172,6.37e-07,0.930323973,29
CDC42BPB,0.467757777875,0.48999733349999997,0.930253643,8
TAL1,0.17230526016666667,0.0164661,0.930229861,6
STARD3NL,0.47357515699999997,0.494803313,0.930168636,7
MAEA,0.21959660620000002,0.164447395,0.929690095,20
DCTN6,0.2566803335,0.12477170800000001,0.92958004,6
ZNF783,0.277993788,0.143132048,0.929484618,5
CCDC189,0.34879621108333336,0.3380434995,0.929480634,12
ZNF830,0.675714342,0.675714342,0.929452623,2
PLCB1,0.20989820345000001,0.026214842500000002,0.929384702,20
MAB21L1,0.929374003,0.929374003,0.929374003,1
SPATA24,0.30635844685714286,0.175809139,0.928955311,7
SMG1P2,0.928938489,0.928938489,0.928938489,1
ACP6,0.4609488665,0.48141762200000005,0.928892613,10
LDLRAP1,0.2790394327142857,0.2543345,0.928861487,7
SPATA5L1,0.47320677257142857,0.433715425,0.92886098,7
BLOC1S1,0.48530669649999997,0.4022471465,0.928811182,6
DIS3L,0.2422074427857143,0.159612956,0.928395937,14
MON1A,0.39858187475,0.374805985,0.928196528,8
NHLRC3,0.4269072868333333,0.4111802605,0.928188196,6
ANAPC4,0.3709598564545455,0.29481197,0.928104838,11
PLXNA3,0.6099517534444444,0.652735,0.928036979,9
