gene,mean,median,max,count
TPH2,0.12733643416666665,0.0039955,0.686593134,6
SEL1L,0.27993115366666665,0.177156074,0.68655177,6
TADA3,0.3172464035,0.24408192750000002,0.686499789,6
BBC3,0.2944314948333333,0.28655121,0.68634,6
CHKA,0.390804986625,0.435044545,0.68630892,8
TLE1,0.39214987399999995,0.376259029,0.68619822,7
XRN2,0.686179748,0.686179748,0.686179748,1
ACY1,0.33969528763636364,0.403731,0.685987984,11
C7orf73,0.24300541225,0.1430310815,0.685959486,4
BHLHE40,0.47195127200000003,0.567144907,0.685786625,3
AMBRA1,0.171257990421375,0.042173925,0.685660433,12
ABCA7,0.24240564326315792,0.078925681,0.685615529,19
CRYZ,0.31319443728571433,0.289064097,0.685549771,7
COG5,0.2141612337,0.02341305,0.685514461,10
ZNF213,0.22240196166666668,0.223296718,0.68530091,9
NME6,0.27827124115789476,0.27875256,0.685185112,19
DGKQ,0.327686457,0.307210463,0.685058237,5
DET1,0.256223105,0.164908614,0.685047104,7
FEN1,0.5112380376666666,0.471401839,0.685014186,3
PCNXL2,0.20711425317391305,0.163533383,0.685003474,23
C2CD3,0.1382876161,0.061530219500000004,0.684863633,20
DUSP2,0.4095423005,0.4095423005,0.684832101,2
NUDT4P1,0.684585699,0.684585699,0.684585699,1
NUDT4P2,0.684585699,0.684585699,0.684585699,1
COL6A3,0.16035886021428572,0.088964861,0.684576846,14
LRRC49,0.07984046820689655,0.0,0.684542411,29
RAD51B,0.198340267,0.08040749999999999,0.684502805,24
TYW5,0.470144352,0.523422877,0.684242156,5
SLC27A3,0.17667383681481483,0.1469865,0.68422774,27
TMOD3,0.21277900611166667,0.1018387895,0.684164178,12
IGIP,0.684100823,0.684100823,0.684100823,1
ZNF283,0.3191480936666667,0.277498091,0.684070896,9
TMTC2,0.3032137154,0.218675327,0.684020044,5
PACS2,0.26885969992857145,0.247659513,0.683938592,14
BRD9,0.32887139415789474,0.3583715,0.683872547,19
NHSL2,0.25903459433333337,0.058382,0.68371,3
GEMIN8,0.417910342,0.365468375,0.683535005,5
ZMYND11,0.203533984,0.233995032,0.683277569,17
CA13,0.3347705568,0.266269147,0.683232545,5
S100A4,0.2866361255,0.178492232,0.683230007,6
CDK17,0.22940138808333332,0.17070156050000002,0.6831,12
HAUS1,0.3195016453333333,0.2848237605,0.683056508,12
IGFBP4,0.682994584,0.682994584,0.682994584,1
TRIP10,0.298391328,0.296486257,0.682984474,13
SYT2,0.3414169160405,0.3414169160405,0.682833832,2
CPQ,0.11176052322222223,0.0,0.68280012,9
CYP2D6,0.065632842375,0.0,0.682795,16
ARPC1B,0.1458969952857143,0.0768975,0.68273003,21
ACTN1,0.16941251133333332,0.134893959,0.682451536,21
DCLK1,0.24187989425,0.16475275,0.682194679,8
RFX1,0.15802346928571429,0.025041946,0.682161257,7
TBKBP1,0.473801802,0.5015909925,0.682082671,4
SLC39A7,0.30275700015,0.227740015,0.681954346,40
SIAE,0.2659721428333333,0.2430868645,0.681795673,6
CTSC,0.25172059211111114,0.172964326,0.681780886,9
FLNA,0.2317635968031579,0.277510549,0.681753291,19
FBXO8,0.35645370116666664,0.416973485,0.681533696,6
LYRM4,0.2525429018888889,0.106486988,0.681482268,9
CDK7,0.11419540275,0.0,0.681350616,32
PLCD1,0.199943811,0.136162647,0.681332669,9
TTI1,0.21685063883333333,0.1673713185,0.681309812,6
USP13,0.3026192478,0.207996676,0.681283034,5
CPSF1P1,0.681205,0.681205,0.681205,1
KPNA4,0.5192561896666666,0.466120449,0.681202514,3
GALNT12,0.272377617,0.204239987,0.681030494,4
MFSD13A,0.45366932520000003,0.52564409,0.68075525,5
MPG,0.2861210974,0.225633243,0.680726682,5
ACTN2,0.2994398782857143,0.229207,0.680647798,7
TMCC1,0.21696957078571427,0.077921775,0.68037286,14
FAM120B,0.3313485914,0.245562,0.680260465,10
SEZ6L2,0.17986155988888888,0.037449713,0.680067673,9
C1orf56,0.43888323933333334,0.433802962,0.679975922,3
TIMM10B,0.343951467,0.3125145,0.679964032,5
HLCS,0.3215610342857143,0.293368893,0.679937302,7
RFX7,0.4107612043333333,0.552539473,0.67974414,3
EPHA5,0.22116366866666667,0.15733220450000002,0.679733175,6
EVI5L,0.24199037857142858,0.132332641,0.679714238,7
NAB2,0.35233923699999997,0.526436583,0.679515625,5
TIGD2,0.38709559050000003,0.38709559050000003,0.679379111,2
PFKFB4,0.14107905466666668,0.066409354,0.679318696,15
DTNB,0.1270621576,0.0,0.678966106,30
TTBK2,0.160273174875,0.0661435,0.678955512,8
KIAA1841,0.19671602590909093,0.111132,0.678906518,11
GOLGA5,0.4133506736666666,0.419108244,0.678720035,3
COMMD4,0.29670043290639997,0.260438032,0.678669396,25
CNEP1R1,0.2372706517272727,0.126957748,0.678648447,11
ABCB8,0.15828383298636364,0.132277264,0.67860771,22
CYP4F25P,0.67845,0.67845,0.67845,1
ICA1L,0.10112517059090909,0.088716649,0.678402454,22
ZNF71,0.42599185633333336,0.571669964,0.678384953,3
FBXL20,0.3592491678,0.521412819,0.678335429,5
TXNDC11,0.33612290222222224,0.333415087,0.678266033,9
ANAPC15,0.2427765413529412,0.260745768,0.678258493,17
ERGIC2,0.3924454645833333,0.440419487,0.67793814,12
RB1CC1,0.2879029545,0.17023767899999998,0.677841774,10
CALCOCO1,0.19099039431818185,0.148418932,0.677634703,22
KCNA1,0.24557531166666668,0.059119,0.677606935,3
PRPF40B,0.15076476356250001,0.0875704555,0.677203938,16
GEMIN8P4,0.677050683,0.677050683,0.677050683,1
NEK4,0.35066231628285716,0.312275047,0.676689588,7
ACER2,0.676661437,0.676661437,0.676661437,1
PEX1,0.29521830320000003,0.282518183,0.676587904,10
SNRPGP12,0.676195,0.676195,0.676195,1
SYCE1L,0.27183333033333335,0.139304991,0.676195,3
PPEF1,0.16572366055555554,0.062777,0.67591,9
ADAMTS17,0.22652528455555554,0.069848561,0.67578,9
C2CD5,0.15743520066666666,0.0,0.67548592,18
FAM69A,0.3376542208,0.456149269,0.675429076,5
DNM3,0.230346196875,0.22310855,0.675361245,8
PHF12,0.17907064852941176,0.147800226,0.675350978,17
PDAP1,0.4004702968,0.526540172,0.675247694,5
MTMR10,0.13422544151033333,0.1188415355,0.675108921,12
SLC40A1,0.10431256485714287,0.0,0.675087462,7
LGR4,0.32470376733333334,0.2102050055,0.67498492,6
CHI3L2,0.06812207565058824,0.0,0.674983526,17
RGP1,0.6377290185,0.6377290185,0.674909752,2
C7orf31,0.2192254782,0.205929456,0.67482551,5
GRAMD1C,0.17578362126666666,0.102433407,0.674558423,15
TCP10L,0.27254575000000003,0.2078465,0.67449,4
ATP5S,0.3538623519090909,0.328425881,0.674432731,11
CLOCK,0.22279395,0.178997224,0.674389574,11
TCEA2,0.257299316,0.136742,0.674316831,17
CACUL1,0.3126841474285714,0.226209229,0.674267931,7
OPN1SW,0.67395016,0.67395016,0.67395016,1
RMDN2,0.07708415633333333,0.0,0.673860987,12
SH2D3A,0.26277000075,0.198714663,0.673705,8
COPRS,0.18291570080000003,0.0,0.673699872,5
NLGN2,0.34260359375,0.3483606465,0.673693082,4
C14orf79,0.323735976,0.31064064,0.673572178,9
HPS5,0.31527371327272724,0.317793111,0.67356885,11
TAF6L,0.290624394875,0.2848343015,0.673534745,8
RIT1,0.4248477333333333,0.537395267,0.673516481,6
MAP2K5,0.2497406335,0.20215824999999998,0.6735,12
SIL1,0.21083164266666668,0.125105747,0.673231052,15
SLC12A5,0.056838993380952385,0.0,0.673155,21
PLOD1,0.326367203,0.269821572,0.672994266,9
IFI27L1,0.22119350933076923,0.134731469,0.672830341,26
ATP6V0E2,0.12255863653846152,0.062608,0.672613579,13
FAM189A1,0.191526169,0.058000115,0.672259285,5
DOCK8,0.05772028447058824,0.0,0.67167,17
BORCS6,0.671644574,0.671644574,0.671644574,1
NIPAL2,0.119261843375,0.0,0.671556186,8
EHMT2,0.11886331559487805,0.04420894,0.671549938,82
FBXO16,0.19665704145454546,0.118790859,0.67153004,11
RWDD3,0.4712548345714286,0.427861195,0.671508818,7
ZNF865,0.3356274775,0.3356274775,0.671254955,2
BCKDHB,0.24271216000000004,0.1833255,0.671251793,6
SRPRA,0.43186761385714284,0.50771151,0.671214048,7
TLCD2,0.3354922896,0.3354922896,0.670984547,2
ZNF337,0.4291730086666667,0.562618987,0.670975274,3
ARHGAP21,0.18852105829411764,0.151879237,0.670918709,17
THAP6,0.29611181153846156,0.365359163,0.670665238,13
CPLX1,0.16763772249999997,2.945e-06,0.670545,4
RAPGEF5,0.056625747166666664,0.0,0.670452816,12
SECISBP2L,0.07308815299999999,0.0,0.670436363,11
TRIM52,0.3647506538333333,0.4055028125,0.670423238,6
CHRFAM7A,0.20152774010000002,0.0121199685,0.670177372,10
FAM157A,0.670025858,0.670025858,0.670025858,1
RNF146,0.279508452,0.279819813,0.669947287,15
IBTK,0.23263512930000002,0.15797779950000002,0.66990899,10
FGF11,0.3785928666666667,0.4348114945,0.669840498,6
PRKAA1,0.3663757348888889,0.411628162,0.669835719,9
USP3,0.1480217629047619,0.01970415,0.669823006,21
NEUROG2,0.669775,0.669775,0.669775,1
TBC1D3B,0.192685677,0.0,0.66968539,8
HIVEP3,0.2815419297142857,0.289067008,0.669685,7
RASSF1,0.1350141852,0.032635,0.669495945,10
EPAS1,0.1740258324,0.0356348045,0.669469294,10
C15orf38-AP3S2,0.18230256174999998,0.0299925,0.669225247,4
DOCK4,0.11523163964705883,0.0,0.669158312,17
NBPF8,0.669067374,0.669067374,0.669067374,1
CDHR1,0.2700153571428571,0.170001,0.66905,7
ZSCAN23,0.38801450433333334,0.299729944,0.669036874,3
TMEM126B,0.3983624874545455,0.40935749,0.66886144,11
SENP3-EIF4A1,0.668845349,0.668845349,0.668845349,1
SNAI2,0.4156156085,0.4156156085,0.668624217,2
TMEM110-MUSTN1,0.22281537433333332,0.0,0.668446123,3
GINM1,0.4024127745,0.4024127745,0.668413365,2
ICA1,0.0835028978888889,0.0,0.668360551,18
ENTPD4,0.2656115447272727,0.266035201,0.66834972,11
KDELR2,0.2975059993333333,0.2378222505,0.668189338,6
TMEM63A,0.3372664596666667,0.331636853,0.668100809,9
ZNF524,0.27771470833333334,0.1650546,0.668089525,3
ARL3,0.668068627,0.668068627,0.668068627,1
ZNF414,0.25069306466666663,0.0679055,0.667672391,9
ZNF613,0.27934296025,0.2280159925,0.667629668,8
SMCHD1,0.2428417823076923,0.291750846,0.667627492,13
SENP7,0.405824262125,0.3683936465,0.667386383,8
RLN2,0.41281875,0.41281875,0.66725,2
CCSER2,0.1973382762,0.1058407445,0.667178465,10
RALY,0.3083428074,0.3213501485,0.666760732,10
TTC8,0.15361914570588234,0.063856591,0.6666849,17
ARID4A,0.21837159332636363,0.1829855,0.666650192,11
USH1C,0.11010104545454545,0.0,0.666575,11
ZNF488,0.5789372025,0.5789372025,0.66657,2
GNGT1,0.2404980328,0.0602805,0.666546158,5
CEP128,0.1397171596875,0.0,0.666453503,16
CPM,0.18277837646153847,0.149746669,0.666440686,13
SPTBN4,0.09326425557142858,0.01333595,0.666335718,14
GPC1,0.2184924011111111,0.1454705,0.666330601,9
LMNA,0.10946428936000001,0.0,0.666223024,25
TFEB,0.08358313741176471,0.0,0.666215,17
ZNF460,0.521872027,0.545192439,0.666102527,3
PPP1R12A,0.19744693038095237,0.107476422,0.666087557,21
ZFP2,0.1910823824,0.081612337,0.665596299,5
SLC35A1,0.23654187200000001,0.2502106925,0.665467205,6
ATAD2,0.25940490575,0.18412709300000002,0.665098173,8
BRD4,0.256116968,0.232077977,0.665086551,12
KAT5,0.175399631,0.078379272,0.66507295,17
SNRPEP4,0.664965826,0.664965826,0.664965826,1
SPIRE2,0.2566616341,0.2123512545,0.664885,10
FSIP2,0.1976705475727157,0.071699626,0.664866102,7
AOC3,0.23284048985714284,0.2385715,0.66475,7
ZNF212,0.24720527520000002,0.226133198,0.664620357,5
FKBP2,0.36540495916666665,0.3803165965,0.664535571,6
WDR24,0.6175339853333334,0.659380039,0.664297153,3
IPP,0.47034098074999997,0.4606130385,0.664274972,4
TTLL5,0.22296364913636363,0.1664673545,0.664182776,22
BMF,0.0935565707,0.0210538655,0.66418,10
PRR11,0.25353277811111113,0.128729597,0.664133909,9
DCPS,0.3002978416666667,0.169923,0.664127234,3
KLHL7,0.21968621061538463,0.172279834,0.66404531,13
ZNF256,0.6543937449999999,0.6543937449999999,0.663885369,2
MTMR14,0.2686857957857143,0.2051962505,0.663793242,14
DAGLB,0.1405167531,0.100791779,0.663685513,10
SCAPER,0.10204791560869565,0.0,0.663676859,23
NPIPP1,0.4367568296666667,0.646627851,0.663642638,3
FAM32A,0.42439087220000005,0.416447436,0.663599225,5
CENPBD1,0.3317393035,0.3317393035,0.663478607,2
FAM187A,0.4479124455,0.4479124455,0.663304005,2
ZNF84,0.188743679875,0.1288392365,0.662949714,16
SCN1B,0.27996677540000003,0.251651214,0.662862357,5
MESDC2,0.22631295328571427,0.191303672,0.662714414,7
COG1,0.2341793559,0.22517804349999998,0.66254031,10
PDIA2,0.1567812857142857,0.0,0.662045,7
PRAC2,0.418435,0.418435,0.661905,2
BSPRY,0.3308275,0.3308275,0.661655,2
MEX3C,0.229053841,0.117951427,0.661483964,4
CAPZA2,0.1967758857142857,0.0962288275,0.661430421,14
ARID5A,0.22772297649999998,0.1703565675,0.661343223,6
FXR1,0.2543742000645455,0.258349519,0.66116827,22
ZDHHC14,0.17953054244444444,0.095040802,0.661018891,9
UHRF1BP1L,0.2412820799,0.173208496,0.660853503,10
ADGRV1,0.16201744863636364,0.04311255,0.660795,11
TMEM145,0.2475775108,0.226146849,0.660618925,5
VWA1,0.37016090625,0.28548195499999995,0.660487215,4
ZNF350,0.22930100033333334,0.187706253,0.660375331,9
SDHAF4,0.4909387435,0.4909387435,0.660340497,2
TAF10,0.4398801066,0.504957431,0.660252334,5
OARD1,0.272632993375,0.300218078,0.660150903,16
GJB7,0.26864508375,0.20723895,0.660102435,4
ZNF583,0.23249312625,0.1251710385,0.659770905,8
WBP1LP2,0.659760749,0.659760749,0.659760749,1
MELK,0.2871961727142857,0.28187865199999995,0.65966552,14
FAS,0.18311840584210526,0.1626475,0.659598797,19
FAM231D,0.659296715,0.659296715,0.659296715,1
MEIS1,0.18799516370588235,0.060692204,0.659192385,17
SLC35A3,0.26790672825,0.251288801,0.659165113,8
PLEKHA3,0.458322984,0.417664427,0.659055913,4
DOCK9,0.18242616152941177,0.147348,0.65862,17
SLC35E1,0.2843104701818182,0.146190774,0.658395275,11
IGLON5,0.658242065,0.658242065,0.658242065,1
ZNF225,0.27378954250000004,0.2036954215,0.658197262,6
KCNG1,0.34712954149999997,0.30770725,0.658055,6
NEDD8-MDP1,0.22599099275,0.1230394855,0.657885,4
KCTD10,0.16478871374999998,0.019328856,0.657807446,16
RRAS2,0.26650014175,0.18291013150000002,0.657656535,12
NCKAP1,0.2850342785,0.336558276,0.657586835,8
GPLD1,0.16006025933333334,0.046538425,0.657274342,6
ZNF343,0.26626170775,0.1457849745,0.657107063,8
CCM2,0.15066479848,0.168285524,0.657020341,19
HIPK3,0.3613558151666667,0.4556698945,0.656802886,6
SKIDA1,0.35689093899999996,0.414016934,0.656655883,3
KLF11,0.2456184925,0.208807962,0.656410698,6
AURKC,0.12014831475,0.029744205000000003,0.656402427,8
ANAPC13,0.3831852101666667,0.38021599699999997,0.656220631,6
EIF3EP1,0.656211673,0.656211673,0.656211673,1
CRADD,0.08476933708333334,0.0,0.656157171,12
ZBTB1,0.3376715446666667,0.4018948535,0.656031475,6
TRAM1L1,0.656010442,0.656010442,0.656010442,1
TOM1,0.18772352368421052,0.122746497,0.655968136,19
ARHGAP31,0.32778701099999996,0.32778701099999996,0.655573816,2
GPR180,0.655571298,0.655571298,0.655571298,1
COLGALT2,0.24383853875,0.159944212,0.655465731,4
TRPV4,0.160911653125,0.0730786125,0.65531,8
PIGX,0.3442468573333333,0.461443545,0.65531,9
TJP2,0.1853438233636364,0.117305,0.65500556,11
CDK2AP2,0.36816154,0.376070235,0.654792817,5
CNPPD1,0.28018107825,0.233124686,0.654474941,4
GATB,0.18441347700000002,0.137976549,0.654387941,14
SOWAHC,0.654296606,0.654296606,0.654296606,1
NMRAL1,0.22521801,0.20248324550000002,0.654215,20
MFSD11,0.19936113045,0.0937167805,0.65419883,20
TIMM10,0.5246671786666667,0.53648888,0.654042757,3
FAM160A2,0.4152580488,0.532206462,0.653942952,5
DLG5,0.1936459869909091,0.07398533,0.653932787,11
CYSRT1,0.653915664,0.653915664,0.653915664,1
MAP3K12,0.20216888181818182,0.093784183,0.653906185,11
OPRD1,0.326941786,0.326941786,0.653883572,2
OSGEPL1,0.331789054,0.30103662200000003,0.653832123,8
FAM124A,0.24908507659999998,0.034639156,0.65381217,5
OSGIN2,0.5389291556666667,0.57100608,0.653779736,3
VTI1B,0.3052000658333333,0.2297936185,0.653538612,6
ZNF609,0.189286478,0.0518292435,0.653487425,4
INVS,0.35813860657142854,0.436650807,0.653369545,7
POT1,0.22144539842105262,0.118624618,0.653171321,19
ZNF736,0.244710349125,0.15380068000000002,0.653165108,8
TRNT1,0.22051742900000001,0.220213788,0.652911454,11
C19orf38,0.2922332383333333,0.223980686,0.652719029,3
KCNAB3,0.38577570266666666,0.40712869649999994,0.652388535,6
LEMD2,0.20759145914285715,0.091879729,0.652377336,14
SNN,0.652372571,0.652372571,0.652372571,1
CD151,0.22583516638095236,0.224680881,0.652326448,21
C2CD2L,0.2290875523,0.12303159649999999,0.652290158,10
RNF141,0.292589467,0.1174699,0.652136095,5
PAPD7,0.26657667183333333,0.22694153099999997,0.65210373,6
ASPRV1,0.652100472,0.652100472,0.652100472,1
PTEN,0.37998412628571426,0.416656529,0.652000878,7
TRIM6,0.1275758203846154,0.082243246,0.651947314,13
TNFSF10,0.13302041666666667,0.03374975,0.651931587,6
ZC3HAV1L,0.651919935,0.651919935,0.651919935,1
SAC3D1,0.2803924177142857,0.3133415,0.651685,7
PITPNC1,0.26836538114285713,0.113917809,0.65160491,7
TCEAL4,0.2677236929230769,0.244140394,0.651567738,13
RAB31,0.13091187516666666,0.0,0.651508939,12
MAP3K4,0.2304439101875,0.11996157399999999,0.651188343,16
FAM173A,0.225513067875,0.142874528,0.651185,8
XYLT2,0.3301681875714286,0.294777819,0.651030852,7
NDUFA4L2,0.11989581985714286,0.02887275,0.650845,7
RFX2,0.14690627908333334,0.0321930425,0.650845,24
PPP1R35,0.3632178626,0.527536682,0.65084138,5
MT-ND4L,0.650723685,0.650723685,0.650723685,1
USP31,0.345729902,0.259032106,0.6504971,3
YES1,0.2199495864,0.079550508,0.65049681,5
FAM89B,0.5810549706666667,0.607409646,0.6504351,3
C6orf203,0.471440382,0.457244624,0.650214227,4
CEP41,0.20612559536842104,0.145411801,0.649842052,19
CFAP97,0.22329646379999998,0.207968239,0.649764567,5
PGAP3,0.1460532538333333,0.0370265,0.649718275,12
GFPT1,0.22771404650000002,0.11080399199999999,0.649595016,4
TMEM107,0.18389147711111112,0.094134,0.64958725,9
ILK,0.1573914922629375,0.0958169995,0.649509153,16
MSANTD4,0.34064339116666664,0.3610921295,0.649407108,6
ZNF829,0.31020634675000003,0.2958227765,0.649179834,4
FIBP,0.26640262161538464,0.219164862,0.649171088,13
VGLL4,0.10670597566666667,0.0,0.649070575,18
TRIM13,0.247775099,0.199122302,0.648997414,8
RANBP6,0.460317661,0.386708713,0.648985452,3
TMEM167B,0.4891378556666666,0.458816275,0.648980638,3
NANOS1,0.4715506815,0.4715506815,0.648622096,2
BAG2,0.648506878,0.648506878,0.648506878,1
ZNF292,0.1857420002222222,0.112352939,0.648490076,9
IFT46,0.1488329015,0.087910942,0.648489059,12
OSBPL10,0.12071485613777777,0.021939425739999997,0.648462662,18
DBF4,0.281340538,0.2502436335,0.648450109,8
ETV6,0.1463422976,0.0,0.648262982,5
ZNF585A,0.28776426666666666,0.301564091,0.648205152,6
ZNF786,0.4235386003333333,0.622773698,0.647842103,3
ANTXR1,0.16161404957142858,0.082111234,0.647424764,7
KIF13B,0.19507576783333333,0.1309247615,0.647026479,6
USP30,0.2289288194,0.178237839,0.647006198,10
MXD3,0.22331638933333334,0.175106882,0.647002382,9
CAPZB,0.27244077622222224,0.147544125,0.64692125,9
TXNDC9,0.25659838777777777,0.249047,0.646820091,9
SYNRG,0.1509069103,0.045084185,0.646803525,20
MVK,0.20725640085,0.16007973250000002,0.646691196,14
UGGT1,0.281190981,0.187503393,0.646619854,7
EGFLAM,0.09821134363636363,0.04937265,0.646410512,11
FBXO4,0.16660350714285713,0.056619973,0.64632384,7
FAM63B,0.2112039372,0.157604,0.646171522,5
KLRAP1,0.3455413413333333,0.390495308,0.646128716,3
MAP1S,0.17738147971428572,0.131032625,0.645924525,21
EEF2K,0.390961461,0.45898171050000003,0.645882423,4
KIF16B,0.36326655125,0.32571543599999997,0.645855333,4
CCDC74B,0.20876645345454545,0.2413625,0.645558699,11
PIP4K2B,0.42146865600000005,0.588674604,0.645407803,5
ST20-MTHFS,0.47738334849999997,0.47738334849999997,0.645265,2
OR1F1,0.645260191,0.645260191,0.645260191,1
SLC2A6,0.3018989876,0.121486307,0.645242204,10
FUT4,0.645021301,0.645021301,0.645021301,1
CDS2,0.3370446681666667,0.378098037,0.644968529,6
WDHD1,0.437328695,0.601978691,0.644890795,5
TMEM260,0.1600824053125,0.12407889050000001,0.644704917,16
NXT1,0.644669631,0.644669631,0.644669631,1
SP8,0.23444316666666667,0.0587995,0.64453,3
FEZ1,0.11197156073333334,0.0,0.644332918,15
TBC1D9,0.3932843003333333,0.535816699,0.644036202,3
PCGF2,0.2794590945,0.2774811265,0.643917,8
POFUT1,0.2088987716,0.160898387,0.643820106,5
PRCP,0.09062694031578947,0.0,0.643810347,19
CRIPAK,0.643800603,0.643800603,0.643800603,1
KHNYN,0.3389664881666667,0.37560588500000003,0.643696336,6
HMGN2P3,0.643665,0.643665,0.643665,1
CRYGD,0.643515,0.643515,0.643515,1
CCT6P1,0.4284154233333333,0.511568549,0.643441459,3
POU6F1,0.3098221965555556,0.389668699,0.643419002,9
NFS1,0.20858286285714286,0.129606014,0.643278555,14
NCOA3,0.3051239902,0.208806086,0.643186758,5
DOCK1,0.20005460266666666,0.099753251,0.643140252,6
RIC8B,0.19851242816666667,0.104810391,0.64313373,12
KIF3B,0.642818706,0.642818706,0.642818706,1
ZNF587B,0.41571044,0.328182643,0.642609677,3
COX19,0.38695151175,0.3846769075,0.64254,4
CDC16,0.30422568763636365,0.336171343,0.6424106,11
ZNF767P,0.28247881199999997,0.279796234,0.641947127,6
C5orf42,0.15510610326666668,0.0,0.641863076,15
VPS41,0.17141581271428571,0.0988504895,0.641750208,14
PEX2,0.38700712333333337,0.40633665350000003,0.641576827,6
PQLC1,0.171669946,0.023621275,0.641548295,14
LMO2,0.12408139916666666,0.0,0.641144395,6
ATN1,0.38049531225,0.411086009,0.640737839,4
SH3YL1,0.10963925844827586,0.067506,0.640734894,29
BAZ1B,0.5018463089999999,0.564179889,0.640625452,3
PHC2,0.28865099675,0.281123159,0.640571343,12
NPAT,0.322434831,0.35174947,0.640538746,6
ESPNL,0.23784587383333333,0.0930115,0.6405,6
YBX1P1,0.640470543,0.640470543,0.640470543,1
ZNF550,0.22964261275,0.186757156,0.640354906,8
DLL3,0.1913627936,0.0,0.640353094,5
HINT2,0.40531808157142857,0.368686497,0.640245,7
ATP5E,0.48709973333333334,0.587131999,0.640235753,3
PCBD2,0.31760754825000004,0.22599290900000002,0.639814875,4
WFS1,0.15562455616666668,0.05017925,0.639725604,6
ZNF672,0.12577876442857144,0.0,0.639458392,7
C1orf174,0.381784859,0.397346413,0.639453625,3
DYNC1H1,0.24774537645454545,0.17866047,0.639389391,11
PMVK,0.63908828,0.63908828,0.63908828,1
COG4,0.2081939511142857,0.1489959195,0.638994165,14
TENM3,0.3473085324285714,0.372918444,0.638981112,7
WDR17,0.163109097875,0.061665937500000004,0.63897843,8
RET,0.16780409999999998,0.0,0.638705,5
GMEB2,0.30286668499999997,0.270087033,0.638513022,3
HIVEP1,0.17975186544444444,0.135321034,0.638282598,9
APCDD1,0.17539213166666667,0.09224489500000001,0.63828,6
TGFBRAP1,0.3458659023333333,0.362274813,0.638118517,3
B4GALT5,0.637785586,0.637785586,0.637785586,1
COMMD1,0.193759450125,0.1010905535,0.637771097,8
CACNA2D3,0.17242343724999998,0.104366,0.63767,12
XKR6,0.29455109074999997,0.2439014335,0.637596007,4
MUSTN1,0.36876557050000003,0.36876557050000003,0.63754814,2
SLC35A5,0.40257610442857145,0.511618352,0.637447543,7
FKTN,0.2992306036666667,0.337112668,0.63726707,9
EGR2,0.31466372225,0.310702252,0.637250385,4
ZSWIM4,0.3010971333333334,0.266113486,0.637177914,3
SPTY2D1,0.3151067003333333,0.209913034,0.637164953,3
PIK3CB,0.14282304535714285,0.045173698,0.63715055,14
SOCS5,0.5874780435,0.5874780435,0.637137082,2
NECAB2,0.23606404279999998,0.16892435,0.637120136,5
CDH23,0.11093677621647142,0.032256074999999995,0.63703,14
METTL7A,0.31221423917799995,0.291623658,0.636902203,5
MYCBPAP,0.07932643742857141,0.0018119425,0.636720878,14
KCNC4,0.2524586517142857,0.215031374,0.636579279,7
PTPRK,0.09348192490540909,0.0398483,0.636507268,44
SNCA,0.20322366700000002,0.110289321,0.636490065,13
KMT2A,0.1639923422142857,0.069254654,0.63637226,14
KIF18A,0.231654204,0.1451226755,0.636371465,4
IL17RA,0.4435913525,0.511707197,0.63634448,4
RAD50,0.3374533794444445,0.517970263,0.636048844,9
C14orf142,0.31799784,0.31799784,0.63599568,4
TRIP4,0.104446731,0.02449821,0.635912319,12
ZNF782,0.223143619375,0.21573328549999998,0.635660274,8
SLC35C2,0.3611626422307692,0.401527476,0.635647149,13
CEP131,0.31130115075,0.2406743215,0.635579593,8
CACNB2,0.0821347745625,0.0,0.63509,16
LDB1,0.4216007195,0.5256648564999999,0.635073165,4
MED10,0.363972131,0.254348652,0.634872959,3
GALC,0.085139152875,0.0,0.634783625,16
CABLES2,0.5323543550000001,0.5323543550000001,0.63473,2
UBE2D4,0.2863363743636364,0.288082197,0.634388678,11
ANKRD13A,0.2899643766,0.3298838725,0.634328397,10
C3orf62,0.347714045,0.27063033550000004,0.634177965,4
ING1,0.32583118980000003,0.392480903,0.633925937,5
PNPLA2,0.3281754728571428,0.469258254,0.633886381,7
BAD,0.2441271667142857,0.227265511,0.633862724,7
HIST1H2BN,0.4814948425,0.4633303815,0.633846867,4
ABCA11P,0.35858104999999996,0.350993712,0.633748621,4
EXOC2,0.5116108323333334,0.524859388,0.633710497,3
NYNRIN,0.36205187250000004,0.36205187250000004,0.633709245,2
IL12A,0.1341269315,0.0344615,0.633679392,6
HSPA2,0.24550652633333334,0.102899584,0.633619995,3
SYN2,0.24754591666666667,0.12689025,0.633575,6
FRAT1,0.3167873415,0.3167873415,0.633574683,2
RNF207,0.24341050088888888,0.228294306,0.633367777,9
PLCL1,0.22137256966666666,0.1070338535,0.633340711,6
OR2B6,0.633228949,0.633228949,0.633228949,1
HES7,0.4176277883333333,0.619688365,0.633195,3
RECQL,0.41995069525,0.4814082195,0.633125554,8
SIRT4,0.211034139,0.0,0.633102417,3
COL4A6,0.1389507801,0.0428271005,0.633035966,10
FDX1L,0.267035686,0.229725707,0.632997328,7
SHARPIN,0.35903522039999997,0.4179584595,0.632973937,10
COQ10B,0.343692176,0.27987941699999996,0.632937577,4
NXT2,0.31358890875,0.2713276765,0.632636282,4
MAP3K9,0.1427281727142857,0.0,0.632617191,7
ACOT13,0.40487696100000004,0.4937111,0.632507064,3
DLK2,0.18486717875,0.053559275,0.632350165,4
GATSL2,0.3161463015,0.3161463015,0.632292603,2
