gene,102cell_siSTAT3_minus_siCtrl,102cell_rapamycin_minus_siCtrl,102cell_siSTAT3_minus_rapamycin,103cell_siSTAT3_minus_siCtrl,103cell_rapamycin_minus_siCtrl,103cell_siSTAT3_minus_rapamycin
PSMC4,0.0008053197202855245,-0.011770501233926645,0.012575820954212169,0.015602863873447781,-0.24445564130420738,0.26005850517765516
FNDC8,0.028820549316663724,-0.014080944797772416,0.04290149411443614,0.2077791802813019,0.0685240231636836,0.13925515711761832
CAMKK1,-0.25282375324574513,0.024769137496023497,-0.2775928907417686,-0.17237428964558665,-0.07220953227427573,-0.10016475737131092
FAM50A,-0.05225344768394624,0.06970923750161617,-0.12196268518556241,-0.21899420530926061,-0.18715480293396336,-0.031839402375297254
ACAP1,-0.32310384597292696,0.08161972795611705,-0.404723573929044,-0.2494730126247644,0.42346933826056143,-0.6729423508853258
DERL2,0.18206034963280437,0.3220083569099099,-0.13994800727710555,-0.03502335538188728,-0.08300346579756379,0.04798011041567651
NOX3,-0.02676069004862576,-0.02676069004862576,0.0,0.0,0.0,0.0
ANO8,-0.4723865832889145,-0.19412081329332942,-0.27826576999558505,-0.4881923240389612,-0.04252645573488767,-0.4456658683040735
KDM4B,-0.3074581394740359,-0.19088874922693533,-0.11656939024710056,-0.41774029208180297,-0.12299976191175155,-0.2947405301700514
PANX2,-0.14887415050541153,0.24912816130417603,-0.39800231180958756,-0.2240162934590737,0.040042673133950046,-0.26405896659302375
ICAM3,-0.03199673179664364,-0.10845052995284998,0.07645379815620634,-0.44384544372062606,-0.049312087128708715,-0.39453335659191735
CAMSAP3,-0.6102345867705914,-0.14417213865612188,-0.4660624481144695,-0.0367255672653381,0.06291489984729053,-0.09964046711262863
CTTNBP2,-0.262011179575212,-0.6086414971906664,0.3466303176154544,0.09319685667337385,0.042091459247728835,0.051105397425645016
ACTL6B,0.27737521204836835,0.42835081714131235,-0.150975605092944,0.0,0.09682114322589701,-0.09682114322589701
FAM135B,-0.12946739525095677,-0.1295951086360506,0.00012771338509382293,0.1992154546719958,-0.011091635527288132,0.21030709019928395
CIC,-0.42130850293588384,-0.15949227270025812,-0.2618162302356257,-0.3458291815468124,-0.16759740136003165,-0.17823178018678076
KIF22,-0.06662982390268724,0.14723417656555338,-0.2138640004682406,-0.13629058441198527,-0.005154858214819313,-0.13113572619716596
PRSS22,0.30378292593891343,0.0049552383671140204,0.29882768757179945,0.37702475768956933,0.5303611336492458,-0.15333637595967642
CEACAM1,0.03665781524134776,0.028857836094798917,0.007799979146548841,0.2025782660560363,0.58936546983545,-0.38678720377941367
YTHDC2,-0.026463703051645027,-0.5332875297458779,0.5068238266942329,0.2659035447120637,-0.10122709228685789,0.36713063699892157
TMEM161A,-0.11738623518378599,0.1514764412503542,-0.2688626764341402,-0.3932543486246427,0.01955673753125664,-0.41281108615589934
BCAR1,-0.18044926051539933,-0.047304315987775514,-0.13314494452762382,-0.49464962992735995,-0.28711551447671546,-0.20753411545064449
FOXJ2,-0.10849616810172646,-0.5649659484184775,0.456469780316751,0.07345573143372519,-0.10835744587253693,0.18181317730626212
TNFRSF1A,0.01893570770051234,-0.10957920197321247,0.1285149096737248,0.07764718385629621,-0.015670232213828683,0.09331741607012489
GOLGA5,0.048541921395722554,-0.06579507890687797,0.11433700030260052,0.02766934009557165,-0.011641916081149617,0.039311256176721265
METTL22,-0.4156484473018489,-0.645144303305222,0.22949585600337308,-0.016186464209472007,-0.3607251470665611,0.3445386828570891
CELSR3,-0.10854897840586064,-0.05702557487280302,-0.05152340353305762,-0.3154407183884782,-0.07794780096747989,-0.23749291742099832
PPP2R5B,0.25563387141268157,0.1453928334762642,0.11024103793641737,0.10536859660600273,-0.03381519347487805,0.13918379008088078
PYGM,0.05725184253906207,0.07614822531708731,-0.018896382778025245,-0.2804456332378187,-0.00923887668518475,-0.27120675655263393
BCL3,-0.09287662523147167,0.18872006470160674,-0.2815966899330784,-0.21064927029826386,0.45530048826416847,-0.6659497585624323
