pool,rank,seed,n_cells,n_genes,reconstruction_error,normalized_reconstruction_error,converged_or_max_iter,factor_stability,selection_score,n_source_cells_before_pool_sampling,n_source_donors_before_pool_sampling
high_confidence,2,0,1564,1997,1023.5718383789062,0.5654432773590088,53,0.9999999225139617,0.891638955833723,1564,4
high_confidence,2,1,1564,1997,1023.5718383789062,0.5654432773590088,55,0.9999999225139617,0.891638955833723,1564,4
high_confidence,2,2,1564,1997,1023.5718383789062,0.5654432773590088,55,0.9999999225139617,0.891638955833723,1564,4
high_confidence,2,3,1564,1997,1023.5718383789062,0.5654432773590088,54,0.9999999225139617,0.891638955833723,1564,4
high_confidence,2,4,1564,1997,1023.5718383789062,0.5654432773590088,54,0.9999999225139617,0.891638955833723,1564,4
high_confidence,3,0,1564,1997,995.201904296875,0.5497711300849915,134,0.9999993741512299,0.8935765321927881,1564,4
high_confidence,3,1,1564,1997,995.2019653320312,0.5497711300849915,98,0.9999993741512299,0.8935765321927881,1564,4
high_confidence,3,2,1564,1997,995.201904296875,0.5497711300849915,101,0.9999993741512299,0.8935765321927881,1564,4
high_confidence,3,3,1564,1997,995.201904296875,0.5497711300849915,132,0.9999993741512299,0.8935765321927881,1564,4
high_confidence,3,4,1564,1997,995.201904296875,0.5497711300849915,124,0.9999993741512299,0.8935765321927881,1564,4
high_confidence,4,0,1564,1997,973.578125,0.5378257036209106,109,0.9999995529651642,0.8950803124635444,1564,4
high_confidence,4,1,1564,1997,973.578125,0.5378257036209106,143,0.9999995529651642,0.8950803124635444,1564,4
high_confidence,4,2,1564,1997,973.578125,0.5378257036209106,115,0.9999995529651642,0.8950803124635444,1564,4
high_confidence,4,3,1564,1997,973.578125,0.5378257036209106,125,0.9999995529651642,0.8950803124635444,1564,4
high_confidence,4,4,1564,1997,973.578125,0.5378257036209106,123,0.9999995529651642,0.8950803124635444,1564,4
high_confidence,5,0,1564,1997,962.7354125976562,0.5318359136581421,174,0.9999979734420776,0.8958420117175849,1564,4
high_confidence,5,1,1564,1997,962.7354125976562,0.5318359136581421,155,0.9999979734420776,0.8958420117175849,1564,4
high_confidence,5,2,1564,1997,962.7354736328125,0.5318359732627869,223,0.9999979734420776,0.895842004097201,1564,4
high_confidence,5,3,1564,1997,962.7354736328125,0.5318359732627869,228,0.9999979734420776,0.895842004097201,1564,4
high_confidence,5,4,1564,1997,962.7354736328125,0.5318359732627869,134,0.9999979734420776,0.895842004097201,1564,4
high_confidence,6,0,1564,1997,954.6268310546875,0.5273565649986267,334,0.9458054661750793,0.858481615642281,1564,4
high_confidence,6,1,1564,1997,954.10595703125,0.5270688533782959,182,0.9458054661750793,0.8585186222777722,1564,4
high_confidence,6,2,1564,1997,954.1060180664062,0.5270688533782959,497,0.9458054661750793,0.8585186222777722,1564,4
