pool,candidate_program,known_program,evidence_scope,evidence_level,known_type,overlap_n,overlap_genes,jaccard_top_genes,score_correlation
high_confidence,program_2,HOX_PBX,LAM-shared,supported,gene_set,2,"HOXA10,HOXA9",0.03571428571428571,0.2747996282791768
high_confidence,program_3,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,-0.455450380057374
high_confidence,program_4,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,0.46975244157945767
high_confidence,program_5,HOX_PBX,LAM-shared,supported,gene_set,3,"HOXA10,HOXA9,SIX1",0.05454545454545454,0.1487948633225915
high_confidence,program_1,LAF_niche,microenvironment,supported,gene_set,1,CCL2,0.01694915254237288,-0.25591735632681595
high_confidence,program_2,LAF_niche,microenvironment,supported,gene_set,3,"CCL2,COL1A2,LUM",0.05263157894736842,0.9412631332421069
high_confidence,program_3,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.4932898557746047
high_confidence,program_4,LAF_niche,microenvironment,supported,gene_set,2,"C7,TGFB1",0.034482758620689655,-0.009905699227404125
high_confidence,program_5,LAF_niche,microenvironment,supported,gene_set,0,,0.0,0.15544084527372462
high_confidence,program_1,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,TREM2,0.01694915254237288,-0.3403934740028283
high_confidence,program_2,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,TREM2,0.01694915254237288,-0.5342424011463764
high_confidence,program_3,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,APOE,0.01694915254237288,0.981528992635553
high_confidence,program_4,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,2,"APOE,TREM2",0.034482758620689655,-0.4586947134511553
high_confidence,program_5,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,TREM2,0.01694915254237288,-0.30404607553325197
high_confidence,program_1,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,0.002687075409742795
high_confidence,program_2,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,0.4846333051815253
high_confidence,program_3,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,-0.45719078908454114
high_confidence,program_4,TGFbeta_fibroblast,microenvironment,supported,gene_set,2,"SMAD3,TGFB1",0.03508771929824561,0.2374765282313595
high_confidence,program_5,TGFbeta_fibroblast,microenvironment,supported,gene_set,1,SMAD2,0.017241379310344827,0.21740596809563636
high_confidence,program_1,IL6_AT2_repair,microenvironment,supported,gene_set,2,"GDF15,SFTPA1",0.034482758620689655,0.82061139681991
high_confidence,program_2,IL6_AT2_repair,microenvironment,supported,gene_set,2,"GDF15,SFTPA2",0.034482758620689655,-0.08698197628202922
high_confidence,program_3,IL6_AT2_repair,microenvironment,supported,gene_set,0,,0.0,-0.36309396669652655
high_confidence,program_4,IL6_AT2_repair,microenvironment,supported,gene_set,1,GDF15,0.01694915254237288,-0.10260287388324868
high_confidence,program_5,IL6_AT2_repair,microenvironment,supported,gene_set,2,"GDF15,SFTPA2",0.034482758620689655,0.25387941095123
high_confidence,program_1,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,-0.45498268677030174
high_confidence,program_2,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,0.045215559368313576
high_confidence,program_3,protease_ECM_niche,microenvironment,supported,gene_set,4,"CTSB,CTSK,SERPINA1,TIMP2",0.07017543859649122,0.4073799460708908
high_confidence,program_4,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,-0.03997649323695407
high_confidence,program_5,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,-0.09129619719738462
high_confidence,program_1,hormone_related,LAM-shared,supported,gene_set,0,,0.0,0.059707327605903054
high_confidence,program_2,hormone_related,LAM-shared,supported,gene_set,0,,0.0,0.338663447609589
high_confidence,program_3,hormone_related,LAM-shared,supported,gene_set,0,,0.0,-0.40574215606426933
high_confidence,program_4,hormone_related,LAM-shared,supported,gene_set,1,IGF1R,0.017857142857142856,0.22234693010330203
high_confidence,program_5,hormone_related,LAM-shared,supported,gene_set,0,,0.0,0.18278868125430017
high_confidence,program_1,hypoxia_stress,LAM-shared,supported,gene_set,2,"DDIT4,HSPA1A",0.034482758620689655,0.05703484822366028
high_confidence,program_2,hypoxia_stress,LAM-shared,supported,gene_set,1,EGLN3,0.01694915254237288,0.28995671269887147
high_confidence,program_3,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,-0.07998033798152442
high_confidence,program_4,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,-0.27799803723137
high_confidence,program_5,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,0.49577412166100693
high_confidence,program_1,cell_cycle,LAM-shared,contextual,gene_set,0,,0.0,-0.049143345426086574
high_confidence,program_2,cell_cycle,LAM-shared,contextual,gene_set,0,,0.0,-0.24585206843598145
high_confidence,program_3,cell_cycle,LAM-shared,contextual,gene_set,0,,0.0,0.35130145571672294
high_confidence,program_4,cell_cycle,LAM-shared,contextual,gene_set,1,TOP2A,0.017543859649122806,-0.10671897063468566
high_confidence,program_5,cell_cycle,LAM-shared,contextual,gene_set,0,,0.0,-0.10243761887919363
high_confidence,program_1,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.10366640070230808
high_confidence,program_2,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.15736790718272392
high_confidence,program_3,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,1,CCL14,0.019230769230769232,-0.2790970938668842
high_confidence,program_4,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,0.7170889386931446
high_confidence,program_5,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.03529729784752614
high_confidence,program_1,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,-0.15017884517901198
high_confidence,program_2,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,1,DES,0.017543859649122806,0.15234766911742767
high_confidence,program_3,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,1,DES,0.017543859649122806,-0.5810013920542921
high_confidence,program_4,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,2,"ACTA2,MYH11",0.03571428571428571,0.9036001880140586
high_confidence,program_5,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,-0.05107285915849533
high_confidence,program_1,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,-0.264917514600705
high_confidence,program_2,normal_lung_interstitial,lineage/reference,reference,gene_set,3,"COL1A2,COL6A1,LUM",0.05454545454545454,0.8936988842097352
high_confidence,program_3,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,-0.5084898349266884
high_confidence,program_4,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,0.10812249807953665
high_confidence,program_5,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,0.10190306128641483
broad_lam_like,program_1,CORE1,LAMCORE-specific,established,gene_set,3,"ACTA2,MYH11,TPM2",0.05454545454545454,0.9055920098179853
broad_lam_like,program_2,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.09211793012393879
broad_lam_like,program_3,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.14322816252544135
broad_lam_like,program_4,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,0.23227883981636283
broad_lam_like,program_5,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.37770621987138503
broad_lam_like,program_6,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.15059947581519417
broad_lam_like,program_1,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,0.11340849954694517
broad_lam_like,program_2,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.2361774097310165
broad_lam_like,program_3,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.3082669913419844
broad_lam_like,program_4,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,0.23206982333205345
broad_lam_like,program_5,CORE2,LAMCORE-specific,established,gene_set,1,FIGF,0.017543859649122806,0.21970338941605394
broad_lam_like,program_6,CORE2,LAMCORE-specific,established,gene_set,0,,0.0,-0.15859033986920154
broad_lam_like,program_1,CORE3_identity,LAMCORE-specific,established,structured_model_component,1,ACTA2,0.017857142857142856,0.6555099664745818
broad_lam_like,program_2,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,-0.12723172727322507
broad_lam_like,program_3,CORE3_identity,LAMCORE-specific,established,structured_model_component,1,ESR1,0.017857142857142856,-0.17757062686767416
broad_lam_like,program_4,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,0.2705788455757052
broad_lam_like,program_5,CORE3_identity,LAMCORE-specific,established,structured_model_component,1,FIGF,0.017857142857142856,-0.3173931442085232
broad_lam_like,program_6,CORE3_identity,LAMCORE-specific,established,structured_model_component,0,,0.0,-0.07201434470333386
broad_lam_like,program_1,LAM_myogenic_contractile,LAM-shared,supported,gene_set,4,"ACTA2,MYH11,MYL9,TPM2",0.07407407407407407,0.9168875589634473
broad_lam_like,program_2,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,-0.08420287256661263
broad_lam_like,program_3,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,-0.12935366453006356
broad_lam_like,program_4,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,0.3025150283716249
broad_lam_like,program_5,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,-0.41957598804335333
broad_lam_like,program_6,LAM_myogenic_contractile,LAM-shared,supported,gene_set,0,,0.0,-0.17822438684430217
broad_lam_like,program_1,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,0.37334242734810374
broad_lam_like,program_2,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.15037617082166424
broad_lam_like,program_3,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.25709387497332387
broad_lam_like,program_4,ECM_remodeling,LAM-shared,supported,gene_set,2,"COL1A2,COL6A2",0.03389830508474576,0.7990038292331268
broad_lam_like,program_5,ECM_remodeling,LAM-shared,supported,gene_set,1,FN1,0.016666666666666666,-0.2456458888870965
broad_lam_like,program_6,ECM_remodeling,LAM-shared,supported,gene_set,0,,0.0,-0.1515904759421324
broad_lam_like,program_1,mTOR_translation,TSC-tumor-shared,supported,gene_set,4,"RPLP0,RPS3,RPS6,RPS8",0.07017543859649122,0.28685637249608026
broad_lam_like,program_2,mTOR_translation,TSC-tumor-shared,supported,gene_set,4,"RPLP0,RPS3,RPS6,RPS8",0.07017543859649122,-0.007193838053447283
broad_lam_like,program_3,mTOR_translation,TSC-tumor-shared,supported,gene_set,4,"RPLP0,RPS3,RPS6,RPS8",0.07017543859649122,0.2733121385415883
broad_lam_like,program_4,mTOR_translation,TSC-tumor-shared,supported,gene_set,3,"RPLP0,RPS3,RPS8",0.05172413793103448,0.2412730994370949
broad_lam_like,program_5,mTOR_translation,TSC-tumor-shared,supported,gene_set,1,RPS8,0.016666666666666666,-0.4899184226614883
broad_lam_like,program_6,mTOR_translation,TSC-tumor-shared,supported,gene_set,4,"RPLP0,RPS3,RPS6,RPS8",0.07017543859649122,0.27750169786285683
broad_lam_like,program_1,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.11555903551949893
broad_lam_like,program_2,SLS_stem_like,treatment-associated,supported,gene_set,1,LGR5,0.01694915254237288,0.4818786964194655
broad_lam_like,program_3,SLS_stem_like,treatment-associated,supported,gene_set,1,LGR5,0.01694915254237288,0.10997158107828828
broad_lam_like,program_4,SLS_stem_like,treatment-associated,supported,gene_set,1,DPPA4,0.01694915254237288,0.09457209237888951
broad_lam_like,program_5,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.1718367214974926
broad_lam_like,program_6,SLS_stem_like,treatment-associated,supported,gene_set,0,,0.0,-0.11273239306671723
broad_lam_like,program_1,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,-0.22933640206082176
broad_lam_like,program_2,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,-0.09052746521597445
broad_lam_like,program_3,IS_inflammatory,treatment-associated,supported,gene_set,1,NFKBIA,0.01694915254237288,0.08987726864985696
broad_lam_like,program_4,IS_inflammatory,treatment-associated,supported,gene_set,2,"CCL2,NFKBIA",0.034482758620689655,0.3206379840701663
broad_lam_like,program_5,IS_inflammatory,treatment-associated,supported,gene_set,0,,0.0,-0.10400887134650827
broad_lam_like,program_6,IS_inflammatory,treatment-associated,supported,gene_set,1,NFKBIA,0.01694915254237288,0.23847436925745555
broad_lam_like,program_1,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,-0.10519922290629044
broad_lam_like,program_2,MDK_dormancy_persistence,treatment-associated,supported,gene_set,0,,0.0,0.03157976275195138
broad_lam_like,program_3,MDK_dormancy_persistence,treatment-associated,supported,gene_set,1,JUN,0.01694915254237288,0.05730096710503544
broad_lam_like,program_4,MDK_dormancy_persistence,treatment-associated,supported,gene_set,1,JUN,0.01694915254237288,0.24959542025700987
broad_lam_like,program_5,MDK_dormancy_persistence,treatment-associated,supported,gene_set,1,TXNIP,0.01694915254237288,0.019537575372737287
broad_lam_like,program_6,MDK_dormancy_persistence,treatment-associated,supported,gene_set,1,KLF6,0.01694915254237288,-0.0003428615499947004
broad_lam_like,program_1,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,0.32572050477770653
broad_lam_like,program_2,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,0.2889274704972317
broad_lam_like,program_3,HOX_PBX,LAM-shared,supported,gene_set,1,HOXA10,0.017543859649122806,-0.05722218728451424
broad_lam_like,program_4,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,0.39558956959977337
broad_lam_like,program_5,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,-0.3567182092127099
broad_lam_like,program_6,HOX_PBX,LAM-shared,supported,gene_set,0,,0.0,-0.15438726241704456
broad_lam_like,program_1,LAF_niche,microenvironment,supported,gene_set,0,,0.0,0.18211969433036054
broad_lam_like,program_2,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.16209323582306281
broad_lam_like,program_3,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.22099051649812348
broad_lam_like,program_4,LAF_niche,microenvironment,supported,gene_set,4,"C7,CCL2,COL1A2,LUM",0.07142857142857142,0.927937871567614
broad_lam_like,program_5,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.24619061001491233
broad_lam_like,program_6,LAF_niche,microenvironment,supported,gene_set,0,,0.0,-0.187664526126552
broad_lam_like,program_1,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,C1QB,0.01694915254237288,-0.4463923161883059
broad_lam_like,program_2,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,0,,0.0,-0.32892691468461605
broad_lam_like,program_3,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,C1QB,0.01694915254237288,-0.41776164514417974
broad_lam_like,program_4,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,C1QB,0.01694915254237288,-0.40771091005828375
broad_lam_like,program_5,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,2,"APOE,C1QA",0.034482758620689655,0.9765422314439557
broad_lam_like,program_6,macrophage_TREM2_TYROBP,microenvironment,supported,gene_set,1,C1QB,0.01694915254237288,-0.051519708878361485
broad_lam_like,program_1,TGFbeta_fibroblast,microenvironment,supported,gene_set,1,TGFBR1,0.017241379310344827,0.3522003653825857
broad_lam_like,program_2,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,0.07760270895079757
broad_lam_like,program_3,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,-0.017249958961967543
broad_lam_like,program_4,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,0.5416523932673757
broad_lam_like,program_5,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,-0.3569267335299957
broad_lam_like,program_6,TGFbeta_fibroblast,microenvironment,supported,gene_set,0,,0.0,-0.1282898011014626
broad_lam_like,program_1,IL6_AT2_repair,microenvironment,supported,gene_set,0,,0.0,-0.10350208798128444
broad_lam_like,program_2,IL6_AT2_repair,microenvironment,supported,gene_set,0,,0.0,0.13842555316531488
broad_lam_like,program_3,IL6_AT2_repair,microenvironment,supported,gene_set,1,SFTPA1,0.01694915254237288,0.9416686506675475
broad_lam_like,program_4,IL6_AT2_repair,microenvironment,supported,gene_set,1,SFTPA2,0.01694915254237288,-0.061310537859154794
broad_lam_like,program_5,IL6_AT2_repair,microenvironment,supported,gene_set,0,,0.0,-0.4911559161090638
broad_lam_like,program_6,IL6_AT2_repair,microenvironment,supported,gene_set,2,"CDKN1A,GDF15",0.034482758620689655,-0.20123695331069788
broad_lam_like,program_1,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,-0.2372478383247774
broad_lam_like,program_2,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,-0.37857681231078233
broad_lam_like,program_3,protease_ECM_niche,microenvironment,supported,gene_set,1,SERPINA1,0.016666666666666666,-0.3269196852272367
broad_lam_like,program_4,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,0.07073029660258251
broad_lam_like,program_5,protease_ECM_niche,microenvironment,supported,gene_set,2,"CTSB,SERPINA1",0.03389830508474576,0.6958546161461168
broad_lam_like,program_6,protease_ECM_niche,microenvironment,supported,gene_set,0,,0.0,-0.19380387851616035
broad_lam_like,program_1,hormone_related,LAM-shared,supported,gene_set,0,,0.0,0.24020914433624957
broad_lam_like,program_2,hormone_related,LAM-shared,supported,gene_set,1,IGF1R,0.017857142857142856,0.18227310319220275
broad_lam_like,program_3,hormone_related,LAM-shared,supported,gene_set,2,"ESR1,IGF1R",0.03636363636363636,0.11396993645234582
broad_lam_like,program_4,hormone_related,LAM-shared,supported,gene_set,0,,0.0,0.3415137590885292
broad_lam_like,program_5,hormone_related,LAM-shared,supported,gene_set,0,,0.0,-0.3806386998840552
broad_lam_like,program_6,hormone_related,LAM-shared,supported,gene_set,0,,0.0,-0.13589984224432006
broad_lam_like,program_1,hypoxia_stress,LAM-shared,supported,gene_set,1,ATF3,0.01694915254237288,-0.08926648686488423
broad_lam_like,program_2,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,0.02853080501546307
broad_lam_like,program_3,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,-0.03234034520606135
broad_lam_like,program_4,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,0.30834448421547606
broad_lam_like,program_5,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,-0.07363935519337757
broad_lam_like,program_6,hypoxia_stress,LAM-shared,supported,gene_set,0,,0.0,0.1606348418068388
broad_lam_like,program_1,cell_cycle,LAM-shared,contextual,gene_set,1,MKI67,0.017543859649122806,-0.09284715502148902
broad_lam_like,program_2,cell_cycle,LAM-shared,contextual,gene_set,2,"MKI67,TYMS",0.03571428571428571,-0.005373841812029133
broad_lam_like,program_3,cell_cycle,LAM-shared,contextual,gene_set,1,MKI67,0.017543859649122806,-0.15243896323978637
broad_lam_like,program_4,cell_cycle,LAM-shared,contextual,gene_set,2,"MKI67,TOP2A",0.03571428571428571,-0.14774914319501428
broad_lam_like,program_5,cell_cycle,LAM-shared,contextual,gene_set,1,TYMS,0.017543859649122806,0.3180358633230962
broad_lam_like,program_6,cell_cycle,LAM-shared,contextual,gene_set,1,MKI67,0.017543859649122806,-0.051205465577549694
broad_lam_like,program_1,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,0.35147504674645097
broad_lam_like,program_2,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.007962410675916722
broad_lam_like,program_3,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.03639418531518037
broad_lam_like,program_4,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,0.03725430154968878
broad_lam_like,program_5,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.16289101405073927
broad_lam_like,program_6,biomarker_VEGFD_PMEL_CCL14_MMP8,biomarker,biomarker,gene_set,0,,0.0,-0.0186285891073236
broad_lam_like,program_1,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,4,"ACTA2,MYH11,MYL9,TPM2",0.07407407407407407,0.9168875596676921
broad_lam_like,program_2,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,-0.08420287254707395
broad_lam_like,program_3,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,-0.12935366449604155
broad_lam_like,program_4,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,0.3025150274796032
broad_lam_like,program_5,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,-0.4195759880529717
broad_lam_like,program_6,lineage_uterine_smooth_muscle,lineage/reference,reference,gene_set,0,,0.0,-0.17822438666323212
broad_lam_like,program_1,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,0.24194983096167985
broad_lam_like,program_2,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,-0.1581283511740792
broad_lam_like,program_3,normal_lung_interstitial,lineage/reference,reference,gene_set,1,PI16,0.017543859649122806,-0.23119334009513623
broad_lam_like,program_4,normal_lung_interstitial,lineage/reference,reference,gene_set,3,"COL1A2,LUM,PI16",0.05454545454545454,0.8932129086695474
broad_lam_like,program_5,normal_lung_interstitial,lineage/reference,reference,gene_set,0,,0.0,-0.24088875760238534
broad_lam_like,program_6,normal_lung_interstitial,lineage/reference,reference,gene_set,1,PI16,0.017543859649122806,-0.21919628263340785
unrestricted_lam,program_1,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,0.4390507337025557
unrestricted_lam,program_2,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.07858384456388544
unrestricted_lam,program_3,CORE1,LAMCORE-specific,established,gene_set,0,,0.0,-0.1061993480745292
