pool,donor_id,candidate_program,gene,weight,rank_position,selected_rank,selected_seed,n_cells
high_confidence,LAM1110,program_3,CLEC7A,1.0188050270080566,34,6,0,125
high_confidence,LAM1110,program_3,LEPROTL1,1.0128626823425293,35,6,0,125
high_confidence,LAM1110,program_3,SAT2,1.0101310014724731,36,6,0,125
high_confidence,LAM1110,program_3,COMMD6,0.9923991560935974,37,6,0,125
high_confidence,LAM1110,program_3,TCEB2,0.9858144521713257,38,6,0,125
high_confidence,LAM1110,program_3,ARHGEF1,0.9815651178359985,39,6,0,125
high_confidence,LAM1110,program_3,IL7R,0.9803930521011353,40,6,0,125
high_confidence,LAM1110,program_3,SPI1,0.9729412794113159,41,6,0,125
high_confidence,LAM1110,program_3,VASP,0.964520275592804,42,6,0,125
high_confidence,LAM1110,program_3,PI16,0.9603472352027893,43,6,0,125
high_confidence,LAM1110,program_3,APLP2,0.9574788808822632,44,6,0,125
high_confidence,LAM1110,program_3,VEGFA,0.9538290500640869,45,6,0,125
high_confidence,LAM1110,program_3,UBB,0.9465233683586121,46,6,0,125
high_confidence,LAM1110,program_3,TXN,0.943608283996582,47,6,0,125
high_confidence,LAM1110,program_3,FKBP1A,0.9370042681694031,48,6,0,125
high_confidence,LAM1110,program_3,OST4,0.9174543619155884,49,6,0,125
high_confidence,LAM1110,program_3,SKP1,0.9170967936515808,50,6,0,125
high_confidence,LAM1110,program_4,PI16,2.836353302001953,1,6,0,125
high_confidence,LAM1110,program_4,TXN,2.6234302520751953,2,6,0,125
high_confidence,LAM1110,program_4,CTSK,1.964704990386963,3,6,0,125
high_confidence,LAM1110,program_4,SFTPA1,1.9243346452713013,4,6,0,125
high_confidence,LAM1110,program_4,ATP5J,1.8272091150283813,5,6,0,125
high_confidence,LAM1110,program_4,RPS6,1.601295828819275,6,6,0,125
high_confidence,LAM1110,program_4,TSPAN3,1.59760582447052,7,6,0,125
high_confidence,LAM1110,program_4,FYB,1.588271141052246,8,6,0,125
high_confidence,LAM1110,program_4,ACTA2,1.5504462718963623,9,6,0,125
high_confidence,LAM1110,program_4,HSPB1,1.5440930128097534,10,6,0,125
high_confidence,LAM1110,program_4,C7,1.536576747894287,11,6,0,125
high_confidence,LAM1110,program_4,DPPA4,1.522002100944519,12,6,0,125
high_confidence,LAM1110,program_4,CITED2,1.449252724647522,13,6,0,125
high_confidence,LAM1110,program_4,YPEL5,1.3014988899230957,14,6,0,125
high_confidence,LAM1110,program_4,PTGDS,1.2950533628463745,15,6,0,125
high_confidence,LAM1110,program_4,TYR,1.2914702892303467,16,6,0,125
high_confidence,LAM1110,program_4,NDUFA1,1.2720882892608643,17,6,0,125
high_confidence,LAM1110,program_4,MYL6,1.2433439493179321,18,6,0,125
high_confidence,LAM1110,program_4,EIF5,1.223441481590271,19,6,0,125
high_confidence,LAM1110,program_4,ARPC3,1.180175542831421,20,6,0,125
high_confidence,LAM1110,program_4,HLA-DQA2,1.166483998298645,21,6,0,125
high_confidence,LAM1110,program_4,HLA-DQA1,1.1568166017532349,22,6,0,125
high_confidence,LAM1110,program_4,LDHA,1.1226680278778076,23,6,0,125
high_confidence,LAM1110,program_4,RBM3,1.1152734756469727,24,6,0,125
high_confidence,LAM1110,program_4,COL6A1,1.11080801486969,25,6,0,125
high_confidence,LAM1110,program_4,CLU,1.0781891345977783,26,6,0,125
high_confidence,LAM1110,program_4,CDC37,1.0580644607543945,27,6,0,125
high_confidence,LAM1110,program_4,NDUFA4,1.0454068183898926,28,6,0,125
high_confidence,LAM1110,program_4,YBX1,1.0444121360778809,29,6,0,125
high_confidence,LAM1110,program_4,MGST1,1.0366909503936768,30,6,0,125
high_confidence,LAM1110,program_4,H3F3A,1.0311415195465088,31,6,0,125
high_confidence,LAM1110,program_4,ASAH1,1.0171723365783691,32,6,0,125
high_confidence,LAM1110,program_4,ARL6IP5,1.0103709697723389,33,6,0,125
high_confidence,LAM1110,program_4,CCND3,1.0097836256027222,34,6,0,125
high_confidence,LAM1110,program_4,UBE2D3,0.9985416531562805,35,6,0,125
high_confidence,LAM1110,program_4,CELF2,0.9931429624557495,36,6,0,125
high_confidence,LAM1110,program_4,ZFAND5,0.9778850078582764,37,6,0,125
high_confidence,LAM1110,program_4,YBX3,0.9776281118392944,38,6,0,125
high_confidence,LAM1110,program_4,TUBB4B,0.9763309359550476,39,6,0,125
high_confidence,LAM1110,program_4,JMJD1C,0.9711248278617859,40,6,0,125
high_confidence,LAM1110,program_4,HNRNPA1,0.965031623840332,41,6,0,125
high_confidence,LAM1110,program_4,GDF15,0.9508637189865112,42,6,0,125
high_confidence,LAM1110,program_4,WFDC2,0.9453145265579224,43,6,0,125
high_confidence,LAM1110,program_4,CD3E,0.9435725808143616,44,6,0,125
high_confidence,LAM1110,program_4,ATP6V0C,0.9426949620246887,45,6,0,125
high_confidence,LAM1110,program_4,ACP5,0.9386938810348511,46,6,0,125
high_confidence,LAM1110,program_4,S100A13,0.9377571940422058,47,6,0,125
high_confidence,LAM1110,program_4,DRAM1,0.9375765323638916,48,6,0,125
high_confidence,LAM1110,program_4,SLC25A3,0.9353798627853394,49,6,0,125
high_confidence,LAM1110,program_4,GNG5,0.9272704720497131,50,6,0,125
high_confidence,LAM1110,program_5,HSPB1,3.961188793182373,1,6,0,125
high_confidence,LAM1110,program_5,HSPA1B,3.444347620010376,2,6,0,125
high_confidence,LAM1110,program_5,NANOG,3.4159293174743652,3,6,0,125
high_confidence,LAM1110,program_5,TXN,3.2647039890289307,4,6,0,125
high_confidence,LAM1110,program_5,MYL6,3.226804256439209,5,6,0,125
high_confidence,LAM1110,program_5,H3F3A,3.1115365028381348,6,6,0,125
high_confidence,LAM1110,program_5,TGFBR1,2.9594509601593018,7,6,0,125
high_confidence,LAM1110,program_5,ATP5J,2.6254050731658936,8,6,0,125
high_confidence,LAM1110,program_5,EGLN3,2.585226058959961,9,6,0,125
high_confidence,LAM1110,program_5,ATF3,2.5773496627807617,10,6,0,125
high_confidence,LAM1110,program_5,CFL1,2.5713322162628174,11,6,0,125
high_confidence,LAM1110,program_5,FXYD5,2.500530958175659,12,6,0,125
high_confidence,LAM1110,program_5,TGFBR2,2.490962266921997,13,6,0,125
high_confidence,LAM1110,program_5,MIF,2.481865167617798,14,6,0,125
high_confidence,LAM1110,program_5,YPEL5,2.481605052947998,15,6,0,125
high_confidence,LAM1110,program_5,DDIT4,2.4789812564849854,16,6,0,125
high_confidence,LAM1110,program_5,FYB,2.4707441329956055,17,6,0,125
high_confidence,LAM1110,program_5,ITM2B,2.4249117374420166,18,6,0,125
high_confidence,LAM1110,program_5,TALDO1,2.423779010772705,19,6,0,125
high_confidence,LAM1110,program_5,ALDOA,2.4213974475860596,20,6,0,125
high_confidence,LAM1110,program_5,PRDX5,2.4067797660827637,21,6,0,125
high_confidence,LAM1110,program_5,SFTPD,2.373532295227051,22,6,0,125
high_confidence,LAM1110,program_5,TAGLN2,2.3135359287261963,23,6,0,125
high_confidence,LAM1110,program_5,LDHA,2.2566165924072266,24,6,0,125
high_confidence,LAM1110,program_5,CALM2,2.230194330215454,25,6,0,125
high_confidence,LAM1110,program_5,ACTB,2.2188563346862793,26,6,0,125
