names,scores,logfoldchanges,pvals,pvals_adj
JAZF1,2.6134572,2.1397288,0.008963130706412265,0.3071826017180914
PRRX1,2.5952399,6.4644794,0.009452489297928073,0.321187919436588
RSPO3,2.5941274,2.7243059,0.009483131679176377,0.3220572621112413
LINC00478,2.5905623,3.2600372,0.009581924280452797,0.3242020150937262
HSPB6,2.5875535,6.1219993,0.009666015395718206,0.32600787200908277
ST5,2.5831416,1.7845031,0.009790515219976988,0.3298574802446956
HSPB7,2.5676172,6.2745743,0.01024002077261966,0.34264519324125176
CLTA,2.5665615,0.5114746,0.010271242431742053,0.34332908363571585
ILK,2.565822,1.4387027,0.010293166736544606,0.3438814156783583
ISLR,2.5649116,5.6360655,0.010320207669640478,0.3446040187622951
HBB,2.5617259,1.1977224,0.010415349497531362,0.34669012543350997
BTF3,2.5607715,0.12559026,0.010444005828954358,0.3474623611130233
TMEM55A,2.5461698,2.6379008,0.010891219921258076,0.3595231782923538
CRISPLD2,2.541865,3.534956,0.011026270001581498,0.3626651833113146
ID2,2.5367072,0.8856368,0.011190050129038669,0.3674826312876716
ADH5,2.5274532,1.0783954,0.011489313352874756,0.3748988590498172
HBA2,2.5273583,1.2983835,0.011492415987958653,0.3748988590498172
C1orf21,2.526385,1.2929553,0.011524312740506148,0.37517058403742837
APOE,2.5194128,0.6673876,0.01175507362999561,0.3815126521596486
SLC25A4,2.5148618,1.3876374,0.011907908398087398,0.38490349394163004
VDAC3,2.5100577,1.2754153,0.012071142968883787,0.3886000600419866
RPS6,2.5031173,0.18979217,0.012310476346019481,0.3943129790168423
UCHL1,2.4884524,5.0382214,0.012830040342747569,0.40767389166922996
ZMAT3,2.48545,1.8562876,0.012938778774442281,0.4103100677391241
CXCL12,2.4821124,3.3500237,0.01306060624020672,0.4133500117085703
HOXD11,2.4800012,10.685607,0.0131381941888787,0.4153926471525467
CCSER2,2.478996,1.1817287,0.013175272759475904,0.4160338497771497
LTBP1,2.4779532,4.575427,0.013213848321981624,0.4167499849424585
HAND2,2.4744325,9.448658,0.013344808615680754,0.42046381901073887
DAAM1,2.4681618,1.4325529,0.013580888048591278,0.427267889461535
HIBADH,2.4589584,1.5235426,0.013934073521340493,0.436561722489577
ABCB5,2.4575806,7.423666,0.013987646384623645,0.4376336396366777
GREM1,2.4572709,7.630814,0.013999712988047685,0.4376336396366777
PTN,2.4561772,4.0401583,0.01404238900444644,0.4385371283159078
MMP14,2.4459245,1.8504835,0.014448125380030728,0.44834955157125567
LRRC17,2.4454885,6.344038,0.01446561238802175,0.448673550916737
SERPINH1,2.4441483,1.8240508,0.014519457410080767,0.4501243863202108
SMTN,2.4338512,3.415313,0.014939130084669782,0.4582268720623881
MOXD1,2.4309816,6.147589,0.015057980491153887,0.46102435892403143
PAWR,2.4301472,1.9896379,0.015092692026685743,0.4616029539785149
MLLT11,2.4295466,4.1713285,0.015117717406156053,0.4619246119346444
CD59,2.4281688,0.57295626,0.015175282259195216,0.46346112633993947
GUCY1A3,2.42717,2.2569578,0.01521712413348025,0.46451620970643426
SYNM,2.4241421,3.9553406,0.015344595316002555,0.4677347036558615
PPP1R3B,2.4212787,3.0772414,0.015466011274728707,0.4707596558034894
PPP2R1A,2.417227,1.1871036,0.015639260664226506,0.47557841514610844
KCNAB1,2.3996546,2.80515,0.016410551973489385,0.49468217562869554
NENF,2.3968923,0.7531823,0.01653478620236575,0.49781824161136823
MRVI1,2.3966205,4.7897286,0.016547055147659806,0.49795218839202904
HEBP1,2.3930807,1.0334893,0.01670756837070116,0.5020707084196026
SYPL1,2.3906913,1.261264,0.016816686132790658,0.5046353076709287
CAMK2N1,2.3871958,4.460219,0.016977448359516905,0.5087402255006861
YWHAQ,2.3860517,0.87408656,0.017030358898200714,0.510085683706833
CDK4,2.3838203,1.2775371,0.017133965473889068,0.5122251265168236
SESN3,2.3835738,2.2109942,0.017145445944826837,0.5123278092110457
CDH11,2.3821769,5.206531,0.017210629503206055,0.5138727522627767
RPS7,2.3781567,0.098762736,0.017399431039165,0.5174157327869322
COL5A2,2.3732514,4.8078585,0.017632250604355953,0.5227042931720549
SLIRP,2.370546,0.7331146,0.017761826156456044,0.5263005138039328
CAP2,2.3679104,3.8972614,0.017888873270104095,0.5295721911763916
TSPAN2,2.3625247,3.405415,0.01815092887820472,0.5360838117706133
LYPLAL1,2.358416,1.3863034,0.018353108572121184,0.5408009692489406
LBH,2.3568676,2.0275884,0.018429824775170457,0.5420950837444961
RPS6KA5,2.3548067,2.3720598,0.018532339409406278,0.5445702706842471
FRMD6,2.354415,4.331124,0.01855189243341189,0.5446421643533282
MINOS1,2.3504832,0.43393198,0.018749054566489523,0.5494171871285566
FADS1,2.3432834,1.63729,0.019114850843037594,0.5581668867828882
ARHGAP1,2.3432267,1.9239246,0.01911776591349277,0.5581668867828882
GPR124,2.340774,3.495728,0.019243807919163136,0.5609987032234934
IGFBP7,2.340654,1.4261903,0.01924999868937502,0.5609987032234934
SMARCB1,2.3397439,1.1821142,0.019296974824025627,0.5621104601415736
NREP,2.3354013,2.1523762,0.01952247182766823,0.5673813046875535
CTTN,2.333625,1.4117569,0.01961536695282697,0.5697343697356019
IGFBP6,2.331261,2.85523,0.019739605485862323,0.5725310150750279
SMCO3,2.3299081,9.222908,0.01981100247798346,0.5731509335713553
DBN1,2.3288336,3.0559564,0.01986788031681939,0.5745354291253898
TMEM200B,2.3210714,7.7011843,0.02028298994413374,0.583409464383321
RPL23,2.3138149,0.039896987,0.02067787961989558,0.5920437682356523
HHATL,2.312715,7.5218606,0.02073831349527049,0.593507230758804
MMP23B,2.2980313,3.6450076,0.02156001113047137,0.6119010316830674
SP5,2.2931957,6.335831,0.02183674355407733,0.6171763512174798
ALDH1L1,2.2913878,4.290373,0.02194099266029014,0.6196050643893692
OXCT1,2.2847192,2.5276415,0.022329301547407383,0.6266473929635346
MAPKAP1,2.2831895,1.5355529,0.022419211274479784,0.6280634035745927
NDUFA1,2.279574,0.32036915,0.022632977242725488,0.6329381167698862
RPL23A,2.2787647,0.18027893,0.022681054810517767,0.633725988227003
LAMC1,2.271483,2.1645353,0.02311776137947626,0.6428251927340217
RHOC,2.2563314,0.7984067,0.024049886028321622,0.6619934546767474
NELL2,2.2548776,3.2462862,0.024141016802407652,0.664029169298882
FEZ1,2.2478106,3.2155046,0.02458826856127035,0.6751648025769781
ARMCX1,2.2383227,2.3227332,0.025200015987348667,0.6898802313097167
TDRD3,2.2367804,1.7424462,0.025300695436661424,0.6917442607644008
FKBP10,2.2360282,4.6406465,0.025349923461825845,0.6924955282190838
NDUFB2,2.221983,0.3534504,0.026284463390756928,0.7119165356585406
TUBA1B,2.2165468,0.36715668,0.02665407792143135,0.7197844443608923
PDE1A,2.2157123,3.9276297,0.026711205013184764,0.7207158481460026
SETMAR,2.215352,3.067181,0.026735906200654865,0.7209468366865791
IGF2BP2,2.2152574,1.8899261,0.026742409790877393,0.7209468366865791
LARP6,2.2117934,3.3537333,0.026980946130713144,0.7261478050572362
ANXA6,2.204878,1.2319655,0.027462646324545148,0.7356915986571567
SNAI2,2.1983168,4.3821473,0.02792652995788653,0.7446723819632916
EFEMP1,2.1930704,1.2891562,0.028302303363098084,0.7524867520885163
EIF3K,2.1846318,0.2261451,0.028915849043947704,0.7660449383296873
UQCRFS1,2.1720278,0.7770308,0.029853571475209853,0.7835885700028598
ITPKB,2.1704917,2.1110861,0.029969615428336812,0.7856629072170453
EI24,2.1693475,1.3208423,0.030056303229294742,0.7872146417446328
FTH1P10,2.1673439,2.4614732,0.030208645902011864,0.7903401608501179
EMP2,2.1668825,0.55101085,0.03024382181074318,0.7908976761571638
TSPAN9,2.1634753,2.6587348,0.030504636240433064,0.7967365553248795
CHPF,2.1570027,1.7688329,0.031005459643768687,0.8068388450086876
AC016739.2,2.1509345,2.2345295,0.031481375116540235,0.8165537773099522
STK38L,2.1480331,2.0050173,0.031711127670558045,0.8201744421925771
LPP,2.14498,1.115562,0.03195444451480876,0.8251269924450434
RGS3,2.1372747,2.0734618,0.032575657157847764,0.8374324266613936
SEC62,2.135037,0.46230662,0.03275798535558727,0.8404231400031148
ZCCHC24,2.1294682,2.6886687,0.03321554315256269,0.8484019820801182
F10,2.1216743,5.768534,0.0338650928693541,0.8606812713734177
PLEKHA5,2.1207073,1.7104199,0.033946446417806565,0.8618851150505059
RAD51B,2.1164722,2.412592,0.03430467123595962,0.8682108705453898
IER3,2.1091588,1.2738379,0.03493088421094086,0.8795108062490012
MAGEH1,2.1072056,1.465608,0.03509976912813878,0.8816757391607468
GABARAP,2.0977366,0.4674134,0.03592841946196785,0.8978239027497704
ATP5O,2.0975785,0.4034477,0.03594238906493665,0.8978239027497704
FAM114A1,2.0956569,1.740556,0.036112630353178826,0.9003696018008489
MAGED2,2.0879264,1.3366258,0.03680447812849297,0.9143967045602992
PTTG1IP,2.0821552,1.1009582,0.037328291026192464,0.923088771912566
TWISTNB,2.0783248,1.9835489,0.03767946243340921,0.9296211456870571
CISD1,2.0737863,1.5559218,0.03809917113157437,0.9370571340846896
HIST1H4C,2.072149,1.035068,0.038251542788039716,0.9397158526674402
NCAM1,2.0623198,3.7111244,0.03917729487684269,0.9558209217903111
GDF15,2.0615802,1.6964445,0.039247712712884235,0.9566450850272369
THRA,2.0610113,1.8461158,0.03930195338628884,0.9573949830829053
RPL7P9,2.0496967,2.1728685,0.04039403352735528,0.9780117387533849
HOXA11,2.0423265,12.067288,0.04111916393100463,0.9944341062037909
PNRC1,2.0417511,0.4780365,0.041176217459326425,0.9954358387082494
RPS27A,2.041334,0.117837206,0.04121763888496255,0.9956963475239486
ATPIF1,2.040038,0.4246219,0.041346521486561434,0.9969036155622009
LTBP2,2.0380914,4.166481,0.041540801278946014,1.0
OBSL1,2.0354617,2.8203468,0.04180443176125272,1.0
HOMER1,2.0285718,2.3748713,0.042501919287091995,1.0
SCRG1,2.0263658,4.504968,0.042727313123746294,1.0
MYLIP,2.0246592,1.6808617,0.04290237921828447,1.0
CLSTN2,2.0222003,7.3438525,0.043155669934048554,1.0
ANTXR1,2.0215619,2.3339887,0.043221640636538945,1.0
RP4-639F20.1,2.015045,3.9354653,0.0438999526582397,1.0
CYBRD1,2.0145202,1.277329,0.04395494852257311,1.0
CSDC2,2.0070803,6.2117343,0.04474111133717861,1.0
PDGFRA,1.9994066,5.8834224,0.045564380180389316,1.0
OAF,1.9973712,2.966291,0.04578487287863217,1.0
LRRN4CL,1.994413,5.7767353,0.046106942706692605,1.0
OPTN,1.9927316,1.208267,0.04629084839708155,1.0
ARMC9,1.9901336,1.4309019,0.04657621759172972,1.0
NCKAP1,1.9818214,1.0068736,0.04749922625952914,1.0
C2orf88,1.9780289,3.8957922,0.04792545289266228,1.0
CNIH1,1.9745333,0.99581033,0.04832113362018117,1.0
TUBB,1.9743626,0.50602347,0.048340522623616225,1.0
PLAC9,1.9722767,2.9373283,0.048578027825100734,1.0
MIF,1.9658103,0.91335887,0.049320529592784476,1.0
PDPN,1.9630606,2.8610423,0.04963912921376799,1.0
ITGAV,1.962201,1.2968227,0.04973909087756991,1.0
RCN2,1.9609115,0.9661259,0.0498893498647694,1.0
CLIC4,1.9522517,1.0688035,0.0509083332646681,1.0
NDUFS6,1.9472138,0.5588525,0.05150910820640771,1.0
RPL7P1,1.9438257,2.1382422,0.05191647073957439,1.0
HNRNPA0,1.9429028,0.7587578,0.05202789732564015,1.0
CTHRC1,1.9337943,4.709355,0.053138431252599094,1.0
CTNNAL1,1.9330989,1.5382376,0.05322401232869143,1.0
DAPK3,1.9326185,1.6334076,0.05328320830350383,1.0
RPL37A,1.9316324,-0.030924508,0.053404888136876646,1.0
ADAMTS5,1.9275807,3.8467946,0.05390730601576367,1.0
EIF3F,1.9241167,0.49724856,0.054339952795720445,1.0
TMEM158,1.9225049,4.5174065,0.05454226118704309,1.0
PKD2,1.9157729,2.0668771,0.05539399977290209,1.0
GPRC5B,1.914907,4.050339,0.05550436653293658,1.0
RABAC1,1.9085164,0.53080714,0.05632450281586353,1.0
TPD52L1,1.905318,1.8762702,0.056738749975528295,1.0
OLFML3,1.901696,3.7915103,0.05721090591372559,1.0
PTP4A3,1.9011334,1.7315583,0.057284534916668524,1.0
STEAP1B,1.8905457,2.1608043,0.05868501210113212,1.0
FTH1P8,1.8883586,2.4902296,0.05897781981502727,1.0
ERH,1.8883144,0.60520244,0.058983756164383394,1.0
COPRS,1.8798063,0.8737078,0.06013448424364385,1.0
RBBP7,1.8789593,1.2394589,0.06025005600936357,1.0
C1QTNF7,1.8780553,6.9136977,0.06037359310413,1.0
CNRIP1,1.87736,2.1511006,0.06046876445202956,1.0
SFTPC,1.8707925,-0.48266822,0.06137384975563529,1.0
LRRC32,1.8695915,2.141174,0.061540568261967375,1.0
CHODL,1.8688582,6.5220613,0.06164253850680355,1.0
DACT3,1.867082,5.820137,0.06189013252462662,1.0
PPP1CB,1.8593451,0.917953,0.06297823960889443,1.0
RPL17,1.8582705,0.19712898,0.06313060887276128,1.0
PIK3IP1,1.856134,0.9483486,0.06343445999596603,1.0
SC22CB-1E7.1,1.8507421,2.1421654,0.0642066554860825,1.0
SORBS1,1.8497561,2.5830762,0.064348713682953,1.0
MYO1D,1.8445728,1.9601262,0.06509970221913781,1.0
RPS26,1.8445033,0.20435515,0.06510982538599305,1.0
PARK7,1.8437637,0.34129703,0.06521757944303133,1.0
PPP1R14A,1.8387765,2.6320112,0.0659480746243054,1.0
DIP2C,1.8377714,2.987939,0.06609609803028293,1.0
BNC2,1.8373036,2.683505,0.06616508272450371,1.0
CTC-575D19.1,1.836071,1.8901031,0.06634715088511824,1.0
MOSPD1,1.8356222,1.9655476,0.06641354477678729,1.0
MYH10,1.8332771,2.752283,0.06676136695773041,1.0
RWDD1,1.8309131,0.67998254,0.06711351853958268,1.0
INSIG1,1.8306286,1.0675406,0.0671559925832588,1.0
CTD-2314B22.3,1.8275882,3.5642073,0.06761137656491839,1.0
PXK,1.8266653,1.726019,0.0677501027625121,1.0
MAP1LC3A,1.8155782,1.1378031,0.06943509351992634,1.0
PRKRA,1.8145416,1.2401152,0.06959438518379377,1.0
CAMLG,1.8134923,0.9757271,0.06975592485573871,1.0
RP11-234A1.1,1.8126769,1.8189285,0.06988167113276562,1.0
PCBD1,1.8121649,0.7529005,0.06996072314780431,1.0
PFKM,1.8120384,2.7206676,0.06998025345834565,1.0
GNB5,1.8092889,2.2716048,0.07040614595186552,1.0
SMARCA1,1.807974,2.1129143,0.07061054128683057,1.0
TMEM14C,1.807835,0.6508931,0.07063218845642626,1.0
PPIA,1.806596,-0.048017938,0.0708252854183479,1.0
LMCD1,1.8056415,2.7799666,0.07097434393316704,1.0
MPDZ,1.7969438,2.324263,0.07234453709066233,1.0
C1orf122,1.7906039,1.1292241,0.0733568913315294,1.0
MIR4426,1.7861222,1.9729365,0.07407947109765804,1.0
LAMA4,1.7856039,2.926564,0.07416341573063254,1.0
PLEKHO1,1.7851487,1.2013257,0.07423718729957243,1.0
CBX6,1.7826836,1.2185345,0.0746378261639535,1.0
FMOD,1.7784674,4.754308,0.07532711382261996,1.0
ZNF462,1.771154,2.1002543,0.076535094722957,1.0
GJA1,1.7693589,1.271405,0.07683401061410951,1.0
RP11-475C16.1,1.7654334,1.9724702,0.07749094193056653,1.0
A2M,1.7642136,2.031948,0.07769603850208992,1.0
TSHZ2,1.7640239,2.5150518,0.07772795846481198,1.0
ABCC9,1.7625321,1.9193882,0.07797943481688056,1.0
CHI3L1,1.7606485,1.5226732,0.07829792295880855,1.0
SSBP2,1.759675,1.7477498,0.07846292529580913,1.0
SMARCD3,1.7547699,1.4370809,0.07929867640808227,1.0
MEG3,1.7525575,3.7652862,0.07967798761360498,1.0
OMG,1.7518938,1.8122464,0.07979206814308455,1.0
AC022431.1,1.7510847,1.9133253,0.07993131726862027,1.0
DIXDC1,1.7491252,1.9911567,0.08026937968635475,1.0
PITX2,1.7480063,10.187154,0.0804629227979766,1.0
HOXA11-AS,1.7478926,9.802794,0.0804826263644503,1.0
NR2F2-AS1,1.7478105,3.7079911,0.08049685915519762,1.0
RPL3P4,1.7455918,1.9894419,0.08088191790223785,1.0
GCSH,1.7420014,1.2950683,0.08150819998780016,1.0
TGFBR3,1.7395741,1.6812953,0.08193382710549604,1.0
TRIM47,1.7387587,2.0584404,0.08207721509447789,1.0
NADK2,1.736401,2.2890968,0.08249296282543668,1.0
EHD2,1.7350167,1.7581894,0.08273785572512553,1.0
MAP1A,1.7330192,2.4551072,0.08309225531725546,1.0
FIBIN,1.7312177,6.67288,0.08341294177678914,1.0
SLC41A3,1.7280445,1.6658034,0.0839802374519775,1.0
SMIM10,1.7251116,2.1620128,0.08450736416126327,1.0
ROR2,1.7222292,5.9227395,0.08502800752603334,1.0
CTD-2192J16.15,1.7212937,1.8786554,0.08519754478563363,1.0
DNPH1,1.720807,0.9020375,0.08528585801675029,1.0
RNF144A,1.7204341,3.2251914,0.08535357666664889,1.0
NACA3P,1.7200927,2.5864527,0.08541559454210892,1.0
AC004453.8,1.7172419,1.79609,0.08593498242740143,1.0
MUM1L1,1.7156932,6.3759613,0.08621820117143969,1.0
NDUFS2,1.7120208,1.0345279,0.08689284883041078,1.0
GYG1,1.7108955,1.3124975,0.08710039021290458,1.0
THY1,1.7103709,5.716503,0.08719730180725699,1.0
LIN7A,1.7064203,2.3828835,0.08792985556006098,1.0
CLIP3,1.7063382,5.190101,0.08794514520770418,1.0
DKK3,1.7034999,3.5039892,0.08847454328795888,1.0
DTWD1,1.7019323,1.5960946,0.0887680496699224,1.0
LTBP4,1.7011043,1.7965621,0.0889234037155663,1.0
ECM2,1.7005228,5.331683,0.08903263820796864,1.0
WASF1,1.7002447,5.4203377,0.08908491899188253,1.0
FBN1,1.6995746,3.2980516,0.08921096971295057,1.0
SYT1,1.6967428,5.057243,0.08974529990805613,1.0
PELO,1.6953459,1.5864404,0.09000983431109565,1.0
RP11-175B9.3,1.6902511,1.7563156,0.09097992936193082,1.0
RP11-889L3.1,1.6901373,2.0731115,0.09100168961741845,1.0
NUCKS1,1.6871665,0.5273272,0.09157135687509735,1.0
TUBB2A,1.6821917,1.9377707,0.09253166090767787,1.0
FAM178A,1.6815913,1.8624954,0.0926481256978064,1.0
DPT,1.6790439,5.298155,0.09314349080769654,1.0
RP11-761N21.2,1.6772677,1.7529564,0.09349015033302997,1.0
PHLDB2,1.6714144,2.8886013,0.09463985395011937,1.0
PDLIM3,1.6712564,2.7124875,0.09467104984311141,1.0
PNKD,1.6655927,0.8323349,0.09579456116530095,1.0
SGCB,1.6640567,2.5181031,0.09610109635316905,1.0
MZT2A,1.6638101,0.98519343,0.09615036638347817,1.0
RPL34P18,1.662489,1.9775871,0.09641474774691466,1.0
EPDR1,1.6593854,1.2445251,0.09703814260226663,1.0
PLOD2,1.6588861,2.293522,0.09713874475931136,1.0
CENPW,1.6571162,1.3194771,0.09749598107609382,1.0
IGSF21,1.6530012,4.1108522,0.09833061465039014,1.0
S1PR3,1.649651,4.0002594,0.09901432228986576,1.0
TUSC1,1.6473944,1.8697307,0.09947699230713883,1.0
CACNA1C,1.6394236,3.6029236,0.1011250616570756,1.0
GRAMD3,1.6353339,1.9113656,0.10197906442290312,1.0
LRRC8A,1.6301001,1.5560877,0.1030803398083039,1.0
NFATC4,1.6274136,4.314519,0.1036492694457944,1.0
MAMDC2,1.6206881,2.4492407,0.10508454872752651,1.0
RP11-543P15.1,1.6194112,1.768606,0.1053588093837779,1.0
PTGIS,1.6166805,2.836947,0.10594725318893833,1.0
SEPT7,1.615568,0.6093078,0.1061877355642045,1.0
SNHG18,1.6135643,1.7492766,0.10662196875415407,1.0
AC007969.5,1.6124392,1.825252,0.10686641317859126,1.0
KCNMB1,1.6050372,2.269848,0.1084856161911803,1.0
CHCHD6,1.5999993,1.4385751,0.10959872881137814,1.0
ASAP2,1.5978502,2.375652,0.11007632105360995,1.0
DNAJB5,1.5959096,3.5956404,0.11050897009468401,1.0
RPS3AP6,1.5957074,1.8961717,0.11055414424976712,1.0
SUMO2,1.5956188,0.015123956,0.11057391252816678,1.0
TWIST1,1.5950373,7.7637243,0.11070388781555447,1.0
FADS2,1.5949489,1.7211871,0.11072367723590486,1.0
RPL24,1.5937858,-0.088199794,0.11098402646184868,1.0
OSR2,1.5926417,7.872758,0.11124060216399359,1.0
FZD7,1.5922182,3.0866222,0.11133569634113263,1.0
SLC22A17,1.5878314,2.6508703,0.11232447988133025,1.0
RPL36,1.5872625,-0.061363276,0.11245321393945368,1.0
CPA6,1.5868832,7.376818,0.1125391012504761,1.0
EGFLAM,1.5771235,6.0807047,0.11476710657704911,1.0
NDUFB10,1.5746835,0.391308,0.11532949532495208,1.0
TEAD2,1.5745698,2.509059,0.11535577349951406,1.0
TPM4,1.5740894,0.87199277,0.11546677770473689,1.0
ZBTB20,1.573489,0.9127779,0.1156056510514177,1.0
EIF3E,1.5725155,0.22224121,0.11583105098412196,1.0
HDGFRP3,1.5712386,1.7801156,0.11612722899483736,1.0
CCL2,1.5703347,1.322539,0.11633725910256351,1.0
RPL13AP5,1.570221,1.855448,0.11636371759346562,1.0
MARCKSL1,1.5684953,0.9450469,0.11676558456614439,1.0
OLFML1,1.5656255,5.219327,0.11743630345762208,1.0
HMGB1,1.565063,-0.09692012,0.11756814182150624,1.0
SFRP1,1.560752,5.7547383,0.11858226782494181,1.0
BAIAP2L1,1.559924,1.7878076,0.11877784628325569,1.0
WFS1,1.5589442,1.8277314,0.11900958242948444,1.0
DPYSL3,1.5567318,2.7914946,0.1195341610820262,1.0
SNCA,1.5565233,1.3468169,0.11958371466104957,1.0
RP11-725P16.2,1.5553855,5.233206,0.11985429025845125,1.0
VBP1,1.5521871,0.98044777,0.12061747720340298,1.0
ARPC1A,1.551732,1.0395142,0.12072638140693306,1.0
STEAP2,1.5484008,3.5025554,0.12152584420132014,1.0
PSIP1,1.5483944,0.9078724,0.12152736513450488,1.0
CERCAM,1.547225,3.5366633,0.1218089939793017,1.0
DOK5,1.545708,4.8868904,0.12217511039180624,1.0
LONRF1,1.5455056,1.5727576,0.1222239908293019,1.0
HABP4,1.5440266,2.0398118,0.12258189369919784,1.0
SETBP1,1.538856,2.1794946,0.12383946157184288,1.0
SGCA,1.5355754,4.3123674,0.12464256226671391,1.0
TMEM176B,1.5354426,0.8688262,0.1246751429679601,1.0
CPNE5,1.5351202,4.175615,0.1247542951787014,1.0
NDUFA6,1.5332745,0.6306637,0.125208235082397,1.0
FAM229B,1.5327373,0.85350364,0.12534061678106145,1.0
MICU3,1.5324022,2.8168156,0.12542321586424804,1.0
SLC38A2,1.5303731,0.7739521,0.12592439263027225,1.0
RAC1,1.5303289,-0.04973065,0.12593533907406623,1.0
