dataset,patient_id,identity_pool,gene,n_cells,n_assayed_cells,not_assayed_fraction,not_detected_fraction_among_assayed,detected_fraction_among_assayed,detected_low_fraction_among_assayed,detected_high_fraction_among_assayed,detected_unclassified_fraction_among_assayed
GSE190260,LAM1163,high_confidence,GPNMB,509,509,0.0,0.4911591355599214,0.5088408644400786,0.13163064833005894,0.21611001964636542,0.16110019646365423
GSE190260,LAM1163,unrestricted_lam,PMEL,13362,13362,0.0,1.0,0.0,0.0,0.0,0.0
GSE190260,LAM1163,unrestricted_lam,MLANA,13362,13362,0.0,1.0,0.0,0.0,0.0,0.0
GSE190260,LAM1163,unrestricted_lam,TYRP1,13362,13362,0.0,0.9996258045202814,0.000374195479718605,0.0,0.0,0.000374195479718605
GSE190260,LAM1163,unrestricted_lam,DCT,13362,13362,0.0,0.9997754827121689,0.000224517287831163,0.0,7.4839095943721e-05,0.000149678191887442
GSE190260,LAM1163,unrestricted_lam,MITF,13362,13362,0.0,1.0,0.0,0.0,0.0,0.0
GSE190260,LAM1163,unrestricted_lam,GPNMB,13362,13362,0.0,0.983086364316719,0.016913635683280945,0.006211644963328843,0.004415506660679539,0.006286484059272564
GSE190260,LAM1164,broad_lam_like,PMEL,3592,3592,0.0,0.9858017817371938,0.014198218262806235,0.0041759465478841875,0.00027839643652561246,0.009743875278396437
GSE190260,LAM1164,broad_lam_like,MLANA,3592,3592,0.0,0.9947104677060133,0.005289532293986637,0.00027839643652561246,0.0027839643652561247,0.0022271714922048997
GSE190260,LAM1164,broad_lam_like,TYRP1,3592,3592,0.0,0.9997216035634744,0.00027839643652561246,0.0,0.0,0.00027839643652561246
GSE190260,LAM1164,broad_lam_like,DCT,3592,3592,0.0,1.0,0.0,0.0,0.0,0.0
GSE190260,LAM1164,broad_lam_like,MITF,3592,3592,0.0,0.3120824053452116,0.6879175946547884,0.09437639198218263,0.20796213808463251,0.38557906458797325
GSE190260,LAM1164,broad_lam_like,GPNMB,3592,3592,0.0,0.36275055679287305,0.637249443207127,0.15534521158129175,0.1494988864142539,0.33240534521158127
GSE190260,LAM1164,high_confidence,PMEL,747,747,0.0,0.9759036144578314,0.024096385542168676,0.01606425702811245,0.0,0.008032128514056224
GSE190260,LAM1164,high_confidence,MLANA,747,747,0.0,0.9892904953145917,0.0107095046854083,0.004016064257028112,0.0,0.006693440428380187
GSE190260,LAM1164,high_confidence,TYRP1,747,747,0.0,0.998661311914324,0.0013386880856760374,0.0,0.0,0.0013386880856760374
GSE190260,LAM1164,high_confidence,DCT,747,747,0.0,0.9973226238286479,0.002677376171352075,0.0,0.0,0.002677376171352075
GSE190260,LAM1164,high_confidence,MITF,747,747,0.0,0.35876840696117807,0.6412315930388219,0.12985274431057564,0.16599732262382866,0.3453815261044177
GSE190260,LAM1164,high_confidence,GPNMB,747,747,0.0,0.26907630522088355,0.7309236947791165,0.17001338688085676,0.18607764390896922,0.3748326639892905
GSE190260,LAM1164,unrestricted_lam,PMEL,15898,15898,0.0,1.0,0.0,0.0,0.0,0.0
GSE190260,LAM1164,unrestricted_lam,MLANA,15898,15898,0.0,1.0,0.0,0.0,0.0,0.0
GSE190260,LAM1164,unrestricted_lam,TYRP1,15898,15898,0.0,0.9999370990061643,6.29009938357026e-05,0.0,0.0,6.29009938357026e-05
GSE190260,LAM1164,unrestricted_lam,DCT,15898,15898,0.0,0.9989935840986287,0.0010064159013712416,0.0001887029815071078,0.0004403069568499182,0.0003774059630142156
GSE190260,LAM1164,unrestricted_lam,MITF,15898,15898,0.0,1.0,0.0,0.0,0.0,0.0
