dataset,patient_id,identity_pool,n_cells,module,mean_score,median_score,n_genes_available,mean_genes_detected,module_status
GSE135851,LAM3,high_confidence,190,macrophage_suppressive,1.4894106904382434,1.1859265664722982,8,5.068421052631579,analyzable
GSE135851,LAM3,high_confidence,190,nk_ligands,0.014377728267242516,0.0,5,0.12105263157894737,partial_coverage
GSE135851,LAM3,high_confidence,190,nk_markers,0.13848637350209725,0.0,4,0.43157894736842106,analyzable
GSE135851,LAM3,high_confidence,190,nk_state,0.22117513221660787,0.117087410870029,5,0.8368421052631579,analyzable
GSE135851,LAM3,high_confidence,190,presentation_machinery,1.1263795238996657,1.1467149032480308,12,5.573684210526316,analyzable
GSE135851,LAM3,high_confidence,190,stem_like,0.08373603552057896,0.05388508704588135,10,0.7157894736842105,analyzable
GSE135851,LAM3,high_confidence,190,t_cell_exhaustion,0.05114147260094254,0.0,5,0.32105263157894737,analyzable
GSE135851,LAM3,high_confidence,190,t_cell_markers,0.004773861768505383,0.0,6,0.05263157894736842,analyzable
GSE135851,LAM3,unrestricted_lam,5686,antigen_associated,0.10433502233266909,0.0,6,0.4632430531129089,analyzable
GSE135851,LAM3,unrestricted_lam,5686,cd8_cytotoxicity,0.46293254334687234,0.0,5,0.889905029897995,analyzable
GSE135851,LAM3,unrestricted_lam,5686,identity_protected,1.6513685343556157e-05,0.0,6,0.00017587055926837847,partial_coverage
GSE135851,LAM3,unrestricted_lam,5686,ifn_response,0.5011225692629228,0.4563096402733273,9,2.7441083362645093,analyzable
GSE135851,LAM3,unrestricted_lam,5686,immune_evasion,0.38447408483304685,0.40600040212760125,6,1.3424199788955329,partial_coverage
GSE135851,LAM3,unrestricted_lam,5686,inflammatory,0.2653169678553896,0.23755260234386555,9,1.6415758002110448,partial_coverage
GSE135851,LAM3,unrestricted_lam,5686,macrophage_markers,1.5512426053307258,1.2930408162386509,7,4.4614843475202255,analyzable
GSE135851,LAM3,unrestricted_lam,5686,macrophage_suppressive,1.4042512671636396,1.1731362490402115,8,4.7277523742525505,analyzable
GSE135851,LAM3,unrestricted_lam,5686,nk_ligands,0.015053956009480432,0.0,5,0.07861413999296518,partial_coverage
GSE135851,LAM3,unrestricted_lam,5686,nk_markers,0.45978473541267184,0.0,4,0.7321491382342595,analyzable
GSE135851,LAM3,unrestricted_lam,5686,nk_state,0.5268856849759253,0.2444869851471566,5,1.1846640872317975,analyzable
GSE135851,LAM3,unrestricted_lam,5686,presentation_machinery,1.3196906427550918,1.3633173214940442,12,5.786493141048188,analyzable
GSE135851,LAM3,unrestricted_lam,5686,stem_like,0.057832973619638274,0.0,10,0.4771368272951108,analyzable
GSE135851,LAM3,unrestricted_lam,5686,t_cell_exhaustion,0.061583258164493115,0.0,5,0.2572986282096377,analyzable
GSE135851,LAM3,unrestricted_lam,5686,t_cell_markers,0.0820192325098083,0.0,6,0.2595849454801266,analyzable
GSE135851,LAM4,broad_lam_like,344,antigen_associated,0.0825940451328747,0.0,6,0.5116279069767442,analyzable
GSE135851,LAM4,broad_lam_like,344,cd8_cytotoxicity,0.5252487900415732,0.39811280743977795,5,1.805232558139535,analyzable
GSE135851,LAM4,broad_lam_like,344,identity_protected,0.22294648746757098,0.17725402984365654,6,0.9534883720930233,partial_coverage
GSE135851,LAM4,broad_lam_like,344,ifn_response,0.5203681576502185,0.5184136679286455,9,3.078488372093023,analyzable
GSE135851,LAM4,broad_lam_like,344,immune_evasion,0.27157255636321564,0.2614511638621748,6,1.305232558139535,partial_coverage
GSE135851,LAM4,broad_lam_like,344,inflammatory,0.3598711905371802,0.33501524040761,9,2.51453488372093,partial_coverage
GSE135851,LAM4,broad_lam_like,344,macrophage_markers,1.1321621039417744,0.8722359646605283,7,4.372093023255814,analyzable
GSE135851,LAM4,broad_lam_like,344,macrophage_suppressive,1.0253955888895432,0.8135952259410499,8,4.636627906976744,analyzable
GSE135851,LAM4,broad_lam_like,344,nk_ligands,0.003582266896237506,0.0,5,0.03197674418604651,partial_coverage
GSE135851,LAM4,broad_lam_like,344,nk_markers,0.35734108521610286,0.15639700986495686,4,1.0465116279069768,analyzable
GSE135851,LAM4,broad_lam_like,344,nk_state,0.3770131811811014,0.21565561357697238,5,1.4011627906976745,analyzable
GSE135851,LAM4,broad_lam_like,344,presentation_machinery,1.0736973535440648,1.023614350965523,12,5.761627906976744,analyzable
GSE135851,LAM4,broad_lam_like,344,stem_like,0.06283075166467736,0.0,10,0.6802325581395349,analyzable
GSE135851,LAM4,broad_lam_like,344,t_cell_exhaustion,0.1885834468690425,0.15070305209196055,5,0.7790697674418605,analyzable
GSE135851,LAM4,broad_lam_like,344,t_cell_markers,0.04903276851379248,0.0,6,0.25872093023255816,analyzable
GSE135851,LAM4,high_confidence,105,antigen_associated,0.2470583851971431,0.1860235606617841,6,1.2,analyzable
GSE135851,LAM4,high_confidence,105,cd8_cytotoxicity,0.44203018849794384,0.397830360279325,5,2.1523809523809523,analyzable
GSE135851,LAM4,high_confidence,105,identity_protected,0.42170424505989523,0.1748553845686856,6,1.9238095238095239,partial_coverage
GSE135851,LAM4,high_confidence,105,ifn_response,0.5197808624880578,0.5285888336206681,9,3.8190476190476192,analyzable
GSE135851,LAM4,high_confidence,105,immune_evasion,0.28010787467371195,0.2686671397492708,6,1.6761904761904762,partial_coverage
GSE135851,LAM4,high_confidence,105,inflammatory,0.32930388658027426,0.3295018726678965,9,3.1333333333333333,partial_coverage
GSE135851,LAM4,high_confidence,105,macrophage_markers,1.44833353539526,1.0194102257449018,7,4.980952380952381,analyzable
GSE135851,LAM4,high_confidence,105,macrophage_suppressive,1.3366049608411137,0.9396817535401866,8,5.3428571428571425,analyzable
GSE135851,LAM4,high_confidence,105,nk_ligands,0.01149204725636685,0.0,5,0.13333333333333333,partial_coverage
GSE135851,LAM4,high_confidence,105,nk_markers,0.2702501500618556,0.1790431398030618,4,1.3904761904761904,analyzable
GSE135851,LAM4,high_confidence,105,nk_state,0.344163940348922,0.2570407617847924,5,1.9428571428571428,analyzable
GSE135851,LAM4,high_confidence,105,presentation_machinery,1.0882445959199287,1.083613686876294,12,6.20952380952381,analyzable
GSE135851,LAM4,high_confidence,105,stem_like,0.06768845388275953,0.0687741359872009,10,1.0857142857142856,analyzable
GSE135851,LAM4,high_confidence,105,t_cell_exhaustion,0.17378420020836657,0.151489343634593,5,0.9809523809523809,analyzable
GSE135851,LAM4,high_confidence,105,t_cell_markers,0.04244693773633193,0.0,6,0.29523809523809524,analyzable
GSE135851,LAM4,unrestricted_lam,808,antigen_associated,0.04334138555163276,0.0,6,0.22277227722772278,analyzable
GSE135851,LAM4,unrestricted_lam,808,cd8_cytotoxicity,0.6037596738115674,0.35406292389127253,5,1.426980198019802,analyzable
GSE135851,LAM4,unrestricted_lam,808,identity_protected,0.0,0.0,6,0.0,partial_coverage
GSE135851,LAM4,unrestricted_lam,808,ifn_response,0.47021324254218216,0.44512923865190857,9,2.246287128712871,analyzable
GSE135851,LAM4,unrestricted_lam,808,immune_evasion,0.24098062960884747,0.2399767313642468,6,0.8205445544554455,partial_coverage
GSE135851,LAM4,unrestricted_lam,808,inflammatory,0.34423801458656217,0.2929325741326845,9,1.7883663366336633,partial_coverage
GSE135851,LAM4,unrestricted_lam,808,macrophage_markers,0.9091909849476532,0.8098177240616173,7,3.3143564356435644,analyzable
GSE135851,LAM4,unrestricted_lam,808,macrophage_suppressive,0.8084980602231677,0.7283843411450166,8,3.4368811881188117,analyzable
GSE135851,LAM4,unrestricted_lam,808,nk_ligands,0.0038148408239044055,0.0,5,0.018564356435643563,partial_coverage
GSE135851,LAM4,unrestricted_lam,808,nk_markers,0.43956927642104926,0.0,4,0.8502475247524752,analyzable
GSE135851,LAM4,unrestricted_lam,808,nk_state,0.42324189616242336,0.0,5,1.0705445544554455,analyzable
GSE135851,LAM4,unrestricted_lam,808,presentation_machinery,1.0330353740523348,1.0014369486241015,12,4.659653465346534,analyzable
GSE135851,LAM4,unrestricted_lam,808,stem_like,0.041143462103510456,0.0,10,0.3502475247524752,analyzable
GSE135851,LAM4,unrestricted_lam,808,t_cell_exhaustion,0.16363508962144893,0.0,5,0.5396039603960396,analyzable
GSE135851,LAM4,unrestricted_lam,808,t_cell_markers,0.08406873915726724,0.0,6,0.3094059405940594,analyzable
GSE190260,LAM1110,broad_lam_like,430,antigen_associated,0.2502870229038611,0.26963917385151853,6,1.2627906976744185,analyzable
GSE190260,LAM1110,broad_lam_like,430,cd8_cytotoxicity,0.06325820592527846,0.0,5,0.30930232558139537,analyzable
GSE190260,LAM1110,broad_lam_like,430,identity_protected,0.05978169219644123,0.0,6,0.3511627906976744,partial_coverage
GSE190260,LAM1110,broad_lam_like,430,ifn_response,0.4701844266312125,0.42439950177381847,9,3.7093023255813953,analyzable
GSE190260,LAM1110,broad_lam_like,430,immune_evasion,0.38562788033498935,0.3978107378607447,6,1.8255813953488371,partial_coverage
GSE190260,LAM1110,broad_lam_like,430,inflammatory,0.5349285562938985,0.46200087602241635,10,3.841860465116279,analyzable
GSE190260,LAM1110,broad_lam_like,430,macrophage_markers,1.799663914596536,2.7756348348426245,7,4.209302325581396,analyzable
GSE190260,LAM1110,broad_lam_like,430,macrophage_suppressive,1.5778706077581235,2.443152274247052,8,4.502325581395349,analyzable
GSE190260,LAM1110,broad_lam_like,430,nk_ligands,0.03263030595336856,0.0,5,0.2534883720930233,partial_coverage
GSE190260,LAM1110,broad_lam_like,430,nk_markers,0.07629952136506399,0.0,4,0.313953488372093,analyzable
GSE190260,LAM1110,broad_lam_like,430,nk_state,0.2667197107083267,0.255113158746354,5,0.8790697674418605,analyzable
GSE190260,LAM1110,broad_lam_like,430,presentation_machinery,1.1993060253166015,1.2556556717916578,12,6.544186046511628,analyzable
GSE190260,LAM1110,broad_lam_like,430,stem_like,0.16586229430257274,0.14784283976016635,10,1.3837209302325582,analyzable
GSE190260,LAM1110,broad_lam_like,430,t_cell_exhaustion,0.05762604042331431,0.0,5,0.386046511627907,analyzable
GSE190260,LAM1110,broad_lam_like,430,t_cell_markers,0.021732657161925698,0.0,6,0.20232558139534884,analyzable
GSE190260,LAM1110,high_confidence,125,antigen_associated,0.2837231592590758,0.3400446036920297,6,1.416,analyzable
GSE190260,LAM1110,high_confidence,125,cd8_cytotoxicity,0.0354229704741366,0.0,5,0.28,analyzable
GSE190260,LAM1110,high_confidence,125,identity_protected,0.23637471246826586,0.1439110183314948,6,1.488,partial_coverage
GSE190260,LAM1110,high_confidence,125,ifn_response,0.4993168627957101,0.457812141342737,9,3.928,analyzable
GSE190260,LAM1110,high_confidence,125,immune_evasion,0.35568941057700676,0.338407583827163,6,1.84,partial_coverage
GSE190260,LAM1110,high_confidence,125,inflammatory,0.5624933375892183,0.4800656866699651,10,4.112,analyzable
GSE190260,LAM1110,high_confidence,125,macrophage_markers,1.561622421964337,0.1787114455757768,7,3.784,analyzable
GSE190260,LAM1110,high_confidence,125,macrophage_suppressive,1.3969838457393204,0.3144195815148496,8,4.152,analyzable
GSE190260,LAM1110,high_confidence,125,nk_ligands,0.027344328025701616,0.0,5,0.256,partial_coverage
GSE190260,LAM1110,high_confidence,125,nk_markers,0.051473386887003,0.0,4,0.272,analyzable
GSE190260,LAM1110,high_confidence,125,nk_state,0.21746729900294745,0.1336336280828947,5,0.744,analyzable
GSE190260,LAM1110,high_confidence,125,presentation_machinery,1.1668546416130385,1.2301167100862629,12,6.664,analyzable
GSE190260,LAM1110,high_confidence,125,stem_like,0.1651593103109791,0.1573622484576134,10,1.344,analyzable
GSE190260,LAM1110,high_confidence,125,t_cell_exhaustion,0.04491165244415636,0.0,5,0.352,analyzable
GSE190260,LAM1110,high_confidence,125,t_cell_markers,0.011778109493252661,0.0,6,0.168,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,antigen_associated,0.033337385334693444,0.0,6,0.13043478260869565,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,cd8_cytotoxicity,0.06345991061848809,0.0,5,0.23086344151867727,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,identity_protected,8.794102300288805e-05,0.0,6,0.000612369871402327,partial_coverage
GSE190260,LAM1110,unrestricted_lam,1633,ifn_response,0.38429188622617794,0.3542636254583319,9,2.625842008573178,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,immune_evasion,0.23374203358312,0.2094509141038595,6,1.056338028169014,partial_coverage
GSE190260,LAM1110,unrestricted_lam,1633,inflammatory,0.37063256756497653,0.3063562582171937,10,2.233312921004287,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,macrophage_markers,0.48114895888585935,0.0824442640197937,7,1.5015309246785058,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,macrophage_suppressive,0.4098776797541742,0.0849083848313949,8,1.5352112676056338,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,nk_ligands,0.02215896975128698,0.0,5,0.13227189222290264,partial_coverage
GSE190260,LAM1110,unrestricted_lam,1633,nk_markers,0.07197159883068509,0.0,4,0.21187997550520515,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,nk_state,0.10234297941651158,0.0,5,0.34353949785670546,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,presentation_machinery,0.9119829188872578,0.8598799732270314,12,5.219228413962033,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,stem_like,0.17118604331255416,0.1538940838708066,10,1.374770361298224,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,t_cell_exhaustion,0.035851766508582114,0.0,5,0.20024494794856093,analyzable
GSE190260,LAM1110,unrestricted_lam,1633,t_cell_markers,0.019311095576115923,0.0,6,0.1200244947948561,analyzable
GSE190260,LAM1158,broad_lam_like,599,antigen_associated,0.18014097595921064,0.1413052582543258,6,1.1469115191986645,analyzable
GSE190260,LAM1158,broad_lam_like,599,cd8_cytotoxicity,0.039327483132620356,0.0,5,0.16193656093489148,analyzable
GSE190260,LAM1158,broad_lam_like,599,identity_protected,0.0767598108873278,0.0,6,0.32220367278797996,partial_coverage
GSE190260,LAM1158,broad_lam_like,599,ifn_response,0.600672067189163,0.5695081332310437,9,4.383973288814691,analyzable
GSE190260,LAM1158,broad_lam_like,599,immune_evasion,0.41790740516529107,0.4070095800950152,6,2.295492487479132,partial_coverage
GSE190260,LAM1158,broad_lam_like,599,inflammatory,0.5221949297310922,0.4956099886358952,10,3.9382303839732886,analyzable
GSE190260,LAM1158,broad_lam_like,599,macrophage_markers,1.3886160073718619,0.5588808509919309,7,3.5258764607679467,analyzable
GSE190260,LAM1158,broad_lam_like,599,macrophage_suppressive,1.2873447675604521,0.4653046742935925,8,3.8430717863105177,analyzable
GSE190260,LAM1158,broad_lam_like,599,nk_ligands,0.029194436656808365,0.0,5,0.34891485809682804,partial_coverage
GSE190260,LAM1158,broad_lam_like,599,nk_markers,0.03816930440214747,0.0,4,0.11853088480801335,analyzable
GSE190260,LAM1158,broad_lam_like,599,nk_state,0.165218750025016,0.0,5,0.5575959933222037,analyzable
GSE190260,LAM1158,broad_lam_like,599,presentation_machinery,1.1519298516017766,1.2072742091911497,12,7.10016694490818,analyzable
GSE190260,LAM1158,broad_lam_like,599,stem_like,0.1780872769425173,0.1470986684986074,10,1.641068447412354,analyzable
GSE190260,LAM1158,broad_lam_like,599,t_cell_exhaustion,0.0998144837829386,0.0757021613342476,5,0.6393989983305509,analyzable
GSE190260,LAM1158,broad_lam_like,599,t_cell_markers,0.025252568629226906,0.0,6,0.17028380634390652,analyzable
GSE190260,LAM1158,high_confidence,183,antigen_associated,0.3320624864088553,0.3283141962841894,6,1.7759562841530054,analyzable
GSE190260,LAM1158,high_confidence,183,cd8_cytotoxicity,0.030744316297315836,0.0,5,0.18579234972677597,analyzable
GSE190260,LAM1158,high_confidence,183,identity_protected,0.2626908005738942,0.084978117798084,6,1.3715846994535519,partial_coverage
GSE190260,LAM1158,high_confidence,183,ifn_response,0.611298714627311,0.5786682604739879,9,4.896174863387978,analyzable
GSE190260,LAM1158,high_confidence,183,immune_evasion,0.4394796466012422,0.4719165693961254,6,2.622950819672131,partial_coverage
GSE190260,LAM1158,high_confidence,183,inflammatory,0.49137520692613057,0.4594672609699421,10,4.174863387978142,analyzable
GSE190260,LAM1158,high_confidence,183,macrophage_markers,1.513748845530398,2.202323454333673,7,3.7431693989071038,analyzable
GSE190260,LAM1158,high_confidence,183,macrophage_suppressive,1.4831151976110801,2.0109504397954905,8,4.295081967213115,analyzable
GSE190260,LAM1158,high_confidence,183,nk_ligands,0.028644147752142052,0.0,5,0.43169398907103823,partial_coverage
GSE190260,LAM1158,high_confidence,183,nk_markers,0.01973673221583462,0.0,4,0.09836065573770492,analyzable
GSE190260,LAM1158,high_confidence,183,nk_state,0.1777323695208791,0.0851819828593293,5,0.5956284153005464,analyzable
GSE190260,LAM1158,high_confidence,183,presentation_machinery,1.2101190348592235,1.2823093960534382,12,7.459016393442623,analyzable
GSE190260,LAM1158,high_confidence,183,stem_like,0.18393489664231166,0.1531431740377734,10,1.6612021857923498,analyzable
GSE190260,LAM1158,high_confidence,183,t_cell_exhaustion,0.09134237349866264,0.082600232802929,5,0.6666666666666666,analyzable
GSE190260,LAM1158,high_confidence,183,t_cell_markers,0.021032833477583585,0.0,6,0.18579234972677597,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,antigen_associated,0.03023281631973397,0.0,6,0.12627450980392158,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,cd8_cytotoxicity,0.09078629031491509,0.0,5,0.24627450980392157,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,identity_protected,0.0,0.0,6,0.0,partial_coverage
GSE190260,LAM1158,unrestricted_lam,1275,ifn_response,0.7035567404033981,0.6953708277341168,9,3.8894117647058826,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,immune_evasion,0.35504122721027276,0.3171446453526804,6,1.6588235294117648,partial_coverage
GSE190260,LAM1158,unrestricted_lam,1275,inflammatory,0.48845996747457127,0.4364496345789502,10,3.014901960784314,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,macrophage_markers,0.530420039966968,0.0,7,1.64,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,macrophage_suppressive,0.45897198422268787,0.0,8,1.632156862745098,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,nk_ligands,0.023611975420543184,0.0,5,0.2054901960784314,partial_coverage
GSE190260,LAM1158,unrestricted_lam,1275,nk_markers,0.07696852750707817,0.0,4,0.18509803921568627,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,nk_state,0.10149507217524671,0.0,5,0.32313725490196077,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,presentation_machinery,1.0574755449866298,1.0054288488094048,12,6.378039215686274,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,stem_like,0.16843511275077566,0.150633105936589,10,1.5380392156862746,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,t_cell_exhaustion,0.08230034264880162,0.0,5,0.4956862745098039,analyzable
GSE190260,LAM1158,unrestricted_lam,1275,t_cell_markers,0.09677349479759091,0.0,6,0.42901960784313725,analyzable
GSE190260,LAM1163,broad_lam_like,1626,antigen_associated,0.09131805895267059,0.0489012048325074,6,0.5584255842558425,analyzable
GSE190260,LAM1163,broad_lam_like,1626,cd8_cytotoxicity,0.18522492923262576,0.0,5,0.4311193111931119,analyzable
GSE190260,LAM1163,broad_lam_like,1626,identity_protected,0.15229520200983426,0.06594497296821014,6,0.5362853628536285,partial_coverage
GSE190260,LAM1163,broad_lam_like,1626,ifn_response,0.510429051215757,0.4797843393101845,9,2.980319803198032,analyzable
GSE190260,LAM1163,broad_lam_like,1626,immune_evasion,0.29072533532599476,0.274097345369193,6,1.2656826568265682,partial_coverage
GSE190260,LAM1163,broad_lam_like,1626,inflammatory,0.5268464764937228,0.5165513638246193,10,2.743542435424354,analyzable
GSE190260,LAM1163,broad_lam_like,1626,macrophage_markers,0.301271863078552,0.0,7,0.9526445264452644,analyzable
GSE190260,LAM1163,broad_lam_like,1626,macrophage_suppressive,0.2916050079005304,0.0,8,1.0590405904059041,analyzable
GSE190260,LAM1163,broad_lam_like,1626,nk_ligands,0.03624993402939438,0.0,5,0.24046740467404673,partial_coverage
GSE190260,LAM1163,broad_lam_like,1626,nk_markers,0.18572132719536294,0.0,4,0.32595325953259535,analyzable
GSE190260,LAM1163,broad_lam_like,1626,nk_state,0.1906531757058737,0.0,5,0.45879458794587946,analyzable
GSE190260,LAM1163,broad_lam_like,1626,presentation_machinery,0.8954548172302931,0.8441104812428415,12,5.236162361623617,analyzable
GSE190260,LAM1163,broad_lam_like,1626,stem_like,0.1725308628758797,0.1751464935797081,10,1.347478474784748,analyzable
GSE190260,LAM1163,broad_lam_like,1626,t_cell_exhaustion,0.0674763052911347,0.0,5,0.35731857318573185,analyzable
GSE190260,LAM1163,broad_lam_like,1626,t_cell_markers,0.11967665815938429,0.0,6,0.4797047970479705,analyzable
GSE190260,LAM1163,high_confidence,509,antigen_associated,0.4104991409396555,0.2945090080813208,6,1.5108055009823183,analyzable
GSE190260,LAM1163,high_confidence,509,cd8_cytotoxicity,0.10219253061133339,0.0,5,0.31237721021611004,analyzable
GSE190260,LAM1163,high_confidence,509,identity_protected,0.7609165249653141,0.6769634146058306,6,2.0785854616895874,partial_coverage
GSE190260,LAM1163,high_confidence,509,ifn_response,0.5506855161055837,0.544167300060916,9,3.1964636542239684,analyzable
GSE190260,LAM1163,high_confidence,509,immune_evasion,0.26728087769246356,0.2731142249795276,6,1.432220039292731,partial_coverage
GSE190260,LAM1163,high_confidence,509,inflammatory,0.4517639595656493,0.4214844109616759,10,2.730844793713163,analyzable
GSE190260,LAM1163,high_confidence,509,macrophage_markers,0.18170018932683812,0.0,7,0.650294695481336,analyzable
GSE190260,LAM1163,high_confidence,509,macrophage_suppressive,0.39626349769616115,0.3491740838819816,8,1.2888015717092338,analyzable
GSE190260,LAM1163,high_confidence,509,nk_ligands,0.03317417450069131,0.0,5,0.26129666011787817,partial_coverage
GSE190260,LAM1163,high_confidence,509,nk_markers,0.10439182202521358,0.0,4,0.2475442043222004,analyzable
GSE190260,LAM1163,high_confidence,509,nk_state,0.1039542221077726,0.0,5,0.33595284872298625,analyzable
GSE190260,LAM1163,high_confidence,509,presentation_machinery,0.7651496648655356,0.7565741552620885,12,5.013752455795678,analyzable
GSE190260,LAM1163,high_confidence,509,stem_like,0.18612112255332408,0.1924920583457731,10,1.424361493123772,analyzable
GSE190260,LAM1163,high_confidence,509,t_cell_exhaustion,0.030968476605081837,0.0,5,0.23968565815324164,analyzable
GSE190260,LAM1163,high_confidence,509,t_cell_markers,0.04840990889643897,0.0,6,0.23968565815324164,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,antigen_associated,0.004252169486389552,0.0,6,0.017512348450830714,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,cd8_cytotoxicity,0.520532454571177,0.0,5,0.9618320610687023,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,identity_protected,2.1091866452425668e-05,0.0,6,7.4839095943721e-05,partial_coverage
GSE190260,LAM1163,unrestricted_lam,13362,ifn_response,0.5226129475496782,0.4814992397562259,9,2.5309833857207007,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,immune_evasion,0.32574606385598387,0.343247097408253,6,1.0276904654991768,partial_coverage
GSE190260,LAM1163,unrestricted_lam,13362,inflammatory,0.4767414395259849,0.47625260525137103,10,2.168163448585541,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,macrophage_markers,0.28282049237598816,0.0,7,0.8470288878910343,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,macrophage_suppressive,0.24192141791089672,0.0,8,0.8393204610088311,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,nk_ligands,0.0354744841075585,0.0,5,0.16352342463703037,partial_coverage
GSE190260,LAM1163,unrestricted_lam,13362,nk_markers,0.5278341092789186,0.0,4,0.7358179913186649,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,nk_state,0.5090112856755293,0.0,5,0.9336925609938632,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,presentation_machinery,1.0376924560079281,1.0295206652129407,12,4.927106720550816,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,stem_like,0.10862957717671669,0.0,10,0.7726388265229756,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,t_cell_exhaustion,0.07659013491442225,0.0,5,0.30167639574913935,analyzable
GSE190260,LAM1163,unrestricted_lam,13362,t_cell_markers,0.2546260056976128,0.0,6,0.818140996856758,analyzable
GSE190260,LAM1164,broad_lam_like,3592,antigen_associated,0.2841805064927286,0.30442470286154577,6,1.344933184855234,analyzable
GSE190260,LAM1164,broad_lam_like,3592,cd8_cytotoxicity,0.06203136214162739,0.0,5,0.15033407572383073,analyzable
GSE190260,LAM1164,broad_lam_like,3592,identity_protected,0.0728243301037544,0.0,6,0.29259465478841873,partial_coverage
GSE190260,LAM1164,broad_lam_like,3592,ifn_response,0.49011254558335104,0.4212279811275562,9,3.1862472160356345,analyzable
GSE190260,LAM1164,broad_lam_like,3592,immune_evasion,0.42581050949195015,0.43562611067919343,6,1.9615812917594655,partial_coverage
GSE190260,LAM1164,broad_lam_like,3592,inflammatory,0.48579486209617667,0.4411698938460439,10,3.1269487750556793,analyzable
GSE190260,LAM1164,broad_lam_like,3592,macrophage_markers,2.0169565433982326,2.6808389653102216,7,4.828786191536748,analyzable
GSE190260,LAM1164,broad_lam_like,3592,macrophage_suppressive,1.8093036636175186,2.359289856116159,8,5.031458797327394,analyzable
GSE190260,LAM1164,broad_lam_like,3592,nk_ligands,0.025601523987141894,0.0,5,0.16119153674832962,partial_coverage
GSE190260,LAM1164,broad_lam_like,3592,nk_markers,0.0546573969497697,0.0,4,0.10022271714922049,analyzable
GSE190260,LAM1164,broad_lam_like,3592,nk_state,0.2526293505790663,0.25737234642668905,5,0.727728285077951,analyzable
GSE190260,LAM1164,broad_lam_like,3592,presentation_machinery,1.0875756125988856,1.119658853731611,12,5.930122494432071,analyzable
GSE190260,LAM1164,broad_lam_like,3592,stem_like,0.16783251110725594,0.1611200858507154,10,1.130011135857461,analyzable
GSE190260,LAM1164,broad_lam_like,3592,t_cell_exhaustion,0.07266220442031515,0.0,5,0.38084632516703787,analyzable
GSE190260,LAM1164,broad_lam_like,3592,t_cell_markers,0.034067472964457085,0.0,6,0.13418708240534521,analyzable
GSE190260,LAM1164,high_confidence,747,antigen_associated,0.29814286253579747,0.3243326447065532,6,1.4109772423025435,analyzable
GSE190260,LAM1164,high_confidence,747,cd8_cytotoxicity,0.03666094454081866,0.0,5,0.12048192771084337,analyzable
GSE190260,LAM1164,high_confidence,747,identity_protected,0.3289884837360179,0.1958459614565631,6,1.5100401606425702,partial_coverage
GSE190260,LAM1164,high_confidence,747,ifn_response,0.6717405470427688,0.6420665133616053,9,3.788487282463186,analyzable
GSE190260,LAM1164,high_confidence,747,immune_evasion,0.39530613826625904,0.3847955712029205,6,1.8728246318607764,partial_coverage
GSE190260,LAM1164,high_confidence,747,inflammatory,0.5977835346947511,0.539856668197054,10,3.5087014725568944,analyzable
GSE190260,LAM1164,high_confidence,747,macrophage_markers,1.53152224377964,2.1303023804533354,7,3.6706827309236947,analyzable
GSE190260,LAM1164,high_confidence,747,macrophage_suppressive,1.4202129494045719,1.8290344052416736,8,3.9879518072289155,analyzable
GSE190260,LAM1164,high_confidence,747,nk_ligands,0.025410779290490102,0.0,5,0.17938420348058903,partial_coverage
GSE190260,LAM1164,high_confidence,747,nk_markers,0.03227752573214795,0.0,4,0.0749665327978581,analyzable
GSE190260,LAM1164,high_confidence,747,nk_state,0.1838938855233199,0.0922163853617347,5,0.5635876840696118,analyzable
GSE190260,LAM1164,high_confidence,747,presentation_machinery,1.0347410832559947,1.0401839013778662,12,5.927710843373494,analyzable
