dataset,patient_id,identity_pool,n_cells,module,mean_score,median_score,n_genes_available,mean_genes_detected,module_status
GSE190260,LAM1164,high_confidence,747,stem_like,0.17419601992604863,0.1667979478782683,10,1.1619812583668006,analyzable
GSE190260,LAM1164,high_confidence,747,t_cell_exhaustion,0.0475011333858919,0.0,5,0.2918340026773762,analyzable
GSE190260,LAM1164,high_confidence,747,t_cell_markers,0.017449738169842702,0.0,6,0.0963855421686747,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,antigen_associated,0.042076990364245705,0.0,6,0.16039753428104164,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,cd8_cytotoxicity,0.5769509412525243,0.0,5,0.93823122405334,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,identity_protected,2.8887389126065212e-05,0.0,6,0.0001887029815071078,partial_coverage
GSE190260,LAM1164,unrestricted_lam,15898,ifn_response,0.6503821486840338,0.6109261229517899,9,2.732859479179771,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,immune_evasion,0.3373177038195932,0.3668208509527908,6,1.0838470247829917,partial_coverage
GSE190260,LAM1164,unrestricted_lam,15898,inflammatory,0.46807958232528624,0.43685270421156663,10,2.154359038872814,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,macrophage_markers,0.8917550052616016,0.36883170497463713,7,2.2378286576927917,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,macrophage_suppressive,0.7505311818747707,0.319528137007527,8,2.1525978110454145,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,nk_ligands,0.027352488162390345,0.0,5,0.09598691659328218,partial_coverage
GSE190260,LAM1164,unrestricted_lam,15898,nk_markers,0.5606119328384659,0.0,4,0.6473770285570511,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,nk_state,0.5611191660853596,0.0,5,0.9409359667882753,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,presentation_machinery,1.1060311603820787,1.1471782505980044,12,4.863945150333375,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,stem_like,0.11229201483510871,0.0,10,0.6910303182790288,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,t_cell_exhaustion,0.07430783933005312,0.0,5,0.25009435149075354,analyzable
GSE190260,LAM1164,unrestricted_lam,15898,t_cell_markers,0.23753340272968756,0.0,6,0.6284438294125048,analyzable
GSE217108,LAM32,broad_lam_like,1170,antigen_associated,0.2594533186618536,0.23291641728051976,6,0.8794871794871795,analyzable
GSE217108,LAM32,broad_lam_like,1170,cd8_cytotoxicity,0.0028987521956414545,0.0,5,0.013675213675213675,analyzable
GSE217108,LAM32,broad_lam_like,1170,identity_protected,0.09213564815587554,0.0,6,0.33589743589743587,partial_coverage
GSE217108,LAM32,broad_lam_like,1170,ifn_response,0.09199350680436283,0.0,9,0.6427350427350428,analyzable
GSE217108,LAM32,broad_lam_like,1170,immune_evasion,0.16436123922027118,0.1493076673935396,7,0.8700854700854701,analyzable
GSE217108,LAM32,broad_lam_like,1170,inflammatory,0.19155195182486232,0.171066431364122,10,1.1222222222222222,analyzable
GSE217108,LAM32,broad_lam_like,1170,macrophage_markers,0.07988215418138343,0.0,7,0.44358974358974357,analyzable
GSE217108,LAM32,broad_lam_like,1170,macrophage_suppressive,0.08385956004714712,0.0,8,0.5247863247863248,analyzable
GSE217108,LAM32,broad_lam_like,1170,nk_ligands,0.01639930801356443,0.0,5,0.07094017094017094,partial_coverage
GSE217108,LAM32,broad_lam_like,1170,nk_markers,0.027958523500053182,0.0,4,0.08034188034188035,analyzable
GSE217108,LAM32,broad_lam_like,1170,nk_state,0.032004197441208276,0.0,5,0.11794871794871795,analyzable
GSE217108,LAM32,broad_lam_like,1170,presentation_machinery,0.3289299746226319,0.28554463174964295,12,2.556410256410256,analyzable
GSE217108,LAM32,broad_lam_like,1170,stem_like,0.08843948656678759,0.0,10,0.5658119658119658,analyzable
GSE217108,LAM32,broad_lam_like,1170,t_cell_exhaustion,0.14417891797952273,0.0,5,0.4564102564102564,analyzable
GSE217108,LAM32,broad_lam_like,1170,t_cell_markers,0.0021924416507771954,0.0,6,0.008547008547008548,analyzable
GSE217108,LAM32,high_confidence,493,antigen_associated,0.4223644350840539,0.3809729773137755,6,1.5070993914807302,analyzable
GSE217108,LAM32,high_confidence,493,cd8_cytotoxicity,0.0032542185301452286,0.0,5,0.02028397565922921,analyzable
GSE217108,LAM32,high_confidence,493,identity_protected,0.2410026720900205,0.2104453444636024,6,1.3265720081135903,partial_coverage
GSE217108,LAM32,high_confidence,493,ifn_response,0.1252931966077385,0.1094694907327776,9,1.1764705882352942,analyzable
GSE217108,LAM32,high_confidence,493,immune_evasion,0.1991498583777385,0.187347890127935,7,1.4442190669371198,analyzable
GSE217108,LAM32,high_confidence,493,inflammatory,0.21023817524636282,0.1896978331794065,10,1.6389452332657202,analyzable
GSE217108,LAM32,high_confidence,493,macrophage_markers,0.12992806964078157,0.042436405923294,7,0.9168356997971603,analyzable
GSE217108,LAM32,high_confidence,493,macrophage_suppressive,0.14802859990591113,0.0931176197699082,8,1.156186612576065,analyzable
GSE217108,LAM32,high_confidence,493,nk_ligands,0.01911019618546871,0.0,5,0.12373225152129817,partial_coverage
GSE217108,LAM32,high_confidence,493,nk_markers,0.046153846731644285,0.0,4,0.17849898580121704,analyzable
GSE217108,LAM32,high_confidence,493,nk_state,0.05064657037212791,0.0,5,0.23935091277890466,analyzable
GSE217108,LAM32,high_confidence,493,presentation_machinery,0.3893166282428216,0.3540890514675107,12,3.8296146044624746,analyzable
GSE217108,LAM32,high_confidence,493,stem_like,0.1035406769657067,0.0741874493153353,10,0.9087221095334685,analyzable
GSE217108,LAM32,high_confidence,493,t_cell_exhaustion,0.18009141934596706,0.1772256765671412,5,0.742393509127789,analyzable
GSE217108,LAM32,high_confidence,493,t_cell_markers,0.003534607045068711,0.0,6,0.02231237322515213,analyzable
GSE217108,LAM32,unrestricted_lam,3928,antigen_associated,0.015523554740167948,0.0,6,0.04786150712830957,analyzable
GSE217108,LAM32,unrestricted_lam,3928,cd8_cytotoxicity,0.006733925820554248,0.0,5,0.013238289205702648,analyzable
GSE217108,LAM32,unrestricted_lam,3928,identity_protected,0.0,0.0,6,0.0,partial_coverage
GSE217108,LAM32,unrestricted_lam,3928,ifn_response,0.07989807598790846,0.0,9,0.42082484725050917,analyzable
GSE217108,LAM32,unrestricted_lam,3928,immune_evasion,0.15006218895909731,0.0,7,0.5865580448065173,analyzable
GSE217108,LAM32,unrestricted_lam,3928,inflammatory,0.17416819618803986,0.1725763027319714,10,0.8136456211812627,analyzable
GSE217108,LAM32,unrestricted_lam,3928,macrophage_markers,0.021944870927269523,0.0,7,0.08706720977596741,analyzable
GSE217108,LAM32,unrestricted_lam,3928,macrophage_suppressive,0.023807139904073318,0.0,8,0.10845213849287169,analyzable
GSE217108,LAM32,unrestricted_lam,3928,nk_ligands,0.012787061545423641,0.0,5,0.04175152749490835,partial_coverage
GSE217108,LAM32,unrestricted_lam,3928,nk_markers,0.03248692654871841,0.0,4,0.05779022403258656,analyzable
GSE217108,LAM32,unrestricted_lam,3928,nk_state,0.03133423080389028,0.0,5,0.07255600814663951,analyzable
GSE217108,LAM32,unrestricted_lam,3928,presentation_machinery,0.30580849512293146,0.2364344669314044,12,1.8174643584521384,analyzable
GSE217108,LAM32,unrestricted_lam,3928,stem_like,0.08269401624199238,0.0,10,0.4035132382892057,analyzable
GSE217108,LAM32,unrestricted_lam,3928,t_cell_exhaustion,0.12430059597818989,0.0,5,0.32077393075356414,analyzable
GSE217108,LAM32,unrestricted_lam,3928,t_cell_markers,0.004536162039759548,0.0,6,0.012729124236252547,analyzable
GSE217108,LAM44,broad_lam_like,1610,antigen_associated,0.16131896733567175,0.14585517676600918,6,0.7341614906832298,analyzable
GSE217108,LAM44,broad_lam_like,1610,cd8_cytotoxicity,0.4238555685015398,0.22547027793066488,5,1.4254658385093169,analyzable
GSE217108,LAM44,broad_lam_like,1610,identity_protected,0.1013595929800816,0.0,6,0.4720496894409938,partial_coverage
GSE217108,LAM44,broad_lam_like,1610,ifn_response,0.2937775861442146,0.2754670497130962,9,2.198757763975155,analyzable
GSE217108,LAM44,broad_lam_like,1610,immune_evasion,0.3393638150686811,0.33272859494706597,7,1.5875776397515529,analyzable
GSE217108,LAM44,broad_lam_like,1610,inflammatory,0.26582319303865676,0.2526745819516875,10,1.986335403726708,analyzable
GSE217108,LAM44,broad_lam_like,1610,macrophage_markers,0.4304147302718746,0.3515186775932462,7,2.436024844720497,analyzable
GSE217108,LAM44,broad_lam_like,1610,macrophage_suppressive,0.37878179518824184,0.2885296906852796,8,2.388198757763975,analyzable
GSE217108,LAM44,broad_lam_like,1610,nk_ligands,0.01048115107331561,0.0,5,0.059006211180124224,partial_coverage
GSE217108,LAM44,broad_lam_like,1610,nk_markers,0.4860464307358329,0.2894142841985373,4,1.2627329192546584,analyzable
GSE217108,LAM44,broad_lam_like,1610,nk_state,0.49853346568721246,0.3561335353604514,5,1.668944099378882,analyzable
GSE217108,LAM44,broad_lam_like,1610,presentation_machinery,0.8891628048058487,0.8757000292827513,12,6.3354037267080745,analyzable
GSE217108,LAM44,broad_lam_like,1610,stem_like,0.0550863849136773,0.0,10,0.5385093167701863,analyzable
GSE217108,LAM44,broad_lam_like,1610,t_cell_exhaustion,0.18287380772638037,0.13570029034357906,5,0.6627329192546584,analyzable
GSE217108,LAM44,broad_lam_like,1610,t_cell_markers,0.12282611216524601,0.0,6,0.5919254658385094,analyzable
GSE217108,LAM44,high_confidence,582,antigen_associated,0.3123048884448455,0.28021356647950224,6,1.4209621993127148,analyzable
GSE217108,LAM44,high_confidence,582,cd8_cytotoxicity,0.30373253809381995,0.1819393769348282,5,1.4639175257731958,analyzable
GSE217108,LAM44,high_confidence,582,identity_protected,0.21836969822277164,0.1893393215836445,6,1.2800687285223367,partial_coverage
GSE217108,LAM44,high_confidence,582,ifn_response,0.275775054308502,0.24625017095159907,9,2.6237113402061856,analyzable
GSE217108,LAM44,high_confidence,582,immune_evasion,0.3665198654742652,0.35862865936166816,7,2.1357388316151202,analyzable
GSE217108,LAM44,high_confidence,582,inflammatory,0.2708820814787492,0.25508544059838345,10,2.4278350515463916,analyzable
GSE217108,LAM44,high_confidence,582,macrophage_markers,0.6255890931358022,0.554183801278134,7,3.606529209621993,analyzable
GSE217108,LAM44,high_confidence,582,macrophage_suppressive,0.6236863037140753,0.5153038448980751,8,3.8075601374570445,analyzable
GSE217108,LAM44,high_confidence,582,nk_ligands,0.014163176383827088,0.0,5,0.10481099656357389,partial_coverage
GSE217108,LAM44,high_confidence,582,nk_markers,0.3496327373298699,0.2305473100832024,4,1.2663230240549828,analyzable
GSE217108,LAM44,high_confidence,582,nk_state,0.4054725553511659,0.3249420951050266,5,1.8213058419243986,analyzable
GSE217108,LAM44,high_confidence,582,presentation_machinery,0.8293077702303259,0.8228488927844457,12,6.774914089347079,analyzable
GSE217108,LAM44,high_confidence,582,stem_like,0.060677429894063085,0.044783947070177105,10,0.7130584192439863,analyzable
GSE217108,LAM44,high_confidence,582,t_cell_exhaustion,0.1571826822667238,0.1321955796256119,5,0.738831615120275,analyzable
GSE217108,LAM44,high_confidence,582,t_cell_markers,0.07810391368691251,0.0,6,0.5859106529209622,analyzable
GSE217108,LAM44,unrestricted_lam,4613,antigen_associated,0.024727139781838728,0.0,6,0.1047040971168437,analyzable
GSE217108,LAM44,unrestricted_lam,4613,cd8_cytotoxicity,0.7064992464768965,0.5050972521142751,5,1.8081508779536093,analyzable
GSE217108,LAM44,unrestricted_lam,4613,identity_protected,0.0,0.0,6,0.0,partial_coverage
GSE217108,LAM44,unrestricted_lam,4613,ifn_response,0.31017891197028397,0.2928910359386503,9,1.8972469109039671,analyzable
GSE217108,LAM44,unrestricted_lam,4613,immune_evasion,0.34199528451867617,0.3517543327673532,7,1.2512464773466292,analyzable
GSE217108,LAM44,unrestricted_lam,4613,inflammatory,0.2505397754174158,0.2388314231286875,10,1.5835681768913938,analyzable
GSE217108,LAM44,unrestricted_lam,4613,macrophage_markers,0.35364633114922817,0.3111457485802247,7,1.7218729676999782,analyzable
GSE217108,LAM44,unrestricted_lam,4613,macrophage_suppressive,0.29283380706136464,0.2554472041952408,8,1.622805115976588,analyzable
GSE217108,LAM44,unrestricted_lam,4613,nk_ligands,0.012357064358169446,0.0,5,0.05289399523086928,partial_coverage
GSE217108,LAM44,unrestricted_lam,4613,nk_markers,0.7952863264499025,0.5749635812258269,4,1.5324084110123564,analyzable
GSE217108,LAM44,unrestricted_lam,4613,nk_state,0.7611572399301183,0.5896472904168829,5,1.9083026230218947,analyzable
GSE217108,LAM44,unrestricted_lam,4613,presentation_machinery,1.0010986434919718,1.0001440453992123,12,5.959679167569911,analyzable
GSE217108,LAM44,unrestricted_lam,4613,stem_like,0.036994641243869204,0.0,10,0.29958812052893996,analyzable
GSE217108,LAM44,unrestricted_lam,4613,t_cell_exhaustion,0.21528053521967755,0.0,5,0.6316930414047258,analyzable
GSE217108,LAM44,unrestricted_lam,4613,t_cell_markers,0.20376085371450342,0.0,6,0.7929763711250813,analyzable
GSE302356,LAM18,broad_lam_like,728,antigen_associated,0.041458105425442766,0.0,6,0.19917582417582416,analyzable
GSE302356,LAM18,broad_lam_like,728,cd8_cytotoxicity,0.3061662349014763,0.0,5,0.6785714285714286,analyzable
GSE302356,LAM18,broad_lam_like,728,identity_protected,0.31652686110307965,0.24535551330488445,6,0.8873626373626373,partial_coverage
GSE302356,LAM18,broad_lam_like,728,ifn_response,0.4406142417449805,0.412706286155036,9,2.6043956043956045,analyzable
GSE302356,LAM18,broad_lam_like,728,immune_evasion,0.34119576757303394,0.34818836544616155,7,1.3131868131868132,analyzable
GSE302356,LAM18,broad_lam_like,728,inflammatory,0.2714086080632059,0.24132382574613348,10,1.8104395604395604,analyzable
GSE302356,LAM18,broad_lam_like,728,macrophage_markers,0.3710718921495538,0.0,7,1.1730769230769231,analyzable
GSE302356,LAM18,broad_lam_like,728,macrophage_suppressive,0.3467997544696967,0.12253209645085911,8,1.26510989010989,analyzable
GSE302356,LAM18,broad_lam_like,728,nk_ligands,0.017920400701343635,0.0,5,0.09752747252747253,partial_coverage
GSE302356,LAM18,broad_lam_like,728,nk_markers,0.2542470334095728,0.0,4,0.42445054945054944,analyzable
GSE302356,LAM18,broad_lam_like,728,nk_state,0.2553051886578497,0.0,5,0.5686813186813187,analyzable
GSE302356,LAM18,broad_lam_like,728,presentation_machinery,1.1420541537792588,1.160172795530594,12,5.71978021978022,analyzable
GSE302356,LAM18,broad_lam_like,728,stem_like,0.06504203825623259,0.0,10,0.5151098901098901,analyzable
GSE302356,LAM18,broad_lam_like,728,t_cell_exhaustion,0.07286582348032508,0.0,5,0.32005494505494503,analyzable
GSE302356,LAM18,broad_lam_like,728,t_cell_markers,0.2517698091629691,0.0,6,0.8818681318681318,analyzable
GSE302356,LAM18,high_confidence,129,antigen_associated,0.25860267593146213,0.2241915018787823,6,1.0,analyzable
GSE302356,LAM18,high_confidence,129,cd8_cytotoxicity,0.11441781447505718,0.0,5,0.29457364341085274,analyzable
GSE302356,LAM18,high_confidence,129,identity_protected,0.5197821926999147,0.4428636531411467,6,1.751937984496124,partial_coverage
GSE302356,LAM18,high_confidence,129,ifn_response,0.560624159044843,0.5373641953500038,9,3.449612403100775,analyzable
GSE302356,LAM18,high_confidence,129,immune_evasion,0.3599088849241262,0.3618401297202774,7,1.8527131782945736,analyzable
GSE302356,LAM18,high_confidence,129,inflammatory,0.3999039343340733,0.2829770532242117,10,2.488372093023256,analyzable
GSE302356,LAM18,high_confidence,129,macrophage_markers,0.5736416344623106,0.0,7,1.6744186046511629,analyzable
GSE302356,LAM18,high_confidence,129,macrophage_suppressive,0.6371868828407802,0.3351742763875056,8,2.0697674418604652,analyzable
GSE302356,LAM18,high_confidence,129,nk_ligands,0.018090177735965985,0.0,5,0.16279069767441862,partial_coverage
GSE302356,LAM18,high_confidence,129,nk_markers,0.12300730979113995,0.0,4,0.27906976744186046,analyzable
GSE302356,LAM18,high_confidence,129,nk_state,0.14975291017535752,0.0,5,0.46511627906976744,analyzable
GSE302356,LAM18,high_confidence,129,presentation_machinery,1.0679117473615045,1.0147824568142916,12,6.0852713178294575,analyzable
GSE302356,LAM18,high_confidence,129,stem_like,0.09411011564474288,0.0728811630918306,10,0.8837209302325582,analyzable
GSE302356,LAM18,high_confidence,129,t_cell_exhaustion,0.04170833324449727,0.0,5,0.26356589147286824,analyzable
GSE302356,LAM18,high_confidence,129,t_cell_markers,0.04445597937510318,0.0,6,0.21705426356589147,analyzable
GSE302356,LAM18,unrestricted_lam,3589,antigen_associated,0.008905120371670355,0.0,6,0.02814154360546113,analyzable
GSE302356,LAM18,unrestricted_lam,3589,cd8_cytotoxicity,0.45690965203428746,0.0,5,0.8420172750069658,analyzable
GSE302356,LAM18,unrestricted_lam,3589,identity_protected,0.0,0.0,6,0.0,partial_coverage
GSE302356,LAM18,unrestricted_lam,3589,ifn_response,0.39821113572657885,0.3407959653813697,9,2.0855391473948175,analyzable
GSE302356,LAM18,unrestricted_lam,3589,immune_evasion,0.41862691337685104,0.4122776922053673,7,1.2387851769295068,analyzable
GSE302356,LAM18,unrestricted_lam,3589,inflammatory,0.25594621042813065,0.238616016791626,10,1.5246586792978545,analyzable
GSE302356,LAM18,unrestricted_lam,3589,macrophage_markers,0.446141480500713,0.1241048910916476,7,1.31568682084146,analyzable
GSE302356,LAM18,unrestricted_lam,3589,macrophage_suppressive,0.36366966786540217,0.1203947802157353,8,1.251044859292282,analyzable
GSE302356,LAM18,unrestricted_lam,3589,nk_ligands,0.015782943816728602,0.0,5,0.07132906101978267,partial_coverage
GSE302356,LAM18,unrestricted_lam,3589,nk_markers,0.42291993153316465,0.0,4,0.58790749512399,analyzable
GSE302356,LAM18,unrestricted_lam,3589,nk_state,0.40535973416877435,0.0,5,0.7433825578155475,analyzable
GSE302356,LAM18,unrestricted_lam,3589,presentation_machinery,1.3039615087785512,1.3725267744911755,12,5.6720534967957645,analyzable
GSE302356,LAM18,unrestricted_lam,3589,stem_like,0.053203825535554486,0.0,10,0.32766787405962666,analyzable
GSE302356,LAM18,unrestricted_lam,3589,t_cell_exhaustion,0.08914958195594293,0.0,5,0.32850376149345223,analyzable
GSE302356,LAM18,unrestricted_lam,3589,t_cell_markers,0.31348584573550087,0.0,6,1.0367790470883254,analyzable
GSE302356,LAM3,broad_lam_like,2296,antigen_associated,0.14282508062559277,0.10570089107010575,6,0.6424216027874564,analyzable
GSE302356,LAM3,broad_lam_like,2296,cd8_cytotoxicity,0.009319497618074556,0.0,5,0.040940766550522645,analyzable
GSE302356,LAM3,broad_lam_like,2296,identity_protected,0.11322571724382133,0.07757084358953825,6,0.5087108013937283,partial_coverage
GSE302356,LAM3,broad_lam_like,2296,ifn_response,0.13942512070958055,0.1041793460470039,9,1.2094947735191637,analyzable
GSE302356,LAM3,broad_lam_like,2296,immune_evasion,0.13518472143944016,0.11294473544848349,7,0.8841463414634146,analyzable
GSE302356,LAM3,broad_lam_like,2296,inflammatory,0.11811288958604434,0.1003053180754243,10,1.0718641114982579,analyzable
GSE302356,LAM3,broad_lam_like,2296,macrophage_markers,0.10870276968263012,0.0,7,0.6737804878048781,analyzable
GSE302356,LAM3,broad_lam_like,2296,macrophage_suppressive,0.12496695347960297,0.0,8,0.8510452961672473,analyzable
GSE302356,LAM3,broad_lam_like,2296,nk_ligands,0.010149204742803206,0.0,5,0.06315331010452961,partial_coverage
GSE302356,LAM3,broad_lam_like,2296,nk_markers,0.037439763420743455,0.0,4,0.12282229965156795,analyzable
GSE302356,LAM3,broad_lam_like,2296,nk_state,0.037544886185131646,0.0,5,0.15940766550522648,analyzable
GSE302356,LAM3,broad_lam_like,2296,presentation_machinery,0.4099616859082026,0.3355423640472232,12,3.6459059233449476,analyzable
GSE302356,LAM3,broad_lam_like,2296,stem_like,0.08754163914627022,0.0,10,0.7835365853658537,analyzable
GSE302356,LAM3,broad_lam_like,2296,t_cell_exhaustion,0.23382512504769445,0.1992709673482386,5,0.6402439024390244,analyzable
GSE302356,LAM3,broad_lam_like,2296,t_cell_markers,0.01385425724325602,0.0,6,0.0740418118466899,analyzable
GSE302356,LAM3,high_confidence,1492,antigen_associated,0.31479422774026455,0.240808475731845,6,1.4544235924932976,analyzable
GSE302356,LAM3,high_confidence,1492,cd8_cytotoxicity,0.010346764902472888,0.0,5,0.09249329758713137,analyzable
GSE302356,LAM3,high_confidence,1492,identity_protected,0.30449010817261407,0.2114971341478768,6,1.5583109919571045,partial_coverage
GSE302356,LAM3,high_confidence,1492,ifn_response,0.17660242362648831,0.15353669068619386,9,2.1400804289544237,analyzable
GSE302356,LAM3,high_confidence,1492,immune_evasion,0.17485496959502003,0.15402521719797815,7,1.6032171581769437,analyzable
GSE302356,LAM3,high_confidence,1492,inflammatory,0.14303669690507473,0.131091125958542,10,1.804289544235925,analyzable
GSE302356,LAM3,high_confidence,1492,macrophage_markers,0.2693993682261841,0.08919918829629275,7,1.737265415549598,analyzable
GSE302356,LAM3,high_confidence,1492,macrophage_suppressive,0.303900938512242,0.11169568891419925,8,2.091152815013405,analyzable
GSE302356,LAM3,high_confidence,1492,nk_ligands,0.010046262081765765,0.0,5,0.11126005361930295,partial_coverage
GSE302356,LAM3,high_confidence,1492,nk_markers,0.03470696297636486,0.0,4,0.20442359249329758,analyzable
GSE302356,LAM3,high_confidence,1492,nk_state,0.05069120250925597,0.0,5,0.35455764075067026,analyzable
GSE302356,LAM3,high_confidence,1492,presentation_machinery,0.5184634007632112,0.4406499060889306,12,5.255361930294906,analyzable
GSE302356,LAM3,high_confidence,1492,stem_like,0.1270891809905556,0.07371028817462155,10,1.4758713136729222,analyzable
GSE302356,LAM3,high_confidence,1492,t_cell_exhaustion,0.2159282090886967,0.19850846936207078,5,0.8512064343163539,analyzable
GSE302356,LAM3,high_confidence,1492,t_cell_markers,0.009963594493290618,0.0,6,0.11662198391420911,analyzable
GSE302356,LAM3,unrestricted_lam,4119,antigen_associated,0.0199511366320393,0.0,6,0.08157319737800436,analyzable
GSE302356,LAM3,unrestricted_lam,4119,cd8_cytotoxicity,0.02003653358157063,0.0,5,0.05486768633163389,analyzable
GSE302356,LAM3,unrestricted_lam,4119,identity_protected,3.576739302545999e-05,0.0,6,0.00024277737314882253,partial_coverage
GSE302356,LAM3,unrestricted_lam,4119,ifn_response,0.12687227314512925,0.0753332308403805,9,0.8492352512745812,analyzable
GSE302356,LAM3,unrestricted_lam,4119,immune_evasion,0.1301622142882732,0.0,7,0.6397183782471474,analyzable
GSE302356,LAM3,unrestricted_lam,4119,inflammatory,0.10527549572807461,0.074844458721611,10,0.7737314882252974,analyzable
GSE302356,LAM3,unrestricted_lam,4119,macrophage_markers,0.10118598111413926,0.0,7,0.4600631221170187,analyzable
GSE302356,LAM3,unrestricted_lam,4119,macrophage_suppressive,0.11674309233734492,0.0,8,0.599174556931294,analyzable
GSE302356,LAM3,unrestricted_lam,4119,nk_ligands,0.008454320599526964,0.0,5,0.03957271182325807,partial_coverage
GSE302356,LAM3,unrestricted_lam,4119,nk_markers,0.05858776510205722,0.0,4,0.13182811361981064,analyzable
GSE302356,LAM3,unrestricted_lam,4119,nk_state,0.052699371411686666,0.0,5,0.15125030347171645,analyzable
GSE302356,LAM3,unrestricted_lam,4119,presentation_machinery,0.39791056336393615,0.3135246303726418,12,2.8334547220199076,analyzable
GSE302356,LAM3,unrestricted_lam,4119,stem_like,0.04733688799121837,0.0,10,0.36902160718621024,analyzable
GSE302356,LAM3,unrestricted_lam,4119,t_cell_exhaustion,0.24208911349388346,0.1783222141407454,5,0.5688273852876912,analyzable
GSE302356,LAM3,unrestricted_lam,4119,t_cell_markers,0.016814180663075634,0.0,6,0.0614226754066521,analyzable
GSE302356,LAM32,broad_lam_like,1690,antigen_associated,0.07202631259302357,0.0,6,0.35384615384615387,analyzable
GSE302356,LAM32,broad_lam_like,1690,cd8_cytotoxicity,0.19458139531131888,0.0,5,0.4443786982248521,analyzable
GSE302356,LAM32,broad_lam_like,1690,identity_protected,0.3028990239175068,0.2213356839097676,6,0.8396449704142012,partial_coverage
GSE302356,LAM32,broad_lam_like,1690,ifn_response,0.5116088585906172,0.47273113510795217,9,2.9289940828402368,analyzable
GSE302356,LAM32,broad_lam_like,1690,immune_evasion,0.38587748334992866,0.38238234351130873,7,1.5201183431952663,analyzable
GSE302356,LAM32,broad_lam_like,1690,inflammatory,0.284108965939108,0.2502807861304801,10,1.9970414201183433,analyzable
GSE302356,LAM32,broad_lam_like,1690,macrophage_markers,0.5977261004855017,0.1622084530185863,7,1.9520710059171598,analyzable
GSE302356,LAM32,broad_lam_like,1690,macrophage_suppressive,0.5070174648137603,0.20691679015918685,8,1.9810650887573964,analyzable
GSE302356,LAM32,broad_lam_like,1690,nk_ligands,0.022254238438926283,0.0,5,0.13550295857988165,partial_coverage
GSE302356,LAM32,broad_lam_like,1690,nk_markers,0.2277058933885432,0.0,4,0.3940828402366864,analyzable
GSE302356,LAM32,broad_lam_like,1690,nk_state,0.26161198062171787,0.0,5,0.6195266272189349,analyzable
GSE302356,LAM32,broad_lam_like,1690,presentation_machinery,1.1421705286305524,1.2050472291916259,12,5.978106508875739,analyzable
GSE302356,LAM32,broad_lam_like,1690,stem_like,0.10146141585907864,0.0469518544449502,10,0.7088757396449704,analyzable
GSE302356,LAM32,broad_lam_like,1690,t_cell_exhaustion,0.06024034120339692,0.0,5,0.27928994082840236,analyzable
GSE302356,LAM32,broad_lam_like,1690,t_cell_markers,0.10284335472335825,0.0,6,0.372189349112426,analyzable
GSE302356,LAM32,high_confidence,335,antigen_associated,0.23409815816489282,0.1991428706673804,6,1.1402985074626866,analyzable
GSE302356,LAM32,high_confidence,335,cd8_cytotoxicity,0.04737942910589425,0.0,5,0.26865671641791045,analyzable
GSE302356,LAM32,high_confidence,335,identity_protected,0.4380570538410124,0.3788731352870545,6,1.7313432835820894,partial_coverage
GSE302356,LAM32,high_confidence,335,ifn_response,0.5291815787986194,0.5062478005554877,9,3.9313432835820894,analyzable
GSE302356,LAM32,high_confidence,335,immune_evasion,0.36709769812824866,0.3630180794408599,7,2.1104477611940298,analyzable
GSE302356,LAM32,high_confidence,335,inflammatory,0.30812100186610125,0.2738576811996324,10,2.8119402985074626,analyzable
GSE302356,LAM32,high_confidence,335,macrophage_markers,0.8870955908914362,0.1285612519506995,7,2.6417910447761193,analyzable
GSE302356,LAM32,high_confidence,335,macrophage_suppressive,0.8435676810129538,0.3241134326976183,8,3.008955223880597,analyzable
GSE302356,LAM32,high_confidence,335,nk_ligands,0.025343488136531752,0.0,5,0.25671641791044775,partial_coverage
GSE302356,LAM32,high_confidence,335,nk_markers,0.06228298420130934,0.0,4,0.2507462686567164,analyzable
GSE302356,LAM32,high_confidence,335,nk_state,0.1606974569527797,0.0,5,0.5761194029850746,analyzable
GSE302356,LAM32,high_confidence,335,presentation_machinery,1.09609720745665,1.059350600105757,12,6.773134328358209,analyzable
GSE302356,LAM32,high_confidence,335,stem_like,0.11514603752124755,0.0981350384922003,10,1.1253731343283582,analyzable
GSE302356,LAM32,high_confidence,335,t_cell_exhaustion,0.056507405965213656,0.0,5,0.37910447761194027,analyzable
GSE302356,LAM32,high_confidence,335,t_cell_markers,0.03159809742255897,0.0,6,0.21194029850746268,analyzable
GSE302356,LAM32,unrestricted_lam,5996,antigen_associated,0.01705618800581957,0.0,6,0.07004669779853236,analyzable
GSE302356,LAM32,unrestricted_lam,5996,cd8_cytotoxicity,0.35761229796131505,0.0,5,0.696964643095397,analyzable
GSE302356,LAM32,unrestricted_lam,5996,identity_protected,0.0,0.0,6,0.0,partial_coverage
