gene,KO_vehicle_minus_WT_vehicle,KO_rapamycin_minus_KO_vehicle,KO_rapamycin_vs_WT_vehicle_descriptive
OSBPL2,2.1707255760000015,2.4776261086666675,4.648351684666669
RRP1B,-0.030630096333333245,-0.07336975533333323,-0.10399985166666648
CENPW,,,
LRAT,,,0.21546143499999992
NOTCH2NL,-0.4348844700000001,1.4604180066666697,1.0255335366666696
FUT7,0.5390336353333334,-0.08933082599999986,0.4497028093333335
ABCA12,-0.04764379200000002,-0.10238223400000002,-0.15002602600000003
BCL2L15,,,
LOC100506207,,,-0.23447673550000003
LINC00654,,,0.1891072083333334
LGMN,-0.056331937000000054,6.1260394929999995,6.069707555999999
DNAJB1,-15.21889679000001,-1.957136006666662,-17.17603279666667
HLA-DOB,1.4919240599999988,0.5327479700000008,2.0246720299999996
ZNF701,1.0801309726666668,-0.5125890588333331,0.5675419138333337
CDH24,-0.5493243366666666,0.08878169199999997,-0.4605426446666666
PAPD4,1.481680382333332,3.677243659666667,5.158924041999999
ERH,12.492313949833331,-7.2736598741666825,5.218654075666649
VTN,0.1920043446666666,0.2788446906666664,0.470849035333333
FAM179A,,,
BCAR1,-0.3567537371666658,-0.04342902575000096,-0.40018276291666677
DLX5,1.9509497550000003,1.029414415999999,2.9803641709999993
TNFSF14,1.9355652033333328,-0.3334297428333315,1.6021354605000013
DBIL5P2,0.5290515343333333,0.4585942820000002,0.9876458163333335
NDRG1,22.242155006666657,-19.75342323666666,2.4887317699999976
UBXN10-AS1,,,
LOC148696,0.38996281033333335,0.012501764000000026,0.4024645743333334
TBRG4,1.1476805333333324,-0.5278602639999992,0.6198202693333332
MIR193BHG,-0.5340752553333332,-0.2079497039999999,-0.7420249593333331
CTDSPL,2.049646504333334,1.0803045793333332,3.129951083666667
LCK,,,
PLB1,-1.820240571166666,0.9260308801666666,-0.8942096909999995
LINC01102,,,
BATF,-0.01774439283333329,-0.09540143466666662,-0.11314582749999991
PIK3R3,2.6518227180833325,-1.7655962839166666,0.8862264341666659
CSTA,-0.2716970413333334,,
DLGAP4-AS1,-0.07125625200000008,0.074839235,0.0035829829999999285
DIAPH1,-3.3581131199999987,2.6286290600000015,-0.7294840599999972
ASAH2B,2.707296397666667,-0.04003564666666648,2.6672607510000006
HSPB2,,,0.14316356399999997
GLI1,1.4528492300000018,0.07436758666666421,1.527216816666666
TTC21B-AS1,,,
LRCH4,0.4104665036666679,0.8419749576666655,1.2524414613333335
RP9P,,,
KRT4,0.18596476250000005,-0.03620682266666664,0.1497579398333334
ANKUB1,,,
PHF7,-0.504822136,0.5202394893333335,0.015417353333333494
LYZL6,-0.0027199216666665693,0.05293817249999988,0.05021825083333331
SLC25A5,58.99479016666663,-20.52612063333322,38.46866953333341
HPN,-0.04892032766666665,-0.09900922633333331,-0.14792955399999996
MGAT5B,0.020548019666666972,-0.26378285783333344,-0.24323483816666647
R3HDM4,-4.896493759333332,3.250582502666667,-1.6459112566666647
ZYG11B,-1.205873788333335,0.9352909829999998,-0.27058280533333523
MRPL30,0.8620101726666647,3.3447562950000034,4.206766467666668
SATB1,0.3726002228333333,0.534309413666667,0.9069096365000002
VPS36,-0.9352318513333335,-0.7580817574999994,-1.693313608833333
MON2,0.3472348302222221,0.736558642111111,1.0837934723333331
CHD8,-0.01796932266666662,0.02126917166666642,0.0032998489999997993
HSD52,0.38196548566666677,0.5502183276666666,0.9321838133333333
KDM2B,2.194134662333335,-0.8818706827777785,1.3122639795555564
LOC101926948,0.800261284666667,-0.8199678643333335,-0.019706579666666446
ZNF703,0.13691593716666617,2.0720659056666655,2.2089818428333317
SAP130,1.1120299229999997,-0.04430729799999966,1.067722625
LOC101928098,0.4058412553333337,-0.8561734790000011,-0.45033222366666736
RIC1,0.019112151000000188,0.8229579468333333,0.8420700978333335
NEIL1,0.30182831866666593,0.9253907066666662,1.2272190253333322
NEAT1,0.7909204930000016,-6.381844574111108,-5.5909240811111065
COG6,0.1819078083333352,2.2588762823333326,2.440784090666668
SIRPD,0.232092427,-0.05679418899999966,0.17529823800000033
CHCHD10,0.10258869000000104,5.0532706833333325,5.1558593733333336
MCU,1.4995710466666665,1.4724338400000008,2.9720048866666673
DDX54,-1.0564101400000023,1.182094056666669,0.12568391666666656
C20orf27,-1.8847711999999976,-0.9167733466666697,-2.8015445466666673
FAM96A,1.7302849166666618,14.232041656666667,15.962326573333328
ZNF664,-0.7581694819999996,-1.6263836290000007,-2.3845531110000002
VPS13D,-0.036995974444445245,0.5968211726666675,0.5598251982222222
LOC100506406,-0.21544994250000005,0.05172757250000004,-0.16372237
LIN28B,-0.2155372445,,
XIST,-0.5898030260000011,0.8393077821111117,0.24950475611111056
CPNE8,1.844444428777778,1.1461620723333343,2.9906065011111123
BROX,21.30437895577777,11.894923871722234,33.199302827500006
ATCAY,-0.22305943116666693,0.17095838699999888,-0.052101044166668053
LOC100996338,0.14584296433333332,0.09950135933333337,0.2453443236666667
CLDN11,13.925536644833343,75.7031655138333,89.62870215866664
TMEM43,6.951183014333333,6.328226429999999,13.279409444333332
S100A11,22.249781740000003,-2.504238473333345,19.745543266666658
ERICH3,0.054562452999999955,,
ZBTB1,1.1245428413333336,-1.0047667881666662,0.1197760531666674
LOC105369819,,,
PKD2L1,,,
SLC25A27,-0.12181449900000008,0.04165198533333336,-0.08016251366666671
RAD9A,0.05534996233333267,-0.18927567166666615,-0.13392570933333348
NTS,,,
LINGO4,,,
ETNK1,1.5263783980000003,0.46356872733333265,1.989947125333333
GRHL3,,,
ORMDL2,9.55689108,14.20381060333333,23.76070168333333
LMAN1,2.3294074393333335,1.6903519190000003,4.019759358333333
LINC00282,0.014167982999999662,-0.01316539799999994,0.0010025849999997227
PEX11A,0.9770442349999997,0.9232100550000002,1.90025429
SULT4A1,0.30924732433333313,0.22093863166666683,0.530185956
LOC105369727,0.1447110886666666,-0.1730033929999999,-0.028292304333333296
CREBZF,-1.9208121293333336,0.5621965053333335,-1.358615624
SYNJ2,-2.1327630563333333,0.5347845026666675,-1.5979785536666657
NARS,15.997744960000006,-5.452594599999998,10.545150360000008
LOC285804,,,
TSPAN12,0.016114486666666705,0.03991467066666643,0.056029157333333135
GDAP1L1,0.26147355966666663,0.20482770200000022,0.46630126166666686
TTLL4,-0.031391806000000244,-0.23162025966666722,-0.26301206566666746
NOL11,0.22433256000000057,0.46893640333333053,0.6932689633333311
BANP,10.128603056666655,6.292148623333347,16.420751680000002
AGK,-11.258378773333334,5.550299463333332,-5.708079310000002
CFDP1,-3.661168536666672,5.552617743333336,1.891449206666664
NF1,-3.3197844506666634,2.3348725923333333,-0.9849118583333301
ZNF691,-0.37509295033333356,1.8209147376666663,1.4458217873333328
MDK,-22.250605326666662,22.39963903,0.14903370333333754
HTRA1,52.19026453666668,28.74451381999998,80.93477835666667
LINC01504,,,
GPAA1,10.830386243333333,17.986517650000003,28.816903893333336
NKIRAS1,12.451400820000002,1.8335659066666672,14.284966726666669
HOXA1,0.2292196198333345,0.390227861333333,0.6194474811666675
BRINP3,0.28997781799999967,-0.23657357433333281,0.05340424366666685
DAZL,0.9135889373333317,0.10131157900000254,1.0149005163333342
COLQ,0.34435446033333317,0.5480817893333334,0.8924362496666666
LINC01007,-0.0685511425,,
TMEM177,,,
SNN,3.586635018333334,2.2016334795,5.788268497833334
MYO10,1.7727260515555558,0.32650002766666564,2.0992260792222215
DENND5A,-0.4732670676666677,0.8397417653333337,0.36647469766666596
ADIRF-AS1,0.05107031408333351,0.11289460991666656,0.16396492400000007
REG3A,0.3163280906666661,0.21699823033333354,0.5333263209999997
MS4A7,,0.10468738799999999,
BBS5,0.060797386000000064,0.020209924666666712,0.08100731066666678
LINC00905,0.3924412503333343,0.17132301499999958,0.5637642653333339
PARP4,0.4574665280000003,1.704643089000001,2.1621096170000014
AVPI1,10.852552156666675,7.09524923333332,17.947801389999995
ZBTB7A,-2.704241715833337,2.218066163166668,-0.4861755526666691
TNFRSF8,0.2905169576666662,1.2850323443333336,1.5755493019999998
ADGRG6,,,
LOC100506289,,,
PCDHB5,,,
MMGT1,-1.4443121896666655,2.760893321666667,1.3165811320000014
VCP,7.342569123333334,0.8576718415000073,8.200240964833341
SRD5A3,2.577501683333333,2.082517673333335,4.660019356666668
FMN2,-0.13144538066666556,0.8859602929999983,0.7545149123333328
HECTD2,0.029269944833333117,0.5388733151666669,0.56814326
C4BPA,,,
MYL9,36.693192033333325,-16.213044623333325,20.48014741
NEK9,-2.7133456851111117,0.8346550271111113,-1.8786906580000005
FUT4,-0.0516874796666662,0.2663250865,0.21463760683333377
FFAR4,,,
NBN,7.169779352333334,3.23337746,10.403156812333334
GMIP,0.005229085333333328,0.03177592666666662,0.03700501199999995
GIPC1,-24.87949955333334,-3.4659598666666582,-28.345459419999997
EIF4EBP2,1.2847862291666683,3.0240846388333313,4.308870868
LOC102724691,,,
LINC00589,,,
BICD1,-0.025213986333333605,2.4008523791666665,2.375638392833333
TAF4,-0.5671002623333339,0.2565263233333337,-0.3105739390000002
SSC4D,-1.3984119753333335,0.4044497376666669,-0.9939622376666666
EML3,1.41747127,-0.13639763466666643,1.2810736353333336
PLD5,0.05997406100000002,-0.07250650866666675,-0.012532447666666724
POM121,,,
IFT27,0.16207823866666615,0.5209950321666668,0.6830732708333329
CAPZA2,-0.07838170777777975,9.221471847777778,9.143090139999998
CC2D2A,-0.7362631541666667,0.8396987781666669,0.10343562400000028
IFFO1,6.476452306666658,2.183626573333335,8.660078879999993
CPN2,0.1876033935000001,0.6136728251666663,0.8012762186666664
DNAH17,-0.08667281033333296,3.9629946333333326,3.8763218229999996
ESYT3,-0.2843199808333332,0.4348999691666664,0.1505799883333332
CDK5,9.518838166666676,14.340484494999991,23.859322661666667
ACOXL,,,
CST9,,,
LPP,0.314438057833333,0.21533235833333353,0.5297704161666665
TGFB1I1,-4.025527517,3.185809325000001,-0.8397181919999994
TPRX1,-0.007751645333333501,-0.051680286999999936,-0.05943193233333344
DISP2,-0.0935223683333335,0.11006329383333346,0.01654092549999997
DNASE1,1.6893074376666668,1.9606241046666657,3.6499315423333325
LINC01522,1.0213388500000011,4.671996906666664,5.693335756666665
SATL1,,,
ZRANB3,-0.14701365933333332,0.7683845718333331,0.6213709124999998
LINC00601,1.123798095333333,0.33314434199999976,1.4569424373333328
HDGF,-8.312966856666677,16.367055866666675,8.054089009999998
LOC101928953,0.049204055666666746,0.04720800133333314,0.09641205699999988
ARMC12,0.2957746023333332,0.8573535240000005,1.1531281263333337
OR1L1,-0.6854571630000001,0.12020270500000008,-0.5652544580000001
LOC101928794,,,
MPI,-0.0982377655000004,1.742962116500001,1.6447243510000007
DYX1C1,-0.1764679963333331,0.6770010116666665,0.5005330153333334
PALM2,2.430900399666667,0.13286579899999929,2.5637661986666664
PAK1,4.098632401666663,0.11432367000000099,4.212956071666664
OR1L3,,,
C12orf65,-4.232833852166668,0.816262058666668,-3.4165717935
LOC284570,,,
CELF1,0.2174306778888897,-0.37647361266666746,-0.15904293477777776
LINC01013,,0.18185202500000003,
SLIT2-IT1,,,
FNDC5,0.30645513966666704,-0.08170036133333358,0.22475477833333346
COG7,0.9088534316666639,2.321646693333335,3.230500124999999
OR11L1,0.08347799666666644,0.04428720233333361,0.12776519900000005
WDR77,4.379220422499998,4.181432840500001,8.560653262999999
DNPEP,2.487237426666667,0.15470147466666617,2.641938901333333
GNRH1,-0.04916438999999995,0.12220453049999991,0.07304014049999996
ASPH,6.99643276622222,18.682151988666675,25.678584754888895
YAF2,4.525720064666667,0.8907200699999986,5.416440134666666
NUSAP1,-2.224210083333329,-0.44296314000000336,-2.6671732233333323
ANXA2R,-0.016264849666666636,0.08325472499999986,0.06698987533333323
KITLG,9.534371664833332,8.924501055166665,18.458872719999995
WNT1,4.193156410000007,3.3913677766666552,7.584524186666663
PDIA4,12.898843759999998,-0.5066349199999962,12.392208840000002
ZBTB37,,,
LOC101928880,,,
MBNL1,1.0218873323333328,2.9539589163333337,3.9758462486666666
PPAN,2.202341730333333,0.8151264910000009,3.017468221333334
LOC100505878,,,
ERICH5,,,
PLRG1,-5.1004358199999995,-0.9268294266666661,-6.027265246666666
LOC105373434,,,
LOC286154,0.696803328333333,-0.8535296683333327,-0.15672633999999963
KCNH6,0.15107760000000003,-0.010312043333333243,0.1407655566666668
MGAT4A,,,
OSER1-AS1,-0.8965951446666667,4.402883070666667,3.5062879260000006
LOC100507443,,,
VAV3,0.6895255916666667,-0.4261863463333333,0.2633392453333334
GBA3,-0.05112336333333334,-0.10572635500000005,-0.1568497183333334
SCML1,-1.0959857133333308,-5.588729899999999,-6.68471561333333
TIMP2,-11.51154205666667,14.132388150000011,2.6208460933333413
LINC01257,,,
KANK2,11.216115231666674,9.83065842166667,21.046773653333343
CEP131,-1.2058786696666663,0.2161074596666661,-0.9897712100000002
SRSF7,2.599414510499999,3.005427334500002,5.604841845000001
TFB1M,-0.16106616483333336,0.3148585018333334,0.15379233700000006
TMED7,1.7761799039999957,24.262475298,26.038655201999994
USP5,2.794270986666664,-0.2637094933333337,2.5305614933333302
LOC105375026,,,
WFDC13,,,
POLR3C,-0.4614061216666654,4.1217317515,3.660325629833334
JMJD7-PLA2G4B,-1.429163624666667,0.8020343673333332,-0.6271292573333338
NDRG4,0.881777886333333,-1.119629964333333,-0.23785207799999997
CALML6,-0.09072998699999996,,
RUNX1T1,,0.6170702136666666,
RHOT2,-0.4620332411666661,-0.06449587300000026,-0.5265291141666664
MZF1-AS1,-0.2742335006666665,0.19794629333333325,-0.07628720733333327
RAD9B,,,
NCAPG,7.156663126666665,-7.670445486666665,-0.5137823600000004
CCNT1,-0.5396528821666653,4.120362373500001,3.5807094913333355
NRG1-IT3,,,
EIF5A2,2.912682293333333,3.3659397766666626,6.2786220699999955
DDX24,1.65038895333333,-0.798219060000001,0.852169893333329
CYP39A1,0.29433568183333325,-0.3583693663333334,-0.06403368450000013
RPRD2,-0.931282537333332,0.5336448531666669,-0.3976376841666651
GPC3,0.9268340840000002,-1.0062486111666669,-0.07941452716666664
APIP,3.9469531799999977,2.528602880000001,6.475556059999999
TSPOAP1,0.6555120060000001,0.0896743976666663,0.7451864036666664
PKD2,-0.07465545866666634,-0.09278063766666644,-0.16743609633333278
MADD,1.4497465620000014,1.2809121009999984,2.730658663
DCBLD2,18.828268667833335,12.50692405833334,31.335192726166675
CREB3L2,0.3248018332222218,0.9211919116666669,1.2459937448888887
FAM179B,-0.5348124956666673,2.476291685333334,1.9414791896666665
ZNF432,2.228558589333334,-0.29170614966666797,1.9368524396666662
PHKA2,-0.04498335099999995,0.16025510799999998,0.11527175700000003
LARGE1,0.2642409320000001,0.3491404166666664,0.6133813486666665
AXIN2,7.081354060000001,4.323846499999998,11.405200559999999
DPH5,-15.723064645833334,14.148674268499994,-1.5743903773333408
PLXND1,1.112813225333333,0.04065895700000022,1.1534721823333332
BHMT,-0.07020893800000017,0.18571302466666673,0.11550408666666656
MGST2,-1.156844790000001,1.863410590000008,0.706565800000007
USP8,0.30532306600000014,0.0005686266666666828,0.3058916926666668
EPB41L4A,0.09537731783333347,0.4996482888888887,0.5950256067222222
ARHGEF9,0.9080390713333335,1.7079899839999992,2.6160290553333327
LY96,3.562996213333335,-1.912171169999997,1.650825043333338
ETF1,2.692309483333336,7.639356240000005,10.33166572333334
NET1,0.4550856560000005,-0.4131839900000003,0.041901666000000226
PEX16,4.570793460000001,11.342435780000006,15.913229240000007
PFAS,-0.6415404699999998,0.20112943266666594,-0.44041103733333387
CLASP2,4.8452709025,-1.8078119605000005,3.0374589419999998
NAE1,12.87831606666667,8.43970539999998,21.31802146666665
PIM2,2.1686617386666667,-1.3188402006666666,0.849821538
POP1,4.318264309999998,0.9968226766666675,5.315086986666666
PARS2,-0.20159769699999974,-0.24020617833333335,-0.4418038753333331
CTIF,0.2636621676666664,0.6627690406666664,0.9264312083333328
PKN3,0.24428312566666754,0.5125986319999996,0.7568817576666671
GPN1,1.0998419916666664,-0.5083567410000001,0.5914852506666664
STX8,2.3506785100000016,4.388374256666669,6.739052766666671
HEBP1,,,
NACAD,0.08246090500000003,0.05707459333333331,0.13953549833333334
AATK,-0.0984766003333335,-0.2377380293333332,-0.3362146296666667
TAF15,7.765886469805556,4.38556081055555,12.151447280361106
CDC6,-8.822825563333332,-5.794224933333334,-14.617050496666666
PDGFRL,0.09019246033333339,-0.12700925600000001,-0.036816795666666624
ACBD5,1.2461134833333354,0.3021145416666684,1.5482280250000038
MTSS1,0.8181267063333331,0.8470671593333323,1.6651938656666654
DNM3,,,
PTGDS,-0.01844499650000042,0.7101102706666671,0.6916652741666667
EPM2A,0.7785005713333328,0.13104533000000096,0.9095459013333338
NPFFR2,2.1918966850000006,0.08561320166666686,2.2775098866666674
TRNT1,3.0546244159999993,1.010628511666667,4.065252927666666
SNPH,0.2646422196666667,0.15866664016666676,0.42330885983333344
PPFIA3,2.6771642266666666,-0.39323747366666595,2.2839267530000007
PUF60,23.23332843,25.420384733333307,48.65371316333331
TOB1,0.9630352666666724,-2.4384901000000063,-1.475454833333334
PARP12,2.745396622666667,1.67321513,4.418611752666667
ZBTB24,1.993676208000002,4.860930510000001,6.854606718000003
SACM1L,9.468211086999998,1.4918539566666666,10.960065043666665
ARHGAP32,2.401136950333334,2.1914055733333324,4.592542523666666
MTMR1,-0.2433803723333332,-0.10727469000000034,-0.35065506233333354
TGFBR1,0.13579281050000003,-0.1751394595000001,-0.03934664900000007
PIP4K2A,0.6314453320000006,-2.1749068396666673,-1.5434615076666667
ZC2HC1A,2.585459301333334,1.3017497376666656,3.8872090389999996
DAAM2,,0.4470943943333332,
HIP1R,-1.4943547318333321,1.1601047521666663,-0.3342499796666658
IQGAP2,-0.6526349133333227,15.710716266666658,15.058081353333336
AUTS2,,,
DENND3,-3.4340774343333322,2.1065602803333334,-1.3275171539999988
ZNF518B,0.10731345049999952,1.9268429161666676,2.034156366666667
FRAT1,0.7624233763333335,2.094811380666667,2.8572347570000005
ABHD17B,1.1252454893333332,-0.6637403193333333,0.4615051699999999
FAM65B,-0.24316469500000004,0.18687813033333345,-0.056286564666666594
DAGLA,-3.054581196999999,3.000515773666665,-0.054065423333334195
KCNJ9,,,
SPICE1,0.30053560233333165,-0.4562894591666664,-0.15575385683333476
NUP93,4.929444823333334,1.2740121200000019,6.203456943333336
TLDC1,-6.479877163666666,1.7750986689999992,-4.704778494666667
UBE2Q1,0.6356302133333394,6.070263709999999,6.705893923333338
LOC101928583,-0.06090807966666667,-0.09095304766666679,-0.15186112733333346
CST8,0.15943618349999977,0.09931454083333335,0.2587507243333331
APH1A,4.065590458333336,0.8334903466666645,4.8990808050000005
ZNF536,,,
PHF2,-1.6025872666666654,2.559803426666667,0.9572161600000015
KCNJ10,,,
ARHGAP19,-0.38573643866666707,-0.5558575931666665,-0.9415940318333336
KIAA0100,0.1214291986666669,-0.35063758300000014,-0.22920838433333324
C19orf66,5.964627302333334,1.1834880766666664,7.148115379
PLPPR4,0.04876876716666667,-0.11565204666666673,-0.06688327950000006
SYNJ1,1.3680050545000002,-0.6190633266111121,0.7489417278888881
ZRANB1,1.7782981523333343,-0.4286195543333342,1.3496785980000001
SHISA4,-7.781654834333331,4.207905817499995,-3.573749016833336
RAB37,0.1580115906666668,0.08950650499999968,0.2475180956666665
ZFR2,-7.7612342375,-0.6717877534999994,-8.433021991
L3MBTL2,-0.29431488900000013,0.34518885033333346,0.05087396133333333
ZIC5,,,
ZSCAN30,-0.23123524100000004,-0.09079750733333325,-0.3220327483333333
BOD1,-0.6514211116666662,1.0944840783333358,0.44306296666666967
PGLYRP2,,,
LOC102724100,,,
HDAC10,-0.4251858993333335,0.17269470666666686,-0.25249119266666664
DOCK5,4.575796084,2.730587953333334,7.306384037333334
TOX2,17.48001170633333,13.865780196666666,31.345791903
SLC45A1,0.0638548013333331,0.688005736333333,0.751860537666666
CFHR5,0.8181012560000012,6.4227653359999985,7.240866592
BTBD11,,,
RER1,7.295156223333336,10.913481602222227,18.208637825555563
ADGRL3-AS1,,,
PAG1,1.5148403096666667,-0.6072795956666668,0.9075607139999999
USP19,0.9570810276666677,-0.10112844283333278,0.8559525848333349
LOC220729,,,
LOC101929413,0.017078215166666633,-0.011910625333333313,0.005167589833333319
LOC440149,1.5797609000000001,5.766991193333334,7.346752093333334
HPS3,6.0130268816666685,6.773152753333328,12.786179634999996
SYCN,,,
DSN1,-6.781540863333333,3.7094727466666697,-3.0720681166666637
RLIM,0.9304498208333332,0.008510210666667462,0.9389600315000006
TRAPPC13,1.2898438200000015,0.15951826999999597,1.4493620899999975
PCDHB2,2.0913728103333336,0.940760449666667,3.03213326
TPRG1-AS1,,,
C10orf88,1.222548618666667,1.0064287029999992,2.228977321666666
ATL2,16.58675813533333,-0.7125450433333285,15.874213092000002
TEX264,-0.28844732733333345,0.9065491680000015,0.6181018406666681
ZNF436,0.09459184666666776,0.6208150320000003,0.7154068786666681
ZNF395,-0.17667837233333472,-1.3928442502222236,-1.5695226225555583
OPN4,-0.0010299509999995848,0.36622096033333307,0.3651910093333335
AASS,-0.7459361956666664,-0.07083466333333366,-0.816770859
LMO1,-1.0010578156666674,0.6824306406666678,-0.3186271749999996
BAG5,-8.729298933333332,-0.18626013000000086,-8.915559063333333
HELQ,-0.7880580843333336,0.3596637273333343,-0.4283943569999993
DNAJC5,-0.6271881481666672,0.12489193516666708,-0.5022962130000002
ZNF213,2.1680939400000003,-2.5612532596666657,-0.3931593196666654
RECK,0.22454122983333358,0.6504595264999993,0.8750007563333329
FOXQ1,,,
NR2F2,0.6951392554444447,-0.18166518944444476,0.5134740659999999
BDP1,0.015476125999999923,0.07181107433333345,0.08728720033333337
REN,-0.005971724000000123,0.251578188,0.24560646399999986
PLS3,-3.7067009733333265,25.102252763333333,21.395551790000006
KCNMB2,,,-0.02211852400000003
ZNF672,2.7082135973333337,1.9876020889999992,4.695815686333333
ZNF419,1.549078169166667,0.6189573104999999,2.168035479666667
SAP30BP,2.248988766666667,0.4054373093333341,2.654426076000001
BOP1,-1.3369921823333346,6.744259099333334,5.407266916999999
PCDHGC3,0.2943524100000001,0.17747513699999984,0.47182754699999996
SMAGP,4.667315696666666,16.361628776666677,21.028944473333343
LOC100507412,,0.14907251866666665,
REG1A,,,
GNE,-0.8454716470000001,-0.3191277556666665,-1.1645994026666666
YPEL3,0.8348091793333334,5.001132372333334,5.835941551666667
SNHG3,-1.9955938499999997,0.6212518938333336,-1.374341956166666
ZNF300,-5.081721234666665,0.31267786466666614,-4.769043369999999
ZFP62,-2.356581973333334,7.428582577166669,5.0720006038333345
MAN2A1,0.602470566,-0.39272528233333326,0.20974528366666678
FBXW8,,,
ATP5C1,14.23784445583333,4.128373555666677,18.366218011500006
DCP1A,1.8673150736666662,0.12299496574999935,1.9903100394166655
IL1A,-2.0119047363333333,1.3958424188333334,-0.6160623175
ACTR3,0.521797555833333,-0.27758537049999976,0.24421218533333322
CARD9,-0.03970950099999998,0.186863112,0.14715361100000002
NOP10,24.219943743333346,-0.8561584666666704,23.363785276666675
IPO5P1,-9.248549887999998,-0.3898160883333337,-9.638365976333333
ID4,-0.062326926333333366,0.05540841166666666,-0.0069185146666667086
DMC1,-0.6432004530000002,0.2906413600000002,-0.352559093
UPK3B,-0.27628791733333335,0.1933426425000001,-0.08294527483333325
PHF12,2.2770989361666665,7.691852444888887,9.968951381055554
MUS81,-1.0523000200000006,-0.20357975999999844,-1.255879779999999
MAG,,,
CD28,-0.08223912899999997,0.33220893649999983,0.24996980749999986
SENP6,-0.25839885033333587,2.1653548541111114,1.9069560037777755
VPS33B,0.6971165966666668,0.36154505000000015,1.058661646666667
PRDM2,-0.5391772086666662,0.21563154933333317,-0.323545659333333
PEX6,6.217498298666667,1.877642849999999,8.095141148666666
ZNF595,-0.20211955855555575,1.024886873166667,0.8227673146111112
PATJ,0.30379190416666724,0.16905363500000004,0.4728455391666673
TAF1D,2.7162077733333305,10.76527901,13.481486783333331
CTNNA3,,,
RALA,0.40361830233333285,-1.385953727833333,-0.9823354255000001
SUGT1,0.8456164100000017,0.4752128666666735,1.3208292766666752
MAPK6,-1.705094096666663,2.764173470000003,1.05907937333334
TRRAP,-1.335637434333334,0.3037491096666667,-1.0318883246666672
ARMC5,-0.7870872733333343,-0.47807912666666574,-1.2651664
THAP3,-0.48223828499999977,-0.019578658999999998,-0.5018169439999998
FAM3C,27.979318010000007,44.09249632999999,72.07181434
PLEKHG5,,,
MKRN1,1.478191871,1.746646680666668,3.224838551666668
LINC00431,,,
PRLR,0.5028418944999999,-0.30900188066666656,0.19384001383333338
LMO4,15.15383035666667,6.2503923999999955,21.404222756666666
FAM83A,0.14411829350000005,,
ZNF394,0.5567129463333331,0.6166991100000008,1.173412056333334
COL21A1,,,
ELMO1,0.677721441166665,0.1668037706666663,0.8445252118333313
ALPP,0.6386692329999999,-0.0706467781666662,0.5680224548333337
WNT5B,-2.8046925116666674,3.8899272250000028,1.0852347133333353
SNHG21,-0.24055699033333333,-0.8330594373333334,-1.0736164276666669
RBP3,,,
MAN1B1,-0.9383779233333343,0.20269174666666245,-0.7356861766666718
KANSL2,-0.12369214599999978,-0.809490035333333,-0.9331821813333327
ZBTB44,-1.0426732455555552,1.2207588720000002,0.17808562644444503
BTN2A1,1.5540597983333333,-1.0339467200000003,0.520113078333333
NHSL1,-0.21604846199999983,-0.10937468333333356,-0.3254231453333334
LOC286254,,,-0.693046119
DOK3,0.046789744999999994,-0.12671637999999996,-0.07992663499999997
MYOM3,-0.033918740666666336,-0.07370561766666683,-0.10762435833333317
ITGA2,6.273463968333331,19.792775800000005,26.066239768333336
UMPS,-3.037704329666667,1.1904934714999982,-1.8472108581666689
PPP1R3E,-1.8580921683333331,0.4188579336666667,-1.4392342346666664
LINC01359,,,
MAML3,,,
SHCBP1,1.0630610399999973,-7.362758957333333,-6.299697917333336
RHOT1,2.2495692500000004,2.8104475566666647,5.060016806666665
MMAB,-10.98185383333334,-6.531571359999994,-17.513425193333333
MAMSTR,-0.5559655363333329,-0.05951318066666644,-0.6154787169999993
CCDC71L,5.409873376166663,9.628284982000004,15.038158358166667
LINC01301,0.7083009581666673,-0.26523475533333407,0.4430662028333332
KLF16,-4.211018073333333,6.126521783333333,1.9155037099999994
LOC101926983,,,
TPBGL,0.08435998016666701,-0.1793741145000003,-0.09501413433333328
ZNF385A,-1.6905180493333312,-0.348806109333335,-2.039324158666666
ZNF184,-0.18898947833333324,0.3248793919999997,0.13588991366666647
UGGT1,2.82953905666667,2.0405120458333332,4.870051102500003
TMEM143,0.3501408768333345,5.405881247333333,5.756022124166668
ARMCX4,-0.23906572933333337,0.08820622400000033,-0.15085950533333303
WWOX,0.6694276395000003,-0.003937116666666185,0.6654905228333341
LOC105372762,,,
ALDH7A1,3.9245743938333337,0.3144791216666665,4.2390535155
PCBP3,0.16650206966666636,-0.3325376259999999,-0.16603555633333356
ATP2C1,2.9482927311111027,8.47374125555556,11.422033986666662
MAP6,0.12069696583333334,0.3068281706666668,0.4275251365000001
TPTEP1,-10.127701023699998,-0.08034770594999996,-10.208048729649999
FAM102B,5.185684859833333,-2.548271384166668,2.6374134756666647
ERO1A,12.01900024333333,-6.440732938333326,5.578267305000004
FTX,-0.5876409366666668,-0.46071652816666653,-1.0483574648333334
LINC01535,-0.8253218506666666,0.014128515333333369,-0.8111933353333333
DSG4,,,
METTL21C,,,
LINC01209,0.0871493716666667,,
FERD3L,,,
LOC101928144,-0.9027315603333328,-0.7523330626666662,-1.655064622999999
OTOR,,,
DNAH12,,0.151166696,
EIF3I,-7.024400966666661,10.336333923333328,3.3119329566666664
PLCE1,0.13601179783333395,1.902924310833333,2.038936108666667
LYSMD1,0.34667517433333384,1.8397655283333325,2.1864407026666663
