gene,KO_vehicle_minus_WT_vehicle,KO_rapamycin_minus_KO_vehicle,KO_rapamycin_vs_WT_vehicle_descriptive
MESP1,-1.3577794206666667,1.1941481505000002,-0.16363127016666645
TMEM61,,,
AACSP1,,,
ZGPAT,-1.0943878553333333,-0.4195628686666666,-1.5139507239999999
FAM84B,,,
CFAP221,0.11430753366666657,-0.18965662933333327,-0.0753490956666667
LOC729296,,,
ZNF764,-0.8688707820000003,0.7655563856666665,-0.10331439633333384
F11,,,
LINC01192,,,
CALHM1,-0.09129061366666669,-0.551053928,-0.6423445416666667
SMCP,0.14682844666666695,-1.74599732,-1.5991688733333331
COL4A1,0.699367361166666,2.8708944411666657,3.5702618023333317
CACNA1C-IT3,,,
FBXO2,-1.8520946513333336,0.14252654099999962,-1.709568110333334
CORO6,0.18850602816666662,-0.12574184733333316,0.06276418083333346
BORCS7,-0.006107479333333332,-0.17674533349999988,-0.1828528128333332
MINK1,-0.41737161983333326,0.18919129000000012,-0.22818032983333314
CBLN4,,,
KCTD16,,,
COG5,4.758747919,4.1837423995,8.942490318499999
IL27RA,0.12043900499999971,-0.5484013183333323,-0.42796231333333257
PRKCSH,0.14096372699999904,1.3932449173333339,1.534208644333333
C9orf62,,,
THUMPD1,0.325181171333333,-0.04555995549999947,0.27962121583333355
SIVA1,-6.2055747499999985,-4.764602533333333,-10.970177283333332
DEFB134,,,
DYM,1.1884885633333315,1.0449228200000018,2.2334113833333333
LINC00709,,,
C9orf116,-1.216550261666667,0.3604961486666667,-0.8560541130000003
SEMA7A,-3.397391098999999,-1.821058525666666,-5.218449624666665
LOC101928728,,,
LOC90784,1.9179684533333328,-0.8189520083333326,1.0990164450000002
FADS6,0.1022098216666667,-0.06813892666666677,0.034070894999999934
ANP32D,,,
OS9,8.489961146666666,18.254785280000007,26.744746426666673
FAM105A,-2.370304029833334,0.38612534233333373,-1.9841786875
ARFGEF3,0.26749139516666665,0.08013343166666664,0.3476248268333333
LOC101929305,,,
LOC101929378,,,
LOC100289361,-0.791788419,2.0605090539999993,1.2687206349999993
TEX11,,,
NMNAT3,,,
ATG13,-1.0205841646666673,4.280892011333334,3.2603078466666666
LOC101928590,,,
LOC100507140,-0.1880647873333332,-0.18721705666666666,-0.37528184399999986
PTPRJ,-0.6803371445000004,0.2884436360000002,-0.39189350850000015
LOC285000,-0.12339010000000017,-0.1768613316666665,-0.3002514316666667
FAM92B,,,
FLJ46284,,,
TRIM73,-0.22382408033333312,-0.19654601833333318,-0.4203700986666663
