probe_or_gene,tsc2_loss,residual_after_rapamycin,genotype_dependent_rapamycin_response,signed_residual_ratio,absolute_residual_ratio,residual_class
Puf60,0.17682023100000066,0.11142265550000019,-0.06539757550000047,,,unclassified
Dctpp1,0.018176190999998454,-0.06525010050000013,-0.08342629149999858,,,unclassified
Cd164,0.07958489799999935,0.10681501475000044,0.027230116750001088,,,unclassified
Cpq,0.1927605115000004,0.1879620064999994,-0.004798505000001008,,,unclassified
Ier2,-0.8205867834999996,-0.3443970054999994,0.4761897780000002,0.4196960180507216,0.4196960180507216,partial_rescue_residual
Sae1,0.15762976150000085,-0.05007771283333362,-0.20770747433333447,,,unclassified
Elovl2,0.07022499650000036,-0.03816106649999984,-0.1083860630000002,,,unclassified
Fam98a,-0.23078090449999955,0.07863791049999946,0.309418814999999,,,unclassified
Tmem30a,-0.049431006999999916,0.23693041724999997,0.2863614242499999,,,unclassified
Itpa,0.046047632500000546,-0.04001013049999891,-0.08605776299999945,,,unclassified
Stxbp2,0.24874822666666585,0.09513451083333457,-0.15361371583333128,,,unclassified
Taf8,-0.06748961775000062,-0.12794528775000025,-0.06045566999999963,,,unclassified
Oat,-0.25799493499999926,0.11986100000000022,0.3778559349999995,,,unclassified
Acta2,-0.204369668,0.07583134649999934,0.28020101449999935,,,unclassified
Cryab,0.30566793883333343,0.49525619899999995,0.18958826016666652,,,unclassified
Chia1,0.07954435749999966,-0.1491403225000001,-0.22868467999999975,,,unclassified
Ddah2,-0.21306748999999847,-0.16053415000000015,0.05253333999999832,,,unclassified
Arf2,0.20842525562499947,0.34615783524999966,0.13773257962500018,,,unclassified
Miox,0.06990481099999979,-0.19386270600000088,-0.2637675170000007,,,unclassified
Caprin1,0.029036318416665097,-0.014893022666669253,-0.04392934108333435,,,unclassified
Slc4a1,0.01787044850000008,-0.10214595716666786,-0.12001640566666794,,,unclassified
Vapa,-0.056213274666665924,0.07033876349999879,0.12655203816666472,,,unclassified
Ddx3x,0.23630167150000148,0.3407855150000003,0.10448384349999884,,,unclassified
Aldh1a1,1.7835212545,1.685812997000001,-0.09770825749999901,0.945216095825339,0.945216095825339,persistent_residual
Luzp1,-0.0702799172500006,0.06495493725000046,0.13523485450000106,,,unclassified
Rpn1,0.15318731589999857,0.022546459400000884,-0.13064085649999768,,,unclassified
Cept1,-0.4547850184999991,0.0299881795000001,0.4847731979999992,,,unclassified
Syap1,0.13610368299999998,0.24599010250000042,0.10988641950000044,,,unclassified
Igdcc4,-0.20374195849999932,0.03683730875000091,0.24057926725000023,,,unclassified
Ube2d2a,-0.07677368274999985,0.07333333174999979,0.15010701449999964,,,unclassified
Mdh2,0.2150707624999999,0.009777117500000543,-0.20529364499999936,,,unclassified
Tmem14c,0.13679393900000036,0.016338431499999473,-0.12045550750000089,,,unclassified
Higd1a,0.2578541078333334,0.05236532166666752,-0.20548878616666588,,,unclassified
Ttc3,-0.049186985500000446,-0.177532473374999,-0.12834548787499855,,,unclassified
Timm23,0.22104528500000065,-0.07050605499999918,-0.2915513399999998,,,unclassified
Aimp1,0.17366492250000043,0.057451018000000076,-0.11621390450000035,,,unclassified
Yap1,0.0414080052500001,0.19315299500000016,0.15174498975000006,,,unclassified
Ccng2,-0.513227399999999,-0.035554817250000426,0.4776725827499986,0.06927692724511687,0.06927692724511687,near_complete_rescue
Pi4k2b,-0.07635147333333414,-0.09512190750000027,-0.018770434166666128,,,unclassified
Tmed6,-0.07011209050000033,-0.1728677919999999,-0.10275570149999957,,,unclassified
Numbl,0.0088811489999987,-0.07681868550000104,-0.08569983449999974,,,unclassified
Ccne1,0.06277502149999936,-0.1314624034999996,-0.19423742499999896,,,unclassified
Ddost,0.09307733500000026,-0.021180024999999603,-0.11425735999999986,,,unclassified
Ndufs5,-0.22723795150000115,-0.26712932250000065,-0.03989137099999951,,,unclassified
Mrfap1,0.08803340000000048,0.10916066999999785,0.021127269999997367,,,unclassified
Pdia4,0.13562728675000013,-0.11556063450000043,-0.25118792125000056,,,unclassified
Ppic,-0.045492916500000646,0.22030554600000052,0.26579846250000116,,,unclassified
Dctn6,0.05390041349999919,0.2456593259999993,0.1917589125000001,,,unclassified
Sacm1l,0.19320610799999915,0.12265252250000014,-0.07055358549999902,,,unclassified
Preb,0.17083052849999802,-0.054250533499997644,-0.22508106199999567,,,unclassified
Lxn,0.1712836650000007,0.25357950499999937,0.08229583999999868,,,unclassified
Ulk1,0.14568886650000046,0.08985357499999935,-0.055835291500001105,,,unclassified
Nr4a1,-0.05046584399999965,-0.22002429950000035,-0.1695584555000007,,,unclassified
Psma6,-0.02215393025000001,0.04660236437499954,0.06875629462499955,,,unclassified
Cnpy2,0.016301051666666844,0.11253916133333419,0.09623810966666735,,,unclassified
Med28,0.12180228699999951,0.03427073674999992,-0.08753155024999959,,,unclassified
Tm9sf3,-0.03915066433333436,0.11946738199999984,0.1586180463333342,,,unclassified
Mrpl4,0.28221754950000033,-0.01642533700000115,-0.2986428865000015,,,unclassified
Cdc42ep4,-0.18393387375000003,-0.006117891250000618,0.17781598249999941,,,unclassified
Nubp2,0.09986085600000116,0.04922368899999974,-0.050637167000001426,,,unclassified
Lamb2,0.08647824250000014,0.332082981000001,0.24560473850000086,,,unclassified
Fscn1,-0.28637565700000067,-0.06596595124999816,0.22040970575000252,,,unclassified
Pnpla6,0.17721012149999993,-0.14801770350000076,-0.3252278250000007,,,unclassified
H1foo,0.2535552419999991,-0.0909787625000007,-0.3445340044999998,,,unclassified
Sepw1,0.11146691449999935,0.08423937350000088,-0.027227540999998467,,,unclassified
Grcc10,-0.1460970042500005,0.011502291499999373,0.15759929574999987,,,unclassified
Rnase1,0.001006603499998704,-0.2117695805000004,-0.2127761839999991,,,unclassified
Spop,-0.14106971774999977,-0.002819069249998307,0.13825064850000146,,,unclassified
Park7,0.099842332999998,0.07190467574999815,-0.02793765724999986,,,unclassified
Rab32,0.12354102599999983,0.04346998349999964,-0.08007104250000019,,,unclassified
Sh3bgrl3,-0.26941293450000003,-0.007213911500000947,0.2621990229999991,,,unclassified
Emp1,-1.1656542620000003,-0.16795713499999998,0.9976971270000003,0.14408829485324692,0.14408829485324692,near_complete_rescue
Pnp,0.19693375449999984,0.1743927645000003,-0.02254098999999954,,,unclassified
Gsto1,-0.4399757229999999,-0.3136179444999989,0.12635777850000096,,,unclassified
Trrap,-0.02849020149999948,-0.1105124230000003,-0.08202222150000082,,,unclassified
Egln2,0.11376028699999985,-0.023050280499999687,-0.13681056749999954,,,unclassified
Dpf2,0.00948961349999955,0.04232611049999946,0.03283649699999991,,,unclassified
Mcrs1,0.10976436649999854,0.06103003700000009,-0.04873432949999845,,,unclassified
Mum1,-0.25262629599999986,-0.11769022050000011,0.13493607549999975,,,unclassified
Creld1,0.22414430549999942,0.23570321049999876,0.011558904999999342,,,unclassified
Siae,0.03416002149999997,0.008615329833333796,-0.025544691666666175,,,unclassified
Hgs,0.3339024375000008,-0.00372586199999958,-0.3376282995000004,,,unclassified
Clpb,0.017869298749999984,-0.03533593349999986,-0.053205232249999845,,,unclassified
Phf1,-0.2928426275000007,0.18227077649999934,0.475113404,,,unclassified
Nfe2l2,0.12463368850000123,0.14925593450000108,0.024622245999999848,,,unclassified
Ezh2,-0.03638371099999915,-0.19548531299999983,-0.15910160200000067,,,unclassified
Zdhhc7,-0.06878586799999908,0.009045384000000212,0.0778312519999993,,,unclassified
Rpl6,-0.0596773749999997,-0.09212989000000071,-0.032452515000001014,,,unclassified
Ndufb3,0.023629481000000396,0.12028220250000032,0.09665272149999993,,,unclassified
Slc35b4,0.04680467383333298,-0.02374180866666631,-0.07054648249999929,,,unclassified
Atp2a2,-0.09614120637500179,-0.06667403587499976,0.029467170500002027,,,unclassified
Dppa5a,0.011847024999999789,-0.1087160754999994,-0.12056310049999919,,,unclassified
Stra13,0.1285277220000003,0.18127903700000036,0.052751315000000076,,,unclassified
Pdlim1,-0.14060486400000016,-0.03816096033333327,0.10244390366666689,,,unclassified
Ei24,0.0772420020000002,0.16267721949999903,0.08543521749999883,,,unclassified
Tspan31,-0.10036005283333171,0.07099962616666744,0.17135967899999915,,,unclassified
Eftud2,0.06844138812500056,-0.006204102874999506,-0.07464549100000006,,,unclassified
Melk,-0.11081826000000028,-0.10831595400000005,0.0025023060000002317,,,unclassified
Rrp8,-0.13155715550000036,-0.14436550600000064,-0.012808350500000287,,,unclassified
Slc13a3,0.02084935312499958,-0.0825756442500003,-0.10342499737499988,,,unclassified
Gad1,0.055460995999999874,-0.05215364424999969,-0.10761464024999956,,,unclassified
Ctps,-0.2108220549999995,0.1557331650000009,0.3665552200000004,,,unclassified
Sox7,-0.027651329500000266,-0.10910540049999984,-0.08145407099999957,,,unclassified
Cox6b1,-0.12613513750000038,0.01728516250000034,0.14342030000000072,,,unclassified
Strap,0.00462440616666715,-0.0042992080000008315,-0.008923614166667981,,,unclassified
Atp5e,-0.01833190900000048,0.11730789599999802,0.1356398049999985,,,unclassified
Acin1,-0.15211079150000018,-0.15693882899999778,-0.004828037499997606,,,unclassified
Actl6a,0.014172777249999768,0.03171393500000086,0.01754115775000109,,,unclassified
Gfm1,0.05658157124999885,0.0070476480000003505,-0.0495339232499985,,,unclassified
Traf4,-0.1999836644999995,-0.08082767549999925,0.11915598900000024,,,unclassified
Mmp14,0.28822062325,0.2069274617500021,-0.08129316149999788,,,unclassified
Pofut2,-0.21485883024999985,-0.051683807125000314,0.16317502312499954,,,unclassified
Tox4,-0.12445162300000057,-0.0478893622499994,0.07656226075000117,,,unclassified
Cdc45,-0.04500917200000032,-0.2763296574999998,-0.2313204854999995,,,unclassified
Socs3,-0.37927122016666637,0.1942988759999995,0.5735700961666659,,,unclassified
Epcam,-0.1920814815000007,0.01696219150000111,0.20904367300000182,,,unclassified
Stub1,0.11376448625000002,0.029312603999999354,-0.08445188225000066,,,unclassified
Wdr5,-0.007158082000000121,-0.12649183150000098,-0.11933374950000086,,,unclassified
Bad,0.15712562174999967,0.03102906274999917,-0.1260965590000005,,,unclassified
Man2b2,0.2383283349999994,0.19036715450000052,-0.04796118049999887,,,unclassified
Ruvbl1,0.02262297799999935,-0.08484135449999997,-0.10746433249999932,,,unclassified
Zfp239,-0.2018094079999999,-0.17998166799999993,0.021827739999999984,,,unclassified
Xrcc1,0.1014172845000001,0.09050521449999938,-0.010912070000000718,,,unclassified
Ptprn,-0.10931499950000045,-0.13748679449999912,-0.028171794999998667,,,unclassified
Sparc,0.12225399750000143,0.1693957399999988,0.04714174249999736,,,unclassified
Rab34,0.010536584749999633,0.022135721749998893,0.01159913699999926,,,unclassified
Glrx,-0.013422581000000378,0.1950850440000007,0.20850762500000108,,,unclassified
Sfrp1,0.17865644875000086,0.7007740273749992,0.5221175786249983,,,unclassified
Mrps22,0.1342173889999998,0.09618995000000119,-0.03802743899999861,,,unclassified
Slc44a4,0.030259715000000575,-0.06610213050000002,-0.0963618455000006,,,unclassified
Hdgfrp2,0.0752806236666661,-0.08331007433333237,-0.15859069799999848,,,unclassified
Glis2,-0.003502267749997401,0.15853183025000206,0.16203409799999946,,,unclassified
Rcan1,0.19837335824999958,-0.010617770500000567,-0.20899112875000014,,,unclassified
Rad52,-0.09487533074999988,-0.12005317500000068,-0.025177844250000803,,,unclassified
Rpl22,-0.035977124000000416,0.07286673824999923,0.10884386224999965,,,unclassified
Cyc1,0.5450457225000012,-0.011038672999999832,-0.556084395500001,-0.020252746777587653,0.020252746777587653,direction_reversal
Nhp2,0.04984294900000208,0.041028440249998965,-0.008814508750003114,,,unclassified
4931406C07Rik,0.03919908824999929,0.08054216950000015,0.04134308125000086,,,unclassified
BC004004,-0.09155639375000035,0.003643034500000475,0.09519942825000083,,,unclassified
Clcn3,0.025050056999999626,0.02614604100000051,0.0010959840000008825,,,unclassified
Scamp2,0.09747795250000024,-0.034238237749999456,-0.1317161902499997,,,unclassified
Cyp1b1,0.06821146983333382,0.4923986356666674,0.4241871658333336,,,unclassified
Eid1,-0.13999725466666746,0.15945548233333362,0.2994527370000011,,,unclassified
Clpp,0.15653225399999826,-0.01894235325000082,-0.17547460724999908,,,unclassified
Acss1,0.02602018099999981,-0.18907398949999976,-0.21509417049999957,,,unclassified
Ppox,0.08023997075000011,-0.0023784362499998934,-0.082618407,,,unclassified
Vsir,0.007078892500000045,0.19126214899999994,0.1841832564999999,,,unclassified
Smarcal1,0.0836332367499999,-0.13450918025000025,-0.21814241700000014,,,unclassified
Llgl1,0.0763407039999997,-0.03540735150000174,-0.11174805550000144,,,unclassified
Wbscr16,-0.1125825014999986,-0.14919886299999874,-0.03661636150000014,,,unclassified
Thbs3,-0.32258107300000205,-0.31588517550000006,0.0066958975000019905,,,unclassified
Serping1,1.2020278315000006,1.7808905405000006,0.578862709,1.481571802108477,1.481571802108477,worsened_residual
Pla2g1b,-0.079178255375,-0.2207012620000004,-0.1415230066250004,,,unclassified
Spint1,-0.10698441800000058,-0.0883658839999999,0.018618534000000686,,,unclassified
Tmem223,0.06269530799999945,0.44970544399999923,0.3870101359999998,,,unclassified
Slc1a5,0.08610524549999887,0.013479554499999935,-0.07262569099999894,,,unclassified
Id3,0.11208878250000076,0.15087330799999776,0.038784525499997,,,unclassified
Ap4b1,-0.01725391650000052,0.010296299250000196,0.027550215750000717,,,unclassified
Me1,0.2200005647500003,0.12918849525000198,-0.09081206949999832,,,unclassified
Fam96a,-0.14798281100000032,0.13703370275000015,0.2850165137500005,,,unclassified
Smpdl3a,0.6466404405000006,0.7076464425000006,0.06100600200000006,1.0943430045185985,1.0943430045185985,persistent_residual
Rheb,-0.27759770000000117,0.11078971499999923,0.3883874150000004,,,unclassified
Slc4a2,0.15450364200000166,0.30156056250000063,0.14705692049999897,,,unclassified
Sall2,0.023483506499999862,0.038295267499999674,0.014811760999999812,,,unclassified
Slc2a5,-0.07977733700000034,0.08618015399999912,0.16595749099999946,,,unclassified
Kcne1l,-0.11597081849999924,-0.2724505844999996,-0.15647976600000035,,,unclassified
Lig1,0.07980105500000079,-0.08951388999999921,-0.169314945,,,unclassified
Tpt1,0.05191865175000032,-0.02144946549999993,-0.07336811725000025,,,unclassified
Sema3b,0.0628387323333337,0.0013912798333333143,-0.06144745250000039,,,unclassified
Afp,0.13660583979999963,-0.0313467954999993,-0.16795263529999893,,,unclassified
Bckdha,-0.07531997149999992,0.07017751099999892,0.14549748249999883,,,unclassified
Dync1h1,-0.09416967099999951,0.02681228999999874,0.12098196099999825,,,unclassified
Ambp,-0.2171092925,-0.18613482299999973,0.030974469500000268,,,unclassified
Rfpl4,-0.15822450400000054,-0.007611196500000972,0.15061330749999957,,,unclassified
Znhit2,-0.06130676699999871,-0.06006022449999904,0.00124654249999967,,,unclassified
Aspn,-1.0046930722500003,-0.4038065424999999,0.6008865297500003,0.4019203014863824,0.4019203014863824,partial_rescue_residual
Stxbp3,-0.2921554170000009,-0.05695002174999875,0.23520539525000217,,,unclassified
Slc31a2,0.15700607625000096,0.14677590224999992,-0.010230174000001035,,,unclassified
C1galt1c1,0.20373069050000048,-0.010970440000000359,-0.21470113050000084,,,unclassified
Clic1,-0.10414862500000055,-0.1630674249999995,-0.05891879999999894,,,unclassified
Akt1,0.0675855052499994,-0.09836734350000143,-0.16595284875000083,,,unclassified
Frzb,0.08324679424999992,0.1628493067500001,0.07960251250000017,,,unclassified
Eif3a,0.053719561750000366,-0.04417520337499958,-0.09789476512499995,,,unclassified
Sardh,0.1927874097500002,0.30510520500000027,0.11231779525000007,,,unclassified
Ndufa9,0.13995306400000018,0.08276942650000052,-0.05718363749999966,,,unclassified
Cdc20,0.10038484499999889,-0.11919612116666656,-0.21958096616666545,,,unclassified
Coq7,0.16236990950000063,-0.07290668,-0.23527658950000063,,,unclassified
Serpine2,0.6595454015000008,0.8411558695000014,0.18161046800000058,1.2753570377216865,1.2753570377216865,worsened_residual
Ebp,0.11652410499999988,-0.06026644699999828,-0.17679055199999816,,,unclassified
Emc2,0.20064909799999775,0.15505783949999952,-0.04559125849999823,,,unclassified
Naca,-0.13859336249999998,-0.013219140000000351,0.12537422249999963,,,unclassified
Setdb1,-0.15484660266666594,-0.09521658033333313,0.05963002233333281,,,unclassified
Mcoln1,0.29277833099999917,0.039223374500000574,-0.2535549564999986,,,unclassified
Bace2,0.15082358549999952,0.014463501333333184,-0.13636008416666634,,,unclassified
Ptpru,-0.06798842900000057,-0.12379645100000047,-0.0558080219999999,,,unclassified
Plcd1,-0.23254138625000031,0.00031714849999886496,0.23285853474999918,,,unclassified
Kng1,0.18247924799999993,0.011927328750000576,-0.17055191924999935,,,unclassified
Apoh,0.1533115915000005,-0.0027385615000001806,-0.1560501530000007,,,unclassified
Cops3,0.10192094299999965,0.13117641050000195,0.029255467500002297,,,unclassified
Abcd3,-0.02152068299999854,0.08555260850000046,0.107073291499999,,,unclassified
Ube3a,-0.06389160724999954,-0.04055808237499914,0.0233335248750004,,,unclassified
Plxnb2,-0.2476935950000012,0.0013581800000004307,0.24905177500000164,,,unclassified
Fbl,-0.01562574175000009,-0.31248602199999986,-0.2968602802499998,,,unclassified
Plod2,0.47487735000000164,0.5817522000000004,0.10687484999999874,,,unclassified
Snap91,0.08957105999999992,0.0432660829999989,-0.046304977000001024,,,unclassified
Tuft1,0.540652571999999,0.6992881475000008,0.15863557550000174,1.293415002009834,1.293415002009834,worsened_residual
Gtpbp2,0.09061806483333257,0.08962860416666807,-0.000989460666664499,,,unclassified
Coil,-0.2808333464999997,0.018448072500000023,0.2992814189999997,,,unclassified
Foxc2,-0.5295945639999982,-0.1524561120000012,0.37713845199999696,0.28787325694680227,0.28787325694680227,partial_rescue_residual
Gk2,0.11607944499999956,-0.1259892494999999,-0.24206869449999946,,,unclassified
Tspo,-0.2879150448333334,-0.19070172066666657,0.09721332416666684,,,unclassified
Mydgf,0.06273028533333225,-0.04404256483333313,-0.10677285016666538,,,unclassified
Dpp4,0.2759122045,0.1646597152500009,-0.11125248924999909,,,unclassified
Cks1b,-0.09859733650000102,-0.014071069500001698,0.08452626699999932,,,unclassified
1110008F13Rik,-0.01283237500000034,0.07638681999999974,0.08921919500000008,,,unclassified
Rnd3,-0.4364175469999996,0.13593923600000046,0.572356783,,,unclassified
Serpini1,-0.09564148224999958,0.06554082474999934,0.16118230699999891,,,unclassified
Mapk14,0.05279695049999944,-0.013791036374999344,-0.06658798687499878,,,unclassified
Rpe,0.15890371583333351,-0.010349873500000939,-0.16925358933333445,,,unclassified
Pmf1,-0.0525537977500008,-0.15785598974999981,-0.10530219199999902,,,unclassified
Gramd1a,-0.21507601199999993,-0.5118980424999995,-0.29682203049999956,,,unclassified
Ngrn,-0.2302040690000009,-0.10132381649999989,0.128880252500001,,,unclassified
Tmem35,-0.3502564330000002,0.020247600000000254,0.37050403300000045,,,unclassified
Tbr1,0.045445230999999975,0.1278214284999999,0.08237619749999991,,,unclassified
Pepd,0.2421573635000005,-0.02535018300000047,-0.26750754650000097,,,unclassified
Tppp3,-0.7340592054999995,-0.8919172824999997,-0.1578580770000002,1.2150481539053464,1.2150481539053464,worsened_residual
Irf8,-0.17759637475000023,0.11802584124999882,0.29562221599999905,,,unclassified
Gjb3,0.10100233400000036,0.24709149699999955,0.1460891629999992,,,unclassified
Efs,-0.1154210457499989,-0.31028966199999974,-0.19486861625000085,,,unclassified
Crisp2,0.08285536850000064,-0.17310106800000025,-0.2559564365000009,,,unclassified
Bcan,0.10654820899999962,-0.0987747455000001,-0.2053229544999997,,,unclassified
Rps10,-0.2816920283333335,-0.1049774971666686,0.1767145311666649,,,unclassified
Srsf6,0.0995474493333326,-0.02816460416666544,-0.12771205349999804,,,unclassified
Hmg20a,-0.03718073375000053,0.05943120000000057,0.0966119337500011,,,unclassified
Tcf4,-0.43898555516666615,-0.14841024608333253,0.2905753090833336,,,unclassified
Ube2s,0.07625026150000025,-0.08862380199999986,-0.1648740635000001,,,unclassified
Cyb5a,0.4664468374999977,0.6324956640000003,0.16604882650000263,,,unclassified
Csnk2b,0.1529976150000003,0.02868691499999798,-0.12431070000000233,,,unclassified
Plg,0.17052439700000122,-0.22617286449999963,-0.39669726150000084,,,unclassified
Rcl1,-0.0691940915,-0.10013506549999995,-0.030940973999999954,,,unclassified
Top2b,-0.08713742366666644,0.03414723633333416,0.1212846600000006,,,unclassified
Mkln1,0.20935536574999958,-0.08832628124999964,-0.2976816469999992,,,unclassified
Asah1,0.06406281499999977,0.047928810000000155,-0.016134004999999618,,,unclassified
Casc3,-0.141593941,0.03346837449999995,0.17506231549999995,,,unclassified
Gys1,0.3087004892500005,0.001658447249997863,-0.3070420420000026,,,unclassified
Brap,-0.057079107999999046,-0.027537871999999908,0.029541235999999138,,,unclassified
Col5a1,-0.24936201500000088,-0.20417368999999752,0.04518832500000336,,,unclassified
Cfdp1,-0.002222392000000184,-0.04893169200000003,-0.04670929999999984,,,unclassified
Uap1,-0.2629128205000004,-0.011706684833332481,0.25120613566666794,,,unclassified
H2afx,0.014302842000001093,-0.08341127850000163,-0.09771412050000272,,,unclassified
Mfsd5,0.12599345349999957,0.10863907150000074,-0.017354381999998836,,,unclassified
Mre11a,-0.09135156850000037,0.020413534000000233,0.1117651025000006,,,unclassified
Htra1,0.0023495812499998436,0.2526804262500004,0.2503308450000006,,,unclassified
Sigmar1,-0.009519072000001572,-0.14525345749999907,-0.1357343854999975,,,unclassified
Ddx20,0.08323939799999991,-0.0728245894999997,-0.1560639874999996,,,unclassified
Ldb3,-0.18620085483333337,-0.11379515050000055,0.07240570433333282,,,unclassified
Prkar1b,-0.08547853283333318,0.07313069183333454,0.15860922466666771,,,unclassified
Dnajb1,-0.18292452800000092,-0.04478712424999998,0.13813740375000094,,,unclassified
Zwilch,-0.15481604400000037,-0.07132252650000037,0.0834935175,,,unclassified
Arhgap27,-0.06464274699999972,-0.11040835799999993,-0.045765611000000206,,,unclassified
Mical1,-0.08208333575000015,-0.027633676499999815,0.05444965925000034,,,unclassified
Galnt16,-0.18198717799999997,-0.0032318494999987735,0.1787553285000012,,,unclassified
Hsd11b2,0.02888561950000046,-0.10837188650000051,-0.13725750600000097,,,unclassified
S100a10,-0.1387728449999983,0.013177876499998575,0.1519507214999969,,,unclassified
Cdc123,-0.061900829500000754,0.06739803750000029,0.12929886700000104,,,unclassified
Fis1,-0.08399810599999924,-0.13338942200000048,-0.04939131600000124,,,unclassified
Pam16,0.11869804450000032,0.11352296750000068,-0.005175076999999639,,,unclassified
Marc2,0.2158387339999983,0.07448057600000091,-0.1413581579999974,,,unclassified
Smim14,0.12906911449999825,0.231900872249998,0.10283175774999975,,,unclassified
Atp6v0b,0.6278081881666662,0.11348335899999995,-0.5143248291666662,0.18076119607709412,0.18076119607709412,near_complete_rescue
Stk25,-0.15041550850000007,-0.05389235249999924,0.09652315600000083,,,unclassified
Trappc3,0.02796487049999996,0.13249882299999882,0.10453395249999886,,,unclassified
Cpt2,0.09810111249999931,0.10883250100000108,0.01073138850000177,,,unclassified
Wee1,-0.01825655975000018,-0.04887883275000071,-0.030622273000000533,,,unclassified
Atp5sl,-0.17764747400000047,0.036902671000000886,0.21455014500000136,,,unclassified
Crym,-0.010925795000000349,0.17215402800000046,0.1830798230000008,,,unclassified
Ceacam12,0.03386164649999923,-0.09241901149999965,-0.12628065799999888,,,unclassified
Sdpr,-0.053191281000000146,0.5468861072499998,0.6000773882499999,,,unclassified
Pfkm,0.062183288999998254,0.026111829000001308,-0.036071459999996947,,,unclassified
Praf2,-0.06524487699999959,-0.11177354099999981,-0.04652866400000022,,,unclassified
Tac1,-0.03963018950000041,-0.17778463199999983,-0.13815444249999942,,,unclassified
Pgk2,0.21121768500000027,-0.20003910550000015,-0.4112567905000004,,,unclassified
Kcnip1,0.11658320624999963,-0.28245604000000046,-0.3990392462500001,,,unclassified
Acvr1,-0.1663346773333334,0.011764436166664893,0.1780991134999983,,,unclassified
Idh3g,-0.0032116205000018994,-0.022331522750000943,-0.019119902249999043,,,unclassified
Nxf1,0.02991344249999983,-0.024573594499997853,-0.054487036999997684,,,unclassified
Ppm1g,-0.04287987650000069,-0.031688260500001064,0.011191615999999627,,,unclassified
Atl2,-0.16097941475000077,0.05344122824999964,0.2144206430000004,,,unclassified
Cryl1,-0.07539938475000074,-0.1641556817500005,-0.08875629699999976,,,unclassified
Nck2,-0.16489622950000093,-0.10704591099999927,0.05785031850000166,,,unclassified
Nme4,-0.048617333499999305,-0.18147027600000065,-0.13285294250000135,,,unclassified
Trpm7,0.27606945649999837,0.11197060800000003,-0.16409884849999834,,,unclassified
Cdca5,-0.06734836099999963,-0.12640709949999973,-0.059058738500000096,,,unclassified
Fkbp7,-0.22849638899999825,0.10199757799999887,0.3304939669999971,,,unclassified
Ehbp1l1,-0.15356000299999906,0.14939035625000052,0.3029503592499996,,,unclassified
Fam198b,-0.6371410745000006,-0.01606668699999858,0.621074387500002,0.025216843871833233,0.025216843871833233,near_complete_rescue
Fdxr,0.035068737499999614,0.021208994500000244,-0.01385974299999937,,,unclassified
Nid1,-0.23936195575000063,0.21899047750000022,0.45835243325000086,,,unclassified
Cyp3a11,-0.1152673145000005,-0.2295380145000001,-0.11427069999999961,,,unclassified
Mea1,0.09647822050000077,0.02331728625000018,-0.07316093425000059,,,unclassified
Tia1,-0.11126995716666688,-0.06246496149999903,0.04880499566666785,,,unclassified
Bub3,-0.05426623337500036,-0.013441770624999627,0.040824462750000734,,,unclassified
Nek7,-0.22613136066666684,0.036114662499999284,0.2622460231666661,,,unclassified
Parva,-0.20606441249999996,0.09790694949999867,0.30397136199999863,,,unclassified
Cdc37,-0.013364765749997787,-0.04004247575000086,-0.026677710000003074,,,unclassified
Dgcr14,0.00932788149999908,-0.24062994399999837,-0.24995782549999745,,,unclassified
Osbpl1a,0.12290087024999963,0.08060803975000042,-0.04229283049999921,,,unclassified
B230118H07Rik,0.4009446154999994,0.39105779850000033,-0.009886816999999049,,,unclassified
Snta1,0.6576249860000001,0.09462076049999979,-0.5630042255000003,0.1438825508676761,0.1438825508676761,near_complete_rescue
Med20,-0.2408734717500005,0.09827752450000027,0.3391509962500008,,,unclassified
Tbxas1,0.05450055250000041,-0.11632273200000043,-0.17082328450000084,,,unclassified
Snap25,-0.12018284799999979,0.023622859500000093,0.14380570749999988,,,unclassified
Atp5b,-0.10036363000000037,-0.1579667950000001,-0.057603164999999734,,,unclassified
Glmp,0.3439385789999996,0.05563596750000066,-0.2883026114999989,,,unclassified
Neu1,0.3375103030000002,0.027586245666666898,-0.3099240573333333,,,unclassified
Slc39a8,0.265392199249999,0.1580312355000002,-0.10736096374999882,,,unclassified
Keg1,-0.3251769100000006,-0.03462856500000022,0.2905483450000004,,,unclassified
Ndufb2,-0.02621218400000025,0.09565889725000076,0.12187108125000101,,,unclassified
Amd1,0.06081770550000165,-0.2739682292500003,-0.33478593475000196,,,unclassified
Lrp10,0.2580391674999998,0.23953297449999944,-0.018506193000000337,,,unclassified
Bax,0.2851011794999998,0.13013842449999835,-0.15496275500000145,,,unclassified
Mut,-0.11748172850000049,0.039979007166667024,0.15746073566666752,,,unclassified
Mid1ip1,0.6334278614999995,0.050128639999998725,-0.5832992215000008,0.07913867236798008,0.07913867236798008,near_complete_rescue
1110059E24Rik,-0.07009985350000036,-0.1273588244999999,-0.05725897099999955,,,unclassified
Gstm5,-0.053789639000001443,0.14702205750000097,0.2008116965000024,,,unclassified
Pde6d,0.2546461624999994,0.19125012800000007,-0.06339603449999931,,,unclassified
Prmt2,-0.11780289100000019,-0.026913077500001492,0.0908898134999987,,,unclassified
Tmem132a,0.17263614600000032,-0.07572605950000089,-0.2483622055000012,,,unclassified
Pdzrn3,-0.12453690649999949,0.31248230299999946,0.43701920949999895,,,unclassified
Ubl5,-0.04778716825000018,0.04378421225000029,0.09157138050000047,,,unclassified
