dataset,relative_path,file_role,origin,size_bytes,sha256,sha256_status,source_url,manifest_source
GSE217108,raw/external/GSE217108/extracted/GSM6705234_LAM32.tar.gz,extracted_from_archive,derived_from_downloaded_archive,14511652,,archive_or_format_verified,,
GSE217108,raw/external/GSE217108/extracted/GSM6705234_LAM32/LAM32/filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,14596934,,archive_or_format_verified,,
GSE217108,raw/external/GSE217108/extracted/GSM6705235_LAM44.tar.gz,extracted_from_archive,derived_from_downloaded_archive,23298662,,archive_or_format_verified,,
GSE217108,raw/external/GSE217108/extracted/GSM6705235_LAM44/LAM44/filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,23423455,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/GSE302356_LAM10.tar.gz,download_archive,downloaded_archive,4520541967,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSE302356_LAM13.tar.gz,download_archive,downloaded_archive,4326176510,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSE302356_family.xml.tgz,download_archive,downloaded_archive,5348,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9102552_LAM3.tar.gz,download_archive,downloaded_archive,73088181,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9102553_LAM4.tar.gz,download_archive,downloaded_archive,45247735,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9226651_LAM14.tar.gz,download_archive,downloaded_archive,55451541,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9226652_LAM15.tar.gz,download_archive,downloaded_archive,84329721,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9226653_LAM16.tar.gz,download_archive,downloaded_archive,19736580,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9226654_LAM18.tar.gz,download_archive,downloaded_archive,54956907,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9226655_LAM19.tar.gz,download_archive,downloaded_archive,9691444498,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/GSM9226656_LAM20.tar.gz,download_archive,downloaded_archive,24765853,,not_recorded,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,external_file_staging.yaml
GSE302356,raw/external/GSE302356/extracted/LAM10/LAM10_atac_fragments.tsv.gz,extracted_from_archive,derived_from_downloaded_archive,4482302416,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM10/LAM10_filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,37559691,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM13/LAM13_atac_fragments.tsv.gz,extracted_from_archive,derived_from_downloaded_archive,4299766604,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM13/LAM13_filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,25752690,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM14/LAM14_filtered_peak_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,23251120,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM14/LAM14_raw_peak_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,46402563,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM15/LAM15_filtered_peak_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,29269305,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM15/LAM15_raw_peak_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,55904905,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM16/LAM16_filtered_peak_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,2256815,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM16/LAM16_raw_peak_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,17748514,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_aligned_fiducials.jpg,extracted_from_archive,derived_from_downloaded_archive,2535538,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_detected_tissue_image.jpg,extracted_from_archive,derived_from_downloaded_archive,1427243,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,30245027,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_scalefactors_json.json,extracted_from_archive,derived_from_downloaded_archive,282,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_tissue_hires_image.png,extracted_from_archive,derived_from_downloaded_archive,9645697,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_tissue_lowres_image.png,extracted_from_archive,derived_from_downloaded_archive,445491,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM18/LAM18_tissue_positions.parquet,extracted_from_archive,derived_from_downloaded_archive,11279836,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM19/LAM19_cell_boundaries.parquet,extracted_from_archive,derived_from_downloaded_archive,16272650,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM19/LAM19_cell_feature_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,7974484,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM19/LAM19_cells.parquet,extracted_from_archive,derived_from_downloaded_archive,3081415,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM19/LAM19_morphology.ome.tif,extracted_from_archive,derived_from_downloaded_archive,9275369859,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM19/LAM19_nucleus_boundaries.parquet,extracted_from_archive,derived_from_downloaded_archive,14341229,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM19/LAM19_transcripts.parquet,extracted_from_archive,derived_from_downloaded_archive,386400071,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_aligned_fiducials.jpg,extracted_from_archive,derived_from_downloaded_archive,3178131,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_detected_tissue_image.jpg,extracted_from_archive,derived_from_downloaded_archive,1525120,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,12660256,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_scalefactors_json.json,extracted_from_archive,derived_from_downloaded_archive,205,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_tissue_hires_image.png,extracted_from_archive,derived_from_downloaded_archive,6894042,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_tissue_lowres_image.png,extracted_from_archive,derived_from_downloaded_archive,674363,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM20/LAM20_tissue_positions.csv,extracted_from_archive,derived_from_downloaded_archive,186180,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM3/LAM3_filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,22496014,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM3/LAM3_raw_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,164683654,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM4/LAM4_filtered_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,11581168,,archive_or_format_verified,,
GSE302356,raw/external/GSE302356/extracted/LAM4/LAM4_raw_feature_bc_matrix.h5,extracted_from_archive,derived_from_downloaded_archive,147452010,,archive_or_format_verified,,
GSE84476,raw/perturbation/GSE84476/GSE84476_VKMJ-STAT3_fold_changes.txt.gz,downloaded_matrix_or_auxiliary,downloaded_file,1685124,01851834a2b91874cd4ae1ebf0bfdc24141467dfddc46818a09862315fe41d31,verified_against_manifest,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84476,perturbation_downloads.yaml
GSE84476,raw/perturbation/GSE84476/GSE84476_VKMJ-STAT3_kallisto_abundance.txt.gz,downloaded_matrix_or_auxiliary,downloaded_file,8980069,93f76fb642c880f5f9edd80f9f95c472da54497c3c3b83b1c3ab4fca06c7356f,verified_against_manifest,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84476,perturbation_downloads.yaml
reference,raw/reference/LAM_core_signature_genes.csv,reference_file,downloaded_reference,25256,c96cf4c684e6aac0976775fc3ce4dc894e13d264007e035f29950bb95d7fe9d6,verified_against_manifest,https://research.cchmc.org/pbge/lunggens/lungDisease/lamcore_query.html,data_manifest.yaml
