gene,environments,mean_suppression_fraction,categories,cross_environment_retention_candidate
CD58,1,0.43993791103564095,partially_retained,False
CD63,1,0.8365761222439684,suppressed,False
CD68,2,0.42901705478557084,partially_retained,True
CD82,1,-0.6197106600283093,enhanced_or_reprogrammed,False
CD83,1,-0.275786663130297,enhanced_or_reprogrammed,False
CD9,1,0.48985624208780354,partially_retained,False
CD96,1,0.6835228569263656,partially_retained,False
CDA,2,0.31285016842914065,partially_retained,True
CDADC1,1,0.7570053417760348,suppressed,False
CDC14A,1,0.7022909648684718,partially_retained,False
CDC20,1,1.7758611217292146,suppressed,False
CDC42EP5,2,0.30257590231193776,partially_retained,True
CDCP1,2,0.427529844628928,partially_retained,True
CDH10,1,0.6044719376959042,partially_retained,False
CDH11,1,0.8846471083910636,suppressed,False
CDH12P2,1,1.7770020074096209,suppressed,False
CDH13,2,0.41687509627475744,partially_retained,True
CDH15,1,0.8913157805800487,suppressed,False
CDH17,1,0.9365533125836893,suppressed,False
CDH18,1,-0.3748829534326221,enhanced_or_reprogrammed,False
CDH7,2,0.971657245040604,suppressed,False
CDK1,1,2.1270896832374877,suppressed,False
CDK15,2,-0.21440598000969147,enhanced_or_reprogrammed,True
CDK18,2,1.1130696121447552,suppressed,False
CDK4,1,1.0223278405690508,suppressed,False
CDK5RAP1,1,0.3783226852897045,partially_retained,False
CDKL1,1,-0.001719340657168722,enhanced_or_reprogrammed,False
CDKL2,2,0.8181573189405633,partially_retained;suppressed,True
CDKL5,1,0.6740920117162035,partially_retained,False
CDKN1A,2,0.4848640171169636,partially_retained,True
CDKN1B,1,0.8322297603483708,suppressed,False
CDKN1C,1,0.6362371495450665,partially_retained,False
CDKN2A,1,0.24353669894061314,fully_retained,False
CDKN2B,2,0.462121193300732,partially_retained,True
CDON,1,0.06965537259411159,fully_retained,False
CEBPA-DT,1,1.216445705465058,suppressed,False
CEBPD,1,0.6054109320543438,partially_retained,False
CEBPG,1,0.7660526342759302,suppressed,False
CEBPZOS,1,0.888209566141947,suppressed,False
CELF2,2,0.5695916865245563,partially_retained;suppressed,True
CEMIP,1,0.9414359193930664,suppressed,False
CEMP1,1,-0.3950861586429222,enhanced_or_reprogrammed,False
CENPA,1,2.5687546432665456,suppressed,False
CENPF,1,1.6198908647141594,suppressed,False
CENPJ,1,0.7401861981638743,partially_retained,False
CENPVL3,1,1.3539368874249802,suppressed,False
CEP250,1,1.2283766821936812,suppressed,False
CEP290,1,0.5787213648687206,partially_retained,False
CEP44,1,0.848795774240919,suppressed,False
CEROX1,1,-0.9895408135867108,enhanced_or_reprogrammed,False
CERS1,2,1.1993372173736185,suppressed,False
CERS6,2,0.7358147166907969,partially_retained,True
CETN4P,1,0.3727562883530934,partially_retained,False
CFAP20DC,1,0.7665227787677121,suppressed,False
CFAP46,1,0.5921359729705731,partially_retained,False
CFAP70,1,0.7190469923647933,partially_retained,False
CFAP77,1,1.1124439861579842,suppressed,False
CFB,2,0.8445078473571491,partially_retained;suppressed,True
CFI,1,0.6829473028815304,partially_retained,False
CGNL1,1,0.21321503461005353,fully_retained,False
CGREF1,1,0.34332982751435226,partially_retained,False
CH17-340M24.3,1,0.5507503203482325,partially_retained,False
CHAC1,2,0.5138667601780332,fully_retained;suppressed,True
CHAC2,2,0.3294144680056854,fully_retained;partially_retained,True
CHD1L,1,0.8449910404997161,suppressed,False
CHD6,1,0.8457922667558365,suppressed,False
CHI3L1,2,0.418861592082126,partially_retained,True
CHKA,1,0.908007732321929,suppressed,False
CHMP4C,1,0.5654785533273459,partially_retained,False
CHPF,1,0.49995153036721096,partially_retained,False
CHRD,1,0.3085896854502488,partially_retained,False
CHRDL2,2,0.7325538520938559,partially_retained;suppressed,True
CHRFAM7A,1,1.7678313963551042,suppressed,False
CHRM2,2,0.6634299481983291,partially_retained;suppressed,True
CHRNA1,1,0.2823957345681688,partially_retained,False
CHRNA3,1,0.831787107906813,suppressed,False
CHRNA9,1,0.5568858275221973,partially_retained,False
CHRND,1,0.7244522927285595,partially_retained,False
CHST14,1,1.0872065768716512,suppressed,False
CHST15,1,0.23210565842283148,fully_retained,False
CHST2,1,1.3750580663443546,suppressed,False
CHST6,2,0.4334980580032048,partially_retained,True
CIART,2,0.3269819009977611,fully_retained;partially_retained,True
CICP27,1,0.9512667393547231,suppressed,False
CIITA,1,0.2934439730014269,partially_retained,False
CILP,1,-0.13784097595877687,enhanced_or_reprogrammed,False
CIRBP,2,0.7223283741052035,partially_retained;suppressed,True
CISD2,1,0.6357009887321148,partially_retained,False
CKB,2,0.7622388798431161,partially_retained;suppressed,True
CLASP2,1,0.4738764210883223,partially_retained,False
CLASRP,1,1.0819789761285645,suppressed,False
CLCA2,2,0.3622602731037123,fully_retained;partially_retained,True
CLCF1,1,0.6175093093641953,partially_retained,False
CLCN3P1,1,0.1321315160178238,fully_retained,False
CLCN4,2,0.6418967936711442,partially_retained,True
CLCN5,1,0.9305909181267089,suppressed,False
CLCN7,2,1.0557401930582953,suppressed,False
CLDN1,2,0.479185308706603,partially_retained,True
CLDN11,1,0.8516946559892465,suppressed,False
CLDN4,2,0.19776669818768455,enhanced_or_reprogrammed;partially_retained,True
CLEC11A,1,1.093544107176166,suppressed,False
CLEC1A,1,0.7121979765866836,partially_retained,False
CLEC2B,2,0.5893037728604813,partially_retained,True
CLEC3B,2,0.9778663817149551,suppressed,False
CLGN,2,0.5153413483710546,partially_retained,True
CLIC2,2,1.5604586571122798,suppressed,False
CLIP4,2,0.6848615372425799,partially_retained,True
CLK1,1,0.7447864737017458,partially_retained,False
CLK4,1,0.6325421178989314,partially_retained,False
CLN3,2,1.1615017622017725,suppressed,False
CLN8,2,0.7796429366555588,partially_retained;suppressed,True
CLOCK,1,0.6165018826966338,partially_retained,False
CLSPN,1,0.5463153598748819,partially_retained,False
CLSTN2,1,0.8361778940109781,suppressed,False
CLTA,1,0.9464376090815999,suppressed,False
CLTCL1,1,0.6976792415742004,partially_retained,False
CMBL,1,0.6989906572397151,partially_retained,False
CMC2,1,0.528429941326302,partially_retained,False
CMTM7,1,0.38509675215381567,partially_retained,False
CNIH3,2,0.7086201748524016,partially_retained,True
CNIH3-AS2,2,0.706866035165726,partially_retained,True
CNKSR3,2,0.5742154931832988,partially_retained,True
CNN1,1,0.9661819976896918,suppressed,False
CNNM1,2,0.2160310131229749,fully_retained;partially_retained,True
CNOT1,1,1.6138670901900682,suppressed,False
CNOT6LP1,2,0.9301273410061603,suppressed,False
CNTLN,2,0.16866836598204749,fully_retained,True
CNTN1,2,0.5316010436116388,enhanced_or_reprogrammed;suppressed,True
CNTN3,2,0.1023204564102484,enhanced_or_reprogrammed;partially_retained,True
CNTN4,2,0.3718837698152593,fully_retained;partially_retained,True
CNTNAP2,1,0.8832303860792229,suppressed,False
CNTNAP3,1,0.2794330609070105,partially_retained,False
CNTNAP3B,1,0.06641633382013667,fully_retained,False
CNTRL,1,0.9272691237677957,suppressed,False
COA6,2,0.7969841539094236,suppressed,False
COA6-AS1,1,1.4379990298669687,suppressed,False
COBLL1,2,0.49009733817337925,partially_retained,True
COL11A1,2,0.3033688491011068,partially_retained,True
COL14A1,2,-0.6908816390836613,enhanced_or_reprogrammed,True
COL15A1,2,0.7800377768910322,partially_retained;suppressed,True
COL1A2,1,0.4987130252949067,partially_retained,False
COL21A1,1,0.09629119206804271,fully_retained,False
COL23A1,1,0.184416617271977,fully_retained,False
COL25A1,1,0.5599624469840042,partially_retained,False
COL26A1,2,0.1754144815481256,fully_retained,True
COL3A1,1,-0.11769886228839321,enhanced_or_reprogrammed,False
COL4A1,1,0.6556764028704238,partially_retained,False
COL4A5,2,-0.17123115933637356,enhanced_or_reprogrammed,True
COL4A6,2,0.29359162274006056,fully_retained;partially_retained,True
COL6A1,1,0.5744007925432651,partially_retained,False
COL6A2,1,0.6029682789624998,partially_retained,False
COL6A3,1,0.9006350150387594,suppressed,False
COL9A3,2,0.15671724650747476,enhanced_or_reprogrammed;partially_retained,True
COLEC10,2,0.5983755665847741,partially_retained,True
COLEC12,1,0.6043416972192588,partially_retained,False
COLGALT1,1,0.7269337621395409,partially_retained,False
COLQ,1,0.16365736666044695,fully_retained,False
COMMD7,1,0.5020765181722263,partially_retained,False
COMP,2,0.12618226872862592,enhanced_or_reprogrammed;partially_retained,True
COPRS,1,0.7805292625266441,suppressed,False
COQ10B,1,0.4805541172549672,partially_retained,False
COQ8A,2,0.8477809296159012,partially_retained;suppressed,True
COQ8B,1,1.0096381614227108,suppressed,False
CORO1A,1,0.7037184764934519,partially_retained,False
CORO2A,1,0.6198323780821409,partially_retained,False
CORO2B,2,0.19691102595868715,enhanced_or_reprogrammed;partially_retained,True
COSMOC,2,0.7234041643497675,partially_retained;suppressed,True
COX20,1,0.3989366050812069,partially_retained,False
COX5A,1,0.8490991074771247,suppressed,False
COX7A2L,1,0.416908762556376,partially_retained,False
CP,2,0.6500581654142744,partially_retained;suppressed,True
CPA4,2,0.33323802381823053,partially_retained,True
CPA6,1,0.5656375052981133,partially_retained,False
CPD,1,0.6314696627008736,partially_retained,False
CPE,1,0.4695098417172673,partially_retained,False
CPEB1,2,0.8679440377916576,suppressed,False
CPEB3,1,0.2540131168535875,partially_retained,False
CPNE7,2,0.38575187478674566,fully_retained;partially_retained,True
CPNE8,2,0.4532637371804216,fully_retained;suppressed,True
CPQ,1,0.5537174760310051,partially_retained,False
CPT1A,1,0.8177879139847959,suppressed,False
CPT1B,1,0.30009776117076215,partially_retained,False
CPXM1,2,0.4948924730367088,partially_retained,True
CPZ,1,0.7234379793348975,partially_retained,False
CRACD,1,-0.07763981248671481,enhanced_or_reprogrammed,False
CRACR2B,2,0.37944776872518754,fully_retained;partially_retained,True
CREB3L4,2,1.0742256905352134,suppressed,False
CREB5,1,0.7750250286260572,suppressed,False
CREBBP,1,0.7093540735170721,partially_retained,False
CREG1,1,0.894820648543485,suppressed,False
CREG2,2,1.0813750591384745,suppressed,False
CRHBP,1,-0.23495440430246184,enhanced_or_reprogrammed,False
CRIP2,2,0.5016096575583547,partially_retained,True
CRISPLD2,1,0.6440931325908192,partially_retained,False
CRLF1,2,-0.27056403225644254,enhanced_or_reprogrammed;fully_retained,True
CRMP1,2,0.316857864210282,fully_retained;partially_retained,True
CROCC,1,0.7152634683253327,partially_retained,False
CRTC1,1,0.3637500498313012,partially_retained,False
CRYM,2,0.8696633787523488,partially_retained;suppressed,True
CSAD,1,1.1877871433148044,suppressed,False
CSF1R,1,1.0870765608029156,suppressed,False
CSF2,1,0.9954855883208388,suppressed,False
CSGALNACT1,1,0.9830996332016602,suppressed,False
CSGALNACT2-DT,1,0.7396483791852004,partially_retained,False
CSPG4,2,0.8785350028597539,suppressed,False
CSPG4BP,1,0.9495546852763639,suppressed,False
CSPP1,2,0.8563630326721949,suppressed,False
CSRNP1,1,0.6312477893997114,partially_retained,False
CSRP2,2,0.12748558568561408,fully_retained,True
CSTA,1,0.9605494825787491,suppressed,False
CSTB,2,0.9463892112951401,suppressed,False
CSTF2T,1,1.160104851718866,suppressed,False
CT75,2,-0.09833875189904084,enhanced_or_reprogrammed;partially_retained,True
CTBP1-DT,1,0.47929477157773404,partially_retained,False
CTDSPL,1,1.0074177898099521,suppressed,False
CTF1,2,0.8928466657482717,suppressed,False
CTHRC1,1,0.22141629507193938,fully_retained,False
CTNS,2,1.0448511848307491,suppressed,False
CTSA,2,0.7640947774057905,partially_retained;suppressed,True
CTSB,2,0.42855693638399933,partially_retained,True
CTSD,2,0.7863667329380819,suppressed,False
CTSH,2,0.5395646934068284,partially_retained,True
CTSL,1,0.796843826966224,suppressed,False
CTSV,1,0.5276605033068227,partially_retained,False
CU633906.1,1,1.2771494210468664,suppressed,False
CU633906.2,1,-0.07891791861591524,enhanced_or_reprogrammed,False
CU633967.1,1,0.14898443466267186,fully_retained,False
CU638689.1,1,0.690131573661235,partially_retained,False
CU638689.4,1,1.0986787242283838,suppressed,False
CU638689.5,1,0.6707867610883074,partially_retained,False
CUTALP,1,0.5831890650558786,partially_retained,False
CX3CL1,1,1.7036974127817044,suppressed,False
CXADR,2,0.3709538321340879,fully_retained;partially_retained,True
CXCL1,1,0.984142354512804,suppressed,False
CXCL12,2,0.23289739658509456,fully_retained,True
CXCL2,2,-0.20786522313248895,enhanced_or_reprogrammed;fully_retained,True
CXCL8,1,2.161775420767558,suppressed,False
CXCR4,2,0.9294527340539638,suppressed,False
CYB5R1,1,0.8739584270118614,suppressed,False
CYB5R4,1,0.5535936112946183,partially_retained,False
CYFIP2,1,0.2779481919206789,partially_retained,False
CYGB,2,0.8775369178557815,suppressed,False
CYLD,1,0.5367559019740155,partially_retained,False
CYP19A1,2,0.8586135795708996,suppressed,False
CYP1B1-AS1,1,0.4753250596613571,partially_retained,False
CYP24A1,1,0.32635000021268,partially_retained,False
CYP27A1,1,0.7360900752020391,partially_retained,False
CYP2T1P,2,1.1027295384133815,suppressed,False
CYP3A7,1,0.7565988774077465,suppressed,False
CYP51A1,1,0.8955590171885837,suppressed,False
CYP7B1,2,1.2155231591467646,suppressed,False
CYRIA,2,0.2619767727019396,fully_retained;partially_retained,True
CYS1,2,0.8335454049175992,partially_retained;suppressed,True
CYSTM1,2,0.8234911381392513,partially_retained;suppressed,True
CYTL1,1,0.49820696154662747,partially_retained,False
CYYR1,1,0.39530507323345265,partially_retained,False
DAAM1,1,1.318854810606307,suppressed,False
DAB1,1,0.8334449839735063,suppressed,False
DACT1,2,0.5426987511333999,partially_retained,True
DACT3,1,0.03393473209812192,fully_retained,False
DAPK1,2,0.23274621759022945,fully_retained;partially_retained,True
DAPK2,1,0.6754524924872933,partially_retained,False
DARS1-AS1,2,0.3934679266850459,partially_retained,True
DBF4B,1,0.7439080440157143,partially_retained,False
DBI,1,0.7627737396153839,suppressed,False
DBNDD1,2,0.4123249038739885,fully_retained;partially_retained,True
DCAF16,2,0.6997698135373887,partially_retained;suppressed,True
DCHS1,1,0.5323482796569374,partially_retained,False
DCHS2,1,1.0053305636434613,suppressed,False
DCLK1,2,-0.02083056019902718,enhanced_or_reprogrammed;fully_retained,True
DCLK2,1,0.7956081949168597,suppressed,False
DCN,2,0.5605798101676744,partially_retained,True
DDB2,1,0.19177247967428168,fully_retained,False
DDIT3,2,0.8976851354121833,suppressed,False
DDIT4,2,0.762602689485463,partially_retained;suppressed,True
DDIT4L,2,0.5823969013418437,partially_retained,True
DDT,1,0.5285814406985845,partially_retained,False
DDX11L9,1,0.7774891385719697,suppressed,False
DDX41,2,0.7725542684388964,partially_retained;suppressed,True
DDX51,1,0.504469567099862,partially_retained,False
DDX60L,1,0.678575059382704,partially_retained,False
DEF8,1,0.920755019135473,suppressed,False
DENND10P1,1,0.8365179765896359,suppressed,False
DENND1A,1,0.5226231208784125,partially_retained,False
DENND1B,1,0.6705665927994693,partially_retained,False
DENND6A,1,0.8115326564109022,suppressed,False
DEPDC1,1,1.8418821889997363,suppressed,False
DEPP1,1,-0.3179686046641663,enhanced_or_reprogrammed,False
DEPTOR,2,0.22900112278184642,fully_retained;partially_retained,True
DERL1,2,0.6364771457586087,partially_retained,True
DERPC,1,1.2130723981478289,suppressed,False
DES,2,0.24939558950470114,fully_retained;partially_retained,True
DESI1,1,0.9551587799226625,suppressed,False
DGAT2,1,0.4211399415848016,partially_retained,False
DGCR6,2,0.6823015600675282,partially_retained;suppressed,True
DGKG,1,0.27229334689550366,partially_retained,False
DGKQ,1,1.149425156151338,suppressed,False
DHCR24,2,0.9596271124816396,partially_retained;suppressed,True
DHCR7,2,1.165731007945904,suppressed,False
DHFR2,1,0.9639290768784246,suppressed,False
DHRS13,1,0.9169587331817681,suppressed,False
DHRS2,1,1.116091970847885,suppressed,False
DHRS3,1,0.400470081633187,partially_retained,False
DHRS4-AS1,1,0.4750085106153379,partially_retained,False
DHX32,1,0.8454826918122019,suppressed,False
DIDO1,1,0.6080428496455414,partially_retained,False
DIO3,2,0.8708561741491916,partially_retained;suppressed,True
DIO3OS,2,0.4710864399093575,partially_retained,True
DIP2C-AS1,1,1.5493884267431355,suppressed,False
DIPK1B,1,0.2277801214803863,fully_retained,False
DIPK2A,2,0.6809699917737388,partially_retained;suppressed,True
DIRC3,2,0.07076524628745373,enhanced_or_reprogrammed;fully_retained,True
DIRC3-AS1,2,0.2440252903425439,fully_retained;partially_retained,True
DISC1,1,0.9234901096899393,suppressed,False
DISP2,1,0.43900376092874904,partially_retained,False
DKK2,2,0.475841229067795,partially_retained,True
DKK3,1,-0.30935757359019633,enhanced_or_reprogrammed,False
DKKL1,1,0.17986982826234332,fully_retained,False
DLG5-AS1,1,0.9498691306266995,suppressed,False
DLGAP1-AS2,1,0.7080153262617008,partially_retained,False
DLGAP5,1,2.013233432433389,suppressed,False
DLK1,2,0.28080787591420614,fully_retained;partially_retained,True
DLK2,1,0.4469469292875149,partially_retained,False
DLL1,1,1.2446544386235872,suppressed,False
DLL4,2,0.9448367895886076,suppressed,False
DLX1,1,0.7706808248226479,suppressed,False
DLX5,2,-0.008628505587386814,enhanced_or_reprogrammed;fully_retained,True
DLX6,2,-0.022461759203611542,enhanced_or_reprogrammed;fully_retained,True
DLX6-AS1,1,0.5304253141809662,partially_retained,False
DMAC2L,1,0.8973633548616915,suppressed,False
DMD,2,1.1019315535018765,suppressed,False
DMGDH,1,1.2977768657555775,suppressed,False
DMKN,1,0.46165625917066067,partially_retained,False
DMRT2,1,1.0494730992784653,suppressed,False
DMRT3,2,0.37146153624636424,fully_retained;partially_retained,True
DMRTA1,2,0.594778907505201,partially_retained,True
DNAAF3,1,1.6191055517730644,suppressed,False
DNAAF4,1,1.5537689289668124,suppressed,False
DNAH11,2,0.04965889265455686,enhanced_or_reprogrammed;fully_retained,True
DNAH14,1,0.8175883710426419,suppressed,False
DNAH5,1,1.4865940448409831,suppressed,False
DNAH6,1,1.2396133364276305,suppressed,False
DNAH9,2,0.5300224734635606,partially_retained,True
DNAI3,2,0.41611715253804876,partially_retained,True
DNAJB2,1,0.8437692776481147,suppressed,False
DNAJB5,1,0.47085822076205286,partially_retained,False
DNAJC12,1,0.5172896123930755,partially_retained,False
DNAJC27-AS1,1,1.2293557892398959,suppressed,False
DNAJC6,1,0.9494046281229587,suppressed,False
DNASE2,1,0.8002245341908976,suppressed,False
DNER,2,0.03253255820286388,enhanced_or_reprogrammed;fully_retained,True
DNM1,1,0.4878154263448864,partially_retained,False
DNM1P47,1,0.7111698603253758,partially_retained,False
DNM3,1,0.1845566740561131,fully_retained,False
DNM3OS,2,0.2824553592111937,fully_retained;partially_retained,True
DNMBP,1,0.2789892396837569,partially_retained,False
DNMT3B,1,0.7301834694143152,partially_retained,False
DNPH1,1,0.5157860771327694,partially_retained,False
DOCK5,1,0.37384024007836847,partially_retained,False
DOCK9,1,0.2458979827043154,fully_retained,False
DOK3,1,1.071419438192338,suppressed,False
DOK5,2,0.7715214714423969,partially_retained;suppressed,True
DOK6,1,0.39254566178698147,partially_retained,False
DOP1A,2,1.114718880502683,partially_retained;suppressed,True
DPH6-DT,1,0.9220335968112306,suppressed,False
DPP4,2,0.5399313597368594,partially_retained,True
DPP4-DT,1,0.5835830270316287,partially_retained,False
DPP7,1,0.7531440818187003,suppressed,False
DPT,2,0.10155735329938953,fully_retained,True
DPY19L2,1,0.6352688341194528,partially_retained,False
DPYSL4,1,1.1206696353918495,suppressed,False
DRC1,1,1.2495377601010085,suppressed,False
DRD2,1,1.0215154731032823,suppressed,False
DSC2,1,0.9890031016946181,suppressed,False
DSG2,2,0.7892870227898745,partially_retained;suppressed,True
DTD1,1,0.6975524485522909,partially_retained,False
DTNA,2,0.2824672196489557,fully_retained;partially_retained,True
DTWD1,2,0.8920645527581724,suppressed,False
DTWD2,2,0.6520447566060972,partially_retained;suppressed,True
DUBR,1,0.4030169555603742,partially_retained,False
DUSP23,1,0.8377487764430596,suppressed,False
DUSP3,2,0.8527656436602301,suppressed,False
DUSP8,1,0.40042962231419055,partially_retained,False
DUSP8P5,1,0.38621344072189634,partially_retained,False
DUX4L50,1,0.4933921312571702,partially_retained,False
DYNC2H1,1,0.7549379935096127,suppressed,False
DYNLT3,2,0.6483779955034195,partially_retained,True
DYRK2,1,0.6043293617353964,partially_retained,False
DYRK3,2,0.6374026336803019,partially_retained;suppressed,True
DYSF,1,-0.17987531181121086,enhanced_or_reprogrammed,False
E2F7,2,0.4608199338514749,partially_retained,True
E2F8,1,2.195330169149477,suppressed,False
EAF2,1,0.9633664982514761,suppressed,False
EBF1,1,0.7483236178746457,partially_retained,False
EBF3,2,0.17537174277086465,enhanced_or_reprogrammed;partially_retained,True
EBF4,1,0.2613881112327635,partially_retained,False
EBI3,1,-1.1296154772249705,enhanced_or_reprogrammed,False
EBP,1,0.3310116325050584,partially_retained,False
ECM1,2,0.5476338758210335,partially_retained,True
EDA2R,2,0.18512539086721946,enhanced_or_reprogrammed;partially_retained,True
EDEM1,2,0.996407072278155,suppressed,False
EDIL3,2,0.32511686276819524,partially_retained,True
EDNRA,2,-0.06105342821799642,enhanced_or_reprogrammed;partially_retained,True
EDNRB,2,0.3000161022511941,partially_retained,True
EDNRB-AS1,1,0.6333047570904178,partially_retained,False
EEF1A1P9,1,1.0482179901948214,suppressed,False
EEF1A2,1,0.22196754697115095,fully_retained,False
EEF2,1,0.859395647287444,suppressed,False
EEPD1,1,0.9026773568065733,suppressed,False
EFCAB12,1,0.686675813841102,partially_retained,False
EFCAB7,2,0.6864195234480011,partially_retained;suppressed,True
EFCC1,2,0.9006866803745776,fully_retained;suppressed,True
EFEMP1,1,0.8102651626071203,suppressed,False
EFHC1,1,0.6197389799490576,partially_retained,False
EFNA1,2,0.3327802829144054,enhanced_or_reprogrammed;partially_retained,True
EFNA3,1,1.3754196327085777,suppressed,False
EFNB2,1,-0.2721523539359947,enhanced_or_reprogrammed,False
EFNB3,1,-0.5499978843409896,enhanced_or_reprogrammed,False
EFR3B,2,0.14241267049319978,enhanced_or_reprogrammed;partially_retained,True
EFS,2,0.6214369477288991,fully_retained;suppressed,True
EGF,1,0.9508043945439812,suppressed,False
EGFL6,2,0.20502157549151606,fully_retained;partially_retained,True
EGFL7,1,0.7886848685860848,suppressed,False
EGFL8,1,0.8012564319604273,suppressed,False
EGLN1,1,0.8789632659181746,suppressed,False
EGLN3,2,0.7781398699430351,partially_retained;suppressed,True
EGR2,1,1.1683710973933474,suppressed,False
EHBP1,2,0.3462434151525765,fully_retained;partially_retained,True
EHHADH,1,-0.21294325791913304,enhanced_or_reprogrammed,False
EIF1B-AS1,1,0.8768314492956141,suppressed,False
EIF2AK3-DT,1,0.7735892131849709,suppressed,False
EIF2S2,2,0.43289777678577096,partially_retained,True
EIF2S2P4,1,0.03517316392548797,fully_retained,False
EIF3J-DT,2,0.6691824661077246,partially_retained,True
EIF4EBP1,1,0.4863952992953928,partially_retained,False
EIF4EBP3,1,0.7982408541692739,suppressed,False
ELAC1,2,0.5704425761152769,partially_retained,True
ELANE,2,0.36456389950326623,partially_retained,True
ELAPOR1,1,0.8610307233240209,suppressed,False
ELF2,1,0.8398271892661332,suppressed,False
ELFN1,1,0.32783230315665957,partially_retained,False
ELL3,2,-0.005950621625532837,enhanced_or_reprogrammed;fully_retained,True
ELMOD1,1,-0.703996282652994,enhanced_or_reprogrammed,False
ELN,2,0.28004553078717437,enhanced_or_reprogrammed;partially_retained,True
ELOA-AS1,1,0.3305528949896075,partially_retained,False
ELOVL2,2,1.5386962255455137,suppressed,False
EMB,2,-0.05453155276443966,enhanced_or_reprogrammed,True
EMC1,2,0.5327302732898034,partially_retained,True
EMC3-AS1,1,0.7465933088350802,partially_retained,False
EMCN,1,1.1210846693263745,suppressed,False
EMILIN1,2,0.48063555137601244,partially_retained,True
EMILIN3,1,0.8288110142613644,suppressed,False
EMP3,1,0.6855171170012321,partially_retained,False
ENDOD1,1,0.6128287590280121,partially_retained,False
ENDOG,1,0.7714742772228194,suppressed,False
ENO1,2,0.5823720443634989,partially_retained,True
ENO2,2,0.664161684588829,partially_retained,True
ENO3,1,1.0570622391867126,suppressed,False
ENOPH1,1,0.9635078098977351,suppressed,False
ENOSF1,2,0.8380736797728694,suppressed,False
ENOX1,2,0.9614833902113591,suppressed,False
ENPEP,1,0.5985558316402289,partially_retained,False
ENPP2,1,0.517573299104335,partially_retained,False
ENTPD1,1,1.6568924572525285,suppressed,False
ENTPD6,1,0.7091327482877305,partially_retained,False
ENTR1,1,0.8611435149983653,suppressed,False
EP400,1,0.6427973350064432,partially_retained,False
EPAS1,1,0.8356808085496152,suppressed,False
EPB41L2,1,1.090176704860009,suppressed,False
EPB41L3,2,0.06954219300423703,fully_retained,True
EPC2,1,0.6534360654979816,partially_retained,False
EPDR1,1,0.8850601716437565,suppressed,False
EPHA1,1,1.1661116241705218,suppressed,False
EPHA3,2,0.6616684322594022,partially_retained,True
EPHA7,1,-0.0560995449385735,enhanced_or_reprogrammed,False
EPHB3,2,-0.0223874384791361,enhanced_or_reprogrammed;fully_retained,True
EPHB6,2,0.27239077331563005,partially_retained,True
EPHX4,2,0.7242029376258882,partially_retained;suppressed,True
EPOR,2,0.6948655780582697,partially_retained,True
EPPK1,1,0.8392036097125399,suppressed,False
EPS8L2,1,-0.3505511984347418,enhanced_or_reprogrammed,False
ERCC6L2,1,0.80597002270934,suppressed,False
ERICH2,2,0.9682926370268125,suppressed,False
ERMARD,1,1.0733754557193889,suppressed,False
ERO1A,2,0.7627527684087043,partially_retained;suppressed,True
ERP29,1,0.7511503568716387,suppressed,False
ERRFI1,1,-0.4012633899219009,enhanced_or_reprogrammed,False
ERV3-1,1,0.7076185761976316,partially_retained,False
ERVK13-1,1,0.9923958198131393,suppressed,False
ERVMER34-1,1,0.8963306152412862,suppressed,False
ESM1,2,-0.23731408219646533,enhanced_or_reprogrammed;partially_retained,True
ESPL1,1,1.2289593865309456,suppressed,False
ESYT1,2,0.8044011454327618,partially_retained;suppressed,True
ETF1,1,0.599613186468025,partially_retained,False
ETFDH,1,0.5586134639693813,partially_retained,False
ETV6,1,0.8028957197666133,suppressed,False
EVA1A,1,0.04321625269956342,fully_retained,False
EVL,1,0.39418789465833115,partially_retained,False
EXT1,1,1.1979602993009224,suppressed,False
EXTL1,1,0.0639634905283386,fully_retained,False
EYA1,2,0.41803842514335154,partially_retained,True
EYA4,1,0.631515140893194,partially_retained,False
F11R,1,1.0301104819746572,suppressed,False
F2RL1,1,0.374457926058959,partially_retained,False
F2RL2,1,0.501389836841262,partially_retained,False
F3,1,-0.1118673390198186,enhanced_or_reprogrammed,False
FABP2,1,1.1681983015115618,suppressed,False
FABP3,2,1.229047315167858,suppressed,False
FABP4,2,0.5955332862449316,partially_retained,True
FABP5,1,0.35647005006102495,partially_retained,False
FADS1,1,0.7902741477212617,suppressed,False
FADS2,1,1.0670507915453753,suppressed,False
FADS3,2,0.8275257701848902,suppressed,False
FAH,1,0.600264377834353,partially_retained,False
FAIM2,1,0.7319928749596618,partially_retained,False
FAM117B,1,0.4280014279502564,partially_retained,False
FAM124A,2,0.25885908339691893,fully_retained;partially_retained,True
FAM131C,2,0.9844187852459803,suppressed,False
FAM133DP,1,1.4247001228556109,suppressed,False
FAM13A,2,0.9862349501324013,suppressed,False
FAM13A-AS1,1,0.49722284390355487,partially_retained,False
FAM13C,1,1.2952074381747236,suppressed,False
FAM151B,1,-0.10359164826143696,enhanced_or_reprogrammed,False
FAM157C,1,0.7291828826462223,partially_retained,False
FAM162A,2,0.6639449258199046,partially_retained,True
FAM162B,2,0.3258911218774548,fully_retained;partially_retained,True
FAM174B,1,0.2805525647563375,partially_retained,False
FAM174C,1,0.7485362246396268,partially_retained,False
FAM180A,2,0.742931810294255,partially_retained;suppressed,True
FAM198B-AS1,1,0.16789108751475135,fully_retained,False
