contrast,program,genotype,environment,condition_a,condition_b,n_a,n_b,mean_a,mean_b,effect_a_minus_b,treatment
rapamycin_within_genotype_environment,HOX_PBX,WT,hydrogel,rapamycin,vehicle,2,2,8.710902443174854,8.601542602537332,0.1093598406375218,
rapamycin_within_genotype_environment,HOX_PBX,WT,plastic,rapamycin,vehicle,2,2,8.5345034932436,8.550311939841881,-0.015808446598281733,
rapamycin_within_genotype_environment,IL6_AT2_repair,TSC2ko,hydrogel,rapamycin,vehicle,2,2,7.414246627609355,7.904934455195161,-0.49068782758580554,
rapamycin_within_genotype_environment,IL6_AT2_repair,TSC2ko,plastic,rapamycin,vehicle,2,2,7.520049949512637,7.844737135370023,-0.3246871858573863,
rapamycin_within_genotype_environment,IL6_AT2_repair,WT,hydrogel,rapamycin,vehicle,2,2,7.002883668165492,7.124252389240958,-0.12136872107546637,
rapamycin_within_genotype_environment,IL6_AT2_repair,WT,plastic,rapamycin,vehicle,2,2,7.2935475849643066,7.418309364219779,-0.12476177925547205,
rapamycin_within_genotype_environment,IS_inflammatory,TSC2ko,hydrogel,rapamycin,vehicle,2,2,9.814016181100882,8.93230817767846,0.881708003422423,
rapamycin_within_genotype_environment,IS_inflammatory,TSC2ko,plastic,rapamycin,vehicle,2,2,8.935073327281284,8.681968842142258,0.2531044851390263,
rapamycin_within_genotype_environment,IS_inflammatory,WT,hydrogel,rapamycin,vehicle,2,2,9.163753240761299,9.055430315020642,0.10832292574065683,
rapamycin_within_genotype_environment,IS_inflammatory,WT,plastic,rapamycin,vehicle,2,2,8.649944571258949,8.670569337262116,-0.020624766003166428,
rapamycin_within_genotype_environment,LAF_niche,TSC2ko,hydrogel,rapamycin,vehicle,2,2,12.392862370752333,11.880773740930334,0.5120886298219993,
rapamycin_within_genotype_environment,LAF_niche,TSC2ko,plastic,rapamycin,vehicle,2,2,12.04455462282317,11.667126741643063,0.3774278811801075,
rapamycin_within_genotype_environment,LAF_niche,WT,hydrogel,rapamycin,vehicle,2,2,12.53176493680959,12.294414388029228,0.23735054878036266,
rapamycin_within_genotype_environment,LAF_niche,WT,plastic,rapamycin,vehicle,2,2,12.23664821193757,12.228391700500818,0.008256511436751879,
rapamycin_within_genotype_environment,LAM_myogenic_contractile,TSC2ko,hydrogel,rapamycin,vehicle,2,2,10.64990353184067,10.627272740213435,0.02263079162723436,
rapamycin_within_genotype_environment,LAM_myogenic_contractile,TSC2ko,plastic,rapamycin,vehicle,2,2,11.823739712588786,11.404342862158657,0.41939685043012886,
rapamycin_within_genotype_environment,LAM_myogenic_contractile,WT,hydrogel,rapamycin,vehicle,2,2,10.253744498883279,10.521859848881984,-0.26811534999870545,
rapamycin_within_genotype_environment,LAM_myogenic_contractile,WT,plastic,rapamycin,vehicle,2,2,11.530768787402005,11.530340330125938,0.0004284572760671068,
rapamycin_within_genotype_environment,MDK_dormancy_persistence,TSC2ko,hydrogel,rapamycin,vehicle,2,2,11.261745069922465,11.378764643256886,-0.11701957333442081,
rapamycin_within_genotype_environment,MDK_dormancy_persistence,TSC2ko,plastic,rapamycin,vehicle,2,2,10.994851565908174,11.194538352543724,-0.1996867866355494,
rapamycin_within_genotype_environment,MDK_dormancy_persistence,WT,hydrogel,rapamycin,vehicle,2,2,10.961008881667873,11.050844816738884,-0.08983593507101162,
rapamycin_within_genotype_environment,MDK_dormancy_persistence,WT,plastic,rapamycin,vehicle,2,2,10.954696110827845,11.024188964276572,-0.06949285344872713,
rapamycin_within_genotype_environment,SLS_stem_like,TSC2ko,hydrogel,rapamycin,vehicle,2,2,7.156280498803559,6.9329597904445945,0.22332070835896456,
rapamycin_within_genotype_environment,SLS_stem_like,TSC2ko,plastic,rapamycin,vehicle,2,2,7.04565475557194,6.950261312111268,0.09539344346067224,
rapamycin_within_genotype_environment,SLS_stem_like,WT,hydrogel,rapamycin,vehicle,2,2,7.012785678855895,7.119830929340056,-0.1070452504841608,
rapamycin_within_genotype_environment,SLS_stem_like,WT,plastic,rapamycin,vehicle,2,2,7.031804526411766,7.146319702361943,-0.11451517595017702,
rapamycin_within_genotype_environment,TGFbeta_fibroblast,TSC2ko,hydrogel,rapamycin,vehicle,2,2,13.466842100065644,13.512579560442338,-0.04573746037669402,
rapamycin_within_genotype_environment,TGFbeta_fibroblast,TSC2ko,plastic,rapamycin,vehicle,2,2,13.774196875099356,13.766680057058975,0.007516818040381068,
rapamycin_within_genotype_environment,TGFbeta_fibroblast,WT,hydrogel,rapamycin,vehicle,2,2,13.402331085797663,13.329591788612312,0.07273929718535044,
rapamycin_within_genotype_environment,TGFbeta_fibroblast,WT,plastic,rapamycin,vehicle,2,2,13.821253289167192,13.744278180919034,0.07697510824815801,
rapamycin_within_genotype_environment,biomarker_VEGFD_PMEL_CCL14_MMP8,TSC2ko,hydrogel,rapamycin,vehicle,2,2,2.597045281114661,3.0375780156036134,-0.44053273448895247,
rapamycin_within_genotype_environment,biomarker_VEGFD_PMEL_CCL14_MMP8,TSC2ko,plastic,rapamycin,vehicle,2,2,2.39521225869549,2.335607796027156,0.059604462668333635,
rapamycin_within_genotype_environment,biomarker_VEGFD_PMEL_CCL14_MMP8,WT,hydrogel,rapamycin,vehicle,2,2,3.180850162202216,3.270581981491036,-0.0897318192888199,
rapamycin_within_genotype_environment,biomarker_VEGFD_PMEL_CCL14_MMP8,WT,plastic,rapamycin,vehicle,2,2,2.3836801739373312,2.289957875595386,0.09372229834194501,
rapamycin_within_genotype_environment,cell_cycle,TSC2ko,hydrogel,rapamycin,vehicle,2,2,11.713477940654371,11.173756201423092,0.539721739231279,
rapamycin_within_genotype_environment,cell_cycle,TSC2ko,plastic,rapamycin,vehicle,2,2,12.177579341995624,11.821239213890662,0.3563401281049625,
rapamycin_within_genotype_environment,cell_cycle,WT,hydrogel,rapamycin,vehicle,2,2,10.904095191308308,11.610061187083083,-0.7059659957747755,
rapamycin_within_genotype_environment,cell_cycle,WT,plastic,rapamycin,vehicle,2,2,12.02563169114425,12.001932695238944,0.02369899590530622,
rapamycin_within_genotype_environment,hormone_related,TSC2ko,hydrogel,rapamycin,vehicle,2,2,4.587766681823473,4.960054387728871,-0.37228770590539817,
rapamycin_within_genotype_environment,hormone_related,TSC2ko,plastic,rapamycin,vehicle,2,2,4.653483182950023,4.699946907213897,-0.04646372426387391,
rapamycin_within_genotype_environment,hormone_related,WT,hydrogel,rapamycin,vehicle,2,2,4.562866381599739,4.676037851589685,-0.11317146998994598,
rapamycin_within_genotype_environment,hormone_related,WT,plastic,rapamycin,vehicle,2,2,4.558087263930396,4.702514066193601,-0.14442680226320448,
rapamycin_within_genotype_environment,hypoxia_stress,TSC2ko,hydrogel,rapamycin,vehicle,2,2,10.952516748952238,12.11180685222945,-1.1592901032772112,
rapamycin_within_genotype_environment,hypoxia_stress,TSC2ko,plastic,rapamycin,vehicle,2,2,10.925446467603502,12.200913096873952,-1.2754666292704506,
rapamycin_within_genotype_environment,hypoxia_stress,WT,hydrogel,rapamycin,vehicle,2,2,10.370880094707172,10.55978704533915,-0.18890695063197782,
rapamycin_within_genotype_environment,hypoxia_stress,WT,plastic,rapamycin,vehicle,2,2,10.56493075994447,10.949049198573732,-0.38411843862926176,
rapamycin_within_genotype_environment,lineage_uterine_smooth_muscle,TSC2ko,hydrogel,rapamycin,vehicle,2,2,10.64990353184067,10.627272740213435,0.02263079162723436,
rapamycin_within_genotype_environment,lineage_uterine_smooth_muscle,TSC2ko,plastic,rapamycin,vehicle,2,2,11.823739712588786,11.404342862158657,0.41939685043012886,
rapamycin_within_genotype_environment,lineage_uterine_smooth_muscle,WT,hydrogel,rapamycin,vehicle,2,2,10.253744498883279,10.521859848881984,-0.26811534999870545,
rapamycin_within_genotype_environment,lineage_uterine_smooth_muscle,WT,plastic,rapamycin,vehicle,2,2,11.530768787402005,11.530340330125938,0.0004284572760671068,
