program,sample_id,available_genes,score,genotype,environment,treatment,replicate
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S06,4,2.2952790922900075,TSC2ko,plastic,vehicle,1
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S07,4,2.3257106784557178,WT,plastic,rapamycin,1
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S08,4,2.279270496761535,TSC2ko,plastic,rapamycin,1
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S09,4,3.353837784221045,WT,hydrogel,vehicle,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S10,4,3.0549613586861972,TSC2ko,hydrogel,vehicle,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S11,4,3.2975147608318696,WT,hydrogel,rapamycin,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S12,4,2.833802447210922,TSC2ko,hydrogel,rapamycin,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S13,4,2.19845488656521,WT,plastic,vehicle,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S14,4,2.375936499764305,TSC2ko,plastic,vehicle,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S15,4,2.441649669418945,WT,plastic,rapamycin,2
biomarker_VEGFD_PMEL_CCL14_MMP8,Pietrobon_S16,4,2.5111540206294447,TSC2ko,plastic,rapamycin,2
lineage_uterine_smooth_muscle,Pietrobon_S01,8,10.70191455673565,WT,hydrogel,vehicle,1
lineage_uterine_smooth_muscle,Pietrobon_S02,8,10.776699892654072,TSC2ko,hydrogel,vehicle,1
lineage_uterine_smooth_muscle,Pietrobon_S03,8,10.136823188312727,WT,hydrogel,rapamycin,1
lineage_uterine_smooth_muscle,Pietrobon_S04,8,10.649974377436664,TSC2ko,hydrogel,rapamycin,1
lineage_uterine_smooth_muscle,Pietrobon_S05,8,11.617681471053762,WT,plastic,vehicle,1
lineage_uterine_smooth_muscle,Pietrobon_S06,8,11.369919491694446,TSC2ko,plastic,vehicle,1
lineage_uterine_smooth_muscle,Pietrobon_S07,8,11.68205916365865,WT,plastic,rapamycin,1
lineage_uterine_smooth_muscle,Pietrobon_S08,8,11.772864174973455,TSC2ko,plastic,rapamycin,1
lineage_uterine_smooth_muscle,Pietrobon_S09,8,10.34180514102832,WT,hydrogel,vehicle,2
lineage_uterine_smooth_muscle,Pietrobon_S10,8,10.477845587772798,TSC2ko,hydrogel,vehicle,2
lineage_uterine_smooth_muscle,Pietrobon_S11,8,10.370665809453833,WT,hydrogel,rapamycin,2
lineage_uterine_smooth_muscle,Pietrobon_S12,8,10.649832686244675,TSC2ko,hydrogel,rapamycin,2
lineage_uterine_smooth_muscle,Pietrobon_S13,8,11.442999189198112,WT,plastic,vehicle,2
lineage_uterine_smooth_muscle,Pietrobon_S14,8,11.43876623262287,TSC2ko,plastic,vehicle,2
lineage_uterine_smooth_muscle,Pietrobon_S15,8,11.37947841114536,WT,plastic,rapamycin,2
lineage_uterine_smooth_muscle,Pietrobon_S16,8,11.874615250204116,TSC2ko,plastic,rapamycin,2
normal_lung_interstitial,Pietrobon_S01,8,14.11479712564179,WT,hydrogel,vehicle,1
normal_lung_interstitial,Pietrobon_S02,8,13.913122365908158,TSC2ko,hydrogel,vehicle,1
normal_lung_interstitial,Pietrobon_S03,8,14.368339403537947,WT,hydrogel,rapamycin,1
normal_lung_interstitial,Pietrobon_S04,8,14.116207443245841,TSC2ko,hydrogel,rapamycin,1
normal_lung_interstitial,Pietrobon_S05,8,14.374254381065619,WT,plastic,vehicle,1
normal_lung_interstitial,Pietrobon_S06,8,13.560762099874367,TSC2ko,plastic,vehicle,1
normal_lung_interstitial,Pietrobon_S07,8,14.408184995744673,WT,plastic,rapamycin,1
normal_lung_interstitial,Pietrobon_S08,8,13.953585673804486,TSC2ko,plastic,rapamycin,1
normal_lung_interstitial,Pietrobon_S09,8,14.354241996943607,WT,hydrogel,vehicle,2
normal_lung_interstitial,Pietrobon_S10,8,14.095702829411364,TSC2ko,hydrogel,vehicle,2
normal_lung_interstitial,Pietrobon_S11,8,14.585462639676388,WT,hydrogel,rapamycin,2
normal_lung_interstitial,Pietrobon_S12,8,14.456524164932173,TSC2ko,hydrogel,rapamycin,2
normal_lung_interstitial,Pietrobon_S13,8,14.550279208709632,WT,plastic,vehicle,2
normal_lung_interstitial,Pietrobon_S14,8,13.906599032755329,TSC2ko,plastic,vehicle,2
normal_lung_interstitial,Pietrobon_S15,8,14.78149720539892,WT,plastic,rapamycin,2
normal_lung_interstitial,Pietrobon_S16,8,14.137554445133505,TSC2ko,plastic,rapamycin,2
